,average_male,0,1,average_female,female-male,tuple
71,1.7574674,efficient,inefficient,1.5799961,-0.17747128,"('efficient', 'inefficient')"
41,-1.6293149,incorrupt,corrupt,-1.8612976,-0.23198271,"('incorrupt', 'corrupt')"
81,-1.5708728,industrious,lazy,-2.1686225,-0.5977497,"('industrious', 'lazy')"
49,1.5161371,responsible,irresponsible,1.7212095,0.2050724,"('responsible', 'irresponsible')"
75,1.5082033,confident,shy,1.4560411,-0.05216217,"('confident', 'shy')"
90,1.4194566,motivated,unmotivated,1.0238366,-0.39562,"('motivated', 'unmotivated')"
14,1.381509,supportive,unsupportive,1.5764496,0.19494069,"('supportive', 'unsupportive')"
100,1.3723218,influential,uninfluential,1.7576053,0.38528347,"('influential', 'uninfluential')"
12,1.3694205,sympathetic,unsympathetic,1.9151078,0.5456873,"('sympathetic', 'unsympathetic')"
82,-1.2547879,industrious,meek,-1.7950678,-0.54027987,"('industrious', 'meek')"
107,1.252361,conventional,modern,1.775279,0.522918,"('conventional', 'modern')"
32,-1.2263987,benevolent,hardhearted,-1.1080331,0.118365645,"('benevolent', 'hardhearted')"
22,1.2092707,welcoming,disagreeable,1.109371,-0.09989977,"('welcoming', 'disagreeable')"
103,1.1903524,traditional,modern,1.076901,-0.11345148,"('traditional', 'modern')"
5,1.1681137,pleasant,repellent,1.1628983,-0.0052154064,"('pleasant', 'repellent')"
110,-1.1630973,narrow-minded,open-minded,-0.8854954,0.27760184,"('narrow-minded', 'open-minded')"
25,1.1589478,moral,immoral,1.2288041,0.069856286,"('moral', 'immoral')"
54,1.1453905,smart,stupid,0.857973,-0.28741753,"('smart', 'stupid')"
2,1.1406534,friendly,unfriendly,1.5198772,0.37922382,"('friendly', 'unfriendly')"
28,1.1147233,honest,dishonest,1.4602218,0.34549844,"('honest', 'dishonest')"
76,1.1068387,secure,insecure,1.3383868,0.23154807,"('secure', 'insecure')"
0,1.0941834,sociable,unsociable,1.5863659,0.4921825,"('sociable', 'unsociable')"
13,1.0127833,helpful,unhelpful,1.2880002,0.27521694,"('helpful', 'unhelpful')"
15,1.0058676,polite,impolite,1.3339297,0.32806206,"('polite', 'impolite')"
34,0.9930136,loyal,disloyal,1.4347653,0.44175172,"('loyal', 'disloyal')"
109,0.9829518,conservative,liberal,1.0316336,0.048681796,"('conservative', 'liberal')"
108,0.9829518,conservative,liberal,1.0316336,0.048681796,"('conservative', 'liberal')"
