,Verisk_male,Verisk_female,tuple,Analytics_male,Analytics_female,average_male,average_female,female-male
47,1.9044498,1.7878671,"('ambitious', 'unambitious')",0.014480531,0.05603701,0.9594651460647583,0.9219520092010498,-0.037513136863708496
3,1.7751105,1.8047283,"('liked', 'disliked')",4.7810507,4.539735,3.278080463409424,3.172231674194336,-0.10584878921508789
23,1.3448567,1.3219259,"('truthful', 'untruthful')",1.0911312,1.0509559,1.217993974685669,1.1864409446716309,-0.031553030014038086
49,1.3127648,1.1291842,"('motivated', 'unmotivated')",0.0794335,-0.04811214,0.6960991621017456,0.5405360460281372,-0.1555631160736084
55,-1.1401474,-0.83401597,"('conventional', 'unconventional')",-0.88330007,-0.5833904,-1.0117237567901611,-0.7087031602859497,0.3030205965042114
13,1.0655471,1.1508791,"('sincere', 'insincere')",0.39999858,0.52323395,0.7327728271484375,0.8370565176010132,0.10428369045257568
44,1.0599923,0.80026877,"('active', 'inactive')",1.7958801,1.2227948,1.4279361963272095,1.0115318298339844,-0.4164043664932251
1,-1.0167241,-0.843707,"('friendly', 'unfriendly')",-0.8720616,-0.93478763,-0.9443928599357605,-0.8892472982406616,0.05514556169509888
6,1.0026712,1.0950515,"('supportive', 'unsupportive')",0.9373205,0.52984214,0.9699958562850952,0.8124468326568604,-0.15754902362823486
21,-0.9778534,-1.1029727,"('incorrupt', 'corrupt')",2.191287,2.0695095,0.6067168116569519,0.4832683801651001,-0.1234484314918518
43,-0.9537177,-0.8346301,"('active', 'inactive')",-0.6149287,-0.45338702,-0.7843232154846191,-0.6440085172653198,0.14031469821929932
50,-0.8840181,-1.019294,"('rich', 'poor')",-4.7714086,-4.7658377,-2.8277132511138916,-2.8925657272338867,-0.06485247611999512
7,0.8830431,1.0161066,"('polite', 'impolite')",-0.003245175,0.18229315,0.4398989677429199,0.5991998910903931,0.15930092334747314
36,-0.875986,-0.737187,"('capable', 'incapable')",-1.1596344,-1.1221828,-1.0178101062774658,-0.9296849370002747,0.08812516927719116
29,0.8680143,0.74958664,"('competent', 'incompetent')",0.10319799,-0.107550085,0.4856061339378357,0.3210182785987854,-0.1645878553390503
39,-0.8403112,-0.872821,"('wise', 'foolish')",0.40229627,0.38785547,-0.2190074771642685,-0.2424827516078949,-0.023475274443626404
30,-0.8076205,-0.936793,"('smart', 'stupid')",-3.6734204,-3.4464345,-2.240520477294922,-2.1916136741638184,0.048906803131103516
57,0.75918835,0.779935,"('conservative', 'liberal')",0.080502234,0.2110956,0.4198452830314636,0.49551528692245483,0.07567000389099121
10,-0.7537247,-0.70763135,"('hospitable', 'inhospitable')",0.6889538,0.4983583,-0.032385438680648804,-0.10463652014732361,-0.0722510814666748
31,0.7490793,0.69729596,"('intelligent', 'unintelligent')",-1.0111809,-0.913701,-0.13105079531669617,-0.10820251703262329,0.022848278284072876
11,0.726774,0.7376031,"('moral', 'immoral')",-1.5272442,-1.2944815,-0.400235116481781,-0.2784391939640045,0.12179592251777649
42,0.6960713,0.84833,"('secure', 'insecure')",-0.058320105,0.123951495,0.31887561082839966,0.48614075779914856,0.1672651469707489
0,0.695749,0.71294034,"('sociable', 'unsociable')",-0.94773555,-0.6468127,-0.1259932816028595,0.03306382894515991,0.1590571105480194
53,0.6063977,0.623645,"('influential', 'uninfluential')",-0.88733333,-0.8095451,-0.1404678225517273,-0.09295004606246948,0.04751777648925781
8,0.499754,0.54379267,"('popular', 'unpopular')",0.25892615,0.20315257,0.3793400824069977,0.3734726309776306,-0.005867451429367065
14,0.44219866,0.3629735,"('honest', 'dishonest')",-1.679925,-1.5798444,-0.6188631653785706,-0.6084353923797607,0.010427772998809814
28,0.43362093,0.22969657,"('unprejudiced', 'prejudiced')",2.0099516,2.0862296,1.2217862606048584,1.1579630374908447,-0.06382322311401367
38,-0.40648746,-0.24661165,"('discriminating', 'undiscriminating')",-0.91372085,-1.1262109,-0.6601041555404663,-0.6864112615585327,-0.026307106018066406
18,-0.39700204,-0.38366053,"('good', 'evil')",2.677414,2.344487,1.140205979347229,0.9804131984710693,-0.15979278087615967
9,0.38360915,0.41562504,"('nice', 'nasty')",1.1038519,1.0299307,0.7437305450439453,0.7227778434753418,-0.020952701568603516
12,0.36358434,0.50110406,"('trustworthy', 'untrustworthy')",0.07171698,0.13880329,0.2176506519317627,0.31995368003845215,0.10230302810668945
40,0.36284295,0.37893838,"('logical', 'illogical')",-2.0466416,-2.0712514,-0.8418993353843689,-0.8461564779281616,-0.004257142543792725
56,-0.35411116,-0.33470482,"('conventional', 'unconventional')",-0.039106503,-0.012931585,-0.19660884141921997,-0.1738182008266449,0.022790640592575073
46,0.34123403,0.33220676,"('energetic', 'lethargic')",-0.24443607,-0.24431247,0.048398979008197784,0.04394714534282684,-0.004451833665370941
45,0.33454534,0.34951568,"('independent', 'dependent')",-0.20268889,-0.11117101,0.06592822819948196,0.11917233467102051,0.053244106471538544
22,-0.3285755,-0.14113665,"('amicable', 'hostile')",0.32055718,0.43667772,-0.004009157419204712,0.14777053892612457,0.15177969634532928
24,0.32044378,0.57574856,"('generous', 'stingy')",2.6804848,2.645691,1.5004643201828003,1.6107196807861328,0.11025536060333252
20,-0.31268075,-0.2947657,"('right', 'wrong')",-0.08256236,-0.15168281,-0.19762155413627625,-0.22322425246238708,-0.02560269832611084
48,-0.29655352,-0.23205827,"('dedicated', 'undedicated')",-0.6242624,-0.61190844,-0.46040797233581543,-0.42198336124420166,0.03842461109161377
54,0.2954486,0.35506463,"('successful', 'unsuccessful')",-0.37791008,-0.5900895,-0.041230738162994385,-0.11751243472099304,-0.07628169655799866
4,0.27366883,0.4002474,"('sensitive', 'insensitive')",-1.0399925,-1.161107,-0.3831618130207062,-0.38042977452278137,0.0027320384979248047
19,-0.2615514,-0.15399806,"('kind', 'unkind')",-1.4475026,-1.0729529,-0.8545269966125488,-0.6134754419326782,0.2410515546798706
34,-0.2525108,-0.08901121,"('rational', 'irrational')",0.46463877,0.5157718,0.10606399178504944,0.21338030695915222,0.10731631517410278
35,-0.24666555,-0.04548955,"('creative', 'uncreative')",-0.4890782,-0.68480194,-0.36787188053131104,-0.365145742893219,0.002726137638092041
41,0.2351712,0.10790825,"('confident', 'shy')",0.9476958,0.47305548,0.5914335250854492,0.2904818654060364,-0.30095165967941284
2,0.21934108,0.30815414,"('likable', 'unlikable')",0.007874012,0.11033824,0.11360754817724228,0.2092461884021759,0.09563864022493362
51,-0.21033031,-0.244389,"('powerful', 'powerless')",-0.68805254,-0.51740515,-0.4491914212703705,-0.38089707493782043,0.06829434633255005
17,-0.20791388,-0.1598064,"('tolerant', 'intolerant')",-1.835934,-1.779929,-1.0219240188598633,-0.9698677062988281,0.052056312561035156
16,0.20086414,0.27979422,"('fair', 'unfair')",1.294326,1.2234054,0.7475950717926025,0.7515997886657715,0.004004716873168945
26,-0.18957028,-0.17378923,"('reliable', 'unreliable')",2.1883368,2.1802878,0.999383270740509,1.0032492876052856,0.0038660168647766113
33,0.17343855,0.38602912,"('educated', 'uneducated')",-0.94791245,-0.7468538,-0.38723695278167725,-0.18041235208511353,0.20682460069656372
37,-0.172582,-0.26781228,"('practical', 'impractical')",-1.0394969,-1.002705,-0.6060394644737244,-0.6352586150169373,-0.02921915054321289
5,0.15738851,0.31638393,"('helpful', 'unhelpful')",-3.0227184,-3.0096416,-1.4326649904251099,-1.3466289043426514,0.0860360860824585
27,0.14246118,0.026034415,"('responsible', 'irresponsible')",-1.6113598,-1.7749498,-0.7344493269920349,-0.8744577169418335,-0.14000838994979858
52,-0.1269744,-0.12099868,"('superior', 'inferior')",-1.3191525,-1.3908534,-0.7230634689331055,-0.7559260129928589,-0.03286254405975342
32,-0.09704827,-0.23235646,"('able', 'unable')",-0.9162259,-1.005686,-0.5066370964050293,-0.6190212368965149,-0.1123841404914856
25,-0.07729159,0.070990734,"('forgiving', 'unforgiving')",-0.40990227,-0.22023948,-0.24359694123268127,-0.07462437450885773,0.16897256672382355
15,0.01202029,0.087054774,"('loyal', 'disloyal')",-2.0555263,-1.734472,-1.021752953529358,-0.8237086534500122,0.1980443000793457
