,Parker-Hannifin_male,Parker-Hannifin_female,tuple,average_male,average_female,female-male
37,-1.519534,-1.2929012,"('practical', 'impractical')",-1.5195339918136597,-1.2929011583328247,0.22663283348083496
8,1.3500218,1.2144183,"('popular', 'unpopular')",1.3500218391418457,1.2144182920455933,-0.13560354709625244
52,-1.3073889,-1.2682755,"('superior', 'inferior')",-1.3073889017105103,-1.268275499343872,0.039113402366638184
45,1.2932774,1.2565719,"('independent', 'dependent')",1.293277382850647,1.256571888923645,-0.03670549392700195
2,1.2106209,1.305157,"('likable', 'unlikable')",1.2106208801269531,1.305156946182251,0.09453606605529785
34,1.1065371,0.9152569,"('rational', 'irrational')",1.106537103652954,0.915256917476654,-0.19128018617630005
30,1.0737481,1.3164071,"('smart', 'stupid')",1.0737481117248535,1.3164070844650269,0.24265897274017334
32,1.0682044,1.2055546,"('able', 'unable')",1.068204402923584,1.2055546045303345,0.1373502016067505
44,1.057011,0.8109312,"('active', 'inactive')",1.0570110082626343,0.8109312057495117,-0.24607980251312256
18,1.0130821,0.6710025,"('good', 'evil')",1.0130821466445923,0.6710025072097778,-0.34207963943481445
53,0.95439345,1.1154547,"('influential', 'uninfluential')",0.9543934464454651,1.1154546737670898,0.16106122732162476
15,-0.9515291,-0.77722234,"('loyal', 'disloyal')",-0.9515290856361389,-0.7772223353385925,0.1743067502975464
28,0.9289504,1.048183,"('unprejudiced', 'prejudiced')",0.9289504289627075,1.0481829643249512,0.11923253536224365
11,-0.8799654,-0.6377708,"('moral', 'immoral')",-0.8799654245376587,-0.6377707719802856,0.24219465255737305
10,0.8390913,0.54377615,"('hospitable', 'inhospitable')",0.8390913009643555,0.5437761545181274,-0.295315146446228
3,0.8234534,0.8843559,"('liked', 'disliked')",0.823453426361084,0.884355902671814,0.06090247631072998
55,-0.8169758,-0.7799525,"('conventional', 'unconventional')",-0.8169757723808289,-0.7799525260925293,0.03702324628829956
21,0.7734974,0.5971815,"('incorrupt', 'corrupt')",0.7734974026679993,0.597181499004364,-0.17631590366363525
29,0.7626438,1.0300677,"('competent', 'incompetent')",0.7626438140869141,1.0300676822662354,0.2674238681793213
0,-0.6823629,-0.3700214,"('sociable', 'unsociable')",-0.6823629140853882,-0.37002140283584595,0.31234151124954224
6,-0.6627438,-0.6429493,"('supportive', 'unsupportive')",-0.6627438068389893,-0.6429492831230164,0.0197945237159729
24,0.6024313,0.693264,"('generous', 'stingy')",0.6024312973022461,0.6932640075683594,0.09083271026611328
14,-0.58959186,-0.49779487,"('honest', 'dishonest')",-0.5895918607711792,-0.49779486656188965,0.09179699420928955
23,0.58811843,0.70660216,"('truthful', 'untruthful')",0.5881184339523315,0.706602156162262,0.11848372220993042
33,0.5636518,0.5918625,"('educated', 'uneducated')",0.5636518001556396,0.5918624997138977,0.028210699558258057
20,-0.56092644,-0.66942716,"('right', 'wrong')",-0.5609264373779297,-0.6694271564483643,-0.10850071907043457
4,-0.55821013,-0.4084719,"('sensitive', 'insensitive')",-0.5582101345062256,-0.4084719121456146,0.14973822236061096
5,0.5191141,0.7856841,"('helpful', 'unhelpful')",0.519114077091217,0.7856841087341309,0.2665700316429138
49,0.50679564,0.42120433,"('motivated', 'unmotivated')",0.5067956447601318,0.4212043285369873,-0.08559131622314453
13,-0.495876,-0.23907521,"('sincere', 'insincere')",-0.4958760142326355,-0.2390752136707306,0.2568008005619049
48,-0.47982252,-0.41160595,"('dedicated', 'undedicated')",-0.4798225164413452,-0.41160595417022705,0.06821656227111816
41,0.47885197,0.51131666,"('confident', 'shy')",0.47885197401046753,0.5113166570663452,0.032464683055877686
16,0.47014076,0.43246454,"('fair', 'unfair')",0.4701407551765442,0.4324645400047302,-0.037676215171813965
12,-0.4679643,-0.16687967,"('trustworthy', 'untrustworthy')",-0.4679642915725708,-0.16687966883182526,0.30108462274074554
51,0.4642319,0.51104844,"('powerful', 'powerless')",0.4642319083213806,0.511048436164856,0.04681652784347534
22,0.4606285,0.16814098,"('amicable', 'hostile')",0.4606285095214844,0.1681409776210785,-0.2924875319004059
9,0.43277338,0.50049037,"('nice', 'nasty')",0.4327733814716339,0.5004903674125671,0.06771698594093323
19,-0.40681863,-0.10150537,"('kind', 'unkind')",-0.4068186283111572,-0.10150536894798279,0.30531325936317444
35,-0.38562092,-0.4728757,"('creative', 'uncreative')",-0.38562092185020447,-0.472875714302063,-0.08725479245185852
43,-0.35423103,-0.31128335,"('active', 'inactive')",-0.3542310297489166,-0.3112833499908447,0.0429476797580719
31,0.3478197,0.44755906,"('intelligent', 'unintelligent')",0.3478196859359741,0.44755905866622925,0.09973937273025513
