,Eversource_male,Eversource_female,tuple,Energy_male,Energy_female,average_male,average_female,female-male
100,2.0379105,1.9752036,"('influential', 'uninfluential')",-0.78534675,-0.5887729,0.6262819,0.6932154,0.0669335
2,1.9601505,1.8335974,"('friendly', 'unfriendly')",0.23822355,0.06478375,1.099187,0.9491906,-0.1499964
75,1.8700867,1.6593587,"('confident', 'shy')",5.0674562,5.0522437,3.4687715,3.3558011,-0.1129704
60,1.8645,1.8076174,"('educated', 'uneducated')",0.5449197,0.7645541,1.2047099,1.2860857,0.0813758
0,1.8526548,1.7316377,"('sociable', 'unsociable')",0.13529855,0.24216467,0.9939767,0.9869012,-0.0070755
12,1.8409412,1.8030876,"('sympathetic', 'unsympathetic')",-0.2052015,-0.4833278,0.8178698,0.6598799,-0.1579899
25,1.7783283,1.3255132,"('moral', 'immoral')",-0.5303682,-0.55488217,0.62398,0.3853155,-0.2386645
90,1.4734836,1.117791,"('motivated', 'unmotivated')",0.89904433,0.8758817,1.1862639,0.9968364,-0.1894275
103,1.4529433,1.4891593,"('traditional', 'modern')",1.5079384,1.6059625,1.4804409,1.5475609,0.06712
41,-1.430997,-1.2081559,"('incorrupt', 'corrupt')",0.52702177,0.7140939,-0.4519876,-0.247031,0.2049566
15,1.4158225,1.2228408,"('polite', 'impolite')",1.2906976,1.1912273,1.35326,1.2070341,-0.1462259
16,1.4014504,1.2960252,"('social', 'antisocial')",-0.3538518,-0.3247335,0.5237993,0.4856458,-0.0381535
109,1.373723,1.0731391,"('conservative', 'liberal')",1.3834869,1.2623236,1.3786049,1.1677313,-0.2108736
108,1.373723,1.0731391,"('conservative', 'liberal')",1.3834869,1.2623236,1.3786049,1.1677313,-0.2108736
5,1.3651965,1.2555964,"('pleasant', 'repellent')",0.47195324,0.40534648,0.9185749,0.8304715,-0.0881034
55,1.355427,1.2767917,"('intelligent', 'unintelligent')",-0.8850905,-0.95256597,0.2351683,0.1621129,-0.0730554
14,1.2597613,1.0536239,"('supportive', 'unsupportive')",0.44272503,0.30042687,0.8512432,0.6770254,-0.1742178
94,1.2029641,1.0459156,"('aggressive', 'submissive')",0.22133064,0.024974525,0.7121474,0.5354451,-0.1767023
71,1.1901438,0.6621046,"('efficient', 'inefficient')",-0.31836808,-0.6579349,0.4358879,0.0020849,-0.433803
22,1.1701487,1.1165359,"('welcoming', 'disagreeable')",1.1980712,1.3772509,1.1841099,1.2468934,0.0627835
76,1.1652658,1.2033228,"('secure', 'insecure')",0.42770904,0.39515972,0.7964875,0.7992412,0.0027537
82,-1.1060724,-1.2786312,"('industrious', 'meek')",-0.5705572,-0.36099246,-0.8383148,-0.8198118,0.018503
81,-1.0855725,-1.3507686,"('industrious', 'lazy')",0.07886417,0.24873959,-0.5033541,-0.5510145,-0.0476604
