,average_male,0,1,average_female,female-male,tuple
75,6.0218706,confident,shy,6.2523556,0.23048496,"('confident', 'shy')"
27,-5.5050063,sincere,insincere,-6.288741,-0.7837348,"('sincere', 'insincere')"
6,4.8442717,liked,disliked,5.3116736,0.46740198,"('liked', 'disliked')"
95,-4.31571,rich,poor,-4.896825,-0.58111477,"('rich', 'poor')"
40,-4.084965,honorable,mean,-4.761754,-0.6767888,"('honorable', 'mean')"
53,-4.0159955,smart,stupid,-4.364942,-0.34894657,"('smart', 'stupid')"
86,3.1547894,self-reliant,helpless,3.6864183,0.53162885,"('self-reliant', 'helpless')"
48,2.372497,reliable,unreliable,2.8493822,0.47688508,"('reliable', 'unreliable')"
11,-2.332931,caring,unaffectionate,-2.0667171,0.2662139,"('caring', 'unaffectionate')"
66,2.3158355,imaginative,unimaginative,2.7468734,0.4310379,"('imaginative', 'unimaginative')"
13,-2.2301335,helpful,unhelpful,-2.3894424,-0.15930891,"('helpful', 'unhelpful')"
1,-2.1440666,friendly,unfriendly,-1.7092478,0.43481874,"('friendly', 'unfriendly')"
50,2.0412683,unprejudiced,prejudiced,2.0666013,0.025332928,"('unprejudiced', 'prejudiced')"
78,1.935777,active,inactive,2.0364883,0.100711346,"('active', 'inactive')"
28,-1.9135175,honest,dishonest,-2.1505165,-0.23699903,"('honest', 'dishonest')"
38,-1.8542002,kind,unkind,-2.0596516,-0.20545137,"('kind', 'unkind')"
34,-1.8372777,loyal,disloyal,-1.5524216,0.28485608,"('loyal', 'disloyal')"
45,-1.6838045,cooperative,exploitative,-1.863431,-0.17962646,"('cooperative', 'exploitative')"
99,-1.5463915,prestigious,insignificant,-1.0857189,0.46067262,"('prestigious', 'insignificant')"
37,1.5346425,good,evil,1.8581729,0.32353044,"('good', 'evil')"
58,-1.4957798,able,clumsy,-1.4254072,0.07037258,"('able', 'clumsy')"
88,1.4703307,impulsive,meek,1.6305516,0.16022086,"('impulsive', 'meek')"
80,1.4203805,independent,dependent,1.5618331,0.14145267,"('independent', 'dependent')"
33,-1.3823655,softhearted,hardhearted,-1.1712683,0.21109712,"('softhearted', 'hardhearted')"
10,-1.3677794,affectionate,unaffectionate,-0.72711354,0.6406658,"('affectionate', 'unaffectionate')"
3,1.3387799,likable,unlikable,1.6156262,0.2768463,"('likable', 'unlikable')"
104,-1.2489638,conventional,unconventional,-0.56546974,0.6834941,"('conventional', 'unconventional')"
46,1.18462,generous,stingy,1.5582455,0.37362552,"('generous', 'stingy')"
97,-1.1706836,superior,inferior,-0.984641,0.1860426,"('superior', 'inferior')"
69,-1.1623968,wise,foolish,-0.67137015,0.49102664,"('wise', 'foolish')"
63,-1.133402,capable,incapable,-1.1266934,0.006708622,"('capable', 'incapable')"
62,-1.1305964,creative,uncreative,-0.5067494,0.623847,"('creative', 'uncreative')"
89,1.1283267,daring,anxious,0.77943575,-0.3488909,"('daring', 'anxious')"
77,1.1102206,active,inactive,1.464106,0.3538854,"('active', 'inactive')"
29,-1.089786,honest,immoral,-1.3899035,-0.3001175,"('honest', 'immoral')"
14,1.0746483,supportive,unsupportive,0.9126884,-0.16195989,"('supportive', 'unsupportive')"
16,1.0564513,social,antisocial,0.62452334,-0.43192798,"('social', 'antisocial')"
32,-1.0417428,benevolent,hardhearted,-0.7072079,0.33453488,"('benevolent', 'hardhearted')"
68,-0.9991604,clever,inept,-1.3510697,-0.35190928,"('clever', 'inept')"
72,-0.9570972,logical,illogical,-0.86887133,0.08822584,"('logical', 'illogical')"
12,-0.9541293,sympathetic,unsympathetic,-1.4105281,-0.4563988,"('sympathetic', 'unsympathetic')"
47,-0.9424658,forgiving,unforgiving,-0.99430895,-0.051843166,"('forgiving', 'unforgiving')"
39,-0.9209254,right,wrong,-0.6057698,0.31515557,"('right', 'wrong')"
107,0.9058816,conventional,modern,0.6546075,-0.2512741,"('conventional', 'modern')"
49,-0.89737004,responsible,irresponsible,-0.975076,-0.07770598,"('responsible', 'irresponsible')"
44,-0.89207935,truthful,untruthful,-1.2204401,-0.3283608,"('truthful', 'untruthful')"
31,-0.8516501,altruistic,egoistic,-0.6180723,0.23357785,"('altruistic', 'egoistic')"
81,0.83608717,industrious,lazy,0.7457011,-0.09038609,"('industrious', 'lazy')"
94,0.8284199,aggressive,submissive,0.4940092,-0.33441073,"('aggressive', 'submissive')"
98,-0.7954466,prestigious,insignificant,-0.8162737,-0.020827115,"('prestigious', 'insignificant')"
105,-0.76766837,conventional,modern,-0.7794347,-0.0117663145,"('conventional', 'modern')"
35,0.76379746,fair,unfair,1.000588,0.2367906,"('fair', 'unfair')"
110,0.7544967,narrow-minded,open-minded,0.43408853,-0.32040817,"('narrow-minded', 'open-minded')"
36,-0.7341981,tolerant,intolerant,-0.9519269,-0.2177288,"('tolerant', 'intolerant')"
30,-0.7117964,honest,dishonest,-1.0419874,-0.33019102,"('honest', 'dishonest')"
