,Tesla_male,Tesla_female,tuple,average_male,average_female,female-male
50,-5.199744,-5.244377,"('rich', 'poor')",-5.19974422454834,-5.244377136230469,-0.044632911682128906
3,4.697784,4.659254,"('liked', 'disliked')",4.697783946990967,4.65925407409668,-0.03852987289428711
26,3.6027873,3.609193,"('reliable', 'unreliable')",3.6027872562408447,3.6091930866241455,0.006405830383300781
30,-3.539155,-3.4676476,"('smart', 'stupid')",-3.5391550064086914,-3.4676475524902344,0.07150745391845703
1,-2.6519613,-2.413346,"('friendly', 'unfriendly')",-2.651961326599121,-2.4133460521698,0.2386152744293213
28,2.503864,2.2486389,"('unprejudiced', 'prejudiced')",2.503864049911499,2.248638868331909,-0.25522518157958984
15,-2.1524923,-1.8332726,"('loyal', 'disloyal')",-2.1524922847747803,-1.8332725763320923,0.319219708442688
5,-2.0287738,-1.8859869,"('helpful', 'unhelpful')",-2.028773784637451,-1.8859869241714478,0.14278686046600342
24,1.6115172,1.8183486,"('generous', 'stingy')",1.6115171909332275,1.8183486461639404,0.2068314552307129
31,-1.5707177,-1.6084208,"('intelligent', 'unintelligent')",-1.570717692375183,-1.6084208488464355,-0.03770315647125244
52,-1.5317338,-1.4316145,"('superior', 'inferior')",-1.531733751296997,-1.4316145181655884,0.10011923313140869
19,-1.5207783,-1.2617865,"('kind', 'unkind')",-1.5207782983779907,-1.2617864608764648,0.2589918375015259
33,-1.4886434,-1.2281649,"('educated', 'uneducated')",-1.4886434078216553,-1.2281649112701416,0.26047849655151367
53,-1.4420809,-1.0832169,"('influential', 'uninfluential')",-1.4420808553695679,-1.083216905593872,0.3588639497756958
12,1.3487538,1.3884122,"('trustworthy', 'untrustworthy')",1.348753809928894,1.3884122371673584,0.039658427238464355
41,1.3136967,1.0700643,"('confident', 'shy')",1.3136967420578003,1.0700643062591553,-0.24363243579864502
35,-1.3087807,-1.0202596,"('creative', 'uncreative')",-1.3087806701660156,-1.0202596187591553,0.28852105140686035
49,1.2423681,0.97474176,"('motivated', 'unmotivated')",1.2423681020736694,0.9747417569160461,-0.2676263451576233
14,-1.0696092,-1.2125238,"('honest', 'dishonest')",-1.0696091651916504,-1.2125238180160522,-0.14291465282440186
46,1.0521256,1.0157343,"('energetic', 'lethargic')",1.0521255731582642,1.015734314918518,-0.036391258239746094
36,-1.0273087,-1.0422698,"('capable', 'incapable')",-1.027308702468872,-1.0422698259353638,-0.0149611234664917
44,0.90135354,0.74096644,"('active', 'inactive')",0.9013535380363464,0.7409664392471313,-0.1603870987892151
57,0.850255,0.797731,"('conservative', 'liberal')",0.850255012512207,0.7977309823036194,-0.052524030208587646
45,0.8182805,0.7856716,"('independent', 'dependent')",0.8182805180549622,0.785671591758728,-0.03260892629623413
29,0.8042824,0.6882037,"('competent', 'incompetent')",0.8042824268341064,0.6882036924362183,-0.11607873439788818
23,0.7793061,0.7351596,"('truthful', 'untruthful')",0.7793061137199402,0.7351595759391785,-0.04414653778076172
37,-0.7573073,-0.81421435,"('practical', 'impractical')",-0.7573072910308838,-0.8142143487930298,-0.056907057762145996
