,average_male,0,1,average_female,female-male,tuple
75,5.3040905,confident,shy,5.4279375,0.12384701,"('confident', 'shy')"
27,-4.5216784,sincere,insincere,-4.703698,-0.18201971,"('sincere', 'insincere')"
6,3.8963325,liked,disliked,4.1609006,0.2645681,"('liked', 'disliked')"
95,-3.1401107,rich,poor,-3.3519497,-0.21183896,"('rich', 'poor')"
53,-3.116898,smart,stupid,-3.409607,-0.29270887,"('smart', 'stupid')"
40,-3.0920525,honorable,mean,-3.3947802,-0.3027277,"('honorable', 'mean')"
13,-2.2131515,helpful,unhelpful,-2.1587737,0.054377794,"('helpful', 'unhelpful')"
48,2.0133114,reliable,unreliable,2.0779488,0.06463742,"('reliable', 'unreliable')"
1,-2.004795,friendly,unfriendly,-1.9235356,0.08125949,"('friendly', 'unfriendly')"
68,-1.9966587,clever,inept,-1.7242463,0.27241242,"('clever', 'inept')"
32,-1.8803476,benevolent,hardhearted,-1.7235911,0.15675652,"('benevolent', 'hardhearted')"
65,-1.7630911,practical,impractical,-1.5511786,0.21191251,"('practical', 'impractical')"
107,1.7311258,conventional,modern,1.564091,-0.16703486,"('conventional', 'modern')"
86,1.7198925,self-reliant,helpless,1.6577097,-0.062182784,"('self-reliant', 'helpless')"
103,1.7175875,traditional,modern,1.9457084,0.22812092,"('traditional', 'modern')"
50,1.7020242,unprejudiced,prejudiced,1.6262081,-0.075816154,"('unprejudiced', 'prejudiced')"
11,-1.6276302,caring,unaffectionate,-1.7231269,-0.095496655,"('caring', 'unaffectionate')"
67,-1.5332246,discriminating,undiscriminating,-1.3932773,0.1399473,"('discriminating', 'undiscriminating')"
62,-1.5189981,creative,uncreative,-1.1344571,0.38454103,"('creative', 'uncreative')"
46,1.4334763,generous,stingy,1.6245883,0.19111192,"('generous', 'stingy')"
49,-1.4284983,responsible,irresponsible,-1.3341954,0.09430289,"('responsible', 'irresponsible')"
59,1.3884792,skillful,clumsy,1.1344681,-0.25401115,"('skillful', 'clumsy')"
22,1.3341691,welcoming,disagreeable,1.3040423,-0.03012681,"('welcoming', 'disagreeable')"
80,1.3179427,independent,dependent,1.4876097,0.169667,"('independent', 'dependent')"
56,1.3025656,intelligent,dumb,1.2712091,-0.031356454,"('intelligent', 'dumb')"
97,-1.2679033,superior,inferior,-1.3247354,-0.056832075,"('superior', 'inferior')"
41,1.2667727,incorrupt,corrupt,1.3343346,0.067561865,"('incorrupt', 'corrupt')"
19,-1.2016287,funny,boring,-1.0350255,0.16660321,"('funny', 'boring')"
78,1.1853895,active,inactive,0.7631796,-0.42220992,"('active', 'inactive')"
100,-1.1753442,influential,uninfluential,-0.6754211,0.4999231,"('influential', 'uninfluential')"
87,-1.1753157,dedicated,undedicated,-0.9147729,0.2605428,"('dedicated', 'undedicated')"
73,-1.1587589,brilliant,incompetent,-1.1181018,0.040657043,"('brilliant', 'incompetent')"
85,-1.1485312,ambitious,unambitious,-1.0727832,0.07574797,"('ambitious', 'unambitious')"
44,-1.1471015,truthful,untruthful,-1.0972861,0.049815416,"('truthful', 'untruthful')"
37,1.1272707,good,evil,1.0294063,-0.09786439,"('good', 'evil')"
35,1.0940759,fair,unfair,1.2014749,0.10739899,"('fair', 'unfair')"
3,1.0922047,likable,unlikable,1.0154383,-0.07676637,"('likable', 'unlikable')"
29,-1.0916982,honest,immoral,-1.1552554,-0.06355727,"('honest', 'immoral')"
28,-1.0897151,honest,dishonest,-1.1517262,-0.062011123,"('honest', 'dishonest')"
61,1.0667274,rational,irrational,1.0682759,0.0015485287,"('rational', 'irrational')"
16,1.0514579,social,antisocial,1.1642194,0.1127615,"('social', 'antisocial')"
110,1.0255823,narrow-minded,open-minded,0.9476596,-0.0779227,"('narrow-minded', 'open-minded')"
55,-1.0245712,intelligent,unintelligent,-0.9538896,0.07068157,"('intelligent', 'unintelligent')"
99,-1.0119654,prestigious,insignificant,-0.8252272,0.1867382,"('prestigious', 'insignificant')"
24,-0.9958589,thoughtful,rough,-0.91477716,0.08108175,"('thoughtful', 'rough')"
12,-0.9639133,sympathetic,unsympathetic,-0.77422965,0.18968368,"('sympathetic', 'unsympathetic')"
60,0.9638698,educated,uneducated,1.074549,0.11067915,"('educated', 'uneducated')"
101,-0.92125916,successful,unsuccessful,-0.8020978,0.11916137,"('successful', 'unsuccessful')"
63,-0.87584174,capable,incapable,-0.9444893,-0.06864756,"('capable', 'incapable')"
10,-0.856267,affectionate,unaffectionate,-0.80814797,0.04811901,"('affectionate', 'unaffectionate')"
