,Value 1,0,1,Value 2,female-male,tuple
27,-6.8569274,sincere,insincere,-6.812893,0.04403448,"('sincere', 'insincere')"
95,-6.3531456,rich,poor,-6.4165063,-0.06336069,"('rich', 'poor')"
6,6.1288996,liked,disliked,6.277588,0.14868832,"('liked', 'disliked')"
75,6.0637918,confident,shy,6.027197,-0.036594868,"('confident', 'shy')"
40,-4.9994187,honorable,mean,-5.1661186,-0.16669989,"('honorable', 'mean')"
53,-4.9350505,smart,stupid,-5.252206,-0.31715536,"('smart', 'stupid')"
13,-3.793824,helpful,unhelpful,-3.6617289,0.1320951,"('helpful', 'unhelpful')"
86,3.4431033,self-reliant,helpless,3.3533347,-0.08976865,"('self-reliant', 'helpless')"
38,-3.2047536,kind,unkind,-3.0334117,0.1713419,"('kind', 'unkind')"
34,-2.8471022,loyal,disloyal,-2.7493672,0.09773493,"('loyal', 'disloyal')"
58,-2.5732532,able,clumsy,-2.4869776,0.08627558,"('able', 'clumsy')"
46,2.505052,generous,stingy,2.443025,-0.062026978,"('generous', 'stingy')"
37,2.5006533,good,evil,2.236991,-0.26366234,"('good', 'evil')"
81,2.4724498,industrious,lazy,2.434626,-0.037823677,"('industrious', 'lazy')"
50,2.4013953,unprejudiced,prejudiced,2.5579712,0.15657592,"('unprejudiced', 'prejudiced')"
48,2.3577323,reliable,unreliable,2.0945227,-0.26320958,"('reliable', 'unreliable')"
7,2.2471337,outgoing,distant,1.9889872,-0.25814652,"('outgoing', 'distant')"
78,2.0163205,active,inactive,1.8132942,-0.2030263,"('active', 'inactive')"
11,-1.9863422,caring,unaffectionate,-2.1636803,-0.17733812,"('caring', 'unaffectionate')"
66,1.9724416,imaginative,unimaginative,1.8440382,-0.1284033,"('imaginative', 'unimaginative')"
55,-1.9418086,intelligent,unintelligent,-1.5776216,0.364187,"('intelligent', 'unintelligent')"
28,-1.7979023,honest,dishonest,-1.8232908,-0.02538848,"('honest', 'dishonest')"
8,1.7681766,open,distant,1.3432467,-0.42492986,"('open', 'distant')"
100,-1.7185749,influential,uninfluential,-1.5206685,0.19790637,"('influential', 'uninfluential')"
9,-1.7058871,sensitive,insensitive,-1.7733333,-0.06744623,"('sensitive', 'insensitive')"
12,-1.7017703,sympathetic,unsympathetic,-1.6310954,0.070674896,"('sympathetic', 'unsympathetic')"
64,-1.6764848,clever,incompetent,-1.5875142,0.08897066,"('clever', 'incompetent')"
41,1.6573747,incorrupt,corrupt,1.6831787,0.025803924,"('incorrupt', 'corrupt')"
60,-1.6426575,educated,uneducated,-1.3047104,0.33794713,"('educated', 'uneducated')"
49,-1.6266599,responsible,irresponsible,-1.7053545,-0.07869458,"('responsible', 'irresponsible')"
1,-1.5437444,friendly,unfriendly,-1.5601885,-0.016444087,"('friendly', 'unfriendly')"
87,-1.5283165,dedicated,undedicated,-1.4366897,0.09162676,"('dedicated', 'undedicated')"
102,-1.5110464,eminent,low,-1.0025584,0.50848806,"('eminent', 'low')"
63,-1.476287,capable,incapable,-1.5026898,-0.026402831,"('capable', 'incapable')"
10,-1.4591329,affectionate,unaffectionate,-1.5497586,-0.090625644,"('affectionate', 'unaffectionate')"
74,-1.4390413,insightful,unperceptive,-1.3288052,0.11023605,"('insightful', 'unperceptive')"
65,-1.4164457,practical,impractical,-1.3931504,0.023295283,"('practical', 'impractical')"
88,1.3194304,impulsive,meek,1.065295,-0.25413537,"('impulsive', 'meek')"
