,Value 1,0,1,Value 2,female-male,tuple
37,-2.976422,practical,impractical,-2.964814,0.011608124,"('practical', 'impractical')"
20,-2.9074156,right,wrong,-3.1291876,-0.22177196,"('right', 'wrong')"
40,-2.8026085,logical,illogical,-2.6779013,0.12470722,"('logical', 'illogical')"
43,-2.4495077,active,inactive,-2.5506582,-0.10115051,"('active', 'inactive')"
11,-2.1775227,moral,immoral,-1.9766738,0.20084882,"('moral', 'immoral')"
52,-2.0493011,superior,inferior,-1.8911107,0.15819049,"('superior', 'inferior')"
5,-2.0355415,helpful,unhelpful,-1.849351,0.18619049,"('helpful', 'unhelpful')"
27,-1.8539356,responsible,irresponsible,-1.7532475,0.1006881,"('responsible', 'irresponsible')"
1,-1.7721007,friendly,unfriendly,-1.8127493,-0.04064858,"('friendly', 'unfriendly')"
35,-1.6804085,creative,uncreative,-1.5792793,0.101129174,"('creative', 'uncreative')"
41,-1.6667521,confident,shy,-1.831013,-0.16426086,"('confident', 'shy')"
48,-1.6556759,dedicated,undedicated,-1.6150135,0.040662408,"('dedicated', 'undedicated')"
8,1.6446185,popular,unpopular,1.5462326,-0.09838593,"('popular', 'unpopular')"
36,-1.6409183,capable,incapable,-1.5396433,0.10127497,"('capable', 'incapable')"
38,-1.6174102,discriminating,undiscriminating,-1.4955316,0.121878624,"('discriminating', 'undiscriminating')"
39,-1.5847142,wise,foolish,-1.7393396,-0.15462542,"('wise', 'foolish')"
16,-1.5187081,fair,unfair,-1.5000556,0.018652558,"('fair', 'unfair')"
26,-1.4632615,reliable,unreliable,-1.4956585,-0.03239703,"('reliable', 'unreliable')"
56,1.4255562,conventional,unconventional,1.4998487,0.07429254,"('conventional', 'unconventional')"
17,-1.3601114,tolerant,intolerant,-1.2659416,0.094169736,"('tolerant', 'intolerant')"
25,-1.3531423,forgiving,unforgiving,-1.2950722,0.058070064,"('forgiving', 'unforgiving')"
51,-1.303036,powerful,powerless,-1.256768,0.046267986,"('powerful', 'powerless')"
34,-1.1318933,rational,irrational,-1.1991775,-0.06728423,"('rational', 'irrational')"
49,-1.0256399,motivated,unmotivated,-0.9668089,0.058830976,"('motivated', 'unmotivated')"
6,-1.0063035,supportive,unsupportive,-1.0031328,0.0031707287,"('supportive', 'unsupportive')"
30,-0.9929999,smart,stupid,-0.92088753,0.07211238,"('smart', 'stupid')"
9,0.9814057,nice,nasty,0.8593094,-0.1220963,"('nice', 'nasty')"
18,0.95640814,good,evil,0.7625979,-0.19381022,"('good', 'evil')"
45,-0.95308346,independent,dependent,-0.9068354,0.04624808,"('independent', 'dependent')"
44,0.9290719,active,inactive,0.77854127,-0.15053064,"('active', 'inactive')"
50,0.89111906,rich,poor,0.8653818,-0.025737286,"('rich', 'poor')"
10,-0.8126133,hospitable,inhospitable,-0.9769062,-0.16429287,"('hospitable', 'inhospitable')"
57,-0.7727295,conservative,liberal,-0.561154,0.21157551,"('conservative', 'liberal')"
53,-0.76375574,influential,uninfluential,-0.5502051,0.21355063,"('influential', 'uninfluential')"
4,-0.76328695,sensitive,insensitive,-0.60230774,0.16097921,"('sensitive', 'insensitive')"
3,0.7502916,liked,disliked,0.6636278,-0.08666378,"('liked', 'disliked')"
14,-0.7410186,honest,dishonest,-0.67989194,0.06112665,"('honest', 'dishonest')"
54,-0.71535975,successful,unsuccessful,-0.5607184,0.15464133,"('successful', 'unsuccessful')"
28,0.61370844,unprejudiced,prejudiced,0.575929,-0.03777945,"('unprejudiced', 'prejudiced')"
13,0.5286573,sincere,insincere,0.76600724,0.23734993,"('sincere', 'insincere')"
42,0.5282189,secure,insecure,0.6837368,0.15551788,"('secure', 'insecure')"
32,-0.52651155,able,unable,-0.5392554,-0.012743831,"('able', 'unable')"
46,-0.47771972,energetic,lethargic,-0.19869828,0.27902144,"('energetic', 'lethargic')"
21,-0.47412202,incorrupt,corrupt,-0.70139515,-0.22727314,"('incorrupt', 'corrupt')"
24,0.41659808,generous,stingy,0.5712804,0.15468234,"('generous', 'stingy')"
23,0.38894397,truthful,untruthful,0.5491659,0.16022193,"('truthful', 'untruthful')"
29,0.36586472,competent,incompetent,0.4874017,0.12153697,"('competent', 'incompetent')"
31,0.31634107,intelligent,unintelligent,0.49469146,0.17835039,"('intelligent', 'unintelligent')"
33,-0.309489,educated,uneducated,-0.13908717,0.17040184,"('educated', 'uneducated')"
47,-0.14435542,ambitious,unambitious,-0.16334337,-0.018987954,"('ambitious', 'unambitious')"
15,-0.12969458,loyal,disloyal,0.06660994,0.19630453,"('loyal', 'disloyal')"
19,-0.121697344,kind,unkind,0.036170214,0.15786755,"('kind', 'unkind')"
2,0.12163356,likable,unlikable,0.10654172,-0.015091836,"('likable', 'unlikable')"
55,-0.10771647,conventional,unconventional,-0.01772885,0.08998762,"('conventional', 'unconventional')"
22,-0.07329519,amicable,hostile,-0.23799346,-0.16469827,"('amicable', 'hostile')"
0,0.07318586,sociable,unsociable,0.35345456,0.2802687,"('sociable', 'unsociable')"
7,0.07178283,polite,impolite,0.23509988,0.16331705,"('polite', 'impolite')"
12,0.071052365,trustworthy,untrustworthy,0.3353427,0.26429033,"('trustworthy', 'untrustworthy')"
