,Humana_male,Humana_female,tuple,average_male,average_female,female-male
44,1.6110656,1.4900291,"('active', 'inactive')",1.6110656261444092,1.4900290966033936,-0.12103652954101562
3,1.4964103,1.4356647,"('liked', 'disliked')",1.4964102506637573,1.4356646537780762,-0.06074559688568115
11,-1.432976,-1.3755488,"('moral', 'immoral')",-1.4329760074615479,-1.3755488395690918,0.057427167892456055
37,-1.1690505,-1.2737707,"('practical', 'impractical')",-1.1690504550933838,-1.2737706899642944,-0.10472023487091064
50,-1.0558159,-1.3490175,"('rich', 'poor')",-1.0558159351348877,-1.3490175008773804,-0.2932015657424927
7,1.0488882,1.0681694,"('polite', 'impolite')",1.0488882064819336,1.068169355392456,0.01928114891052246
56,-1.0082455,-1.025413,"('conventional', 'unconventional')",-1.0082454681396484,-1.0254130363464355,-0.01716756820678711
36,-0.9638827,-1.0361857,"('capable', 'incapable')",-0.9638826847076416,-1.0361857414245605,-0.07230305671691895
30,-0.9326775,-0.9983121,"('smart', 'stupid')",-0.9326775074005127,-0.9983121156692505,-0.06563460826873779
21,0.92643714,1.1157651,"('incorrupt', 'corrupt')",0.9264371395111084,1.11576509475708,0.18932795524597168
13,0.86942226,0.75821716,"('sincere', 'insincere')",0.8694222569465637,0.7582171559333801,-0.1112051010131836
18,0.859553,0.9651363,"('good', 'evil')",0.8595529794692993,0.9651362895965576,0.1055833101272583
35,0.8139374,0.9991448,"('creative', 'uncreative')",0.8139374256134033,0.9991447925567627,0.18520736694335938
48,-0.8057984,-0.9383632,"('dedicated', 'undedicated')",-0.8057984113693237,-0.9383631944656372,-0.13256478309631348
55,-0.76831603,-0.66672295,"('conventional', 'unconventional')",-0.7683160305023193,-0.6667229533195496,0.10159307718276978
15,-0.75541914,-0.5703317,"('loyal', 'disloyal')",-0.755419135093689,-0.5703316926956177,0.1850874423980713
9,0.7096829,0.62820506,"('nice', 'nasty')",0.7096828818321228,0.6282050609588623,-0.0814778208732605
