,MSCI_male,MSCI_female,tuple,average_male,average_female,female-male
44,1.9286532,1.5945069,"('active', 'inactive')",1.9286532402038574,1.594506859779358,-0.3341463804244995
3,1.510373,1.334594,"('liked', 'disliked')",1.5103729963302612,1.3345940113067627,-0.17577898502349854
54,-1.4683319,-1.333806,"('successful', 'unsuccessful')",-1.4683319330215454,-1.333806037902832,0.13452589511871338
30,-1.367613,-1.3770639,"('smart', 'stupid')",-1.3676129579544067,-1.3770638704299927,-0.009450912475585938
50,-1.2067661,-1.2467506,"('rich', 'poor')",-1.206766128540039,-1.2467505931854248,-0.03998446464538574
37,-1.079056,-0.8811593,"('practical', 'impractical')",-1.0790560245513916,-0.8811593055725098,0.19789671897888184
11,-1.0706211,-0.8102386,"('moral', 'immoral')",-1.070621132850647,-0.8102385997772217,0.2603825330734253
23,1.0564237,1.1537491,"('truthful', 'untruthful')",1.0564236640930176,1.1537491083145142,0.09732544422149658
17,-0.9941988,-0.860222,"('tolerant', 'intolerant')",-0.9941987991333008,-0.8602219820022583,0.13397681713104248
57,-0.9548466,-0.65001315,"('conservative', 'liberal')",-0.9548466205596924,-0.6500131487846375,0.30483347177505493
48,-0.94320285,-0.8723089,"('dedicated', 'undedicated')",-0.9432028532028198,-0.8723089098930359,0.07089394330978394
24,0.9027096,0.8960811,"('generous', 'stingy')",0.9027096033096313,0.8960810899734497,-0.006628513336181641
40,-0.86383975,-0.64453197,"('logical', 'illogical')",-0.8638397455215454,-0.6445319652557373,0.2193077802658081
19,-0.7749378,-0.32317013,"('kind', 'unkind')",-0.7749378085136414,-0.32317012548446655,0.4517676830291748
18,0.7735552,0.396319,"('good', 'evil')",0.7735552191734314,0.3963190019130707,-0.3772362172603607
0,-0.73798376,-0.45685494,"('sociable', 'unsociable')",-0.737983763217926,-0.4568549394607544,0.28112882375717163
36,-0.6825851,-0.66083276,"('capable', 'incapable')",-0.6825851202011108,-0.6608327627182007,0.021752357482910156
21,0.6642082,0.5245446,"('incorrupt', 'corrupt')",0.664208173751831,0.5245445966720581,-0.13966357707977295
9,0.63894,0.5373055,"('nice', 'nasty')",0.6389399766921997,0.537305474281311,-0.10163450241088867
1,0.58727455,0.4737313,"('friendly', 'unfriendly')",0.5872745513916016,0.47373130917549133,-0.11354324221611023
2,0.5827237,0.69308764,"('likable', 'unlikable')",0.5827236771583557,0.693087637424469,0.11036396026611328
22,0.5656196,0.2995667,"('amicable', 'hostile')",0.5656195878982544,0.29956668615341187,-0.26605290174484253
55,0.56063783,0.5156108,"('conventional', 'unconventional')",0.5606378316879272,0.5156108140945435,-0.04502701759338379
34,0.5162779,0.48212066,"('rational', 'irrational')",0.5162779092788696,0.48212066292762756,-0.034157246351242065
53,0.5092238,0.66869116,"('influential', 'uninfluential')",0.5092238187789917,0.6686911582946777,0.15946733951568604
38,-0.48940915,-0.4861013,"('discriminating', 'undiscriminating')",-0.4894091486930847,-0.48610129952430725,0.003307849168777466
43,-0.4634571,-0.31520012,"('active', 'inactive')",-0.4634571075439453,-0.3152001202106476,0.14825698733329773
47,0.4625394,0.4864588,"('ambitious', 'unambitious')",0.462539404630661,0.48645880818367004,0.023919403553009033
6,0.46251065,0.41206655,"('supportive', 'unsupportive')",0.4625106453895569,0.4120665490627289,-0.050444096326828
51,-0.42404598,-0.29966262,"('powerful', 'powerless')",-0.42404597997665405,-0.29966261982917786,0.1243833601474762
26,0.42386043,0.31807405,"('reliable', 'unreliable')",0.42386043071746826,0.3180740475654602,-0.10578638315200806
29,-0.37538975,-0.48397917,"('competent', 'incompetent')",-0.3753897547721863,-0.48397916555404663,-0.10858941078186035
10,0.36690152,0.27899975,"('hospitable', 'inhospitable')",0.3669015169143677,0.2789997458457947,-0.087901771068573
32,-0.36179975,-0.4168616,"('able', 'unable')",-0.3617997467517853,-0.4168615937232971,-0.05506184697151184
35,0.34723672,0.35155237,"('creative', 'uncreative')",0.3472367227077484,0.3515523672103882,0.0043156445026397705
13,0.33668715,0.41092065,"('sincere', 'insincere')",0.3366871476173401,0.410920649766922,0.07423350214958191
8,-0.29455224,-0.30261073,"('popular', 'unpopular')",-0.2945522367954254,-0.30261072516441345,-0.008058488368988037
5,-0.27619657,0.021714032,"('helpful', 'unhelpful')",-0.27619656920433044,0.02171403169631958,0.29791060090065
46,-0.27059582,-0.28752035,"('energetic', 'lethargic')",-0.27059581875801086,-0.2875203490257263,-0.016924530267715454
12,-0.26435176,-0.32477516,"('trustworthy', 'untrustworthy')",-0.2643517553806305,-0.32477515935897827,-0.06042340397834778
20,-0.2533028,-0.1464569,"('right', 'wrong')",-0.25330281257629395,-0.14645689725875854,0.1068459153175354
39,-0.22009753,-0.39522463,"('wise', 'foolish')",-0.22009752690792084,-0.3952246308326721,-0.17512710392475128
25,-0.20583376,-0.13611297,"('forgiving', 'unforgiving')",-0.20583376288414001,-0.1361129730939865,0.0697207897901535
7,0.17978561,0.38282916,"('polite', 'impolite')",0.1797856092453003,0.3828291594982147,0.20304355025291443
31,-0.17111617,-0.08749862,"('intelligent', 'unintelligent')",-0.1711161732673645,-0.08749862015247345,0.08361755311489105
42,0.17066321,0.28021878,"('secure', 'insecure')",0.17066320776939392,0.28021878004074097,0.10955557227134705
28,0.17011029,0.034311146,"('unprejudiced', 'prejudiced')",0.170110285282135,0.034311145544052124,-0.13579913973808289
27,0.16417296,0.25485176,"('responsible', 'irresponsible')",0.16417296230793,0.254851758480072,0.09067879617214203
41,0.13329916,-0.109815255,"('confident', 'shy')",0.13329915702342987,-0.10981525480747223,-0.2431144118309021
49,-0.11837706,-0.16658716,"('motivated', 'unmotivated')",-0.11837705969810486,-0.16658715903759003,-0.04821009933948517
52,-0.11058225,-0.000844121,"('superior', 'inferior')",-0.11058224737644196,-0.000844120979309082,0.10973812639713287
4,0.09621006,0.101974666,"('sensitive', 'insensitive')",0.0962100625038147,0.10197466611862183,0.005764603614807129
14,-0.08069758,-0.0023746043,"('honest', 'dishonest')",-0.08069758117198944,-0.002374604344367981,0.07832297682762146
16,0.071218014,0.19296783,"('fair', 'unfair')",0.07121801376342773,0.19296783208847046,0.12174981832504272
33,-0.059610188,0.018710509,"('educated', 'uneducated')",-0.059610188007354736,0.018710508942604065,0.0783206969499588
56,-0.04190497,0.05226922,"('conventional', 'unconventional')",-0.04190497100353241,0.05226922035217285,0.09417419135570526
45,-0.040536642,-0.018946327,"('independent', 'dependent')",-0.04053664207458496,-0.0189463272690773,0.02159031480550766
15,0.017899692,0.18536052,"('loyal', 'disloyal')",0.017899692058563232,0.18536052107810974,0.1674608290195465
