,Boeing_male,Boeing_female,tuple,average_male,average_female,female-male
50,-4.016855,-4.1443253,"('rich', 'poor')",-4.016854763031006,-4.144325256347656,-0.1274704933166504
3,3.8155346,3.973456,"('liked', 'disliked')",3.8155345916748047,3.9734559059143066,0.15792131423950195
30,-3.6146746,-3.7159393,"('smart', 'stupid')",-3.6146745681762695,-3.7159392833709717,-0.10126471519470215
26,3.180276,3.1835876,"('reliable', 'unreliable')",3.1802759170532227,3.1835875511169434,0.003311634063720703
28,2.4998388,2.4230886,"('unprejudiced', 'prejudiced')",2.4998388290405273,2.423088550567627,-0.07675027847290039
1,-1.6729848,-1.662151,"('friendly', 'unfriendly')",-1.6729848384857178,-1.6621509790420532,0.01083385944366455
53,-1.6561794,-1.2748748,"('influential', 'uninfluential')",-1.656179428100586,-1.2748748064041138,0.38130462169647217
35,-1.2754823,-1.1902187,"('creative', 'uncreative')",-1.2754822969436646,-1.1902186870574951,0.08526360988616943
24,1.2624199,1.4813402,"('generous', 'stingy')",1.2624199390411377,1.4813401699066162,0.21892023086547852
31,-1.2160217,-1.1709479,"('intelligent', 'unintelligent')",-1.2160216569900513,-1.1709479093551636,0.045073747634887695
15,-1.1985891,-0.9917111,"('loyal', 'disloyal')",-1.1985890865325928,-0.9917110800743103,0.20687800645828247
5,-1.1956276,-1.1860124,"('helpful', 'unhelpful')",-1.1956275701522827,-1.1860123872756958,0.009615182876586914
40,-1.1881365,-0.9541533,"('logical', 'illogical')",-1.1881364583969116,-0.954153299331665,0.23398315906524658
36,-1.0967262,-1.1774983,"('capable', 'incapable')",-1.0967261791229248,-1.1774983406066895,-0.08077216148376465
44,1.0889668,0.94919133,"('active', 'inactive')",1.0889668464660645,0.9491913318634033,-0.13977551460266113
52,-1.0601346,-0.95690525,"('superior', 'inferior')",-1.0601346492767334,-0.9569052457809448,0.10322940349578857
20,-1.041637,-0.8856621,"('right', 'wrong')",-1.0416369438171387,-0.8856620788574219,0.1559748649597168
9,0.9864452,0.9687073,"('nice', 'nasty')",0.9864451885223389,0.9687073230743408,-0.017737865447998047
33,-0.91884905,-0.78303486,"('educated', 'uneducated')",-0.9188490509986877,-0.7830348610877991,0.13581418991088867
38,-0.90852594,-0.7328274,"('discriminating', 'undiscriminating')",-0.9085259437561035,-0.7328274250030518,0.17569851875305176
14,-0.90010893,-0.93145657,"('honest', 'dishonest')",-0.9001089334487915,-0.9314565658569336,-0.03134763240814209
48,-0.8894536,-0.7693404,"('dedicated', 'undedicated')",-0.8894535899162292,-0.7693403959274292,0.12011319398880005
17,-0.78975064,-0.7628108,"('tolerant', 'intolerant')",-0.7897506356239319,-0.7628108263015747,0.026939809322357178
19,-0.78599006,-0.6382247,"('kind', 'unkind')",-0.7859900593757629,-0.638224720954895,0.14776533842086792
