,Edwards_male,Edwards_female,tuple,Lifesciences_male,Lifesciences_female,average_male,average_female,female-male
3,3.7111268,3.7701814,"('liked', 'disliked')",0.8207781,0.73399246,2.2659523487091064,2.252086877822876,-0.013865470886230469
50,-3.69414,-3.845404,"('rich', 'poor')",-0.99149156,-1.0713204,-2.34281587600708,-2.458362102508545,-0.11554622650146484
30,-3.6043437,-3.5652373,"('smart', 'stupid')",-1.1420386,-1.1978809,-2.3731911182403564,-2.381559133529663,-0.00836801528930664
26,2.870984,2.7260287,"('reliable', 'unreliable')",0.3351222,0.16357279,1.603053092956543,1.4448007345199585,-0.15825235843658447
1,-1.8686086,-1.6609509,"('friendly', 'unfriendly')",0.21121612,0.19015864,-0.8286962509155273,-0.735396146774292,0.09330010414123535
5,-1.6026537,-1.5410248,"('helpful', 'unhelpful')",-0.27735388,-0.27483994,-0.9400038123130798,-0.9079324007034302,0.03207141160964966
57,1.5378554,1.5158814,"('conservative', 'liberal')",0.9214878,1.1325185,1.229671597480774,1.324199914932251,0.09452831745147705
44,1.5364565,1.4134331,"('active', 'inactive')",0.5179019,0.12999034,1.02717924118042,0.7717117071151733,-0.2554675340652466
24,1.4887229,1.7333431,"('generous', 'stingy')",0.7473626,0.8343953,1.1180427074432373,1.2838692665100098,0.16582655906677246
28,1.3699949,1.1729078,"('unprejudiced', 'prejudiced')",-1.0979578,-1.0921483,0.1360185146331787,0.04037976264953613,-0.09563875198364258
49,1.3290875,1.0276787,"('motivated', 'unmotivated')",1.0238304,0.95469916,1.1764589548110962,0.9911889433860779,-0.1852700114250183
35,-1.2654954,-1.179363,"('creative', 'uncreative')",0.08205885,0.13105942,-0.591718316078186,-0.5241518020629883,0.06756651401519775
15,-1.2253473,-1.0231724,"('loyal', 'disloyal')",0.07087025,0.31722912,-0.5772385001182556,-0.352971613407135,0.2242668867111206
41,1.1046438,0.9042833,"('confident', 'shy')",0.0045903325,-0.12810734,0.5546170473098755,0.3880879878997803,-0.16652905941009521
36,-1.0091083,-1.1228546,"('capable', 'incapable')",-0.48810765,-0.5443115,-0.7486079931259155,-0.8335830569267273,-0.08497506380081177
17,-0.92567474,-1.1086073,"('tolerant', 'intolerant')",0.4360538,0.48828128,-0.24481046199798584,-0.3101630210876465,-0.06535255908966064
14,-0.8952201,-0.9404056,"('honest', 'dishonest')",0.4915093,0.4834877,-0.20185540616512299,-0.2284589558839798,-0.02660354971885681
23,0.8788501,0.7813064,"('truthful', 'untruthful')",1.4958017,1.5034447,1.1873259544372559,1.1423754692077637,-0.04495048522949219
31,-0.866742,-0.7377082,"('intelligent', 'unintelligent')",0.3843048,0.41505218,-0.24121861159801483,-0.1613280177116394,0.07989059388637543
12,0.8356087,0.89046764,"('trustworthy', 'untrustworthy')",0.51930904,0.6011509,0.6774588823318481,0.7458092570304871,0.06835037469863892
45,0.8013854,0.9287001,"('independent', 'dependent')",0.15627553,0.15659009,0.4788304567337036,0.5426450967788696,0.06381464004516602
55,-0.7846012,-0.42882818,"('conventional', 'unconventional')",-0.44371626,-0.29669297,-0.6141587495803833,-0.3627605736255646,0.2513981759548187
13,0.7524184,0.7786035,"('sincere', 'insincere')",0.99892294,1.1424878,0.8756706714630127,0.9605456590652466,0.08487498760223389
6,0.7440506,0.7263347,"('supportive', 'unsupportive')",1.0582777,0.8264853,0.901164174079895,0.7764099836349487,-0.12475419044494629
16,0.7403756,0.9663526,"('fair', 'unfair')",0.12902105,0.1692295,0.43469831347465515,0.5677910447120667,0.1330927312374115
11,0.6915014,0.33186013,"('moral', 'immoral')",1.0300049,1.1401483,0.8607531189918518,0.7360042333602905,-0.12474888563156128
19,-0.66279197,-0.62236834,"('kind', 'unkind')",-0.19915417,-0.05517289,-0.4309730529785156,-0.33877062797546387,0.09220242500305176
25,-0.6518695,-0.60869336,"('forgiving', 'unforgiving')",1.0099899,1.0371284,0.1790601909160614,0.21421754360198975,0.035157352685928345
22,-0.59712803,-0.51629627,"('amicable', 'hostile')",-0.6689756,-0.6876831,-0.6330518126487732,-0.6019896864891052,0.03106212615966797
7,0.5426834,0.7673602,"('polite', 'impolite')",1.2324564,1.3669987,0.8875699043273926,1.0671794414520264,0.1796095371246338
47,0.5342674,0.47390002,"('ambitious', 'unambitious')",1.159977,1.1983395,0.8471221923828125,0.8361197710037231,-0.011002421379089355
40,-0.50775355,-0.17616603,"('logical', 'illogical')",0.19855073,0.33995077,-0.15460141003131866,0.08189237117767334,0.236493781208992
