,Fiserv_male,Fiserv_female,tuple,average_male,average_female,female-male
44,1.9537122,1.7020475,"('active', 'inactive')",1.9537122249603271,1.7020474672317505,-0.25166475772857666
3,1.413691,1.4441359,"('liked', 'disliked')",1.4136910438537598,1.4441359043121338,0.030444860458374023
17,-1.3557065,-1.2396262,"('tolerant', 'intolerant')",-1.3557064533233643,-1.239626169204712,0.11608028411865234
6,1.0451224,1.1032809,"('supportive', 'unsupportive')",1.0451223850250244,1.1032809019088745,0.0581585168838501
50,-1.0291414,-1.071124,"('rich', 'poor')",-1.0291414260864258,-1.0711239576339722,-0.04198253154754639
18,0.9696928,0.8680608,"('good', 'evil')",0.9696928262710571,0.868060827255249,-0.1016319990158081
23,0.90194213,0.9750533,"('truthful', 'untruthful')",0.9019421339035034,0.9750533103942871,0.07311117649078369
20,-0.8991676,-0.7662967,"('right', 'wrong')",-0.8991675972938538,-0.7662966847419739,0.13287091255187988
47,0.8415216,0.75939214,"('ambitious', 'unambitious')",0.8415216207504272,0.7593921422958374,-0.08212947845458984
43,-0.82128245,-0.7004946,"('active', 'inactive')",-0.8212824463844299,-0.7004945874214172,0.1207878589630127
37,-0.818002,-0.7896484,"('practical', 'impractical')",-0.8180019855499268,-0.7896484136581421,0.028353571891784668
30,-0.7907371,-0.7778461,"('smart', 'stupid')",-0.7907370924949646,-0.777846097946167,0.012890994548797607
9,0.735733,0.68370795,"('nice', 'nasty')",0.7357329726219177,0.6837079524993896,-0.052025020122528076
27,0.6363161,0.6309043,"('responsible', 'irresponsible')",0.6363161206245422,0.6309043169021606,-0.005411803722381592
16,0.6362196,0.74379766,"('fair', 'unfair')",0.6362196207046509,0.7437976598739624,0.10757803916931152
45,0.6234505,0.6549589,"('independent', 'dependent')",0.623450517654419,0.6549589037895203,0.03150838613510132
36,-0.62054706,-0.4407327,"('capable', 'incapable')",-0.6205470561981201,-0.4407326877117157,0.17981436848640442
22,0.60846037,0.66231453,"('amicable', 'hostile')",0.6084603667259216,0.6623145341873169,0.053854167461395264
2,-0.6070732,-0.31937099,"('likable', 'unlikable')",-0.607073187828064,-0.31937098503112793,0.28770220279693604
10,0.6034524,0.5721933,"('hospitable', 'inhospitable')",0.6034523844718933,0.5721933245658875,-0.03125905990600586
24,0.6025854,0.7186666,"('generous', 'stingy')",0.6025853753089905,0.7186666131019592,0.11608123779296875
25,0.4760785,0.51939,"('forgiving', 'unforgiving')",0.47607851028442383,0.5193899869918823,0.043311476707458496
4,0.45407844,0.5062417,"('sensitive', 'insensitive')",0.45407843589782715,0.5062416791915894,0.05216324329376221
35,0.4359991,0.5512072,"('creative', 'uncreative')",0.4359990954399109,0.5512071847915649,0.11520808935165405
55,-0.4156792,-0.2603265,"('conventional', 'unconventional')",-0.4156791865825653,-0.2603265047073364,0.15535268187522888
40,0.41457015,0.44953802,"('logical', 'illogical')",0.414570152759552,0.4495380222797394,0.03496786952018738
28,0.40322372,0.25231507,"('unprejudiced', 'prejudiced')",0.4032237231731415,0.25231507420539856,-0.15090864896774292
19,-0.40163612,-0.22703643,"('kind', 'unkind')",-0.40163612365722656,-0.22703643143177032,0.17459969222545624
15,-0.3907358,-0.16141237,"('loyal', 'disloyal')",-0.39073580503463745,-0.16141237318515778,0.22932343184947968
38,0.38974768,0.40758112,"('discriminating', 'undiscriminating')",0.389747679233551,0.4075811207294464,0.017833441495895386
49,0.3402354,0.26042533,"('motivated', 'unmotivated')",0.3402354121208191,0.260425329208374,-0.07981008291244507
31,0.29169476,0.2921965,"('intelligent', 'unintelligent')",0.2916947603225708,0.29219651222229004,0.0005017518997192383
48,-0.27450803,-0.27381396,"('dedicated', 'undedicated')",-0.2745080292224884,-0.27381396293640137,0.0006940662860870361
