,Zions_male,Zions_female,tuple,Bancorp_male,Bancorp_female,average_male,average_female,female-male
3,2.3724804,2.4799244,"('liked', 'disliked')",2.4159725,2.2240884,2.394226551055908,2.352006435394287,-0.042220115661621094
55,-2.3378491,-2.190453,"('conventional', 'unconventional')",-1.0633402,-0.93304855,-1.7005946636199951,-1.5617507696151733,0.13884389400482178
50,-2.1115642,-2.1581643,"('rich', 'poor')",-2.518119,-2.426769,-2.3148417472839355,-2.292466640472412,0.022375106811523438
28,2.0631533,1.9661589,"('unprejudiced', 'prejudiced')",1.1887426,0.95966756,1.6259479522705078,1.4629132747650146,-0.16303467750549316
1,-1.4614092,-1.2588876,"('friendly', 'unfriendly')",-1.6636217,-1.5851858,-1.5625154972076416,-1.4220366477966309,0.14047884941101074
41,1.3186553,1.0867263,"('confident', 'shy')",-0.17607401,-0.461376,0.5712906122207642,0.3126751482486725,-0.2586154639720917
15,-1.3076705,-1.040306,"('loyal', 'disloyal')",-0.62721646,-0.36138177,-0.9674434661865234,-0.700843870639801,0.2665995955467224
21,1.2526977,1.3218268,"('incorrupt', 'corrupt')",-0.7054716,-0.93729156,0.2736130654811859,0.19226762652397156,-0.08134543895721436
30,-1.2232087,-1.2011111,"('smart', 'stupid')",-2.110415,-2.040585,-1.6668118238449097,-1.6208480596542358,0.04596376419067383
7,1.2154657,1.2245406,"('polite', 'impolite')",0.48705202,0.688468,0.8512588739395142,0.9565042853355408,0.10524541139602661
57,1.0242356,0.8607081,"('conservative', 'liberal')",1.1697104,1.1696494,1.096972942352295,1.0151786804199219,-0.08179426193237305
26,0.9989698,0.92779434,"('reliable', 'unreliable')",0.75325805,0.7336882,0.8761138916015625,0.830741286277771,-0.045372605323791504
45,0.9746882,0.94411534,"('independent', 'dependent')",2.0596616,1.9192481,1.5171749591827393,1.431681752204895,-0.08549320697784424
39,-0.9148241,-0.7597111,"('wise', 'foolish')",-0.44144544,-0.5245074,-0.6781347990036011,-0.6421092748641968,0.0360255241394043
49,0.90871346,0.89293957,"('motivated', 'unmotivated')",0.615281,0.43850538,0.7619972229003906,0.6657224893569946,-0.096274733543396
27,-0.904375,-1.1180527,"('responsible', 'irresponsible')",-0.19206995,-0.13209695,-0.5482224822044373,-0.6250748634338379,-0.07685238122940063
33,-0.864021,-0.7133554,"('educated', 'uneducated')",0.67039394,0.88591427,-0.09681352972984314,0.08627942204475403,0.18309295177459717
4,-0.83511215,-1.0313833,"('sensitive', 'insensitive')",-0.1765274,-0.23290879,-0.5058197975158691,-0.6321460008621216,-0.12632620334625244
9,0.8344493,0.71929145,"('nice', 'nasty')",-0.14807624,-0.2885114,0.34318652749061584,0.21539002656936646,-0.1277965009212494
14,-0.8241572,-0.77971923,"('honest', 'dishonest')",-0.28606236,-0.1863097,-0.5551097393035889,-0.48301446437835693,0.07209527492523193
