,Vertex_male,Vertex_female,tuple,Pharmaceuticals_male,Pharmaceuticals_female,average_male,average_female,female-male
3,5.4614706,6.1686068,"('liked', 'disliked')",3.911665,3.8158348,4.686567783355713,4.992220878601074,0.30565309524536133
50,-4.768282,-5.9897184,"('rich', 'poor')",-4.796544,-4.760223,-4.782413005828857,-5.374970436096191,-0.592557430267334
26,3.8588276,3.9744644,"('reliable', 'unreliable')",1.9732068,2.184535,2.9160170555114746,3.0794997215270996,0.163482666015625
30,-3.4529798,-4.265665,"('smart', 'stupid')",-3.422759,-3.5805306,-3.4378695487976074,-3.923097848892212,-0.4852283000946045
28,3.1955254,2.6753721,"('unprejudiced', 'prejudiced')",1.7182207,1.6497238,2.4568729400634766,2.162548065185547,-0.2943248748779297
1,-2.7124298,-2.1646073,"('friendly', 'unfriendly')",-0.53653574,-0.63426316,-1.6244827508926392,-1.39943528175354,0.22504746913909912
41,2.6697428,1.978692,"('confident', 'shy')",1.816155,1.5133245,2.2429490089416504,1.746008276939392,-0.4969407320022583
24,2.3136733,2.769413,"('generous', 'stingy')",1.839139,1.9055427,2.0764060020446777,2.337477922439575,0.26107192039489746
12,1.996981,1.7724041,"('trustworthy', 'untrustworthy')",0.76193464,0.88240963,1.3794578313827515,1.327406883239746,-0.05205094814300537
33,-1.8632072,-1.4487157,"('educated', 'uneducated')",-1.5379066,-1.3071659,-1.700556993484497,-1.3779407739639282,0.32261621952056885
52,-1.7987303,-1.455713,"('superior', 'inferior')",-1.0809956,-1.1118991,-1.4398629665374756,-1.2838060855865479,0.15605688095092773
44,1.7887133,1.579226,"('active', 'inactive')",1.3578613,0.8367897,1.5732872486114502,1.2080078125,-0.3652794361114502
55,-1.7513402,-1.2399082,"('conventional', 'unconventional')",-0.5121443,-0.3614053,-1.131742238998413,-0.800656795501709,0.3310854434967041
5,-1.7293658,-2.2298095,"('helpful', 'unhelpful')",-2.92956,-2.6605442,-2.329463005065918,-2.445176839828491,-0.11571383476257324
6,1.7030879,1.5887569,"('supportive', 'unsupportive')",0.81809413,0.7005017,1.2605910301208496,1.1446292400360107,-0.11596179008483887
40,-1.6643798,-1.1280667,"('logical', 'illogical')",-0.8877992,-0.58416116,-1.2760895490646362,-0.8561139106750488,0.4199756383895874
15,-1.5555102,-1.6349373,"('loyal', 'disloyal')",-1.6514317,-1.2493908,-1.6034709215164185,-1.4421640634536743,0.16130685806274414
38,-1.5514046,-0.7765873,"('discriminating', 'undiscriminating')",-0.36214554,-0.17165157,-0.9567750692367554,-0.4741194248199463,0.4826556444168091
57,1.5115662,0.71206105,"('conservative', 'liberal')",0.6836374,0.82563806,1.0976017713546753,0.7688495516777039,-0.32875221967697144
35,-1.3470201,-1.033762,"('creative', 'uncreative')",0.35587943,0.36763915,-0.4955703616142273,-0.3330613970756531,0.16250896453857422
19,-1.2947221,-1.5915492,"('kind', 'unkind')",-2.182239,-1.7586962,-1.738480567932129,-1.6751227378845215,0.06335783004760742
17,-1.2395289,-1.0553956,"('tolerant', 'intolerant')",-1.0996008,-1.0123264,-1.1695648431777954,-1.0338609218597412,0.1357039213180542
7,1.2318022,1.6030495,"('polite', 'impolite')",0.35578534,0.6409025,0.793793797492981,1.1219760179519653,0.3281822204589844
31,-1.2153363,-0.9976182,"('intelligent', 'unintelligent')",-1.2693238,-1.1558423,-1.2423300743103027,-1.0767302513122559,0.16559982299804688
49,1.2095351,0.7990501,"('motivated', 'unmotivated')",0.51622075,0.5966306,0.8628779649734497,0.6978403329849243,-0.1650376319885254
34,-1.1958165,0.19947721,"('rational', 'irrational')",0.4555705,0.49068537,-0.370123028755188,0.34508129954338074,0.7152043282985687
22,-1.1169449,0.05487299,"('amicable', 'hostile')",1.3377258,1.2068852,0.11039042472839355,0.6308791041374207,0.5204886794090271
36,-1.0670519,-1.1348672,"('capable', 'incapable')",-0.69379914,-0.69453174,-0.8804255127906799,-0.9146994352340698,-0.03427392244338989
14,-1.0189563,-1.1257815,"('honest', 'dishonest')",-0.85481,-0.72933936,-0.9368831515312195,-0.9275604486465454,0.009322702884674072
48,-0.98035306,-0.79312503,"('dedicated', 'undedicated')",-0.83582854,-0.53256977,-0.9080908298492432,-0.6628473997116089,0.24524343013763428
29,0.9711401,0.7570331,"('competent', 'incompetent')",-0.44690946,-0.2348916,0.2621152997016907,0.26107075810432434,-0.001044541597366333
23,0.922982,1.2345164,"('truthful', 'untruthful')",0.35999784,0.5579453,0.6414899230003357,0.8962308168411255,0.2547408938407898
42,0.877381,0.38566953,"('secure', 'insecure')",-0.5203493,-0.2816177,0.17851585149765015,0.05202591419219971,-0.12648993730545044
16,0.84045947,1.1767316,"('fair', 'unfair')",1.3537464,1.4020829,1.0971028804779053,1.2894072532653809,0.19230437278747559
9,0.83117783,0.89779294,"('nice', 'nasty')",0.7556622,0.7572701,0.7934200167655945,0.8275315165519714,0.03411149978637695
13,0.80658764,0.5165328,"('sincere', 'insincere')",0.023024201,0.22237802,0.41480591893196106,0.36945539712905884,-0.04535052180290222
20,-0.7853042,0.043796316,"('right', 'wrong')",-0.13508973,-0.10759136,-0.46019697189331055,-0.03189752250909805,0.4282994493842125
47,0.7436284,0.62624586,"('ambitious', 'unambitious')",-0.16195258,-0.045205012,0.2908378839492798,0.29052042961120605,-0.00031745433807373047
51,-0.732299,-0.45990783,"('powerful', 'powerless')",-0.4519428,-0.19763932,-0.592120885848999,-0.328773558139801,0.263347327709198
46,0.6724151,0.2124155,"('energetic', 'lethargic')",-0.22856045,-0.12303203,0.22192731499671936,0.04469173401594162,-0.17723558098077774
53,-0.671279,-0.6077432,"('influential', 'uninfluential')",-1.0393636,-0.7798546,-0.8553212881088257,-0.6937988996505737,0.16152238845825195
56,-0.6155696,-0.4420914,"('conventional', 'unconventional')",-0.6772696,-0.28250548,-0.6464195847511292,-0.3622984290122986,0.28412115573883057
25,-0.5968346,-0.32507426,"('forgiving', 'unforgiving')",-0.918409,-0.8353064,-0.7576217651367188,-0.5801903009414673,0.17743146419525146
45,0.59223175,0.6019397,"('independent', 'dependent')",0.7359019,0.83773696,0.6640667915344238,0.7198383212089539,0.05577152967453003
21,0.490762,0.9052435,"('incorrupt', 'corrupt')",1.7276676,1.5160369,1.1092147827148438,1.2106401920318604,0.1014254093170166
2,-0.4382641,-0.044636667,"('likable', 'unlikable')",-0.94394445,-0.68930066,-0.6911042928695679,-0.36696866154670715,0.3241356313228607
27,-0.41931212,-0.8165945,"('responsible', 'irresponsible')",-1.168247,-1.1249753,-0.7937795519828796,-0.9707849025726318,-0.1770053505897522
39,-0.40769142,0.081358045,"('wise', 'foolish')",0.7326021,0.5568759,0.16245535016059875,0.3191169500350952,0.15666159987449646
10,-0.30250812,0.035090208,"('hospitable', 'inhospitable')",0.9072537,0.72250277,0.3023727834224701,0.3787964880466461,0.07642370462417603
