,average_male,0,1,average_female,female-male,tuple
27,-3.4218593,sincere,insincere,-3.6385365,-0.21667719,"('sincere', 'insincere')"
75,3.3844132,confident,shy,3.3292959,-0.05511737,"('confident', 'shy')"
95,-3.1699843,rich,poor,-3.2439072,-0.07392287,"('rich', 'poor')"
6,2.7624445,liked,disliked,2.8151045,0.05265999,"('liked', 'disliked')"
53,-2.312901,smart,stupid,-2.4213912,-0.10849023,"('smart', 'stupid')"
37,2.1063437,good,evil,2.0715606,-0.034783125,"('good', 'evil')"
46,2.0364175,generous,stingy,2.1685472,0.13212967,"('generous', 'stingy')"
38,-1.8416302,kind,unkind,-1.662755,0.17887521,"('kind', 'unkind')"
40,-1.8359735,honorable,mean,-2.2981806,-0.46220708,"('honorable', 'mean')"
78,1.7922196,active,inactive,1.4768045,-0.31541514,"('active', 'inactive')"
58,-1.6908435,able,clumsy,-1.7396109,-0.048767447,"('able', 'clumsy')"
13,-1.6088309,helpful,unhelpful,-1.8835182,-0.2746873,"('helpful', 'unhelpful')"
77,1.5664573,active,inactive,1.762852,0.19639468,"('active', 'inactive')"
66,1.4798261,imaginative,unimaginative,1.6004336,0.120607495,"('imaginative', 'unimaginative')"
54,1.2630734,smart,stupid,1.0991607,-0.16391277,"('smart', 'stupid')"
81,1.2475379,industrious,lazy,1.1067195,-0.14081836,"('industrious', 'lazy')"
7,1.1991553,outgoing,distant,0.7699994,-0.42915595,"('outgoing', 'distant')"
65,-1.1883013,practical,impractical,-1.7063906,-0.5180893,"('practical', 'impractical')"
86,1.1837704,self-reliant,helpless,1.2080655,0.024295092,"('self-reliant', 'helpless')"
8,1.1703432,open,distant,0.826352,-0.34399116,"('open', 'distant')"
14,1.1550765,supportive,unsupportive,0.88644695,-0.26862955,"('supportive', 'unsupportive')"
42,1.1094439,amicable,hostile,1.2693472,0.15990329,"('amicable', 'hostile')"
90,1.082212,motivated,unmotivated,0.94765234,-0.13455963,"('motivated', 'unmotivated')"
34,-1.0565478,loyal,disloyal,-0.7614482,0.29509956,"('loyal', 'disloyal')"
63,-1.0330714,capable,incapable,-1.1012481,-0.06817675,"('capable', 'incapable')"
70,0.9294348,wise,unwise,0.7289896,-0.20044518,"('wise', 'unwise')"
20,-0.8823174,popular,unpopular,-0.41037548,0.47194195,"('popular', 'unpopular')"
87,-0.86792326,dedicated,undedicated,-1.1611319,-0.2932086,"('dedicated', 'undedicated')"
22,0.8668636,welcoming,disagreeable,0.6520518,-0.2148118,"('welcoming', 'disagreeable')"
29,-0.859833,honest,immoral,-0.9018208,-0.041987777,"('honest', 'immoral')"
43,-0.83834374,genuine,fake,-0.86949754,-0.031153798,"('genuine', 'fake')"
36,-0.82503116,tolerant,intolerant,-1.2179275,-0.3928963,"('tolerant', 'intolerant')"
28,-0.816314,honest,dishonest,-0.69763345,0.11868054,"('honest', 'dishonest')"
59,-0.7969506,skillful,clumsy,-0.69274807,0.10420251,"('skillful', 'clumsy')"
89,-0.78444564,daring,anxious,-0.91508293,-0.13063729,"('daring', 'anxious')"
32,-0.7600003,benevolent,hardhearted,-0.5710347,0.18896556,"('benevolent', 'hardhearted')"
12,-0.74151987,sympathetic,unsympathetic,-0.82823974,-0.08671987,"('sympathetic', 'unsympathetic')"
4,-0.6910593,likable,unlikable,-0.8542112,-0.16315192,"('likable', 'unlikable')"
60,-0.682541,educated,uneducated,-0.5174673,0.1650737,"('educated', 'uneducated')"
74,-0.68181014,insightful,unperceptive,-0.8931494,-0.21133924,"('insightful', 'unperceptive')"
49,-0.6784036,responsible,irresponsible,-1.1429015,-0.46449792,"('responsible', 'irresponsible')"
79,-0.667479,determined,doubtful,-0.70332634,-0.035847366,"('determined', 'doubtful')"
35,0.6665072,fair,unfair,0.87382877,0.20732158,"('fair', 'unfair')"
82,0.65972006,industrious,meek,0.83039117,0.1706711,"('industrious', 'meek')"
67,-0.63697886,discriminating,undiscriminating,-0.7818999,-0.14492106,"('discriminating', 'undiscriminating')"
50,0.6350963,unprejudiced,prejudiced,0.4461772,-0.1889191,"('unprejudiced', 'prejudiced')"
107,-0.6345631,conventional,modern,-0.4355412,0.19902188,"('conventional', 'modern')"
103,0.61040664,traditional,modern,0.6614567,0.051050067,"('traditional', 'modern')"
102,-0.59508455,eminent,low,-0.43208313,0.16300142,"('eminent', 'low')"
41,0.5915121,incorrupt,corrupt,0.91640854,0.32489645,"('incorrupt', 'corrupt')"
33,-0.58859384,softhearted,hardhearted,-0.52192307,0.066670775,"('softhearted', 'hardhearted')"
19,-0.58520377,funny,boring,-0.49943098,0.08577278,"('funny', 'boring')"
23,0.5774541,hospitable,inhospitable,0.3792911,-0.198163,"('hospitable', 'inhospitable')"
62,0.5597839,creative,uncreative,0.60678756,0.047003686,"('creative', 'uncreative')"
3,0.55832213,likable,unlikable,0.415467,-0.14285514,"('likable', 'unlikable')"
25,-0.5536833,moral,immoral,-0.79184484,-0.23816156,"('moral', 'immoral')"
44,-0.53928113,truthful,untruthful,-0.72650564,-0.1872245,"('truthful', 'untruthful')"
80,0.5376126,independent,dependent,0.3610533,-0.17655933,"('independent', 'dependent')"
47,-0.49683934,forgiving,unforgiving,-0.5579809,-0.06114155,"('forgiving', 'unforgiving')"
21,0.489586,nice,nasty,0.28846747,-0.20111853,"('nice', 'nasty')"
71,-0.48095825,efficient,inefficient,-1.0603495,-0.57939124,"('efficient', 'inefficient')"
16,0.4747668,social,antisocial,0.25789675,-0.21687004,"('social', 'antisocial')"
