,Value 1,0,1,Value 2,female-male,tuple
30,-1.763629,smart,stupid,-1.8713906,-0.10776162,"('smart', 'stupid')"
22,1.7025602,amicable,hostile,1.2627817,-0.43977845,"('amicable', 'hostile')"
10,1.479695,hospitable,inhospitable,1.0378304,-0.4418646,"('hospitable', 'inhospitable')"
35,1.2888262,creative,uncreative,1.1078056,-0.18102062,"('creative', 'uncreative')"
37,-1.2784235,practical,impractical,-1.1715457,0.106877804,"('practical', 'impractical')"
18,1.2414265,good,evil,0.8090712,-0.43235528,"('good', 'evil')"
3,1.143216,liked,disliked,1.2197728,0.0765568,"('liked', 'disliked')"
45,1.0688509,independent,dependent,1.0527898,-0.016061068,"('independent', 'dependent')"
53,1.0118282,influential,uninfluential,1.1104503,0.09862208,"('influential', 'uninfluential')"
33,0.9578773,educated,uneducated,1.0713143,0.11343706,"('educated', 'uneducated')"
23,0.93751705,truthful,untruthful,1.0859338,0.14841676,"('truthful', 'untruthful')"
55,0.8595098,conventional,unconventional,1.0060695,0.14655972,"('conventional', 'unconventional')"
1,0.82533497,friendly,unfriendly,0.5972006,-0.2281344,"('friendly', 'unfriendly')"
50,-0.8148172,rich,poor,-0.9661296,-0.15131241,"('rich', 'poor')"
31,0.7885549,intelligent,unintelligent,0.9451438,0.15658891,"('intelligent', 'unintelligent')"
19,-0.7719218,kind,unkind,-0.5113378,0.260584,"('kind', 'unkind')"
40,0.76785815,logical,illogical,0.7455901,-0.022268057,"('logical', 'illogical')"
32,0.72833884,able,unable,0.50134593,-0.2269929,"('able', 'unable')"
29,-0.7218851,competent,incompetent,-0.902394,-0.18050891,"('competent', 'incompetent')"
34,0.7098328,rational,irrational,0.6655777,-0.044255078,"('rational', 'irrational')"
5,-0.70546263,helpful,unhelpful,-0.77750987,-0.07204723,"('helpful', 'unhelpful')"
27,-0.6922331,responsible,irresponsible,-0.70554435,-0.013311267,"('responsible', 'irresponsible')"
56,0.6835572,conventional,unconventional,0.654165,-0.029392183,"('conventional', 'unconventional')"
49,0.68126106,motivated,unmotivated,0.63211423,-0.04914683,"('motivated', 'unmotivated')"
6,0.6754634,supportive,unsupportive,0.5159338,-0.15952957,"('supportive', 'unsupportive')"
17,-0.6557575,tolerant,intolerant,-0.47524872,0.18050876,"('tolerant', 'intolerant')"
28,-0.6139911,unprejudiced,prejudiced,-0.73223925,-0.118248165,"('unprejudiced', 'prejudiced')"
46,-0.55692816,energetic,lethargic,-0.42931286,0.1276153,"('energetic', 'lethargic')"
54,-0.507425,successful,unsuccessful,-0.537043,-0.029617965,"('successful', 'unsuccessful')"
7,-0.443417,polite,impolite,-0.16838023,0.27503678,"('polite', 'impolite')"
44,0.4422416,active,inactive,-0.07931349,-0.52155507,"('active', 'inactive')"
51,-0.4056434,powerful,powerless,-0.29384,0.11180341,"('powerful', 'powerless')"
2,0.38906705,likable,unlikable,0.4952742,0.10620713,"('likable', 'unlikable')"
36,0.38407752,capable,incapable,0.2708586,-0.11321893,"('capable', 'incapable')"
43,-0.36652598,active,inactive,-0.29242155,0.07410443,"('active', 'inactive')"
16,0.3151816,fair,unfair,0.2753873,-0.039794326,"('fair', 'unfair')"
13,-0.30729708,sincere,insincere,0.07076046,0.37805754,"('sincere', 'insincere')"
14,-0.30036703,honest,dishonest,-0.2633805,0.03698653,"('honest', 'dishonest')"
42,0.2922178,secure,insecure,0.6557783,0.3635605,"('secure', 'insecure')"
26,0.28535235,reliable,unreliable,0.47336793,0.18801558,"('reliable', 'unreliable')"
15,-0.2725498,loyal,disloyal,-0.1733881,0.099161714,"('loyal', 'disloyal')"
57,-0.26761922,conservative,liberal,0.1428506,0.41046983,"('conservative', 'liberal')"
8,0.25649074,popular,unpopular,0.27369255,0.017201811,"('popular', 'unpopular')"
12,-0.23889264,trustworthy,untrustworthy,-0.014716819,0.22417583,"('trustworthy', 'untrustworthy')"
20,-0.21914884,right,wrong,-0.28166777,-0.062518924,"('right', 'wrong')"
48,-0.1913135,dedicated,undedicated,-0.25752133,-0.066207826,"('dedicated', 'undedicated')"
4,-0.1574581,sensitive,insensitive,-0.1451489,0.012309194,"('sensitive', 'insensitive')"
24,0.14939909,generous,stingy,0.4168873,0.26748824,"('generous', 'stingy')"
41,-0.1173155,confident,shy,-0.16094127,-0.043625772,"('confident', 'shy')"
38,0.11729938,discriminating,undiscriminating,-0.10207238,-0.21937177,"('discriminating', 'undiscriminating')"
25,-0.07020349,forgiving,unforgiving,-0.04668479,0.0235187,"('forgiving', 'unforgiving')"
52,-0.06746749,superior,inferior,-0.0709607,-0.0034932122,"('superior', 'inferior')"
11,0.059627622,moral,immoral,0.25169596,0.19206834,"('moral', 'immoral')"
21,-0.057887472,incorrupt,corrupt,-0.40618175,-0.3482943,"('incorrupt', 'corrupt')"
9,0.028491497,nice,nasty,-0.21811241,-0.2466039,"('nice', 'nasty')"
0,0.025176644,sociable,unsociable,0.35376066,0.32858402,"('sociable', 'unsociable')"
39,-0.016411215,wise,foolish,-0.059449315,-0.0430381,"('wise', 'foolish')"
47,0.014197923,ambitious,unambitious,0.18877386,0.17457592,"('ambitious', 'unambitious')"
