,average_male,0,1,average_female,female-male,tuple
27,-7.0388875,sincere,insincere,-7.5408225,-0.501935,"('sincere', 'insincere')"
75,6.964492,confident,shy,7.656969,0.6924772,"('confident', 'shy')"
6,6.8175335,liked,disliked,7.0896745,0.27214098,"('liked', 'disliked')"
95,-5.969076,rich,poor,-6.69844,-0.7293639,"('rich', 'poor')"
53,-5.040653,smart,stupid,-4.9578285,0.08282471,"('smart', 'stupid')"
40,-4.62016,honorable,mean,-5.346484,-0.7263241,"('honorable', 'mean')"
86,3.4817562,self-reliant,helpless,3.641032,0.15927577,"('self-reliant', 'helpless')"
13,-2.946209,helpful,unhelpful,-3.1124346,-0.16622567,"('helpful', 'unhelpful')"
37,2.747507,good,evil,2.6645076,-0.08299947,"('good', 'evil')"
38,-2.6780024,kind,unkind,-2.410414,0.26758838,"('kind', 'unkind')"
48,2.5218334,reliable,unreliable,2.780882,0.25904846,"('reliable', 'unreliable')"
78,2.507834,active,inactive,1.8120126,-0.6958214,"('active', 'inactive')"
58,-2.4555244,able,clumsy,-2.2643464,0.19117808,"('able', 'clumsy')"
34,-2.4127014,loyal,disloyal,-2.2979186,0.11478281,"('loyal', 'disloyal')"
66,2.4001665,imaginative,unimaginative,2.5814574,0.18129086,"('imaginative', 'unimaginative')"
81,2.3568497,industrious,lazy,2.6989636,0.34211397,"('industrious', 'lazy')"
28,-2.23306,honest,dishonest,-2.2789001,-0.045840263,"('honest', 'dishonest')"
46,2.1708426,generous,stingy,1.9496567,-0.22118592,"('generous', 'stingy')"
3,2.166805,likable,unlikable,2.1537633,-0.013041735,"('likable', 'unlikable')"
88,2.0697289,impulsive,meek,1.962512,-0.107216835,"('impulsive', 'meek')"
12,-1.9074359,sympathetic,unsympathetic,-2.285635,-0.3781991,"('sympathetic', 'unsympathetic')"
7,1.7997338,outgoing,distant,1.4824581,-0.31727564,"('outgoing', 'distant')"
50,1.7946739,unprejudiced,prejudiced,2.0142763,0.21960235,"('unprejudiced', 'prejudiced')"
2,-1.7106768,friendly,unfriendly,-1.9339666,-0.22328985,"('friendly', 'unfriendly')"
82,1.6572185,industrious,meek,1.7201052,0.062886715,"('industrious', 'meek')"
29,-1.65376,honest,immoral,-2.2738047,-0.6200447,"('honest', 'immoral')"
9,-1.5762796,sensitive,insensitive,-1.8441296,-0.26784992,"('sensitive', 'insensitive')"
33,-1.5364958,softhearted,hardhearted,-1.3994458,0.13705003,"('softhearted', 'hardhearted')"
11,-1.5125601,caring,unaffectionate,-1.5171688,-0.004608631,"('caring', 'unaffectionate')"
42,1.4739659,amicable,hostile,2.0253978,0.5514319,"('amicable', 'hostile')"
14,1.3790243,supportive,unsupportive,1.150449,-0.22857523,"('supportive', 'unsupportive')"
32,-1.3715435,benevolent,hardhearted,-1.0310612,0.34048235,"('benevolent', 'hardhearted')"
36,-1.3554307,tolerant,intolerant,-1.2335544,0.12187636,"('tolerant', 'intolerant')"
49,-1.3207679,responsible,irresponsible,-1.5177854,-0.19701755,"('responsible', 'irresponsible')"
24,-1.3162855,thoughtful,rough,-1.4824774,-0.16619194,"('thoughtful', 'rough')"
61,1.2453117,rational,irrational,1.8722479,0.6269362,"('rational', 'irrational')"
77,1.2315443,active,inactive,1.3836013,0.15205705,"('active', 'inactive')"
73,-1.2275167,brilliant,incompetent,-1.8878435,-0.66032684,"('brilliant', 'incompetent')"
41,1.2197043,incorrupt,corrupt,1.5727135,0.35300922,"('incorrupt', 'corrupt')"
63,-1.1903979,capable,incapable,-1.3596157,-0.16921782,"('capable', 'incapable')"
60,-1.1856123,educated,uneducated,-1.1820045,0.0036078691,"('educated', 'uneducated')"
8,1.1522186,open,distant,0.8650422,-0.28717637,"('open', 'distant')"
43,-1.1509315,genuine,fake,-1.1516881,-0.00075662136,"('genuine', 'fake')"
45,-1.119065,cooperative,exploitative,-1.1078534,0.011211634,"('cooperative', 'exploitative')"
65,-1.0905298,practical,impractical,-1.2598747,-0.1693449,"('practical', 'impractical')"
25,-1.0884569,moral,immoral,-1.4938736,-0.40541673,"('moral', 'immoral')"
72,-1.0831002,logical,illogical,-0.88583803,0.19726217,"('logical', 'illogical')"
18,-1.0727167,social,asocial,-0.8283026,0.24441409,"('social', 'asocial')"
93,-1.062604,dominating,dominated,-0.76324487,0.29935908,"('dominating', 'dominated')"
71,-1.0543277,efficient,inefficient,-1.8664527,-0.81212497,"('efficient', 'inefficient')"
83,-1.0411036,energetic,lethargic,-1.470998,-0.42989445,"('energetic', 'lethargic')"
23,1.0374241,hospitable,inhospitable,0.8125421,-0.224882,"('hospitable', 'inhospitable')"
64,-1.0069789,clever,incompetent,-1.519259,-0.5122801,"('clever', 'incompetent')"
102,-0.9805082,eminent,low,-0.71130586,0.26920235,"('eminent', 'low')"
69,0.9673864,wise,foolish,1.1275712,0.1601848,"('wise', 'foolish')"
