,NetApp_male,NetApp_female,tuple,average_male,average_female,female-male
75,3.7347233,3.727045,"('confident', 'shy')",3.7347233295440674,3.7270450592041016,-0.00767827033996582
6,3.2911625,3.2952738,"('liked', 'disliked')",3.2911624908447266,3.295273780822754,0.004111289978027344
27,-3.1729531,-3.222635,"('sincere', 'insincere')",-3.1729531288146973,-3.22263503074646,-0.049681901931762695
95,-2.6001024,-2.7569127,"('rich', 'poor')",-2.600102424621582,-2.7569127082824707,-0.15681028366088867
1,-2.2002869,-2.0970495,"('friendly', 'unfriendly')",-2.200286865234375,-2.0970494747161865,0.10323739051818848
53,-2.1748,-2.1973708,"('smart', 'stupid')",-2.174799919128418,-2.197370767593384,-0.02257084846496582
48,2.1403837,1.9738706,"('reliable', 'unreliable')",2.140383720397949,1.9738706350326538,-0.1665130853652954
40,-2.0940793,-2.3184786,"('honorable', 'mean')",-2.0940792560577393,-2.318478584289551,-0.22439932823181152
107,1.9017669,1.7861946,"('conventional', 'modern')",1.9017668962478638,1.7861945629119873,-0.11557233333587646
66,1.7544227,1.7521536,"('imaginative', 'unimaginative')",1.754422664642334,1.7521536350250244,-0.0022690296173095703
8,-1.6616927,-1.7850186,"('open', 'distant')",-1.66169273853302,-1.7850185632705688,-0.12332582473754883
84,-1.6604176,-1.745019,"('self-confident', 'diffident')",-1.6604175567626953,-1.7450189590454102,-0.08460140228271484
94,1.6579767,1.6291854,"('aggressive', 'submissive')",1.657976746559143,1.629185438156128,-0.028791308403015137
99,-1.5379989,-1.5210103,"('prestigious', 'insignificant')",-1.537998914718628,-1.5210102796554565,0.016988635063171387
93,1.4645152,1.473173,"('dominating', 'dominated')",1.464515209197998,1.4731730222702026,0.00865781307220459
45,-1.4022231,-1.3370552,"('cooperative', 'exploitative')",-1.4022231101989746,-1.3370552062988281,0.06516790390014648
11,-1.3810946,-1.3532778,"('caring', 'unaffectionate')",-1.3810945749282837,-1.3532778024673462,0.0278167724609375
50,1.2915008,1.1724315,"('unprejudiced', 'prejudiced')",1.2915008068084717,1.172431468963623,-0.11906933784484863
12,1.2652249,1.2559626,"('sympathetic', 'unsympathetic')",1.2652249336242676,1.255962610244751,-0.009262323379516602
89,1.2336891,1.2384543,"('daring', 'anxious')",1.2336890697479248,1.2384543418884277,0.00476527214050293
13,-1.2314427,-1.354796,"('helpful', 'unhelpful')",-1.2314426898956299,-1.354796051979065,-0.12335336208343506
32,-1.2303253,-1.0146198,"('benevolent', 'hardhearted')",-1.2303253412246704,-1.0146198272705078,0.2157055139541626
2,1.1923351,1.2255168,"('friendly', 'unfriendly')",1.1923351287841797,1.2255167961120605,0.03318166732788086
69,-1.1767511,-1.203279,"('wise', 'foolish')",-1.1767511367797852,-1.2032790184020996,-0.026527881622314453
56,1.1634413,0.9937211,"('intelligent', 'dumb')",1.1634413003921509,0.9937211275100708,-0.16972017288208008
62,-1.140047,-1.0263495,"('creative', 'uncreative')",-1.1400469541549683,-1.0263495445251465,0.11369740962982178
16,1.1376786,1.2077963,"('social', 'antisocial')",1.137678623199463,1.207796335220337,0.07011771202087402
3,1.1049491,0.9579504,"('likable', 'unlikable')",1.1049491167068481,0.9579504132270813,-0.14699870347976685
63,-1.0720528,-1.1138088,"('capable', 'incapable')",-1.0720528364181519,-1.1138087511062622,-0.04175591468811035
104,-1.0289599,-0.80066836,"('conventional', 'unconventional')",-1.02895987033844,-0.8006683588027954,0.22829151153564453
7,-1.0137209,-1.1350102,"('outgoing', 'distant')",-1.0137208700180054,-1.1350102424621582,-0.12128937244415283
77,1.0003258,0.9980189,"('active', 'inactive')",1.0003257989883423,0.9980189204216003,-0.0023068785667419434
90,0.9606641,0.9315679,"('motivated', 'unmotivated')",0.9606640934944153,0.931567907333374,-0.02909618616104126
52,0.955778,0.89625293,"('competitive', 'uncompetitive')",0.9557780027389526,0.8962529301643372,-0.05952507257461548
103,0.94813466,1.0220985,"('traditional', 'modern')",0.9481346607208252,1.0220985412597656,0.07396388053894043
78,0.9437196,0.6876898,"('active', 'inactive')",0.9437196254730225,0.6876897811889648,-0.2560298442840576
109,0.9407208,1.0302633,"('conservative', 'liberal')",0.940720796585083,1.0302633047103882,0.08954250812530518
108,0.9407208,1.0302633,"('conservative', 'liberal')",0.940720796585083,1.0302633047103882,0.08954250812530518
31,-0.93576986,-0.789467,"('altruistic', 'egoistic')",-0.9357698559761047,-0.7894669771194458,0.14630287885665894
51,0.9299372,0.7665045,"('competent', 'incompetent')",0.9299371838569641,0.7665045261383057,-0.16343265771865845
83,0.906479,0.7345679,"('energetic', 'lethargic')",0.906479001045227,0.7345678806304932,-0.1719111204147339
85,0.9022999,0.89003485,"('ambitious', 'unambitious')",0.9022998809814453,0.8900348544120789,-0.012265026569366455
97,-0.8917128,-0.7644322,"('superior', 'inferior')",-0.8917127847671509,-0.7644321918487549,0.127280592918396
46,0.87274945,0.9322951,"('generous', 'stingy')",0.8727494478225708,0.9322950839996338,0.05954563617706299
5,0.87077415,0.8252392,"('pleasant', 'repellent')",0.8707741498947144,0.8252391815185547,-0.04553496837615967
15,0.85139984,0.92652154,"('polite', 'impolite')",0.851399838924408,0.9265215396881104,0.07512170076370239
10,-0.8194735,-0.7316995,"('affectionate', 'unaffectionate')",-0.8194735050201416,-0.731699526309967,0.08777397871017456
98,-0.80850035,-0.8186004,"('prestigious', 'insignificant')",-0.808500349521637,-0.8186004161834717,-0.010100066661834717
76,0.8075037,0.91737694,"('secure', 'insecure')",0.8075037002563477,0.9173769354820251,0.10987323522567749
25,0.8043493,0.84044963,"('moral', 'immoral')",0.8043493032455444,0.8404496312141418,0.03610032796859741
105,-0.78772503,-0.7468531,"('conventional', 'modern')",-0.787725031375885,-0.7468531131744385,0.04087191820144653
61,-0.78506935,-0.5800576,"('rational', 'irrational')",-0.7850693464279175,-0.5800576210021973,0.20501172542572021
91,0.7845984,0.7272239,"('resilient', 'nonresilient')",0.7845984101295471,0.7272238731384277,-0.057374536991119385
35,0.7705472,0.8880646,"('fair', 'unfair')",0.7705472111701965,0.8880646228790283,0.11751741170883179
92,-0.76321864,-0.79223156,"('unwavering', 'wavering')",-0.7632186412811279,-0.792231559753418,-0.02901291847229004
38,-0.742978,-0.6332802,"('kind', 'unkind')",-0.7429779767990112,-0.6332802176475525,0.10969775915145874
26,0.7090635,0.75757337,"('trustworthy', 'untrustworthy')",0.7090634703636169,0.7575733661651611,0.04850989580154419
68,-0.7010041,-0.86038727,"('clever', 'inept')",-0.7010040879249573,-0.8603872656822205,-0.15938317775726318
14,0.6707175,0.46979964,"('supportive', 'unsupportive')",0.6707174777984619,0.46979963779449463,-0.20091784000396729
36,-0.6600838,-0.58500415,"('tolerant', 'intolerant')",-0.6600837707519531,-0.5850041508674622,0.07507961988449097
110,0.6391499,0.65413857,"('narrow-minded', 'open-minded')",0.6391499042510986,0.6541385650634766,0.01498866081237793
96,-0.63155854,-0.48197463,"('powerful', 'powerless')",-0.6315585374832153,-0.48197463154792786,0.14958390593528748
19,-0.5918188,-0.495672,"('funny', 'boring')",-0.5918188095092773,-0.49567198753356934,0.09614682197570801
