,Value 1,0,1,Value 2,female-male,tuple
3,4.979829,liked,disliked,5.0966496,0.11682081,"('liked', 'disliked')"
50,-4.5502644,rich,poor,-4.972926,-0.42266178,"('rich', 'poor')"
30,-3.7754538,smart,stupid,-4.189581,-0.4141271,"('smart', 'stupid')"
5,-2.7779937,helpful,unhelpful,-3.114748,-0.33675432,"('helpful', 'unhelpful')"
44,2.5955112,active,inactive,2.4461317,-0.14937949,"('active', 'inactive')"
24,2.5302935,generous,stingy,2.967083,0.4367895,"('generous', 'stingy')"
18,2.4291053,good,evil,2.575923,0.14681768,"('good', 'evil')"
28,2.426664,unprejudiced,prejudiced,2.5055337,0.07886958,"('unprejudiced', 'prejudiced')"
21,2.3810892,incorrupt,corrupt,2.6687489,0.28765965,"('incorrupt', 'corrupt')"
37,-2.1209166,practical,impractical,-2.423508,-0.30259132,"('practical', 'impractical')"
26,1.9809856,reliable,unreliable,2.0942137,0.11322808,"('reliable', 'unreliable')"
15,-1.9201223,loyal,disloyal,-2.050084,-0.12996185,"('loyal', 'disloyal')"
19,-1.6227798,kind,unkind,-1.6783051,-0.055525303,"('kind', 'unkind')"
41,1.5748556,confident,shy,1.4711785,-0.103677034,"('confident', 'shy')"
31,-1.5292277,intelligent,unintelligent,-1.3977156,0.13151217,"('intelligent', 'unintelligent')"
17,-1.493565,tolerant,intolerant,-1.9696133,-0.47604835,"('tolerant', 'intolerant')"
38,-1.4686289,discriminating,undiscriminating,-1.2913508,0.17727804,"('discriminating', 'undiscriminating')"
22,1.4395864,amicable,hostile,1.881114,0.4415276,"('amicable', 'hostile')"
16,1.3993627,fair,unfair,1.4302106,0.030847907,"('fair', 'unfair')"
33,-1.330971,educated,uneducated,-1.3593214,-0.028350353,"('educated', 'uneducated')"
27,-1.2826934,responsible,irresponsible,-1.459586,-0.17689264,"('responsible', 'irresponsible')"
34,1.2131648,rational,irrational,1.3734674,0.16030264,"('rational', 'irrational')"
35,-1.1987251,creative,uncreative,-0.91512966,0.28359544,"('creative', 'uncreative')"
25,-1.153223,forgiving,unforgiving,-1.255627,-0.102404,"('forgiving', 'unforgiving')"
6,1.1393566,supportive,unsupportive,1.1310102,-0.008346438,"('supportive', 'unsupportive')"
0,-1.0892937,sociable,unsociable,-0.9771681,0.112125635,"('sociable', 'unsociable')"
53,-1.0551733,influential,uninfluential,-0.87435555,0.18081772,"('influential', 'uninfluential')"
52,-1.0480108,superior,inferior,-0.908272,0.1397388,"('superior', 'inferior')"
7,-1.046522,polite,impolite,-1.1398449,-0.09332287,"('polite', 'impolite')"
23,1.0051225,truthful,untruthful,0.7550622,-0.25006032,"('truthful', 'untruthful')"
40,-0.95148295,logical,illogical,-0.7101698,0.24131316,"('logical', 'illogical')"
48,-0.92844415,dedicated,undedicated,-0.9659424,-0.037498236,"('dedicated', 'undedicated')"
45,0.90882707,independent,dependent,1.0769666,0.16813958,"('independent', 'dependent')"
14,-0.8771063,honest,dishonest,-0.96301025,-0.08590394,"('honest', 'dishonest')"
4,-0.84873796,sensitive,insensitive,-0.9190744,-0.07033646,"('sensitive', 'insensitive')"
29,-0.8008018,competent,incompetent,-1.0418578,-0.24105603,"('competent', 'incompetent')"
36,-0.75698197,capable,incapable,-0.70919937,0.0477826,"('capable', 'incapable')"
39,0.72455657,wise,foolish,0.8252729,0.10071635,"('wise', 'foolish')"
54,-0.6603476,successful,unsuccessful,-0.18690714,0.47344044,"('successful', 'unsuccessful')"
8,0.6364342,popular,unpopular,0.7967876,0.16035342,"('popular', 'unpopular')"
2,-0.63448644,likable,unlikable,-0.48387945,0.15060699,"('likable', 'unlikable')"
47,-0.6086041,ambitious,unambitious,-0.5717299,0.036874175,"('ambitious', 'unambitious')"
11,-0.60099113,moral,immoral,-0.72162145,-0.120630324,"('moral', 'immoral')"
56,-0.5841894,conventional,unconventional,-0.52994895,0.054240465,"('conventional', 'unconventional')"
57,-0.5771934,conservative,liberal,-0.617422,-0.040228605,"('conservative', 'liberal')"
32,-0.5137311,able,unable,-0.4841607,0.02957043,"('able', 'unable')"
20,0.46263713,right,wrong,0.5568959,0.094258785,"('right', 'wrong')"
1,-0.3869592,friendly,unfriendly,-0.5667319,-0.17977273,"('friendly', 'unfriendly')"
9,-0.36520106,nice,nasty,-0.64026165,-0.2750606,"('nice', 'nasty')"
12,0.33355972,trustworthy,untrustworthy,0.5559833,0.22242358,"('trustworthy', 'untrustworthy')"
49,0.31460768,motivated,unmotivated,0.39995196,0.085344285,"('motivated', 'unmotivated')"
13,-0.30982074,sincere,insincere,-0.5180483,-0.20822755,"('sincere', 'insincere')"
10,0.25725055,hospitable,inhospitable,0.37296253,0.11571199,"('hospitable', 'inhospitable')"
43,0.23315568,active,inactive,0.54979587,0.3166402,"('active', 'inactive')"
51,-0.18989497,powerful,powerless,-0.17291346,0.016981512,"('powerful', 'powerless')"
42,-0.09751628,secure,insecure,-0.1981183,-0.100602016,"('secure', 'insecure')"
55,0.08698218,conventional,unconventional,0.26554605,0.17856386,"('conventional', 'unconventional')"
46,-0.0090529695,energetic,lethargic,-0.12859306,-0.11954009,"('energetic', 'lethargic')"
