,Value 1,0,1,Value 2,female-male,tuple
75,7.238526,confident,shy,7.3180103,0.07948446,"('confident', 'shy')"
95,-5.7546043,rich,poor,-5.9856367,-0.23103237,"('rich', 'poor')"
27,-5.5692306,sincere,insincere,-5.940932,-0.37170124,"('sincere', 'insincere')"
6,4.895689,liked,disliked,5.4448185,0.5491295,"('liked', 'disliked')"
40,-4.0301137,honorable,mean,-4.4015884,-0.37147474,"('honorable', 'mean')"
53,-3.9018207,smart,stupid,-4.2523785,-0.3505578,"('smart', 'stupid')"
102,-3.1353583,eminent,low,-2.4828818,0.65247655,"('eminent', 'low')"
86,3.035552,self-reliant,helpless,3.0550056,0.019453526,"('self-reliant', 'helpless')"
13,-3.002007,helpful,unhelpful,-3.1509755,-0.14896846,"('helpful', 'unhelpful')"
50,2.569,unprejudiced,prejudiced,2.358142,-0.2108581,"('unprejudiced', 'prejudiced')"
46,2.5358005,generous,stingy,2.8464217,0.31062126,"('generous', 'stingy')"
34,-2.3970177,loyal,disloyal,-1.9954095,0.40160823,"('loyal', 'disloyal')"
48,2.2718997,reliable,unreliable,2.4165936,0.14469385,"('reliable', 'unreliable')"
1,-2.171999,friendly,unfriendly,-1.8983024,0.27369654,"('friendly', 'unfriendly')"
66,1.9891607,imaginative,unimaginative,2.085257,0.0960964,"('imaginative', 'unimaginative')"
63,-1.9875987,capable,incapable,-1.7719692,0.21562946,"('capable', 'incapable')"
3,1.8571495,likable,unlikable,1.9030919,0.045942426,"('likable', 'unlikable')"
78,1.8320968,active,inactive,1.8991184,0.06702161,"('active', 'inactive')"
32,-1.5402461,benevolent,hardhearted,-1.5550781,-0.01483202,"('benevolent', 'hardhearted')"
58,-1.5107218,able,clumsy,-1.492202,0.01851976,"('able', 'clumsy')"
38,-1.506743,kind,unkind,-1.4339106,0.072832346,"('kind', 'unkind')"
37,1.506454,good,evil,1.8251647,0.31871068,"('good', 'evil')"
11,-1.505526,caring,unaffectionate,-1.4270549,0.078471065,"('caring', 'unaffectionate')"
76,1.4413673,secure,insecure,0.95701504,-0.48435223,"('secure', 'insecure')"
56,1.3759384,intelligent,dumb,1.7282704,0.352332,"('intelligent', 'dumb')"
99,-1.3447359,prestigious,insignificant,-0.9181487,0.42658716,"('prestigious', 'insignificant')"
103,1.3064106,traditional,modern,1.046948,-0.2594626,"('traditional', 'modern')"
92,-1.2417614,unwavering,wavering,-0.6899913,0.55177015,"('unwavering', 'wavering')"
60,-1.2201004,educated,uneducated,-0.9974748,0.22262561,"('educated', 'uneducated')"
81,1.2156372,industrious,lazy,1.6259706,0.4103334,"('industrious', 'lazy')"
35,1.2072926,fair,unfair,1.4926434,0.2853508,"('fair', 'unfair')"
104,-1.1863064,conventional,unconventional,-0.6120841,0.57422227,"('conventional', 'unconventional')"
16,1.1860545,social,antisocial,0.5934658,-0.59258866,"('social', 'antisocial')"
44,-1.1617053,truthful,untruthful,-1.2787166,-0.11701131,"('truthful', 'untruthful')"
109,1.1566339,conservative,liberal,0.5612321,-0.59540176,"('conservative', 'liberal')"
108,1.1566339,conservative,liberal,0.5612321,-0.59540176,"('conservative', 'liberal')"
87,-1.155449,dedicated,undedicated,-0.97581005,0.17963898,"('dedicated', 'undedicated')"
28,-1.155228,honest,dishonest,-1.1156017,0.03962636,"('honest', 'dishonest')"
31,-1.1547089,altruistic,egoistic,-0.7714404,0.38326848,"('altruistic', 'egoistic')"
65,-1.1442487,practical,impractical,-1.5342444,-0.3899957,"('practical', 'impractical')"
20,-1.1394674,popular,unpopular,-0.56358933,0.575878,"('popular', 'unpopular')"
26,1.0399554,trustworthy,untrustworthy,0.8693073,-0.1706481,"('trustworthy', 'untrustworthy')"
14,1.029146,supportive,unsupportive,1.0816,0.052453995,"('supportive', 'unsupportive')"
100,-0.99689406,influential,uninfluential,-0.7454733,0.25142074,"('influential', 'uninfluential')"
97,-0.94931126,superior,inferior,-0.48400134,0.46530992,"('superior', 'inferior')"
73,-0.9271724,brilliant,incompetent,-1.6114064,-0.684234,"('brilliant', 'incompetent')"
84,-0.9267198,self-confident,diffident,-0.7794961,0.14722371,"('self-confident', 'diffident')"
74,-0.91768146,insightful,unperceptive,-1.0556264,-0.13794494,"('insightful', 'unperceptive')"
10,-0.9077867,affectionate,unaffectionate,-0.4083996,0.49938712,"('affectionate', 'unaffectionate')"
36,-0.904095,tolerant,intolerant,-1.3161013,-0.41200632,"('tolerant', 'intolerant')"
68,-0.88726985,clever,inept,-1.3331277,-0.44585788,"('clever', 'inept')"
101,-0.83847594,successful,unsuccessful,-0.7111163,0.12735963,"('successful', 'unsuccessful')"
47,-0.83170164,forgiving,unforgiving,-0.8248897,0.006811917,"('forgiving', 'unforgiving')"
80,0.8139177,independent,dependent,0.8243012,0.010383487,"('independent', 'dependent')"
19,-0.7681802,funny,boring,-0.39973283,0.36844736,"('funny', 'boring')"
29,-0.764337,honest,immoral,-0.9428934,-0.17855638,"('honest', 'immoral')"
98,-0.76067007,prestigious,insignificant,-0.5780045,0.18266559,"('prestigious', 'insignificant')"
22,0.7554165,welcoming,disagreeable,0.80057776,0.045161247,"('welcoming', 'disagreeable')"
12,-0.7318848,sympathetic,unsympathetic,-0.9168225,-0.18493772,"('sympathetic', 'unsympathetic')"
7,0.7119612,outgoing,distant,0.8518655,0.13990426,"('outgoing', 'distant')"
5,0.69830924,pleasant,repellent,0.33244517,-0.36586407,"('pleasant', 'repellent')"
105,-0.65684557,conventional,modern,-0.7988051,-0.14195955,"('conventional', 'modern')"
24,-0.65356916,thoughtful,rough,-1.0025114,-0.34894222,"('thoughtful', 'rough')"
88,0.6425469,impulsive,meek,0.7240102,0.08146334,"('impulsive', 'meek')"
62,-0.6230831,creative,uncreative,-0.4053879,0.2176952,"('creative', 'uncreative')"
30,-0.5976485,honest,dishonest,-0.51680195,0.08084655,"('honest', 'dishonest')"
43,-0.58530843,genuine,fake,-0.4295997,0.15570873,"('genuine', 'fake')"
0,-0.5673537,sociable,unsociable,-0.4822002,0.08515352,"('sociable', 'unsociable')"
23,-0.55639136,hospitable,inhospitable,-0.017978609,0.53841275,"('hospitable', 'inhospitable')"
57,0.55389893,able,unable,0.19960487,-0.35429406,"('able', 'unable')"
59,0.5400605,skillful,clumsy,0.93805975,0.39799923,"('skillful', 'clumsy')"
55,-0.5172566,intelligent,unintelligent,-0.56756365,-0.050307035,"('intelligent', 'unintelligent')"
71,0.51231164,efficient,inefficient,-0.36666268,-0.8789743,"('efficient', 'inefficient')"
90,0.5100852,motivated,unmotivated,0.24934101,-0.2607442,"('motivated', 'unmotivated')"
33,-0.47985297,softhearted,hardhearted,-0.44386333,0.035989642,"('softhearted', 'hardhearted')"
17,0.46784785,social,antisocial,0.39407432,-0.07377353,"('social', 'antisocial')"
106,0.4506084,conventional,unconventional,0.32110378,-0.12950462,"('conventional', 'unconventional')"
52,0.44411576,competitive,uncompetitive,0.20859748,-0.23551828,"('competitive', 'uncompetitive')"
39,-0.43771985,right,wrong,-0.029352427,0.40836743,"('right', 'wrong')"
96,-0.3734065,powerful,powerless,-0.35904714,0.014359355,"('powerful', 'powerless')"
69,-0.37004185,wise,foolish,0.03235978,0.40240163,"('wise', 'foolish')"
107,0.3386147,conventional,modern,0.3475221,0.0089074075,"('conventional', 'modern')"
54,0.31207287,smart,stupid,0.268875,-0.04319787,"('smart', 'stupid')"
21,0.3113379,nice,nasty,0.3369671,0.025629222,"('nice', 'nasty')"
70,0.29012442,wise,unwise,0.69993806,0.40981364,"('wise', 'unwise')"
9,-0.2856885,sensitive,insensitive,-0.7912961,-0.5056076,"('sensitive', 'insensitive')"
15,0.27835387,polite,impolite,-0.1151658,-0.39351967,"('polite', 'impolite')"
4,-0.27394152,likable,unlikable,-0.2588024,0.015139103,"('likable', 'unlikable')"
67,-0.2686694,discriminating,undiscriminating,-0.27772784,-0.009058446,"('discriminating', 'undiscriminating')"
8,0.26119107,open,distant,0.48244107,0.22125,"('open', 'distant')"
51,0.24042949,competent,incompetent,0.04334025,-0.19708924,"('competent', 'incompetent')"
25,0.23934239,moral,immoral,-0.24423808,-0.48358047,"('moral', 'immoral')"
110,0.23328432,narrow-minded,open-minded,0.1808488,-0.052435517,"('narrow-minded', 'open-minded')"
94,0.20003536,aggressive,submissive,-0.1652621,-0.36529747,"('aggressive', 'submissive')"
64,-0.18572795,clever,incompetent,-0.59410083,-0.40837288,"('clever', 'incompetent')"
