,average_male,0,1,average_female,female-male,tuple
75,2.591717,confident,shy,2.62111,0.029392958,"('confident', 'shy')"
77,1.640968,active,inactive,1.4211072,-0.21986079,"('active', 'inactive')"
100,1.5943441,influential,uninfluential,1.7984293,0.20408511,"('influential', 'uninfluential')"
90,1.4819429,motivated,unmotivated,1.3076326,-0.17431033,"('motivated', 'unmotivated')"
53,-1.3973752,smart,stupid,-1.1076425,0.2897327,"('smart', 'stupid')"
70,1.3858062,wise,unwise,1.0816724,-0.30413377,"('wise', 'unwise')"
2,1.3844005,friendly,unfriendly,1.8563912,0.4719907,"('friendly', 'unfriendly')"
66,1.307761,imaginative,unimaginative,1.3533276,0.045566678,"('imaginative', 'unimaginative')"
46,1.2735834,generous,stingy,1.331537,0.057953596,"('generous', 'stingy')"
6,1.2010784,liked,disliked,0.81023276,-0.39084566,"('liked', 'disliked')"
95,-1.1937318,rich,poor,-1.0556052,0.13812661,"('rich', 'poor')"
14,1.1881444,supportive,unsupportive,0.91033244,-0.277812,"('supportive', 'unsupportive')"
78,1.1766495,active,inactive,0.43645003,-0.74019945,"('active', 'inactive')"
76,1.1450344,secure,insecure,1.6478975,0.50286305,"('secure', 'insecure')"
16,1.121201,social,antisocial,1.4893144,0.3681134,"('social', 'antisocial')"
9,1.1178511,sensitive,insensitive,1.099456,-0.018395185,"('sensitive', 'insensitive')"
110,-1.0384818,narrow-minded,open-minded,-0.817712,0.22076982,"('narrow-minded', 'open-minded')"
52,1.033029,competitive,uncompetitive,1.1139779,0.08094895,"('competitive', 'uncompetitive')"
12,0.96241796,sympathetic,unsympathetic,1.2545544,0.29213643,"('sympathetic', 'unsympathetic')"
71,0.92609316,efficient,inefficient,0.9721478,0.04605466,"('efficient', 'inefficient')"
0,0.9246657,sociable,unsociable,1.2412045,0.3165388,"('sociable', 'unsociable')"
60,0.86997044,educated,uneducated,1.0644901,0.19451964,"('educated', 'uneducated')"
101,0.8679745,successful,unsuccessful,0.7127327,-0.15524185,"('successful', 'unsuccessful')"
19,-0.8542099,funny,boring,-0.81426024,0.039949656,"('funny', 'boring')"
91,0.85217124,resilient,nonresilient,0.65651095,-0.1956603,"('resilient', 'nonresilient')"
22,0.84046733,welcoming,disagreeable,0.95043063,0.1099633,"('welcoming', 'disagreeable')"
103,0.82405317,traditional,modern,0.99070305,0.16664988,"('traditional', 'modern')"
54,0.8228041,smart,stupid,0.54338866,-0.27941543,"('smart', 'stupid')"
23,0.8132981,hospitable,inhospitable,0.37612152,-0.4371766,"('hospitable', 'inhospitable')"
64,0.8052965,clever,incompetent,1.0262632,0.22096676,"('clever', 'incompetent')"
80,0.7803975,independent,dependent,0.9181248,0.13772732,"('independent', 'dependent')"
85,0.77636003,ambitious,unambitious,1.1017373,0.32537723,"('ambitious', 'unambitious')"
3,0.7431357,likable,unlikable,0.8089142,0.065778494,"('likable', 'unlikable')"
105,-0.7228422,conventional,modern,-0.6267538,0.09608841,"('conventional', 'modern')"
32,-0.7157588,benevolent,hardhearted,-0.57971907,0.13603973,"('benevolent', 'hardhearted')"
36,-0.7071555,tolerant,intolerant,-0.45912468,0.24803084,"('tolerant', 'intolerant')"
40,-0.7023903,honorable,mean,-0.80909705,-0.10670674,"('honorable', 'mean')"
94,0.7020493,aggressive,submissive,1.3121681,0.6101188,"('aggressive', 'submissive')"
27,-0.69715965,sincere,insincere,-0.45701438,0.24014527,"('sincere', 'insincere')"
5,0.6650592,pleasant,repellent,0.92745626,0.26239705,"('pleasant', 'repellent')"
51,0.6560905,competent,incompetent,0.5559287,-0.10016179,"('competent', 'incompetent')"
37,0.65493166,good,evil,0.30053186,-0.3543998,"('good', 'evil')"
62,0.6478053,creative,uncreative,0.67278576,0.024980485,"('creative', 'uncreative')"
33,-0.6475434,softhearted,hardhearted,-0.8423364,-0.19479305,"('softhearted', 'hardhearted')"
30,0.61073315,honest,dishonest,0.6486703,0.037937164,"('honest', 'dishonest')"
73,0.6027761,brilliant,incompetent,0.18598923,-0.41678688,"('brilliant', 'incompetent')"
29,0.5980622,honest,immoral,0.62453145,0.02646923,"('honest', 'immoral')"
21,0.571114,nice,nasty,0.31528044,-0.25583357,"('nice', 'nasty')"
57,0.5568835,able,unable,0.14124651,-0.41563702,"('able', 'unable')"
55,0.53861666,intelligent,unintelligent,0.7935481,0.25493145,"('intelligent', 'unintelligent')"
56,0.5064795,intelligent,dumb,0.62791157,0.121432066,"('intelligent', 'dumb')"
41,-0.4896754,incorrupt,corrupt,-0.70575565,-0.21608025,"('incorrupt', 'corrupt')"
96,0.47921696,powerful,powerless,0.52384156,0.044624597,"('powerful', 'powerless')"
69,-0.47369808,wise,foolish,-0.5517826,-0.07808453,"('wise', 'foolish')"
31,-0.43909827,altruistic,egoistic,-0.30865768,0.1304406,"('altruistic', 'egoistic')"
38,-0.42320672,kind,unkind,0.0066821575,0.42988887,"('kind', 'unkind')"
86,-0.41957778,self-reliant,helpless,-0.4712381,-0.05166033,"('self-reliant', 'helpless')"
65,-0.39132088,practical,impractical,-0.5473825,-0.15606159,"('practical', 'impractical')"
72,0.37461174,logical,illogical,0.51826066,0.14364892,"('logical', 'illogical')"
47,-0.37323865,forgiving,unforgiving,-0.09345853,0.27978012,"('forgiving', 'unforgiving')"
11,0.35766643,caring,unaffectionate,0.3239743,-0.03369212,"('caring', 'unaffectionate')"
92,0.35637116,unwavering,wavering,0.053379983,-0.30299118,"('unwavering', 'wavering')"
15,0.33835718,polite,impolite,0.64619386,0.30783668,"('polite', 'impolite')"
106,-0.33671394,conventional,unconventional,-0.08192825,0.2547857,"('conventional', 'unconventional')"
39,-0.33196056,right,wrong,-0.3256419,0.0063186586,"('right', 'wrong')"
98,0.3263002,prestigious,insignificant,0.11640817,-0.20989203,"('prestigious', 'insignificant')"
97,-0.32606626,superior,inferior,-0.031431377,0.29463488,"('superior', 'inferior')"
35,0.31137002,fair,unfair,0.47187915,0.16050914,"('fair', 'unfair')"
89,0.3029418,daring,anxious,0.5246629,0.22172111,"('daring', 'anxious')"
67,0.2994332,discriminating,undiscriminating,0.43851727,0.13908407,"('discriminating', 'undiscriminating')"
50,-0.28751194,unprejudiced,prejudiced,-0.41331324,-0.1258013,"('unprejudiced', 'prejudiced')"
8,0.2867841,open,distant,-0.3744641,-0.6612482,"('open', 'distant')"
79,-0.28339133,determined,doubtful,-0.14516003,0.13823129,"('determined', 'doubtful')"
28,0.28102362,honest,dishonest,0.6749886,0.393965,"('honest', 'dishonest')"
42,0.27637562,amicable,hostile,0.17478988,-0.101585746,"('amicable', 'hostile')"
102,0.27344605,eminent,low,0.54419255,0.2707465,"('eminent', 'low')"
58,-0.26663595,able,clumsy,0.03869629,0.30533224,"('able', 'clumsy')"
45,-0.25919548,cooperative,exploitative,-0.5214453,-0.2622498,"('cooperative', 'exploitative')"
93,0.25786728,dominating,dominated,0.44395298,0.1860857,"('dominating', 'dominated')"
17,0.25773573,social,antisocial,0.53536737,0.27763164,"('social', 'antisocial')"
107,-0.25602075,conventional,modern,0.22176236,0.4777831,"('conventional', 'modern')"
74,0.25183776,insightful,unperceptive,0.09118441,-0.16065335,"('insightful', 'unperceptive')"
109,0.2512573,conservative,liberal,0.48940206,0.23814476,"('conservative', 'liberal')"
108,0.2512573,conservative,liberal,0.48940206,0.23814476,"('conservative', 'liberal')"
87,-0.25040066,dedicated,undedicated,-0.42428112,-0.17388046,"('dedicated', 'undedicated')"
10,0.24159755,affectionate,unaffectionate,0.31811976,0.076522216,"('affectionate', 'unaffectionate')"
68,0.22078726,clever,inept,-0.36087573,-0.581663,"('clever', 'inept')"
