,Value 1,0,1,Value 2,female-male,tuple
27,-7.4613724,sincere,insincere,-7.492917,-0.031544685,"('sincere', 'insincere')"
6,6.6627765,liked,disliked,6.758875,0.09609842,"('liked', 'disliked')"
75,6.5624285,confident,shy,6.69807,0.13564157,"('confident', 'shy')"
53,-6.19007,smart,stupid,-6.3165097,-0.12643957,"('smart', 'stupid')"
95,-5.91345,rich,poor,-6.148393,-0.23494339,"('rich', 'poor')"
40,-5.6171417,honorable,mean,-5.8019447,-0.18480301,"('honorable', 'mean')"
86,3.6757703,self-reliant,helpless,3.7100613,0.03429103,"('self-reliant', 'helpless')"
50,3.0946822,unprejudiced,prejudiced,3.0280175,-0.066664696,"('unprejudiced', 'prejudiced')"
11,-2.6841826,caring,unaffectionate,-2.7523775,-0.068194866,"('caring', 'unaffectionate')"
34,-2.6436357,loyal,disloyal,-2.5213902,0.12224555,"('loyal', 'disloyal')"
13,-2.6041667,helpful,unhelpful,-2.6363578,-0.032191038,"('helpful', 'unhelpful')"
66,2.5905998,imaginative,unimaginative,2.584003,-0.0065968037,"('imaginative', 'unimaginative')"
38,-2.550779,kind,unkind,-2.4176311,0.13314795,"('kind', 'unkind')"
28,-2.4660184,honest,dishonest,-2.4257426,0.040275812,"('honest', 'dishonest')"
48,2.3990493,reliable,unreliable,2.373539,-0.025510311,"('reliable', 'unreliable')"
49,-2.3009114,responsible,irresponsible,-2.3275175,-0.026606083,"('responsible', 'irresponsible')"
36,-2.206774,tolerant,intolerant,-2.0802503,0.12652373,"('tolerant', 'intolerant')"
58,-2.1428118,able,clumsy,-2.0908036,0.052008152,"('able', 'clumsy')"
1,-2.1284895,friendly,unfriendly,-2.1278243,0.00066518784,"('friendly', 'unfriendly')"
88,2.083229,impulsive,meek,1.9510624,-0.13216662,"('impulsive', 'meek')"
46,1.9450369,generous,stingy,2.0130758,0.06803894,"('generous', 'stingy')"
65,-1.9281758,practical,impractical,-1.8504851,0.07769072,"('practical', 'impractical')"
103,1.8998513,traditional,modern,1.8028929,-0.0969584,"('traditional', 'modern')"
37,1.8840208,good,evil,1.8563647,-0.027656078,"('good', 'evil')"
81,1.765902,industrious,lazy,1.703588,-0.062314034,"('industrious', 'lazy')"
3,1.7319311,likable,unlikable,1.8315895,0.09965837,"('likable', 'unlikable')"
44,-1.6558905,truthful,untruthful,-1.6389818,0.016908646,"('truthful', 'untruthful')"
74,-1.6394475,insightful,unperceptive,-1.717374,-0.07792652,"('insightful', 'unperceptive')"
82,1.5687085,industrious,meek,1.5339355,-0.034772992,"('industrious', 'meek')"
33,-1.5625609,softhearted,hardhearted,-1.6357089,-0.07314801,"('softhearted', 'hardhearted')"
100,-1.4896816,influential,uninfluential,-1.300228,0.1894536,"('influential', 'uninfluential')"
71,-1.468148,efficient,inefficient,-1.4225821,0.045565844,"('efficient', 'inefficient')"
47,-1.3959845,forgiving,unforgiving,-1.2216935,0.17429101,"('forgiving', 'unforgiving')"
72,-1.3722774,logical,illogical,-1.2391511,0.13312626,"('logical', 'illogical')"
105,-1.3534188,conventional,modern,-1.3656555,-0.012236714,"('conventional', 'modern')"
29,-1.3441149,honest,immoral,-1.3674026,-0.023287654,"('honest', 'immoral')"
12,-1.3025466,sympathetic,unsympathetic,-1.3185798,-0.016033173,"('sympathetic', 'unsympathetic')"
63,-1.2535173,capable,incapable,-1.4297351,-0.1762178,"('capable', 'incapable')"
32,-1.2229335,benevolent,hardhearted,-1.1287743,0.094159245,"('benevolent', 'hardhearted')"
73,-1.2029094,brilliant,incompetent,-1.3591368,-0.15622747,"('brilliant', 'incompetent')"
4,-1.1998911,likable,unlikable,-1.2110482,-0.011157155,"('likable', 'unlikable')"
9,-1.1851907,sensitive,insensitive,-1.2288477,-0.043657064,"('sensitive', 'insensitive')"
41,1.1268727,incorrupt,corrupt,1.1754305,0.048557878,"('incorrupt', 'corrupt')"
10,-1.1244055,affectionate,unaffectionate,-1.1124192,0.011986256,"('affectionate', 'unaffectionate')"
18,-1.077687,social,asocial,-0.9823272,0.0953598,"('social', 'asocial')"
67,-1.0512247,discriminating,undiscriminating,-0.99516964,0.05605507,"('discriminating', 'undiscriminating')"
43,-1.0295682,genuine,fake,-1.0019125,0.02765572,"('genuine', 'fake')"
