,average_male,0,1,average_female,female-male,tuple
77,2.2244198,active,inactive,2.1626863,-0.061733484,"('active', 'inactive')"
46,2.092318,generous,stingy,2.0726967,-0.019621372,"('generous', 'stingy')"
50,2.0907402,unprejudiced,prejudiced,2.0859547,-0.0047855377,"('unprejudiced', 'prejudiced')"
6,1.9291037,liked,disliked,1.9519527,0.022848964,"('liked', 'disliked')"
75,1.8538888,confident,shy,1.9153672,0.061478496,"('confident', 'shy')"
21,1.7881534,nice,nasty,1.6818017,-0.10635173,"('nice', 'nasty')"
27,-1.5081613,sincere,insincere,-1.4857283,0.022433043,"('sincere', 'insincere')"
54,1.481676,smart,stupid,1.2095715,-0.2721045,"('smart', 'stupid')"
3,1.4783516,likable,unlikable,1.4598569,-0.018494725,"('likable', 'unlikable')"
95,-1.2891296,rich,poor,-1.4038428,-0.11471319,"('rich', 'poor')"
5,1.2558389,pleasant,repellent,1.1604136,-0.09542525,"('pleasant', 'repellent')"
105,-1.2289813,conventional,modern,-1.132318,0.09666324,"('conventional', 'modern')"
22,1.1824253,welcoming,disagreeable,1.0699104,-0.11251485,"('welcoming', 'disagreeable')"
38,-1.1746027,kind,unkind,-1.0055082,0.16909456,"('kind', 'unkind')"
66,1.1550298,imaginative,unimaginative,1.1480073,-0.0070225,"('imaginative', 'unimaginative')"
65,-1.1125633,practical,impractical,-1.0166879,0.09587538,"('practical', 'impractical')"
48,1.0637153,reliable,unreliable,1.0257522,-0.037963152,"('reliable', 'unreliable')"
15,1.0588479,polite,impolite,1.2411182,0.18227029,"('polite', 'impolite')"
24,1.0410516,thoughtful,rough,1.0370414,-0.0040102005,"('thoughtful', 'rough')"
61,0.9865778,rational,irrational,1.0866609,0.10008305,"('rational', 'irrational')"
37,0.9453569,good,evil,0.7658114,-0.17954552,"('good', 'evil')"
16,0.9370873,social,antisocial,1.0132717,0.07618439,"('social', 'antisocial')"
86,0.92432076,self-reliant,helpless,1.0110152,0.08669442,"('self-reliant', 'helpless')"
70,0.919718,wise,unwise,0.82042813,-0.099289894,"('wise', 'unwise')"
76,0.916537,secure,insecure,1.1132807,0.19674367,"('secure', 'insecure')"
71,-0.91071475,efficient,inefficient,-0.9083862,0.0023285747,"('efficient', 'inefficient')"
100,-0.901723,influential,uninfluential,-0.80178416,0.09993887,"('influential', 'uninfluential')"
11,-0.83664566,caring,unaffectionate,-0.89484406,-0.058198392,"('caring', 'unaffectionate')"
40,-0.8218775,honorable,mean,-1.0543833,-0.2325058,"('honorable', 'mean')"
83,0.81349623,energetic,lethargic,0.83962464,0.026128411,"('energetic', 'lethargic')"
52,0.7831068,competitive,uncompetitive,0.7415803,-0.041526496,"('competitive', 'uncompetitive')"
88,0.77023304,impulsive,meek,0.59005237,-0.18018067,"('impulsive', 'meek')"
53,-0.7689711,smart,stupid,-0.8002786,-0.03130752,"('smart', 'stupid')"
56,0.747796,intelligent,dumb,0.7023018,-0.0454942,"('intelligent', 'dumb')"
36,0.73829496,tolerant,intolerant,0.93908215,0.20078719,"('tolerant', 'intolerant')"
2,0.7328166,friendly,unfriendly,0.8934697,0.16065311,"('friendly', 'unfriendly')"
12,0.7210243,sympathetic,unsympathetic,0.6356288,-0.085395455,"('sympathetic', 'unsympathetic')"
51,0.71974844,competent,incompetent,0.53840363,-0.1813448,"('competent', 'incompetent')"
89,0.7157388,daring,anxious,0.80734396,0.09160519,"('daring', 'anxious')"
91,-0.6823096,resilient,nonresilient,-0.82165027,-0.13934064,"('resilient', 'nonresilient')"
20,0.66542757,popular,unpopular,0.6446972,-0.020730376,"('popular', 'unpopular')"
30,0.65356153,honest,dishonest,0.49989855,-0.15366298,"('honest', 'dishonest')"
26,0.6284336,trustworthy,untrustworthy,0.7380234,0.109589815,"('trustworthy', 'untrustworthy')"
35,0.6159221,fair,unfair,0.6400467,0.024124622,"('fair', 'unfair')"
13,-0.61452675,helpful,unhelpful,-0.64586234,-0.031335592,"('helpful', 'unhelpful')"
42,0.6121167,amicable,hostile,0.45253295,-0.15958375,"('amicable', 'hostile')"
45,0.6085893,cooperative,exploitative,0.6402088,0.03161949,"('cooperative', 'exploitative')"
