,Lowe's_male,Lowe's_female,tuple,average_male,average_female,female-male
21,-1.5150983,-1.3053128,"('incorrupt', 'corrupt')",-1.5150983333587646,-1.3053127527236938,0.2097855806350708
54,-1.4633071,-1.3438429,"('successful', 'unsuccessful')",-1.4633071422576904,-1.34384286403656,0.11946427822113037
10,-1.4191339,-1.5595795,"('hospitable', 'inhospitable')",-1.4191339015960693,-1.5595794916152954,-0.14044559001922607
1,-1.3243227,-1.4806677,"('friendly', 'unfriendly')",-1.3243227005004883,-1.4806677103042603,-0.15634500980377197
37,-1.2681317,-1.3034569,"('practical', 'impractical')",-1.2681317329406738,-1.3034569025039673,-0.03532516956329346
42,1.1999023,1.2842412,"('secure', 'insecure')",1.1999022960662842,1.2842411994934082,0.08433890342712402
20,-1.1534238,-1.1370547,"('right', 'wrong')",-1.15342378616333,-1.137054681777954,0.016369104385375977
33,1.1295466,1.1349696,"('educated', 'uneducated')",1.1295466423034668,1.1349695920944214,0.00542294979095459
13,1.0967917,1.1301117,"('sincere', 'insincere')",1.0967917442321777,1.1301116943359375,0.033319950103759766
46,1.0254312,1.0026879,"('energetic', 'lethargic')",1.0254311561584473,1.002687931060791,-0.02274322509765625
45,0.9608257,0.86392903,"('independent', 'dependent')",0.9608256816864014,0.863929033279419,-0.09689664840698242
52,-0.95842844,-0.87989736,"('superior', 'inferior')",-0.9584284424781799,-0.8798973560333252,0.07853108644485474
5,0.9479154,0.8780085,"('helpful', 'unhelpful')",0.9479153752326965,0.8780084848403931,-0.06990689039230347
28,0.9356637,0.8986267,"('unprejudiced', 'prejudiced')",0.9356637001037598,0.8986266851425171,-0.037037014961242676
23,0.93264925,0.8142657,"('truthful', 'untruthful')",0.9326492547988892,0.8142657279968262,-0.11838352680206299
34,0.924764,0.77912587,"('rational', 'irrational')",0.9247639775276184,0.7791258692741394,-0.145638108253479
38,-0.92157996,-1.0110166,"('discriminating', 'undiscriminating')",-0.9215799570083618,-1.011016607284546,-0.08943665027618408
36,-0.88909006,-1.1809107,"('capable', 'incapable')",-0.8890900611877441,-1.1809107065200806,-0.2918206453323364
16,0.8873385,0.8682263,"('fair', 'unfair')",0.8873385190963745,0.8682262897491455,-0.019112229347229004
24,0.87274307,0.8982861,"('generous', 'stingy')",0.8727430701255798,0.8982861042022705,0.025543034076690674
49,0.80611795,0.49688333,"('motivated', 'unmotivated')",0.8061179518699646,0.4968833327293396,-0.309234619140625
55,-0.7353609,-0.6136094,"('conventional', 'unconventional')",-0.7353609204292297,-0.6136093735694885,0.12175154685974121
48,-0.6625589,-0.6273552,"('dedicated', 'undedicated')",-0.662558913230896,-0.6273552179336548,0.03520369529724121
11,0.6491079,0.5406465,"('moral', 'immoral')",0.6491078734397888,0.540646493434906,-0.10846138000488281
32,-0.62315357,-0.6261061,"('able', 'unable')",-0.623153567314148,-0.6261060833930969,-0.0029525160789489746
30,0.61007816,0.7521424,"('smart', 'stupid')",0.6100781559944153,0.7521424293518066,0.14206427335739136
43,-0.59332514,-0.5100023,"('active', 'inactive')",-0.593325138092041,-0.5100023150444031,0.08332282304763794
57,0.5875648,0.62526226,"('conservative', 'liberal')",0.5875648260116577,0.6252622604370117,0.037697434425354004
9,0.5746075,0.50826,"('nice', 'nasty')",0.5746074914932251,0.5082600116729736,-0.06634747982025146
51,0.5358168,0.4891696,"('powerful', 'powerless')",0.5358167886734009,0.4891695976257324,-0.04664719104766846
6,-0.5267996,-0.6817286,"('supportive', 'unsupportive')",-0.5267996191978455,-0.6817286014556885,-0.15492898225784302
53,0.50037444,0.6997535,"('influential', 'uninfluential')",0.500374436378479,0.6997535228729248,0.1993790864944458
44,0.49945623,0.22325999,"('active', 'inactive')",0.4994562268257141,0.22325998544692993,-0.2761962413787842
17,0.48830605,0.39539975,"('tolerant', 'intolerant')",0.48830604553222656,0.3953997492790222,-0.09290629625320435
4,-0.38192433,-0.49503314,"('sensitive', 'insensitive')",-0.3819243311882019,-0.4950331449508667,-0.1131088137626648
26,0.36966163,0.2717969,"('reliable', 'unreliable')",0.3696616291999817,0.27179691195487976,-0.09786471724510193
47,0.36078236,0.31366956,"('ambitious', 'unambitious')",0.36078235507011414,0.3136695623397827,-0.04711279273033142
29,-0.35658634,-0.32227802,"('competent', 'incompetent')",-0.3565863370895386,-0.3222780227661133,0.03430831432342529
15,0.31399548,0.28665543,"('loyal', 'disloyal')",0.31399548053741455,0.2866554260253906,-0.027340054512023926
50,-0.3046128,-0.40192845,"('rich', 'poor')",-0.30461278557777405,-0.40192845463752747,-0.09731566905975342
18,0.29353368,0.12597781,"('good', 'evil')",0.29353368282318115,0.12597781419754028,-0.16755586862564087
56,-0.27680784,-0.2999015,"('conventional', 'unconventional')",-0.27680784463882446,-0.29990148544311523,-0.02309364080429077
41,0.25098836,0.15638039,"('confident', 'shy')",0.2509883642196655,0.15638038516044617,-0.09460797905921936
39,0.18283713,0.116995156,"('wise', 'foolish')",0.1828371286392212,0.11699515581130981,-0.06584197282791138
27,-0.15817738,-0.25975895,"('responsible', 'irresponsible')",-0.15817737579345703,-0.25975894927978516,-0.10158157348632812
35,0.14897445,-0.006547615,"('creative', 'uncreative')",0.1489744484424591,-0.006547614932060242,-0.15552206337451935
7,0.12966219,0.36158746,"('polite', 'impolite')",0.1296621859073639,0.3615874648094177,0.23192527890205383
8,0.12528741,-0.11587113,"('popular', 'unpopular')",0.12528741359710693,-0.1158711314201355,-0.24115854501724243
25,-0.10645508,-0.058013394,"('forgiving', 'unforgiving')",-0.10645508021116257,-0.058013394474983215,0.04844168573617935
22,0.09728861,-0.09748337,"('amicable', 'hostile')",0.09728860855102539,-0.09748336672782898,-0.19477197527885437
12,0.09293187,0.29358494,"('trustworthy', 'untrustworthy')",0.09293186664581299,0.293584942817688,0.200653076171875
14,-0.09230173,-0.040630102,"('honest', 'dishonest')",-0.09230172634124756,-0.04063010215759277,0.051671624183654785
0,0.08197823,0.33412045,"('sociable', 'unsociable')",0.08197823166847229,0.3341204524040222,0.2521422207355499
3,0.076833576,0.03505665,"('liked', 'disliked')",0.076833575963974,0.03505665063858032,-0.04177692532539368
31,0.06455451,0.022768527,"('intelligent', 'unintelligent')",0.06455451250076294,0.022768527269363403,-0.041785985231399536
40,0.05542305,0.19242167,"('logical', 'illogical')",0.05542305111885071,0.19242167472839355,0.13699862360954285
19,-0.038086534,0.073690444,"('kind', 'unkind')",-0.038086533546447754,0.07369044423103333,0.11177697777748108
2,0.03448099,0.05903636,"('likable', 'unlikable')",0.0344809889793396,0.05903635919094086,0.024555370211601257
