,average_male,0,1,average_female,female-male,tuple
27,-5.8617845,sincere,insincere,-6.044513,-0.18272877,"('sincere', 'insincere')"
6,5.1313334,liked,disliked,5.4562044,0.32487106,"('liked', 'disliked')"
95,-5.130169,rich,poor,-5.6241846,-0.4940157,"('rich', 'poor')"
40,-4.9892397,honorable,mean,-5.4138174,-0.4245777,"('honorable', 'mean')"
75,4.4824505,confident,shy,4.6496706,0.16722012,"('confident', 'shy')"
53,-4.157796,smart,stupid,-4.7064915,-0.54869556,"('smart', 'stupid')"
86,3.4124916,self-reliant,helpless,3.4898944,0.07740283,"('self-reliant', 'helpless')"
38,-3.3441067,kind,unkind,-3.3788614,-0.034754753,"('kind', 'unkind')"
82,3.309669,industrious,meek,3.5542235,0.24455452,"('industrious', 'meek')"
12,-3.1805525,sympathetic,unsympathetic,-3.2363453,-0.05579281,"('sympathetic', 'unsympathetic')"
7,3.1539607,outgoing,distant,2.6617842,-0.49217653,"('outgoing', 'distant')"
37,3.0515094,good,evil,3.0257156,-0.02579379,"('good', 'evil')"
13,-2.7738323,helpful,unhelpful,-2.9192777,-0.14544535,"('helpful', 'unhelpful')"
25,-2.639773,moral,immoral,-2.814238,-0.17446518,"('moral', 'immoral')"
65,-2.6136148,practical,impractical,-2.9288833,-0.31526852,"('practical', 'impractical')"
81,2.5871406,industrious,lazy,2.549996,-0.03714466,"('industrious', 'lazy')"
8,2.5650158,open,distant,2.0505097,-0.5145061,"('open', 'distant')"
58,-2.5339878,able,clumsy,-2.5825837,-0.048595905,"('able', 'clumsy')"
74,-2.3593152,insightful,unperceptive,-2.3596165,-0.00030136108,"('insightful', 'unperceptive')"
9,-2.3172617,sensitive,insensitive,-2.4354038,-0.11814213,"('sensitive', 'insensitive')"
46,2.203576,generous,stingy,2.49213,0.28855395,"('generous', 'stingy')"
41,2.1937637,incorrupt,corrupt,2.4031272,0.20936346,"('incorrupt', 'corrupt')"
29,-2.165228,honest,immoral,-2.378161,-0.21293306,"('honest', 'immoral')"
78,2.1648552,active,inactive,1.9048779,-0.25997734,"('active', 'inactive')"
49,-2.127133,responsible,irresponsible,-2.543184,-0.41605115,"('responsible', 'irresponsible')"
2,-2.124816,friendly,unfriendly,-2.1636703,-0.03885436,"('friendly', 'unfriendly')"
34,-2.089585,loyal,disloyal,-1.7804937,0.30909133,"('loyal', 'disloyal')"
64,-2.0054464,clever,incompetent,-2.1677632,-0.1623168,"('clever', 'incompetent')"
51,-1.9855251,competent,incompetent,-2.0910788,-0.10555363,"('competent', 'incompetent')"
88,1.9822385,impulsive,meek,2.0929246,0.110686064,"('impulsive', 'meek')"
61,1.91631,rational,irrational,2.2681072,0.35179722,"('rational', 'irrational')"
52,-1.8512361,competitive,uncompetitive,-2.0610614,-0.20982528,"('competitive', 'uncompetitive')"
47,-1.8309063,forgiving,unforgiving,-1.8288622,0.0020440817,"('forgiving', 'unforgiving')"
50,1.8157461,unprejudiced,prejudiced,1.9147538,0.099007726,"('unprejudiced', 'prejudiced')"
28,-1.7926455,honest,dishonest,-1.9230196,-0.1303742,"('honest', 'dishonest')"
100,-1.7460202,influential,uninfluential,-1.9638956,-0.21787536,"('influential', 'uninfluential')"
55,-1.7116872,intelligent,unintelligent,-1.7052463,0.006440878,"('intelligent', 'unintelligent')"
43,-1.7115049,genuine,fake,-1.7319658,-0.020460844,"('genuine', 'fake')"
60,-1.6845816,educated,uneducated,-1.584382,0.10019958,"('educated', 'uneducated')"
33,-1.6326053,softhearted,hardhearted,-1.7264311,-0.09382582,"('softhearted', 'hardhearted')"
107,-1.5492373,conventional,modern,-1.5688303,-0.019593,"('conventional', 'modern')"
24,-1.4931465,thoughtful,rough,-1.5567796,-0.063633084,"('thoughtful', 'rough')"
101,-1.483587,successful,unsuccessful,-1.4483888,0.03519821,"('successful', 'unsuccessful')"
48,1.4716163,reliable,unreliable,1.4798434,0.00822711,"('reliable', 'unreliable')"
72,-1.4643435,logical,illogical,-1.4873245,-0.022980928,"('logical', 'illogical')"
17,-1.448884,social,antisocial,-1.4322641,0.01661992,"('social', 'antisocial')"
23,1.4373667,hospitable,inhospitable,1.2806716,-0.15669513,"('hospitable', 'inhospitable')"
83,-1.4138818,energetic,lethargic,-1.5634733,-0.14959157,"('energetic', 'lethargic')"
89,-1.3987429,daring,anxious,-1.2914509,0.107292056,"('daring', 'anxious')"
36,-1.3899748,tolerant,intolerant,-1.7334762,-0.34350133,"('tolerant', 'intolerant')"
0,-1.377187,sociable,unsociable,-1.3399436,0.037243366,"('sociable', 'unsociable')"
76,-1.3518207,secure,insecure,-1.2539899,0.09783077,"('secure', 'insecure')"
35,1.2814121,fair,unfair,1.261959,-0.019453168,"('fair', 'unfair')"
71,-1.140559,efficient,inefficient,-1.740205,-0.5996461,"('efficient', 'inefficient')"
15,-1.1297197,polite,impolite,-1.1295056,0.00021409988,"('polite', 'impolite')"
16,-1.0780737,social,antisocial,-1.0357119,0.042361856,"('social', 'antisocial')"
56,1.0539722,intelligent,dumb,1.0971911,0.04321885,"('intelligent', 'dumb')"
97,-1.0307,superior,inferior,-0.9247787,0.10592127,"('superior', 'inferior')"
96,-1.0300444,powerful,powerless,-1.0801048,-0.05006039,"('powerful', 'powerless')"
42,1.0201614,amicable,hostile,1.2656684,0.245507,"('amicable', 'hostile')"
98,0.9964734,prestigious,insignificant,1.133419,0.13694566,"('prestigious', 'insignificant')"
87,-0.9892425,dedicated,undedicated,-1.4830217,-0.49377924,"('dedicated', 'undedicated')"
109,-0.95485777,conservative,liberal,-0.9558548,-0.0009970069,"('conservative', 'liberal')"
108,-0.95485777,conservative,liberal,-0.9558548,-0.0009970069,"('conservative', 'liberal')"
32,-0.89528024,benevolent,hardhearted,-0.9557344,-0.06045413,"('benevolent', 'hardhearted')"
30,-0.8744676,honest,dishonest,-1.1582346,-0.28376698,"('honest', 'dishonest')"
67,-0.87405854,discriminating,undiscriminating,-0.9278803,-0.053821743,"('discriminating', 'undiscriminating')"
105,-0.86296797,conventional,modern,-0.9538924,-0.09092444,"('conventional', 'modern')"
3,0.84736043,likable,unlikable,0.9154238,0.06806338,"('likable', 'unlikable')"
22,0.8281214,welcoming,disagreeable,0.6339791,-0.19414234,"('welcoming', 'disagreeable')"
44,-0.82690006,truthful,untruthful,-0.9638921,-0.13699204,"('truthful', 'untruthful')"
21,0.82658625,nice,nasty,0.78784215,-0.038744092,"('nice', 'nasty')"
85,-0.80879277,ambitious,unambitious,-0.7288683,0.079924464,"('ambitious', 'unambitious')"
73,-0.7951588,brilliant,incompetent,-1.2026097,-0.40745085,"('brilliant', 'incompetent')"
18,-0.79100597,social,asocial,-1.0621285,-0.27112257,"('social', 'asocial')"
26,-0.78959054,trustworthy,untrustworthy,-0.7312822,0.058308363,"('trustworthy', 'untrustworthy')"
1,-0.76239353,friendly,unfriendly,-1.0368617,-0.27446812,"('friendly', 'unfriendly')"
69,0.7589073,wise,foolish,0.68610466,-0.07280266,"('wise', 'foolish')"
94,-0.69090533,aggressive,submissive,-0.63172305,0.059182286,"('aggressive', 'submissive')"
92,0.68266845,unwavering,wavering,0.8110862,0.12841773,"('unwavering', 'wavering')"
77,0.63282615,active,inactive,0.7116968,0.078870654,"('active', 'inactive')"
54,0.6179465,smart,stupid,0.016999245,-0.60094726,"('smart', 'stupid')"
68,-0.546321,clever,inept,-0.7982372,-0.25191623,"('clever', 'inept')"
62,-0.5438795,creative,uncreative,-0.7611459,-0.21726638,"('creative', 'uncreative')"
19,-0.5335867,funny,boring,-0.50050807,0.03307861,"('funny', 'boring')"
4,-0.53018117,likable,unlikable,-0.89807016,-0.367889,"('likable', 'unlikable')"
90,0.5093938,motivated,unmotivated,0.47133866,-0.03805515,"('motivated', 'unmotivated')"
102,-0.48813826,eminent,low,-0.49284518,-0.004706919,"('eminent', 'low')"
99,0.4861694,prestigious,insignificant,0.69393414,0.20776474,"('prestigious', 'insignificant')"
57,-0.46346623,able,unable,-0.7074611,-0.24399489,"('able', 'unable')"
84,-0.44428796,self-confident,diffident,-0.486817,-0.042529047,"('self-confident', 'diffident')"
59,-0.41765603,skillful,clumsy,-0.34971434,0.067941695,"('skillful', 'clumsy')"
5,-0.3717106,pleasant,repellent,-0.43963867,-0.067928076,"('pleasant', 'repellent')"
63,-0.3462544,capable,incapable,-0.44781643,-0.10156202,"('capable', 'incapable')"
104,0.3148812,conventional,unconventional,0.6360854,0.3212042,"('conventional', 'unconventional')"
11,-0.29577857,caring,unaffectionate,-0.45229262,-0.15651405,"('caring', 'unaffectionate')"
39,0.29088593,right,wrong,0.46852577,0.17763984,"('right', 'wrong')"
106,-0.27682698,conventional,unconventional,-0.21188603,0.064940944,"('conventional', 'unconventional')"
110,0.26641834,narrow-minded,open-minded,0.43312174,0.1667034,"('narrow-minded', 'open-minded')"
31,-0.26473486,altruistic,egoistic,-0.096873164,0.1678617,"('altruistic', 'egoistic')"
66,0.25902966,imaginative,unimaginative,0.25614235,-0.0028873086,"('imaginative', 'unimaginative')"
20,-0.25020254,popular,unpopular,-0.09569782,0.15450472,"('popular', 'unpopular')"
14,0.24017505,supportive,unsupportive,0.06715369,-0.17302136,"('supportive', 'unsupportive')"
103,0.23455492,traditional,modern,0.6310931,0.39653817,"('traditional', 'modern')"
80,-0.16608441,independent,dependent,-0.13185287,0.034231544,"('independent', 'dependent')"
91,-0.14679779,resilient,nonresilient,-0.1973381,-0.050540313,"('resilient', 'nonresilient')"
70,-0.117283195,wise,unwise,-0.13298914,-0.015705943,"('wise', 'unwise')"
93,0.10499424,dominating,dominated,0.2697389,0.16474468,"('dominating', 'dominated')"
79,0.08810094,determined,doubtful,0.13939455,0.05129361,"('determined', 'doubtful')"
45,0.04332167,cooperative,exploitative,-0.0085609555,-0.051882625,"('cooperative', 'exploitative')"
10,-0.0010755062,affectionate,unaffectionate,-0.16254628,-0.16147077,"('affectionate', 'unaffectionate')"
