,Value 1,0,1,Value 2,female-male,tuple
94,2.4867673,aggressive,submissive,1.9735197,-0.5132476,"('aggressive', 'submissive')"
2,2.3827162,friendly,unfriendly,2.1973605,-0.18535566,"('friendly', 'unfriendly')"
75,2.3581629,confident,shy,2.3081822,-0.04998064,"('confident', 'shy')"
15,2.1816037,polite,impolite,1.8250914,-0.3565123,"('polite', 'impolite')"
60,2.0740628,educated,uneducated,1.6416557,-0.43240714,"('educated', 'uneducated')"
109,2.0709927,conservative,liberal,1.5904083,-0.48058438,"('conservative', 'liberal')"
108,2.0709927,conservative,liberal,1.5904083,-0.48058438,"('conservative', 'liberal')"
100,2.0363445,influential,uninfluential,2.0611243,0.024779797,"('influential', 'uninfluential')"
12,2.0014954,sympathetic,unsympathetic,1.9556661,-0.045829296,"('sympathetic', 'unsympathetic')"
25,2.0005379,moral,immoral,1.4630444,-0.53749347,"('moral', 'immoral')"
41,-1.9529476,incorrupt,corrupt,-1.7723948,0.18055284,"('incorrupt', 'corrupt')"
76,1.8624659,secure,insecure,1.7373121,-0.12515378,"('secure', 'insecure')"
14,1.8471427,supportive,unsupportive,1.8768938,0.029751062,"('supportive', 'unsupportive')"
71,1.8400397,efficient,inefficient,1.3927974,-0.44724238,"('efficient', 'inefficient')"
99,-1.6240343,prestigious,insignificant,-1.3056846,0.31834972,"('prestigious', 'insignificant')"
49,1.5924461,responsible,irresponsible,1.2863064,-0.3061397,"('responsible', 'irresponsible')"
13,1.525848,helpful,unhelpful,1.3353925,-0.19045556,"('helpful', 'unhelpful')"
8,-1.5254493,open,distant,-1.7256839,-0.20023465,"('open', 'distant')"
90,1.5160773,motivated,unmotivated,1.4867615,-0.02931583,"('motivated', 'unmotivated')"
52,1.5112374,competitive,uncompetitive,1.4180964,-0.09314096,"('competitive', 'uncompetitive')"
104,-1.5075839,conventional,unconventional,-0.9969957,0.51058817,"('conventional', 'unconventional')"
18,1.5062628,social,asocial,1.4554173,-0.050845504,"('social', 'asocial')"
105,-1.4865079,conventional,modern,-1.1309541,0.35555375,"('conventional', 'modern')"
82,-1.420702,industrious,meek,-1.3909677,0.029734254,"('industrious', 'meek')"
74,1.413931,insightful,unperceptive,1.201428,-0.21250296,"('insightful', 'unperceptive')"
0,1.4011331,sociable,unsociable,1.2880948,-0.1130383,"('sociable', 'unsociable')"
