,AES_male,AES_female,tuple,Corp_male,Corp_female,average_male,average_female,female-male
50,-3.582043,-3.8321567,"('rich', 'poor')",-6.256185,-6.3624744,-4.919114112854004,-5.097315788269043,-0.17820167541503906
3,2.6272979,2.5577335,"('liked', 'disliked')",5.4595165,5.263383,4.043407440185547,3.9105582237243652,-0.13284921646118164
30,-2.0254548,-2.2024171,"('smart', 'stupid')",-4.255392,-4.14948,-3.14042329788208,-3.1759486198425293,-0.03552532196044922
44,1.9393134,1.6282383,"('active', 'inactive')",2.3321204,1.9112912,2.1357169151306152,1.76976478099823,-0.36595213413238525
28,1.7388619,1.6536064,"('unprejudiced', 'prejudiced')",2.2759738,2.2260273,2.007417917251587,1.9398168325424194,-0.06760108470916748
26,1.4080195,1.3794628,"('reliable', 'unreliable')",2.681928,2.5936308,2.044973850250244,1.9865467548370361,-0.05842709541320801
16,1.3559027,1.5342484,"('fair', 'unfair')",0.6981856,0.740138,1.0270441770553589,1.137193202972412,0.11014902591705322
48,-1.2872946,-1.103389,"('dedicated', 'undedicated')",-0.80255353,-0.59696186,-1.044924020767212,-0.8501754403114319,0.19474858045578003
33,-1.2019157,-0.96763194,"('educated', 'uneducated')",-1.9183285,-1.8648155,-1.5601221323013306,-1.4162237644195557,0.1438983678817749
5,-1.0303036,-0.88031363,"('helpful', 'unhelpful')",-3.0271235,-3.0961032,-2.0287134647369385,-1.9882084131240845,0.040505051612854004
19,-0.96565187,-0.6760464,"('kind', 'unkind')",-2.3757577,-1.9031388,-1.6707048416137695,-1.2895925045013428,0.38111233711242676
21,0.95245713,0.7358854,"('incorrupt', 'corrupt')",1.8863595,1.9646666,1.4194083213806152,1.350275993347168,-0.06913232803344727
18,0.88579464,0.7555677,"('good', 'evil')",1.7060865,1.840246,1.295940637588501,1.2979068756103516,0.001966238021850586
9,0.8749848,0.72111905,"('nice', 'nasty')",0.38468748,0.27212715,0.6298361420631409,0.49662309885025024,-0.13321304321289062
15,-0.8528938,-0.5521449,"('loyal', 'disloyal')",-2.017921,-1.7827404,-1.4354074001312256,-1.1674425601959229,0.26796483993530273
24,0.8478902,0.9766652,"('generous', 'stingy')",2.359921,2.3648996,1.6039055585861206,1.670782446861267,0.06687688827514648
22,0.7925229,0.7002343,"('amicable', 'hostile')",1.0745797,1.3420484,0.9335513114929199,1.0211412906646729,0.08758997917175293
41,0.76598275,0.45799327,"('confident', 'shy')",1.4738173,1.1920002,1.1198999881744385,0.8249967098236084,-0.2949032783508301
51,0.7541175,0.83222926,"('powerful', 'powerless')",-0.0942453,0.08052668,0.32993608713150024,0.4563779830932617,0.12644189596176147
34,0.72868705,0.7323259,"('rational', 'irrational')",1.1557636,1.3685138,0.9422253370285034,1.050419807434082,0.10819447040557861
36,-0.71522,-0.83163786,"('capable', 'incapable')",-1.1376256,-1.0196587,-0.9264227747917175,-0.9256482720375061,0.0007745027542114258
37,-0.71472055,-0.6189311,"('practical', 'impractical')",-0.9191679,-0.87139773,-0.8169442415237427,-0.7451643943786621,0.07177984714508057
11,-0.70536256,-0.27583987,"('moral', 'immoral')",-1.5206175,-1.3253146,-1.1129900217056274,-0.8005772829055786,0.31241273880004883
6,0.7011277,0.72025615,"('supportive', 'unsupportive')",1.4877679,1.4867378,1.0944478511810303,1.10349702835083,0.009049177169799805
40,-0.65792584,-0.58296555,"('logical', 'illogical')",-1.4069908,-1.3363023,-1.0324583053588867,-0.9596339464187622,0.07282435894012451
53,-0.64201456,-0.41005218,"('influential', 'uninfluential')",-0.63892,-0.5221347,-0.6404672861099243,-0.4660934507846832,0.1743738353252411
38,-0.59866893,-0.28543478,"('discriminating', 'undiscriminating')",-0.98974335,-0.78308094,-0.7942061424255371,-0.5342578887939453,0.2599482536315918
17,-0.5965235,-0.5761921,"('tolerant', 'intolerant')",-1.3469197,-1.1648283,-0.9717215895652771,-0.8705102205276489,0.10121136903762817
2,-0.5865374,-0.41123784,"('likable', 'unlikable')",-0.1175156,0.122933336,-0.3520265221595764,-0.14415225386619568,0.20787426829338074
31,-0.49376386,-0.46527717,"('intelligent', 'unintelligent')",-1.5241168,-1.5656445,-1.00894033908844,-1.0154608488082886,-0.006520509719848633
14,-0.49301028,-0.4936877,"('honest', 'dishonest')",-1.8910288,-1.8236973,-1.1920194625854492,-1.158692479133606,0.03332698345184326
4,-0.48988503,-0.50461453,"('sensitive', 'insensitive')",-1.0999589,-1.0613891,-0.7949219942092896,-0.7830017805099487,0.01192021369934082
32,-0.46837163,-0.642931,"('able', 'unable')",-0.52577424,-0.47968864,-0.4970729351043701,-0.561309814453125,-0.06423687934875488
54,-0.46698916,-0.46192208,"('successful', 'unsuccessful')",-1.2861463,-1.4652822,-0.8765677213668823,-0.9636021256446838,-0.08703440427780151
49,0.46215376,0.44863528,"('motivated', 'unmotivated')",0.56149817,0.32848796,0.5118259787559509,0.3885616064071655,-0.1232643723487854
7,0.424468,0.6573475,"('polite', 'impolite')",0.5688226,0.7017348,0.49664533138275146,0.6795411109924316,0.18289577960968018
1,-0.42010823,-0.39213997,"('friendly', 'unfriendly')",-1.3676949,-1.0302336,-0.893901526927948,-0.7111867666244507,0.18271476030349731
52,-0.40425134,-0.3418342,"('superior', 'inferior')",-1.0777923,-1.0853717,-0.7410218119621277,-0.7136029601097107,0.027418851852416992
23,0.4021071,0.43515778,"('truthful', 'untruthful')",0.3644023,0.53800845,0.3832547068595886,0.4865831136703491,0.1033284068107605
43,-0.37299067,-0.2784698,"('active', 'inactive')",0.22776252,0.5366647,-0.07261407375335693,0.12909746170043945,0.2017115354537964
27,-0.3588001,-0.46852046,"('responsible', 'irresponsible')",-1.4365293,-1.2053922,-0.8976646661758423,-0.8369563817977905,0.06070828437805176
47,0.33885422,0.23386544,"('ambitious', 'unambitious')",0.0689224,-0.044332236,0.20388831198215485,0.09476660192012787,-0.10912171006202698
