,Southwest_male,Southwest_female,tuple,Airlines_male,Airlines_female,average_male,average_female,female-male
3,5.1703157,5.0282097,"('liked', 'disliked')",3.6560206,3.5596652,4.413167953491211,4.293937683105469,-0.11923027038574219
50,-5.080598,-4.945864,"('rich', 'poor')",-4.7086115,-4.717823,-4.894604682922363,-4.831843376159668,0.06276130676269531
30,-3.4021864,-3.1615813,"('smart', 'stupid')",-3.4033065,-3.511973,-3.4027464389801025,-3.3367772102355957,0.06596922874450684
28,2.1579397,2.1202953,"('unprejudiced', 'prejudiced')",2.0202618,1.9220688,2.0891008377075195,2.021182060241699,-0.06791877746582031
24,2.034679,2.1214867,"('generous', 'stingy')",1.7332963,1.8010367,1.8839876651763916,1.9612617492675781,0.07727408409118652
19,-1.9679253,-1.5879538,"('kind', 'unkind')",-1.6078336,-1.3642454,-1.787879467010498,-1.4760996103286743,0.31177985668182373
26,1.9343537,1.8079276,"('reliable', 'unreliable')",2.408529,2.166922,2.1714413166046143,1.9874248504638672,-0.18401646614074707
5,-1.8140376,-1.5685945,"('helpful', 'unhelpful')",-2.1171331,-2.084669,-1.9655853509902954,-1.826631784439087,0.1389535665512085
1,-1.7482092,-1.8699663,"('friendly', 'unfriendly')",-1.4466498,-1.4698943,-1.5974295139312744,-1.6699302196502686,-0.07250070571899414
15,-1.6059027,-1.4185932,"('loyal', 'disloyal')",-1.2140868,-0.9757494,-1.4099947214126587,-1.1971712112426758,0.2128235101699829
14,-1.5394763,-1.5099976,"('honest', 'dishonest')",-0.9549232,-1.0581676,-1.2471997737884521,-1.2840826511383057,-0.036882877349853516
21,1.530256,1.3132775,"('incorrupt', 'corrupt')",0.992749,1.0414896,1.2615025043487549,1.177383542060852,-0.08411896228790283
55,-1.4688929,-1.4436015,"('conventional', 'unconventional')",0.0032337941,0.09758705,-0.7328295707702637,-0.6730072498321533,0.05982232093811035
33,-1.4431887,-1.2278945,"('educated', 'uneducated')",-1.4919116,-1.2282975,-1.4675501585006714,-1.2280960083007812,0.23945415019989014
4,-1.4133902,-1.3329515,"('sensitive', 'insensitive')",-1.2929144,-1.2669744,-1.3531522750854492,-1.2999629974365234,0.05318927764892578
9,1.3970678,1.2829189,"('nice', 'nasty')",0.37295783,0.40741837,0.8850128054618835,0.8451686501502991,-0.03984415531158447
41,1.1974854,0.96182024,"('confident', 'shy')",1.279327,0.95934105,1.2384061813354492,0.9605806469917297,-0.2778255343437195
22,1.1921754,1.0186894,"('amicable', 'hostile')",0.33418697,0.37479556,0.763181209564209,0.6967424750328064,-0.06643873453140259
34,1.1900173,1.1843438,"('rational', 'irrational')",0.35465685,0.40734294,0.7723370790481567,0.7958433628082275,0.0235062837600708
36,-1.1760913,-1.2683219,"('capable', 'incapable')",-0.5030846,-0.58369005,-0.839587926864624,-0.9260059595108032,-0.0864180326461792
48,-0.99101186,-0.9127197,"('dedicated', 'undedicated')",-1.1923691,-1.1656014,-1.0916905403137207,-1.0391604900360107,0.05253005027770996
31,-0.94873977,-0.9445038,"('intelligent', 'unintelligent')",-0.7766912,-0.640492,-0.862715482711792,-0.7924978733062744,0.07021760940551758
7,0.945553,1.2647312,"('polite', 'impolite')",-0.24467951,0.03422314,0.3504367470741272,0.6494771242141724,0.29904037714004517
44,0.93211144,0.649624,"('active', 'inactive')",1.6083319,1.4099488,1.2702217102050781,1.0297863483428955,-0.24043536186218262
6,0.8980765,0.7706202,"('supportive', 'unsupportive')",0.58004,0.42141086,0.739058256149292,0.5960155725479126,-0.1430426836013794
40,-0.8821201,-0.7271115,"('logical', 'illogical')",-0.75138295,-0.5662946,-0.8167514801025391,-0.6467030644416809,0.17004841566085815
12,0.86215276,0.9111462,"('trustworthy', 'untrustworthy')",0.42766687,0.4851979,0.6449097990989685,0.6981720924377441,0.053262293338775635
38,-0.8296917,-0.7916426,"('discriminating', 'undiscriminating')",-0.47109196,-0.36748597,-0.6503918170928955,-0.5795642733573914,0.07082754373550415
23,0.8088197,0.8092608,"('truthful', 'untruthful')",0.20887972,0.2365358,0.5088497400283813,0.5228983163833618,0.014048576354980469
37,-0.8050344,-0.75908005,"('practical', 'impractical')",-1.2960294,-1.3182931,-1.0505318641662598,-1.0386865139007568,0.01184535026550293
27,-0.80005836,-0.79490066,"('responsible', 'irresponsible')",-0.74857754,-0.8917402,-0.7743179798126221,-0.8433204293251038,-0.06900244951248169
