,AmerisourceBergen_male,AmerisourceBergen_female,tuple,average_male,average_female,female-male
53,1.6147087,1.6454947,"('influential', 'uninfluential')",1.614708662033081,1.6454946994781494,0.03078603744506836
23,1.5661535,1.630295,"('truthful', 'untruthful')",1.5661535263061523,1.6302950382232666,0.06414151191711426
43,-1.3324611,-1.3068688,"('active', 'inactive')",-1.3324611186981201,-1.3068687915802002,0.025592327117919922
6,1.3225708,1.3195214,"('supportive', 'unsupportive')",1.32257080078125,1.319521427154541,-0.0030493736267089844
15,1.2350385,1.3575652,"('loyal', 'disloyal')",1.2350385189056396,1.35756516456604,0.12252664566040039
0,1.2268949,1.2800756,"('sociable', 'unsociable')",1.2268948554992676,1.2800755500793457,0.053180694580078125
49,1.1099304,1.0836582,"('motivated', 'unmotivated')",1.109930396080017,1.083658218383789,-0.026272177696228027
47,0.98765624,1.0110327,"('ambitious', 'unambitious')",0.9876562356948853,1.0110327005386353,0.02337646484375
3,0.94585276,1.0022042,"('liked', 'disliked')",0.9458527565002441,1.002204179763794,0.056351423263549805
44,0.9373012,0.85396725,"('active', 'inactive')",0.9373012185096741,0.8539672493934631,-0.08333396911621094
25,0.9254682,0.9781359,"('forgiving', 'unforgiving')",0.9254682064056396,0.978135883808136,0.05266767740249634
29,0.9244182,0.8404219,"('competent', 'incompetent')",0.9244182109832764,0.8404219150543213,-0.08399629592895508
1,0.8947599,0.9171278,"('friendly', 'unfriendly')",0.8947598934173584,0.917127788066864,0.022367894649505615
33,0.85233295,1.0575788,"('educated', 'uneducated')",0.8523329496383667,1.0575788021087646,0.20524585247039795
48,0.75900245,0.5163691,"('dedicated', 'undedicated')",0.7590024471282959,0.516369104385376,-0.24263334274291992
26,-0.6958939,-0.80478144,"('reliable', 'unreliable')",-0.6958938837051392,-0.804781436920166,-0.10888755321502686
24,0.69060516,0.78072274,"('generous', 'stingy')",0.6906051635742188,0.7807227373123169,0.09011757373809814
11,0.6743514,0.73475975,"('moral', 'immoral')",0.6743513941764832,0.7347597479820251,0.06040835380554199
27,0.6594556,0.6098889,"('responsible', 'irresponsible')",0.6594555974006653,0.6098889112472534,-0.049566686153411865
21,-0.65924406,-0.7306942,"('incorrupt', 'corrupt')",-0.6592440605163574,-0.7306941747665405,-0.0714501142501831
31,0.6488395,0.75446594,"('intelligent', 'unintelligent')",0.6488394737243652,0.7544659376144409,0.10562646389007568
14,0.62863165,0.67337143,"('honest', 'dishonest')",0.6286316514015198,0.673371434211731,0.04473978281021118
10,0.61483616,0.63515204,"('hospitable', 'inhospitable')",0.6148361563682556,0.6351520419120789,0.020315885543823242
30,-0.60909444,-0.6584405,"('smart', 'stupid')",-0.6090944409370422,-0.6584404706954956,-0.04934602975845337
55,0.5992758,0.79001045,"('conventional', 'unconventional')",0.5992758274078369,0.7900104522705078,0.1907346248626709
4,0.57890654,0.5450337,"('sensitive', 'insensitive')",0.5789065361022949,0.5450336933135986,-0.03387284278869629
35,0.5607162,0.64183855,"('creative', 'uncreative')",0.5607162117958069,0.641838550567627,0.08112233877182007
41,-0.5267366,-0.70270205,"('confident', 'shy')",-0.5267366170883179,-0.7027020454406738,-0.17596542835235596
56,0.44604558,0.55136704,"('conventional', 'unconventional')",0.44604557752609253,0.5513670444488525,0.10532146692276001
20,-0.44513303,-0.3933885,"('right', 'wrong')",-0.4451330304145813,-0.3933885097503662,0.05174452066421509
19,0.440664,0.48426157,"('kind', 'unkind')",0.44066399335861206,0.48426157236099243,0.04359757900238037
22,0.41568232,0.42743635,"('amicable', 'hostile')",0.415682315826416,0.42743635177612305,0.011754035949707031
