,HP_male,HP_female,tuple,average_male,average_female,female-male
75,6.3793616,6.6010222,"('confident', 'shy')",6.379361629486084,6.601022243499756,0.22166061401367188
27,-6.0239735,-5.8773165,"('sincere', 'insincere')",-6.02397346496582,-5.877316474914551,0.14665699005126953
95,-5.550867,-5.789445,"('rich', 'poor')",-5.550867080688477,-5.789444923400879,-0.23857784271240234
6,5.523405,5.555913,"('liked', 'disliked')",5.523405075073242,5.555912971496582,0.032507896423339844
40,-5.17347,-5.445639,"('honorable', 'mean')",-5.1734700202941895,-5.445639133453369,-0.2721691131591797
53,-4.3019953,-4.551742,"('smart', 'stupid')",-4.301995277404785,-4.551742076873779,-0.24974679946899414
48,3.4858694,3.4193726,"('reliable', 'unreliable')",3.4858694076538086,3.41937255859375,-0.0664968490600586
86,3.435857,3.3569555,"('self-reliant', 'helpless')",3.435857057571411,3.3569555282592773,-0.07890152931213379
66,2.6624346,2.7274024,"('imaginative', 'unimaginative')",2.6624345779418945,2.727402448654175,0.06496787071228027
50,2.5243092,2.4269052,"('unprejudiced', 'prejudiced')",2.5243091583251953,2.4269051551818848,-0.09740400314331055
13,-2.2904491,-2.140334,"('helpful', 'unhelpful')",-2.2904491424560547,-2.140333890914917,0.1501152515411377
3,2.1497688,2.2085152,"('likable', 'unlikable')",2.149768829345703,2.208515167236328,0.058746337890625
1,-2.127283,-2.2347937,"('friendly', 'unfriendly')",-2.1272830963134766,-2.2347936630249023,-0.10751056671142578
58,-2.1230392,-1.9787309,"('able', 'clumsy')",-2.1230392456054688,-1.9787309169769287,0.14430832862854004
11,-1.9508737,-1.9791696,"('caring', 'unaffectionate')",-1.9508737325668335,-1.9791696071624756,-0.02829587459564209
15,1.9217641,2.1655998,"('polite', 'impolite')",1.9217641353607178,2.165599822998047,0.2438356876373291
38,-1.6563168,-1.442544,"('kind', 'unkind')",-1.6563167572021484,-1.4425439834594727,0.21377277374267578
32,-1.6260158,-1.5722185,"('benevolent', 'hardhearted')",-1.6260157823562622,-1.5722185373306274,0.053797245025634766
28,-1.5968535,-1.4347048,"('honest', 'dishonest')",-1.596853494644165,-1.4347047805786133,0.16214871406555176
94,1.5801189,1.7861987,"('aggressive', 'submissive')",1.5801188945770264,1.7861987352371216,0.20607984066009521
97,-1.5749791,-1.4508108,"('superior', 'inferior')",-1.5749790668487549,-1.4508107900619507,0.1241682767868042
34,-1.5676844,-1.3212432,"('loyal', 'disloyal')",-1.5676844120025635,-1.321243166923523,0.24644124507904053
98,-1.5040193,-1.7051815,"('prestigious', 'insignificant')",-1.5040192604064941,-1.7051814794540405,-0.2011622190475464
62,-1.4918044,-1.5777047,"('creative', 'uncreative')",-1.4918043613433838,-1.577704668045044,-0.08590030670166016
22,1.4914536,1.2087144,"('welcoming', 'disagreeable')",1.4914536476135254,1.2087143659591675,-0.2827392816543579
46,1.4558362,1.6157618,"('generous', 'stingy')",1.4558361768722534,1.6157617568969727,0.15992558002471924
63,-1.4480727,-1.6733183,"('capable', 'incapable')",-1.4480726718902588,-1.6733182668685913,-0.22524559497833252
56,1.4144878,1.3414404,"('intelligent', 'dumb')",1.4144878387451172,1.3414404392242432,-0.07304739952087402
16,1.3484004,1.5353649,"('social', 'antisocial')",1.348400354385376,1.5353648662567139,0.1869645118713379
37,1.3316573,1.0722945,"('good', 'evil')",1.3316572904586792,1.0722944736480713,-0.2593628168106079
109,1.2641811,1.4824431,"('conservative', 'liberal')",1.264181137084961,1.48244309425354,0.2182619571685791
108,1.2641811,1.4824431,"('conservative', 'liberal')",1.264181137084961,1.48244309425354,0.2182619571685791
26,1.2597209,1.21472,"('trustworthy', 'untrustworthy')",1.2597209215164185,1.2147200107574463,-0.04500091075897217
10,-1.2468588,-1.4091742,"('affectionate', 'unaffectionate')",-1.246858835220337,-1.4091742038726807,-0.16231536865234375
33,-1.2443136,-1.2975856,"('softhearted', 'hardhearted')",-1.2443135976791382,-1.2975856065750122,-0.05327200889587402
99,-1.2186275,-1.4787269,"('prestigious', 'insignificant')",-1.2186274528503418,-1.478726863861084,-0.2600994110107422
72,-1.1629741,-0.88420343,"('logical', 'illogical')",-1.1629741191864014,-0.8842034339904785,0.27877068519592285
78,1.1615491,0.8346118,"('active', 'inactive')",1.1615490913391113,0.8346117734909058,-0.32693731784820557
74,-1.1058563,-1.1024219,"('insightful', 'unperceptive')",-1.1058562994003296,-1.1024218797683716,0.003434419631958008
104,-1.0989666,-0.91178197,"('conventional', 'unconventional')",-1.0989665985107422,-0.9117819666862488,0.1871846318244934
69,-1.0868802,-1.1752689,"('wise', 'foolish')",-1.0868802070617676,-1.1752688884735107,-0.08838868141174316
90,1.0713168,1.017813,"('motivated', 'unmotivated')",1.0713168382644653,1.017812967300415,-0.05350387096405029
107,1.0509055,1.2205254,"('conventional', 'modern')",1.050905466079712,1.2205253839492798,0.16961991786956787
14,1.0379494,1.1080203,"('supportive', 'unsupportive')",1.0379494428634644,1.108020305633545,0.07007086277008057
76,1.0184793,1.0833076,"('secure', 'insecure')",1.018479347229004,1.0833076238632202,0.06482827663421631
