,Value 1,0,1,Value 2,female-male,tuple
50,-2.5985248,rich,poor,-2.0957026,0.50282216,"('rich', 'poor')"
3,2.2033076,liked,disliked,1.7793366,-0.42397106,"('liked', 'disliked')"
30,-1.8791313,smart,stupid,-1.7154095,0.1637218,"('smart', 'stupid')"
24,1.6742272,generous,stingy,1.88667,0.21244276,"('generous', 'stingy')"
57,1.444988,conservative,liberal,1.3830531,-0.061934948,"('conservative', 'liberal')"
49,1.3504536,motivated,unmotivated,0.90823734,-0.44221628,"('motivated', 'unmotivated')"
28,1.2097077,unprejudiced,prejudiced,0.631624,-0.57808375,"('unprejudiced', 'prejudiced')"
44,1.2048838,active,inactive,0.47500443,-0.7298794,"('active', 'inactive')"
6,1.1620569,supportive,unsupportive,0.7712014,-0.39085555,"('supportive', 'unsupportive')"
7,1.1433513,polite,impolite,0.97276497,-0.17058635,"('polite', 'impolite')"
23,1.1120881,truthful,untruthful,1.0794952,-0.032592893,"('truthful', 'untruthful')"
9,1.1027061,nice,nasty,0.6682552,-0.43445086,"('nice', 'nasty')"
31,1.0500317,intelligent,unintelligent,1.1475846,0.097552896,"('intelligent', 'unintelligent')"
54,-1.0436668,successful,unsuccessful,-1.0289897,0.014677167,"('successful', 'unsuccessful')"
26,0.8912146,reliable,unreliable,0.695966,-0.1952486,"('reliable', 'unreliable')"
11,0.8679522,moral,immoral,0.5707606,-0.29719162,"('moral', 'immoral')"
47,0.85293853,ambitious,unambitious,0.80743337,-0.045505166,"('ambitious', 'unambitious')"
45,0.8512205,independent,dependent,0.8037951,-0.04742539,"('independent', 'dependent')"
46,0.83630335,energetic,lethargic,0.8475547,0.01125133,"('energetic', 'lethargic')"
16,0.8030256,fair,unfair,0.67717636,-0.12584925,"('fair', 'unfair')"
1,-0.7647541,friendly,unfriendly,-0.35309964,0.41165447,"('friendly', 'unfriendly')"
39,-0.7638765,wise,foolish,-0.6480146,0.11586189,"('wise', 'foolish')"
20,-0.73768127,right,wrong,-0.6247307,0.11295056,"('right', 'wrong')"
19,-0.67267996,kind,unkind,-0.20789756,0.46478242,"('kind', 'unkind')"
41,0.6474608,confident,shy,-0.17709082,-0.82455164,"('confident', 'shy')"
13,0.6246946,sincere,insincere,0.7175858,0.09289122,"('sincere', 'insincere')"
38,-0.5691026,discriminating,undiscriminating,-0.12627448,0.44282812,"('discriminating', 'undiscriminating')"
27,0.5206131,responsible,irresponsible,0.44164795,-0.07896513,"('responsible', 'irresponsible')"
21,-0.5059431,incorrupt,corrupt,-0.47646314,0.02947998,"('incorrupt', 'corrupt')"
4,0.49067658,sensitive,insensitive,0.6001616,0.10948503,"('sensitive', 'insensitive')"
12,0.4819161,trustworthy,untrustworthy,0.42793253,-0.05398357,"('trustworthy', 'untrustworthy')"
52,-0.46966112,superior,inferior,-0.3167351,0.15292603,"('superior', 'inferior')"
36,-0.43359983,capable,incapable,0.01597444,0.44957426,"('capable', 'incapable')"
25,0.416583,forgiving,unforgiving,0.6576437,0.24106067,"('forgiving', 'unforgiving')"
42,0.3650122,secure,insecure,0.3138099,-0.051202297,"('secure', 'insecure')"
43,-0.31386203,active,inactive,-0.41911197,-0.10524994,"('active', 'inactive')"
2,-0.29749256,likable,unlikable,-0.06697801,0.23051456,"('likable', 'unlikable')"
48,-0.24220467,dedicated,undedicated,-0.09733717,0.1448675,"('dedicated', 'undedicated')"
0,0.21243897,sociable,unsociable,0.32438362,0.111944646,"('sociable', 'unsociable')"
8,-0.16308466,popular,unpopular,-0.076554954,0.0865297,"('popular', 'unpopular')"
35,0.1579651,creative,uncreative,0.5752976,0.4173325,"('creative', 'uncreative')"
5,0.15270126,helpful,unhelpful,0.2160095,0.06330824,"('helpful', 'unhelpful')"
17,-0.12825468,tolerant,intolerant,-0.045313053,0.08294163,"('tolerant', 'intolerant')"
15,-0.12035301,loyal,disloyal,0.4286208,0.5489738,"('loyal', 'disloyal')"
51,-0.10534462,powerful,powerless,0.13183802,0.23718265,"('powerful', 'powerless')"
55,-0.10248333,conventional,unconventional,0.57843065,0.680914,"('conventional', 'unconventional')"
14,-0.08982965,honest,dishonest,-0.019114256,0.0707154,"('honest', 'dishonest')"
32,0.08510285,able,unable,-0.06877266,-0.1538755,"('able', 'unable')"
22,-0.080738306,amicable,hostile,0.2490151,0.3297534,"('amicable', 'hostile')"
33,-0.07567784,educated,uneducated,0.6992228,0.7749007,"('educated', 'uneducated')"
10,-0.0707255,hospitable,inhospitable,0.3141055,0.384831,"('hospitable', 'inhospitable')"
29,-0.059230596,competent,incompetent,-0.053972304,0.005258292,"('competent', 'incompetent')"
56,-0.04519759,conventional,unconventional,0.23114637,0.27634394,"('conventional', 'unconventional')"
40,0.038768187,logical,illogical,0.05325413,0.014485944,"('logical', 'illogical')"
18,-0.030605853,good,evil,-0.024883986,0.005721867,"('good', 'evil')"
37,-0.011008918,practical,impractical,-0.35358196,-0.34257305,"('practical', 'impractical')"
34,0.010519385,rational,irrational,0.23146817,0.22094879,"('rational', 'irrational')"
53,0.0072947443,influential,uninfluential,0.36350566,0.35621092,"('influential', 'uninfluential')"
