,Value 1,0,1,Value 2,female-male,tuple
50,-5.1329727,rich,poor,-5.0388193,0.094153404,"('rich', 'poor')"
3,4.6678963,liked,disliked,4.362281,-0.30561543,"('liked', 'disliked')"
30,-4.6031137,smart,stupid,-4.3450365,0.25807714,"('smart', 'stupid')"
5,-2.6327128,helpful,unhelpful,-2.5465927,0.08612013,"('helpful', 'unhelpful')"
27,-2.1168432,responsible,irresponsible,-2.185042,-0.06819868,"('responsible', 'irresponsible')"
17,-2.099554,tolerant,intolerant,-2.1313877,-0.03183365,"('tolerant', 'intolerant')"
4,-2.071233,sensitive,insensitive,-2.229601,-0.15836787,"('sensitive', 'insensitive')"
19,-2.0491126,kind,unkind,-1.4255438,0.6235688,"('kind', 'unkind')"
11,-2.0338936,moral,immoral,-2.0161457,0.017747879,"('moral', 'immoral')"
18,2.016752,good,evil,2.0556064,0.03885436,"('good', 'evil')"
37,-1.9748002,practical,impractical,-1.7632992,0.211501,"('practical', 'impractical')"
21,1.919155,incorrupt,corrupt,2.0428517,0.123696685,"('incorrupt', 'corrupt')"
46,-1.8868527,energetic,lethargic,-1.9572102,-0.07035744,"('energetic', 'lethargic')"
15,-1.859063,loyal,disloyal,-1.3971674,0.46189559,"('loyal', 'disloyal')"
44,1.791357,active,inactive,1.2476288,-0.54372823,"('active', 'inactive')"
28,1.6454301,unprejudiced,prejudiced,1.6025412,-0.04288888,"('unprejudiced', 'prejudiced')"
41,1.6317322,confident,shy,1.1955364,-0.43619585,"('confident', 'shy')"
29,-1.4322553,competent,incompetent,-1.3394192,0.09283602,"('competent', 'incompetent')"
7,-1.4286622,polite,impolite,-1.1995473,0.22911489,"('polite', 'impolite')"
0,-1.4262336,sociable,unsociable,-1.004013,0.4222207,"('sociable', 'unsociable')"
14,-1.4260514,honest,dishonest,-1.1024107,0.3236407,"('honest', 'dishonest')"
33,-1.3735996,educated,uneducated,-1.1020501,0.27154958,"('educated', 'uneducated')"
26,1.366972,reliable,unreliable,1.1448647,-0.22210729,"('reliable', 'unreliable')"
22,1.3349452,amicable,hostile,1.6184447,0.28349948,"('amicable', 'hostile')"
16,1.3018993,fair,unfair,1.2966021,-0.005297184,"('fair', 'unfair')"
38,-1.2943072,discriminating,undiscriminating,-1.1156727,0.17863452,"('discriminating', 'undiscriminating')"
25,-1.2843175,forgiving,unforgiving,-0.946309,0.33800852,"('forgiving', 'unforgiving')"
48,-1.253407,dedicated,undedicated,-1.1364743,0.11693275,"('dedicated', 'undedicated')"
24,1.1838558,generous,stingy,1.2989869,0.11513114,"('generous', 'stingy')"
34,1.1358361,rational,irrational,1.382278,0.24644184,"('rational', 'irrational')"
42,-1.0680202,secure,insecure,-0.9950675,0.07295275,"('secure', 'insecure')"
52,-0.97987175,superior,inferior,-1.0687456,-0.08887386,"('superior', 'inferior')"
54,-0.96309257,successful,unsuccessful,-0.7881218,0.17497075,"('successful', 'unsuccessful')"
13,-0.9059575,sincere,insincere,-0.8512087,0.054748833,"('sincere', 'insincere')"
53,-0.8338741,influential,uninfluential,-0.8022041,0.031670034,"('influential', 'uninfluential')"
12,-0.8224391,trustworthy,untrustworthy,-0.9207979,-0.09835881,"('trustworthy', 'untrustworthy')"
40,-0.81107646,logical,illogical,-0.60402995,0.20704651,"('logical', 'illogical')"
6,0.80886185,supportive,unsupportive,0.368359,-0.44050285,"('supportive', 'unsupportive')"
31,-0.6774062,intelligent,unintelligent,-0.7615187,-0.084112525,"('intelligent', 'unintelligent')"
1,-0.65382373,friendly,unfriendly,-0.3312063,0.32261744,"('friendly', 'unfriendly')"
36,-0.6364935,capable,incapable,-0.741041,-0.1045475,"('capable', 'incapable')"
23,0.62391114,truthful,untruthful,0.63034457,0.0064334273,"('truthful', 'untruthful')"
9,0.6151383,nice,nasty,0.6746703,0.059531987,"('nice', 'nasty')"
49,0.60414785,motivated,unmotivated,0.0948983,-0.50924957,"('motivated', 'unmotivated')"
56,0.5846806,conventional,unconventional,1.1002417,0.51556104,"('conventional', 'unconventional')"
43,-0.5659286,active,inactive,-0.34453347,0.2213951,"('active', 'inactive')"
55,0.5600878,conventional,unconventional,0.8328649,0.27277708,"('conventional', 'unconventional')"
10,0.55874705,hospitable,inhospitable,0.6555274,0.09678036,"('hospitable', 'inhospitable')"
35,-0.5518209,creative,uncreative,-0.7152154,-0.16339451,"('creative', 'uncreative')"
45,0.5405298,independent,dependent,0.35653025,-0.18399954,"('independent', 'dependent')"
39,0.53686786,wise,foolish,0.58738136,0.050513506,"('wise', 'foolish')"
2,-0.5019829,likable,unlikable,-0.65082926,-0.14884633,"('likable', 'unlikable')"
51,-0.48202342,powerful,powerless,-0.34178585,0.14023757,"('powerful', 'powerless')"
8,0.35544696,popular,unpopular,0.5951503,0.23970333,"('popular', 'unpopular')"
47,-0.21300912,ambitious,unambitious,-0.4414249,-0.22841579,"('ambitious', 'unambitious')"
32,-0.1908339,able,unable,-0.2704052,-0.07957131,"('able', 'unable')"
20,-0.07405868,right,wrong,0.016613275,0.09067196,"('right', 'wrong')"
57,-0.016511679,conservative,liberal,-0.12963831,-0.113126636,"('conservative', 'liberal')"
