,Invesco_male,Invesco_female,tuple,average_male,average_female,female-male
3,1.3239561,1.4142333,"('liked', 'disliked')",1.3239561319351196,1.4142333269119263,0.09027719497680664
4,1.3061273,1.4822019,"('sensitive', 'insensitive')",1.3061273097991943,1.4822019338607788,0.17607462406158447
53,1.2800884,1.588907,"('influential', 'uninfluential')",1.2800884246826172,1.58890700340271,0.3088185787200928
7,1.2419549,1.3528384,"('polite', 'impolite')",1.2419549226760864,1.352838397026062,0.11088347434997559
13,1.1613965,1.4038881,"('sincere', 'insincere')",1.1613965034484863,1.4038881063461304,0.24249160289764404
0,1.0303918,1.3373425,"('sociable', 'unsociable')",1.030391812324524,1.3373425006866455,0.3069506883621216
29,1.0200455,1.3974819,"('competent', 'incompetent')",1.020045518875122,1.397481918334961,0.37743639945983887
27,0.96508336,1.1751372,"('responsible', 'irresponsible')",0.9650833606719971,1.1751371622085571,0.21005380153656006
42,0.9217899,0.94692856,"('secure', 'insecure')",0.9217898845672607,0.9469285607337952,0.025138676166534424
51,-0.9132437,-0.72990483,"('powerful', 'powerless')",-0.9132437109947205,-0.72990483045578,0.18333888053894043
6,0.88886434,1.0954726,"('supportive', 'unsupportive')",0.8888643383979797,1.0954725742340088,0.20660823583602905
23,0.87478864,1.0553365,"('truthful', 'untruthful')",0.8747886419296265,1.0553364753723145,0.180547833442688
22,-0.8343523,-0.63431,"('amicable', 'hostile')",-0.8343523144721985,-0.6343100070953369,0.20004230737686157
10,0.8151652,0.7606586,"('hospitable', 'inhospitable')",0.8151652216911316,0.7606586217880249,-0.05450659990310669
40,0.7899661,0.677566,"('logical', 'illogical')",0.7899661064147949,0.6775659918785095,-0.1124001145362854
52,-0.77667063,-0.42828223,"('superior', 'inferior')",-0.7766706347465515,-0.428282231092453,0.3483884036540985
9,0.74917406,0.72976464,"('nice', 'nasty')",0.7491740584373474,0.7297646403312683,-0.0194094181060791
21,-0.7352149,-1.070709,"('incorrupt', 'corrupt')",-0.73521488904953,-1.070708990097046,-0.33549410104751587
44,0.73279417,0.44154966,"('active', 'inactive')",0.7327941656112671,0.4415496587753296,-0.2912445068359375
33,0.7079512,1.1489682,"('educated', 'uneducated')",0.7079511880874634,1.14896821975708,0.4410170316696167
45,0.6440096,0.60436916,"('independent', 'dependent')",0.6440095901489258,0.6043691635131836,-0.03964042663574219
31,0.6241555,0.7644934,"('intelligent', 'unintelligent')",0.6241555213928223,0.7644934058189392,0.14033788442611694
43,-0.5967613,-0.745056,"('active', 'inactive')",-0.5967612862586975,-0.7450559735298157,-0.14829468727111816
1,0.5647483,0.6828408,"('friendly', 'unfriendly')",0.5647482872009277,0.6828408241271973,0.11809253692626953
20,-0.5517959,-0.5462575,"('right', 'wrong')",-0.5517958998680115,-0.546257495880127,0.0055384039878845215
30,-0.54797626,-0.55187047,"('smart', 'stupid')",-0.5479762554168701,-0.5518704652786255,-0.003894209861755371
2,0.50940925,0.9097941,"('likable', 'unlikable')",0.5094092488288879,0.9097940921783447,0.4003848433494568
35,0.5056448,0.46598783,"('creative', 'uncreative')",0.5056447982788086,0.46598783135414124,-0.03965696692466736
54,-0.5010769,-0.58162653,"('successful', 'unsuccessful')",-0.501076877117157,-0.5816265344619751,-0.08054965734481812
50,-0.42807472,-0.47971922,"('rich', 'poor')",-0.4280747175216675,-0.47971922159194946,-0.05164450407028198
46,0.42542857,0.8961456,"('energetic', 'lethargic')",0.425428569316864,0.8961455821990967,0.47071701288223267
