,Williams_male,Williams_female,tuple,Companies_male,Companies_female,average_male,average_female,female-male
3,2.7231548,2.562498,"('liked', 'disliked')",3.6756682,3.6389937,3.199411392211914,3.100745916366577,-0.09866547584533691
30,-2.3229544,-1.6689012,"('smart', 'stupid')",-3.4782662,-3.6422443,-2.9006104469299316,-2.6555728912353516,0.24503755569458008
50,-2.238383,-1.9206457,"('rich', 'poor')",-5.670089,-5.4359055,-3.9542360305786133,-3.6782755851745605,0.27596044540405273
35,-2.0890749,-1.9323409,"('creative', 'uncreative')",-0.7666217,-0.9330493,-1.4278483390808105,-1.4326951503753662,-0.004846811294555664
28,1.8938192,1.6769075,"('unprejudiced', 'prejudiced')",1.4521645,1.2097474,1.6729918718338013,1.4433274269104004,-0.22966444492340088
1,-1.8139169,-1.7593851,"('friendly', 'unfriendly')",-1.8690416,-1.8572584,-1.8414793014526367,-1.8083217144012451,0.0331575870513916
48,-1.60042,-1.4004842,"('dedicated', 'undedicated')",-1.6310345,-1.6208038,-1.615727186203003,-1.5106439590454102,0.10508322715759277
15,-1.3589113,-0.99416953,"('loyal', 'disloyal')",-1.5066017,-1.0167723,-1.4327564239501953,-1.005470871925354,0.4272855520248413
26,1.3403299,1.036189,"('reliable', 'unreliable')",2.1762204,2.0058253,1.7582751512527466,1.5210070610046387,-0.2372680902481079
56,1.2128673,1.082037,"('conventional', 'unconventional')",0.3920014,0.63598347,0.8024343252182007,0.8590102195739746,0.056575894355773926
17,-1.2062027,-1.1023421,"('tolerant', 'intolerant')",-1.8896856,-1.9921865,-1.547944188117981,-1.5472643375396729,0.0006798505783081055
14,-1.1957283,-1.0836233,"('honest', 'dishonest')",-1.2877996,-1.3118517,-1.241763949394226,-1.197737455368042,0.04402649402618408
57,1.1428514,1.1991342,"('conservative', 'liberal')",0.39351907,0.1461236,0.7681851983070374,0.6726289391517639,-0.09555625915527344
53,-1.1364404,-0.7874954,"('influential', 'uninfluential')",-1.4327965,-1.1773496,-1.2846183776855469,-0.9824224710464478,0.3021959066390991
44,1.0654204,0.8302485,"('active', 'inactive')",1.7530717,1.3856063,1.4092459678649902,1.1079273223876953,-0.3013186454772949
41,1.0070508,1.0349772,"('confident', 'shy')",1.304028,0.5766056,1.1555393934249878,0.8057913780212402,-0.34974801540374756
5,-0.9866637,-0.38478115,"('helpful', 'unhelpful')",-3.176093,-3.0256078,-2.08137845993042,-1.7051944732666016,0.37618398666381836
25,-0.9724145,-0.89671856,"('forgiving', 'unforgiving')",-0.84350944,-0.75341284,-0.9079619646072388,-0.8250657320022583,0.08289623260498047
19,-0.92738736,-0.82960963,"('kind', 'unkind')",-2.7575254,-2.3663466,-1.842456340789795,-1.597978115081787,0.2444782257080078
40,-0.8890095,-0.54461163,"('logical', 'illogical')",-0.6714085,-0.5292053,-0.780208945274353,-0.5369085073471069,0.2433004379272461
37,-0.85763127,-0.4005001,"('practical', 'impractical')",-2.0945446,-2.1312761,-1.4760879278182983,-1.2658880949020386,0.21019983291625977
21,0.82841873,0.6803409,"('incorrupt', 'corrupt')",2.1670928,2.1138706,1.497755765914917,1.3971056938171387,-0.10065007209777832
33,-0.80041945,-0.7967839,"('educated', 'uneducated')",-1.9387102,-1.4398777,-1.3695647716522217,-1.1183308362960815,0.25123393535614014
23,0.7799431,0.8833713,"('truthful', 'untruthful')",-0.427883,-0.1609902,0.17603005468845367,0.3611905574798584,0.18516050279140472
7,0.7652334,1.2305088,"('polite', 'impolite')",0.15148546,0.16502747,0.45835942029953003,0.6977681517601013,0.2394087314605713
24,0.74848276,0.74985874,"('generous', 'stingy')",1.0554435,1.2474813,0.9019631147384644,0.9986700415611267,0.09670692682266235
4,-0.6809999,-0.61673427,"('sensitive', 'insensitive')",-1.1560811,-1.1703067,-0.9185404777526855,-0.8935204744338989,0.02502000331878662
38,-0.67681015,-0.42846584,"('discriminating', 'undiscriminating')",-1.337017,-1.335015,-1.006913661956787,-0.8817404508590698,0.12517321109771729
16,0.6655771,0.818555,"('fair', 'unfair')",1.6097727,1.6321084,1.1376749277114868,1.2253317832946777,0.08765685558319092
11,-0.6477368,-0.7995409,"('moral', 'immoral')",-1.4705153,-1.4804506,-1.0591260194778442,-1.139995813369751,-0.08086979389190674
34,0.63091373,0.5262208,"('rational', 'irrational')",0.41491827,0.52241087,0.5229160189628601,0.5243158340454102,0.0013998150825500488
20,-0.6186465,-0.6759749,"('right', 'wrong')",0.22698185,0.3433447,-0.19583232700824738,-0.16631510853767395,0.029517218470573425
55,-0.60443515,-0.77440614,"('conventional', 'unconventional')",0.1934045,0.7558488,-0.2055153250694275,-0.009278655052185059,0.19623667001724243
36,-0.5822199,-0.6730653,"('capable', 'incapable')",-0.7436433,-0.79174185,-0.6629315614700317,-0.732403576374054,-0.06947201490402222
42,0.47538933,0.71155804,"('secure', 'insecure')",-0.18383296,-0.13987274,0.14577817916870117,0.2858426570892334,0.14006447792053223
31,-0.47364834,-0.4772951,"('intelligent', 'unintelligent')",-1.4929405,-1.1463962,-0.9832944273948669,-0.8118456602096558,0.17144876718521118
9,0.39780128,0.23874545,"('nice', 'nasty')",1.007873,0.8587312,0.7028371691703796,0.5487383604049683,-0.15409880876541138
52,-0.3867392,-0.10840574,"('superior', 'inferior')",-0.16449952,-0.108189195,-0.27561935782432556,-0.10829746723175049,0.16732189059257507
12,0.3623239,0.6496507,"('trustworthy', 'untrustworthy')",0.861714,0.6998559,0.6120189428329468,0.6747533082962036,0.06273436546325684
0,-0.36033618,0.024282128,"('sociable', 'unsociable')",-1.0782471,-0.79102683,-0.719291627407074,-0.38337236642837524,0.33591926097869873
