,Value 1,0,1,Value 2,female-male,tuple
24,2.0951867,generous,stingy,2.2314343,0.13624763,"('generous', 'stingy')"
50,-1.4760087,rich,poor,-1.6684288,-0.19242013,"('rich', 'poor')"
3,1.4603622,liked,disliked,1.5381582,0.07779598,"('liked', 'disliked')"
23,1.3851223,truthful,untruthful,1.4442148,0.05909252,"('truthful', 'untruthful')"
49,1.2999859,motivated,unmotivated,1.120832,-0.17915392,"('motivated', 'unmotivated')"
47,1.2897387,ambitious,unambitious,1.3086188,0.018880129,"('ambitious', 'unambitious')"
13,1.2519332,sincere,insincere,1.4298607,0.1779275,"('sincere', 'insincere')"
21,-1.1462345,incorrupt,corrupt,-1.1433506,0.0028839111,"('incorrupt', 'corrupt')"
53,1.0372033,influential,uninfluential,1.1218147,0.084611416,"('influential', 'uninfluential')"
6,1.0314987,supportive,unsupportive,0.94614846,-0.085350215,"('supportive', 'unsupportive')"
11,1.0256362,moral,immoral,0.99873316,-0.026903033,"('moral', 'immoral')"
31,0.93537265,intelligent,unintelligent,0.9495405,0.014167845,"('intelligent', 'unintelligent')"
25,0.8959596,forgiving,unforgiving,0.92010117,0.02414155,"('forgiving', 'unforgiving')"
57,0.88159966,conservative,liberal,0.98780143,0.10620177,"('conservative', 'liberal')"
37,-0.81914353,practical,impractical,-0.7075521,0.11159146,"('practical', 'impractical')"
10,-0.7685146,hospitable,inhospitable,-1.0524486,-0.28393406,"('hospitable', 'inhospitable')"
4,0.71587026,sensitive,insensitive,0.6611576,-0.054712653,"('sensitive', 'insensitive')"
35,0.69831705,creative,uncreative,0.61855495,-0.0797621,"('creative', 'uncreative')"
7,0.69740534,polite,impolite,0.88125026,0.18384492,"('polite', 'impolite')"
15,0.63774407,loyal,disloyal,0.70234686,0.06460279,"('loyal', 'disloyal')"
30,-0.6336053,smart,stupid,-0.6861805,-0.05257517,"('smart', 'stupid')"
33,0.63353664,educated,uneducated,0.5352077,-0.09832895,"('educated', 'uneducated')"
43,-0.62597287,active,inactive,-0.48651475,0.13945812,"('active', 'inactive')"
18,-0.57372737,good,evil,-0.63825345,-0.06452608,"('good', 'evil')"
14,0.57176673,honest,dishonest,0.6140429,0.042276144,"('honest', 'dishonest')"
12,0.56524754,trustworthy,untrustworthy,0.7537756,0.18852806,"('trustworthy', 'untrustworthy')"
29,0.5439377,competent,incompetent,0.65503436,0.11109668,"('competent', 'incompetent')"
16,-0.53877115,fair,unfair,-0.471457,0.06731415,"('fair', 'unfair')"
46,0.5082356,energetic,lethargic,0.67446434,0.16622877,"('energetic', 'lethargic')"
9,0.48720983,nice,nasty,0.4724831,-0.014726728,"('nice', 'nasty')"
40,0.48212337,logical,illogical,0.55015,0.0680266,"('logical', 'illogical')"
39,-0.43722513,wise,foolish,-0.59209454,-0.1548694,"('wise', 'foolish')"
51,0.42799142,powerful,powerless,0.49424207,0.06625065,"('powerful', 'powerless')"
0,-0.41044006,sociable,unsociable,-0.11275931,0.29768074,"('sociable', 'unsociable')"
27,0.40684366,responsible,irresponsible,0.43625352,0.029409856,"('responsible', 'irresponsible')"
42,0.4017188,secure,insecure,0.61412084,0.21240205,"('secure', 'insecure')"
41,-0.30918705,confident,shy,-0.33736736,-0.028180301,"('confident', 'shy')"
5,0.22879812,helpful,unhelpful,0.2139836,-0.014814526,"('helpful', 'unhelpful')"
19,-0.22593027,kind,unkind,-0.21498932,0.010940954,"('kind', 'unkind')"
38,-0.22585607,discriminating,undiscriminating,-0.13192028,0.09393579,"('discriminating', 'undiscriminating')"
44,-0.22240466,active,inactive,-0.4085625,-0.18615785,"('active', 'inactive')"
56,0.21458998,conventional,unconventional,0.22162494,0.0070349574,"('conventional', 'unconventional')"
26,0.15400285,reliable,unreliable,0.025022477,-0.12898037,"('reliable', 'unreliable')"
8,-0.14784029,popular,unpopular,-0.32739955,-0.17955926,"('popular', 'unpopular')"
20,0.13309152,right,wrong,-0.020254001,-0.15334553,"('right', 'wrong')"
55,0.12562966,conventional,unconventional,0.222664,0.097034335,"('conventional', 'unconventional')"
28,-0.12474197,unprejudiced,prejudiced,-0.11928135,0.00546062,"('unprejudiced', 'prejudiced')"
54,-0.12307715,successful,unsuccessful,0.053149074,0.17622623,"('successful', 'unsuccessful')"
2,0.1050784,likable,unlikable,0.079234295,-0.025844105,"('likable', 'unlikable')"
52,0.09080517,superior,inferior,0.16892713,0.07812196,"('superior', 'inferior')"
1,-0.06440979,friendly,unfriendly,-0.12882307,-0.06441328,"('friendly', 'unfriendly')"
34,-0.058254063,rational,irrational,-0.15884091,-0.10058685,"('rational', 'irrational')"
22,0.04882905,amicable,hostile,-0.13687989,-0.18570894,"('amicable', 'hostile')"
45,-0.045858353,independent,dependent,-0.116333485,-0.07047513,"('independent', 'dependent')"
17,0.041739255,tolerant,intolerant,0.060551107,0.018811852,"('tolerant', 'intolerant')"
32,0.0328144,able,unable,-0.10642123,-0.13923563,"('able', 'unable')"
48,-0.0141534805,dedicated,undedicated,-0.05062677,-0.03647329,"('dedicated', 'undedicated')"
36,0.0062984303,capable,incapable,-0.13701928,-0.1433177,"('capable', 'incapable')"
