,average_male,0,1,average_female,female-male,tuple
75,5.870941,confident,shy,5.7613673,-0.10957384,"('confident', 'shy')"
27,-5.6814537,sincere,insincere,-5.479866,0.20158768,"('sincere', 'insincere')"
6,4.546083,liked,disliked,4.364109,-0.18197393,"('liked', 'disliked')"
40,-4.544873,honorable,mean,-4.6759152,-0.131042,"('honorable', 'mean')"
95,-4.247669,rich,poor,-4.0234036,0.22426558,"('rich', 'poor')"
53,-3.7441978,smart,stupid,-3.799128,-0.05493021,"('smart', 'stupid')"
78,2.5493908,active,inactive,2.1097112,-0.43967962,"('active', 'inactive')"
58,-2.3104234,able,clumsy,-2.1315737,0.1788497,"('able', 'clumsy')"
86,2.0964963,self-reliant,helpless,1.9060338,-0.19046259,"('self-reliant', 'helpless')"
13,-2.0870187,helpful,unhelpful,-1.9097329,0.17728579,"('helpful', 'unhelpful')"
37,2.0451035,good,evil,1.9184332,-0.12667036,"('good', 'evil')"
24,-1.9619198,thoughtful,rough,-1.7751826,0.18673718,"('thoughtful', 'rough')"
63,-1.9348954,capable,incapable,-1.8467629,0.0881325,"('capable', 'incapable')"
73,-1.8876218,brilliant,incompetent,-1.9754083,-0.087786555,"('brilliant', 'incompetent')"
48,1.8834212,reliable,unreliable,1.666779,-0.21664214,"('reliable', 'unreliable')"
34,-1.8212439,loyal,disloyal,-1.5520175,0.26922643,"('loyal', 'disloyal')"
32,-1.8208772,benevolent,hardhearted,-1.7716663,0.049210906,"('benevolent', 'hardhearted')"
3,1.7755325,likable,unlikable,1.5898604,-0.18567204,"('likable', 'unlikable')"
46,1.6351167,generous,stingy,1.4492114,-0.18590534,"('generous', 'stingy')"
99,-1.5846138,prestigious,insignificant,-1.5677731,0.016840696,"('prestigious', 'insignificant')"
98,-1.531998,prestigious,insignificant,-1.6130714,-0.0810734,"('prestigious', 'insignificant')"
7,1.5223454,outgoing,distant,1.0780739,-0.44427156,"('outgoing', 'distant')"
66,1.5165261,imaginative,unimaginative,1.601306,0.08477986,"('imaginative', 'unimaginative')"
38,-1.5034661,kind,unkind,-1.1916417,0.31182444,"('kind', 'unkind')"
25,-1.4766536,moral,immoral,-1.3193789,0.15727472,"('moral', 'immoral')"
50,1.4673913,unprejudiced,prejudiced,1.3428982,-0.124493,"('unprejudiced', 'prejudiced')"
9,-1.451032,sensitive,insensitive,-1.4514227,-0.00039064884,"('sensitive', 'insensitive')"
102,-1.3868102,eminent,low,-0.95229,0.43452018,"('eminent', 'low')"
81,1.3814805,industrious,lazy,1.1205082,-0.26097226,"('industrious', 'lazy')"
41,1.3357561,incorrupt,corrupt,1.5170374,0.18128133,"('incorrupt', 'corrupt')"
55,-1.2578061,intelligent,unintelligent,-1.0477605,0.21004558,"('intelligent', 'unintelligent')"
107,1.1951816,conventional,modern,1.3130698,0.11788821,"('conventional', 'modern')"
29,-1.1593047,honest,immoral,-1.0567575,0.10254729,"('honest', 'immoral')"
45,-1.1358249,cooperative,exploitative,-1.2425607,-0.106735826,"('cooperative', 'exploitative')"
28,-1.1207637,honest,dishonest,-1.2345148,-0.11375117,"('honest', 'dishonest')"
56,1.1011658,intelligent,dumb,1.017843,-0.08332276,"('intelligent', 'dumb')"
74,-1.0997555,insightful,unperceptive,-1.0954475,0.0043079853,"('insightful', 'unperceptive')"
8,1.0797025,open,distant,0.6258879,-0.45381463,"('open', 'distant')"
93,-1.0776111,dominating,dominated,-0.9611754,0.11643571,"('dominating', 'dominated')"
68,-1.0768787,clever,inept,-1.1697044,-0.09282577,"('clever', 'inept')"
97,-1.0431092,superior,inferior,-0.9361353,0.10697389,"('superior', 'inferior')"
11,-1.0419117,caring,unaffectionate,-1.1259809,-0.08406913,"('caring', 'unaffectionate')"
103,0.99829346,traditional,modern,1.0109615,0.012668073,"('traditional', 'modern')"
60,-0.9966764,educated,uneducated,-0.7162073,0.28046906,"('educated', 'uneducated')"
1,-0.9750314,friendly,unfriendly,-1.0593233,-0.084291935,"('friendly', 'unfriendly')"
101,-0.93043953,successful,unsuccessful,-0.54263806,0.38780147,"('successful', 'unsuccessful')"
35,0.9250099,fair,unfair,1.0411403,0.11613041,"('fair', 'unfair')"
100,-0.89238536,influential,uninfluential,-0.7504098,0.14197558,"('influential', 'uninfluential')"
12,-0.87675095,sympathetic,unsympathetic,-0.8358999,0.040851057,"('sympathetic', 'unsympathetic')"
85,-0.8656816,ambitious,unambitious,-0.8627578,0.0029237866,"('ambitious', 'unambitious')"
65,-0.8621474,practical,impractical,-0.763348,0.09879941,"('practical', 'impractical')"
62,-0.84689355,creative,uncreative,-1.0049634,-0.15806985,"('creative', 'uncreative')"
44,-0.83146447,truthful,untruthful,-0.8564292,-0.02496475,"('truthful', 'untruthful')"
61,0.8223763,rational,irrational,0.96635216,0.14397585,"('rational', 'irrational')"
5,-0.8048517,pleasant,repellent,-0.53583187,0.26901984,"('pleasant', 'repellent')"
69,0.80025244,wise,foolish,0.8140521,0.013799667,"('wise', 'foolish')"
94,0.7660583,aggressive,submissive,0.95322347,0.18716514,"('aggressive', 'submissive')"
70,0.7562463,wise,unwise,0.6095586,-0.14668775,"('wise', 'unwise')"
67,-0.73265505,discriminating,undiscriminating,-0.7554733,-0.022818267,"('discriminating', 'undiscriminating')"
105,0.72104216,conventional,modern,0.4945144,-0.22652775,"('conventional', 'modern')"
96,-0.7073838,powerful,powerless,-0.5169234,0.19046038,"('powerful', 'powerless')"
51,-0.7013635,competent,incompetent,-0.5642034,0.13716012,"('competent', 'incompetent')"
87,-0.69577163,dedicated,undedicated,-0.5517158,0.14405584,"('dedicated', 'undedicated')"
64,-0.69014996,clever,incompetent,-0.6499618,0.040188134,"('clever', 'incompetent')"
88,0.686045,impulsive,meek,0.68325895,-0.0027860403,"('impulsive', 'meek')"
83,-0.6821657,energetic,lethargic,-0.7247976,-0.042631924,"('energetic', 'lethargic')"
4,-0.6685487,likable,unlikable,-0.73330426,-0.06475556,"('likable', 'unlikable')"
18,-0.6461128,social,asocial,-0.7618703,-0.115757525,"('social', 'asocial')"
36,-0.62050176,tolerant,intolerant,-0.66925675,-0.04875499,"('tolerant', 'intolerant')"
91,0.6107351,resilient,nonresilient,0.6754046,0.06466949,"('resilient', 'nonresilient')"
14,0.6082237,supportive,unsupportive,0.47473872,-0.13348496,"('supportive', 'unsupportive')"
57,-0.58365,able,unable,-0.63982296,-0.056172967,"('able', 'unable')"
22,0.57388914,welcoming,disagreeable,0.40491962,-0.16896951,"('welcoming', 'disagreeable')"
23,0.5585437,hospitable,inhospitable,0.46460342,-0.09394026,"('hospitable', 'inhospitable')"
104,-0.55811465,conventional,unconventional,-0.5184871,0.039627552,"('conventional', 'unconventional')"
31,-0.5447588,altruistic,egoistic,-0.39148235,0.15327644,"('altruistic', 'egoistic')"
80,0.50583524,independent,dependent,0.6889978,0.18316257,"('independent', 'dependent')"
77,0.49022713,active,inactive,0.49644887,0.0062217414,"('active', 'inactive')"
47,-0.48871064,forgiving,unforgiving,-0.41970515,0.06900549,"('forgiving', 'unforgiving')"
90,-0.48611408,motivated,unmotivated,-0.51921636,-0.033102274,"('motivated', 'unmotivated')"
54,0.4826032,smart,stupid,0.3473981,-0.13520509,"('smart', 'stupid')"
110,0.4736485,narrow-minded,open-minded,0.5480639,0.074415386,"('narrow-minded', 'open-minded')"
59,-0.46954066,skillful,clumsy,-0.2622473,0.20729336,"('skillful', 'clumsy')"
72,-0.46110463,logical,illogical,-0.23544471,0.22565992,"('logical', 'illogical')"
52,-0.44278574,competitive,uncompetitive,-0.26853764,0.1742481,"('competitive', 'uncompetitive')"
49,-0.44032872,responsible,irresponsible,-0.48689008,-0.04656136,"('responsible', 'irresponsible')"
20,-0.43658286,popular,unpopular,-0.0330723,0.40351057,"('popular', 'unpopular')"
0,-0.43336383,sociable,unsociable,-0.13790727,0.29545656,"('sociable', 'unsociable')"
42,0.43274367,amicable,hostile,0.4288318,-0.0039118826,"('amicable', 'hostile')"
82,0.42420286,industrious,meek,0.5130777,0.08887482,"('industrious', 'meek')"
10,-0.41406152,affectionate,unaffectionate,-0.5033839,-0.08932236,"('affectionate', 'unaffectionate')"
