,average_male,0,1,average_female,female-male,tuple
6,6.7365046,liked,disliked,7.1286736,0.392169,"('liked', 'disliked')"
27,-6.6386156,sincere,insincere,-7.1272125,-0.48859692,"('sincere', 'insincere')"
95,-6.1065984,rich,poor,-6.6647906,-0.55819225,"('rich', 'poor')"
75,5.9590464,confident,shy,6.386814,0.42776775,"('confident', 'shy')"
53,-4.780347,smart,stupid,-4.966098,-0.18575096,"('smart', 'stupid')"
40,-4.32304,honorable,mean,-5.1090536,-0.7860136,"('honorable', 'mean')"
86,3.27102,self-reliant,helpless,3.4360478,0.16502786,"('self-reliant', 'helpless')"
37,3.1102118,good,evil,2.9163458,-0.19386601,"('good', 'evil')"
13,-2.9657907,helpful,unhelpful,-2.9588823,0.0069084167,"('helpful', 'unhelpful')"
58,-2.4547007,able,clumsy,-2.3522792,0.10242152,"('able', 'clumsy')"
78,2.2644727,active,inactive,1.584409,-0.6800637,"('active', 'inactive')"
34,-2.211297,loyal,disloyal,-1.8955029,0.3157941,"('loyal', 'disloyal')"
48,2.182975,reliable,unreliable,2.4250693,0.24209428,"('reliable', 'unreliable')"
29,-2.0792494,honest,immoral,-2.2216573,-0.1424079,"('honest', 'immoral')"
3,2.0739741,likable,unlikable,2.2944994,0.22052526,"('likable', 'unlikable')"
64,-2.0302277,clever,incompetent,-1.9143474,0.11588025,"('clever', 'incompetent')"
81,1.9790721,industrious,lazy,1.7880757,-0.19099641,"('industrious', 'lazy')"
38,-1.95352,kind,unkind,-1.3096137,0.64390635,"('kind', 'unkind')"
28,-1.9383864,honest,dishonest,-1.8697102,0.06867623,"('honest', 'dishonest')"
46,1.887073,generous,stingy,2.2019415,0.31486845,"('generous', 'stingy')"
65,-1.8698051,practical,impractical,-1.8391546,0.030650496,"('practical', 'impractical')"
7,1.8557874,outgoing,distant,1.2043195,-0.6514679,"('outgoing', 'distant')"
12,-1.7833498,sympathetic,unsympathetic,-1.7351265,0.048223257,"('sympathetic', 'unsympathetic')"
73,-1.771536,brilliant,incompetent,-2.1223226,-0.35078657,"('brilliant', 'incompetent')"
66,1.7440646,imaginative,unimaginative,1.8560244,0.111959815,"('imaginative', 'unimaginative')"
49,-1.7155313,responsible,irresponsible,-1.800696,-0.085164666,"('responsible', 'irresponsible')"
21,1.666328,nice,nasty,1.7579817,0.091653705,"('nice', 'nasty')"
2,-1.6496797,friendly,unfriendly,-1.3934653,0.25621438,"('friendly', 'unfriendly')"
61,1.6213694,rational,irrational,1.8377094,0.21634007,"('rational', 'irrational')"
24,-1.6133784,thoughtful,rough,-1.7403302,-0.12695181,"('thoughtful', 'rough')"
42,1.6075664,amicable,hostile,1.7673552,0.15978885,"('amicable', 'hostile')"
36,-1.6066141,tolerant,intolerant,-1.5138891,0.09272504,"('tolerant', 'intolerant')"
71,-1.5971011,efficient,inefficient,-1.882062,-0.28496087,"('efficient', 'inefficient')"
83,-1.5785724,energetic,lethargic,-1.5448706,0.033701777,"('energetic', 'lethargic')"
99,1.4764925,prestigious,insignificant,1.1756608,-0.30083168,"('prestigious', 'insignificant')"
88,1.4749265,impulsive,meek,1.3803014,-0.094625115,"('impulsive', 'meek')"
45,-1.4681005,cooperative,exploitative,-1.2955201,0.17258048,"('cooperative', 'exploitative')"
82,1.4662955,industrious,meek,1.222786,-0.24350953,"('industrious', 'meek')"
94,-1.4489939,aggressive,submissive,-1.0224543,0.42653966,"('aggressive', 'submissive')"
50,1.448692,unprejudiced,prejudiced,1.7493497,0.30065775,"('unprejudiced', 'prejudiced')"
8,1.3719791,open,distant,0.8709594,-0.5010197,"('open', 'distant')"
14,1.3694072,supportive,unsupportive,1.2843109,-0.08509624,"('supportive', 'unsupportive')"
25,-1.316534,moral,immoral,-0.9689358,0.34759825,"('moral', 'immoral')"
9,-1.3164057,sensitive,insensitive,-1.3525903,-0.03618467,"('sensitive', 'insensitive')"
41,1.3012594,incorrupt,corrupt,1.3642368,0.06297743,"('incorrupt', 'corrupt')"
30,-1.2543015,honest,dishonest,-0.97744155,0.27686,"('honest', 'dishonest')"
89,-1.2519201,daring,anxious,-0.9301343,0.3217858,"('daring', 'anxious')"
18,-1.2466991,social,asocial,-0.96750426,0.27919483,"('social', 'asocial')"
33,-1.2398591,softhearted,hardhearted,-1.1764036,0.06345546,"('softhearted', 'hardhearted')"
72,-1.2175678,logical,illogical,-1.198956,0.018611789,"('logical', 'illogical')"
23,1.1758177,hospitable,inhospitable,0.78403413,-0.3917836,"('hospitable', 'inhospitable')"
69,1.1698134,wise,foolish,1.2380949,0.06828153,"('wise', 'foolish')"
76,-1.1598295,secure,insecure,-0.8871795,0.27265,"('secure', 'insecure')"
77,1.1552488,active,inactive,1.2295437,0.074294925,"('active', 'inactive')"
93,-1.1479098,dominating,dominated,-0.7484751,0.3994347,"('dominating', 'dominated')"
20,1.1432514,popular,unpopular,1.2454646,0.102213144,"('popular', 'unpopular')"
35,1.1025509,fair,unfair,1.3150268,0.2124759,"('fair', 'unfair')"
70,1.092329,wise,unwise,0.9559659,-0.13636315,"('wise', 'unwise')"
22,1.0822029,welcoming,disagreeable,1.2725062,0.19030333,"('welcoming', 'disagreeable')"
47,-1.0716797,forgiving,unforgiving,-0.7146467,0.357033,"('forgiving', 'unforgiving')"
60,-1.0380688,educated,uneducated,-0.79270315,0.24536562,"('educated', 'uneducated')"
87,-1.0253943,dedicated,undedicated,-0.8750679,0.15032643,"('dedicated', 'undedicated')"
11,-1.0151408,caring,unaffectionate,-1.2509501,-0.23580933,"('caring', 'unaffectionate')"
98,1.0063479,prestigious,insignificant,0.50810415,-0.49824375,"('prestigious', 'insignificant')"
63,-0.9346364,capable,incapable,-1.3140186,-0.3793822,"('capable', 'incapable')"
100,-0.9337951,influential,uninfluential,-0.97059214,-0.036797047,"('influential', 'uninfluential')"
43,-0.9323584,genuine,fake,-0.84651256,0.08584583,"('genuine', 'fake')"
68,-0.92424566,clever,inept,-1.5222313,-0.5979857,"('clever', 'inept')"
85,-0.91274047,ambitious,unambitious,-0.8562085,0.056531966,"('ambitious', 'unambitious')"
32,-0.87094426,benevolent,hardhearted,-0.63774514,0.23319912,"('benevolent', 'hardhearted')"
109,-0.85218006,conservative,liberal,-0.58517706,0.267003,"('conservative', 'liberal')"
108,-0.85218006,conservative,liberal,-0.58517706,0.267003,"('conservative', 'liberal')"
101,-0.82063854,successful,unsuccessful,-0.65137005,0.16926849,"('successful', 'unsuccessful')"
55,-0.8149996,intelligent,unintelligent,-0.9237023,-0.10870272,"('intelligent', 'unintelligent')"
51,-0.81406105,competent,incompetent,-0.67126435,0.1427967,"('competent', 'incompetent')"
92,0.7885306,unwavering,wavering,0.35458332,-0.43394727,"('unwavering', 'wavering')"
74,-0.701889,insightful,unperceptive,-1.0990996,-0.39721066,"('insightful', 'unperceptive')"
52,-0.6916075,competitive,uncompetitive,-0.34807375,0.34353372,"('competitive', 'uncompetitive')"
97,-0.6780051,superior,inferior,-0.6953505,-0.017345428,"('superior', 'inferior')"
16,-0.66036326,social,antisocial,-0.26007283,0.40029043,"('social', 'antisocial')"
105,-0.6509318,conventional,modern,-0.9293841,-0.27845234,"('conventional', 'modern')"
80,0.634724,independent,dependent,0.47741187,-0.15731215,"('independent', 'dependent')"
57,-0.61697555,able,unable,-0.8421533,-0.22517776,"('able', 'unable')"
102,-0.608551,eminent,low,-0.6617524,-0.053201377,"('eminent', 'low')"
103,0.59742546,traditional,modern,0.2178167,-0.37960875,"('traditional', 'modern')"
54,0.55866694,smart,stupid,0.08905804,-0.4696089,"('smart', 'stupid')"
15,-0.5546626,polite,impolite,0.009765953,0.56442857,"('polite', 'impolite')"
0,-0.55091715,sociable,unsociable,-0.39520627,0.15571088,"('sociable', 'unsociable')"
17,-0.49943182,social,antisocial,-0.10427739,0.39515442,"('social', 'antisocial')"
26,0.3615453,trustworthy,untrustworthy,0.59304255,0.23149726,"('trustworthy', 'untrustworthy')"
56,0.31378955,intelligent,dumb,0.41224077,0.09845123,"('intelligent', 'dumb')"
39,-0.31279713,right,wrong,-0.07361597,0.23918116,"('right', 'wrong')"
79,-0.30538982,determined,doubtful,0.15579975,0.46118957,"('determined', 'doubtful')"
