,Value 1,0,1,Value 2,female-male,tuple
37,-2.4353595,practical,impractical,-2.1817455,0.25361395,"('practical', 'impractical')"
34,1.7680604,rational,irrational,1.6303242,-0.1377362,"('rational', 'irrational')"
18,1.7296329,good,evil,1.4771762,-0.25245667,"('good', 'evil')"
28,1.5047191,unprejudiced,prejudiced,1.2069904,-0.29772878,"('unprejudiced', 'prejudiced')"
17,-1.464163,tolerant,intolerant,-1.2135897,0.25057328,"('tolerant', 'intolerant')"
7,-1.2667974,polite,impolite,-0.98454547,0.28225195,"('polite', 'impolite')"
50,1.223764,rich,poor,1.3368977,0.11313379,"('rich', 'poor')"
11,-1.1737479,moral,immoral,-0.78182685,0.39192104,"('moral', 'immoral')"
57,-1.0626874,conservative,liberal,-0.79790825,0.26477915,"('conservative', 'liberal')"
12,0.99303997,trustworthy,untrustworthy,1.201585,0.20854509,"('trustworthy', 'untrustworthy')"
44,0.96680653,active,inactive,0.645731,-0.32107556,"('active', 'inactive')"
23,0.931218,truthful,untruthful,1.0091124,0.07789433,"('truthful', 'untruthful')"
22,0.87182534,amicable,hostile,0.8261541,-0.045671225,"('amicable', 'hostile')"
10,0.8665577,hospitable,inhospitable,0.8142661,-0.05229163,"('hospitable', 'inhospitable')"
1,0.7913758,friendly,unfriendly,0.75008583,-0.041289985,"('friendly', 'unfriendly')"
14,0.77233195,honest,dishonest,0.8185435,0.04621154,"('honest', 'dishonest')"
42,-0.75939,secure,insecure,-0.5748978,0.18449217,"('secure', 'insecure')"
4,-0.74148995,sensitive,insensitive,-0.6700777,0.071412265,"('sensitive', 'insensitive')"
38,-0.73737454,discriminating,undiscriminating,-0.609724,0.12765056,"('discriminating', 'undiscriminating')"
29,0.71342885,competent,incompetent,0.75790167,0.044472814,"('competent', 'incompetent')"
43,-0.66018236,active,inactive,-0.45418972,0.20599264,"('active', 'inactive')"
49,0.64953005,motivated,unmotivated,0.7436278,0.09409773,"('motivated', 'unmotivated')"
51,-0.59273094,powerful,powerless,-0.4131413,0.17958963,"('powerful', 'powerless')"
8,0.583736,popular,unpopular,0.6905149,0.10677892,"('popular', 'unpopular')"
52,-0.57079166,superior,inferior,-0.42790696,0.1428847,"('superior', 'inferior')"
6,-0.49231368,supportive,unsupportive,-0.4670538,0.025259882,"('supportive', 'unsupportive')"
25,0.4843015,forgiving,unforgiving,0.7462728,0.2619713,"('forgiving', 'unforgiving')"
20,-0.4435584,right,wrong,-0.6096724,-0.16611403,"('right', 'wrong')"
19,-0.4271738,kind,unkind,-0.062000483,0.3651733,"('kind', 'unkind')"
40,-0.4112591,logical,illogical,-0.26838934,0.14286977,"('logical', 'illogical')"
55,-0.4101631,conventional,unconventional,-0.5240222,-0.11385912,"('conventional', 'unconventional')"
36,0.37846342,capable,incapable,0.4030313,0.024567872,"('capable', 'incapable')"
0,-0.3548539,sociable,unsociable,0.04366131,0.39851522,"('sociable', 'unsociable')"
32,-0.32631695,able,unable,-0.28219515,0.0441218,"('able', 'unable')"
54,0.32357496,successful,unsuccessful,0.49369925,0.17012429,"('successful', 'unsuccessful')"
9,0.30116728,nice,nasty,0.20431232,-0.096854955,"('nice', 'nasty')"
3,0.27981967,liked,disliked,0.018068686,-0.261751,"('liked', 'disliked')"
35,0.268434,creative,uncreative,0.37354532,0.10511133,"('creative', 'uncreative')"
46,0.23500298,energetic,lethargic,0.42669725,0.19169427,"('energetic', 'lethargic')"
2,0.22603616,likable,unlikable,0.5098469,0.28381076,"('likable', 'unlikable')"
45,0.21830966,independent,dependent,0.27800453,0.05969487,"('independent', 'dependent')"
26,-0.21586308,reliable,unreliable,-0.09932035,0.11654273,"('reliable', 'unreliable')"
16,-0.18757135,fair,unfair,-0.35457885,-0.1670075,"('fair', 'unfair')"
48,-0.17340286,dedicated,undedicated,0.101720884,0.27512375,"('dedicated', 'undedicated')"
56,-0.14375108,conventional,unconventional,-0.17820737,-0.034456283,"('conventional', 'unconventional')"
41,-0.12205404,confident,shy,-0.4519646,-0.32991055,"('confident', 'shy')"
33,-0.11163595,educated,uneducated,0.15051338,0.26214933,"('educated', 'uneducated')"
13,0.10892102,sincere,insincere,0.33885694,0.22993591,"('sincere', 'insincere')"
21,0.108771384,incorrupt,corrupt,-0.123120874,-0.23189226,"('incorrupt', 'corrupt')"
31,-0.10268721,intelligent,unintelligent,0.045768887,0.1484561,"('intelligent', 'unintelligent')"
39,0.08224413,wise,foolish,-0.008822203,-0.09106633,"('wise', 'foolish')"
53,0.062478602,influential,uninfluential,0.30771577,0.24523717,"('influential', 'uninfluential')"
24,-0.06094879,generous,stingy,-0.12679064,-0.06584185,"('generous', 'stingy')"
15,-0.038630232,loyal,disloyal,0.23378338,0.2724136,"('loyal', 'disloyal')"
30,-0.027461082,smart,stupid,0.12227705,0.14973813,"('smart', 'stupid')"
5,-0.018529788,helpful,unhelpful,0.26888913,0.2874189,"('helpful', 'unhelpful')"
27,-0.01427339,responsible,irresponsible,0.11739129,0.13166468,"('responsible', 'irresponsible')"
47,-0.009314537,ambitious,unambitious,0.12759018,0.13690472,"('ambitious', 'unambitious')"
