,Ventas_male,Ventas_female,tuple,average_male,average_female,female-male
3,1.4571546,1.6856468,"('liked', 'disliked')",1.457154631614685,1.6856467723846436,0.2284921407699585
44,1.45019,1.3999166,"('active', 'inactive')",1.4501899480819702,1.399916648864746,-0.05027329921722412
49,1.3413408,1.1237714,"('motivated', 'unmotivated')",1.3413407802581787,1.1237714290618896,-0.21756935119628906
13,1.3101348,1.0067933,"('sincere', 'insincere')",1.310134768486023,1.0067932605743408,-0.30334150791168213
30,-1.1832975,-1.2628386,"('smart', 'stupid')",-1.1832975149154663,-1.26283860206604,-0.07954108715057373
41,1.0860124,0.4171776,"('confident', 'shy')",1.086012363433838,0.41717758774757385,-0.668834775686264
50,-1.0695459,-1.2215402,"('rich', 'poor')",-1.069545865058899,-1.2215402126312256,-0.15199434757232666
1,-1.0517612,-0.617281,"('friendly', 'unfriendly')",-1.0517611503601074,-0.6172810196876526,0.43448013067245483
54,1.0140141,0.96863735,"('successful', 'unsuccessful')",1.0140141248703003,0.9686373472213745,-0.04537677764892578
25,-0.96347564,-0.9009061,"('forgiving', 'unforgiving')",-0.9634756445884705,-0.9009060859680176,0.06256955862045288
36,-0.9590093,-0.6233432,"('capable', 'incapable')",-0.9590092897415161,-0.6233432292938232,0.33566606044769287
57,0.94624716,0.76679075,"('conservative', 'liberal')",0.9462471604347229,0.7667907476425171,-0.1794564127922058
9,0.91576433,0.8561434,"('nice', 'nasty')",0.915764331817627,0.8561434149742126,-0.05962091684341431
22,-0.87048346,-0.16444263,"('amicable', 'hostile')",-0.8704834580421448,-0.16444262862205505,0.7060408294200897
15,-0.8661255,-0.6822388,"('loyal', 'disloyal')",-0.8661255240440369,-0.6822388172149658,0.18388670682907104
19,-0.8276785,-0.81051886,"('kind', 'unkind')",-0.8276785016059875,-0.8105188608169556,0.017159640789031982
28,0.8237022,0.6839647,"('unprejudiced', 'prejudiced')",0.8237022161483765,0.683964729309082,-0.13973748683929443
45,0.82004035,0.8643501,"('independent', 'dependent')",0.8200403451919556,0.8643500804901123,0.04430973529815674
7,0.8124238,0.93959093,"('polite', 'impolite')",0.812423825263977,0.9395909309387207,0.12716710567474365
55,-0.78251946,-0.55259824,"('conventional', 'unconventional')",-0.7825194597244263,-0.552598237991333,0.22992122173309326
53,0.7262852,0.81764317,"('influential', 'uninfluential')",0.7262852191925049,0.8176431655883789,0.09135794639587402
48,-0.7137499,-1.0412368,"('dedicated', 'undedicated')",-0.713749885559082,-1.0412367582321167,-0.32748687267303467
24,0.6934464,0.7411122,"('generous', 'stingy')",0.6934463977813721,0.7411121726036072,0.04766577482223511
29,0.67939055,0.5278735,"('competent', 'incompetent')",0.679390549659729,0.5278735160827637,-0.15151703357696533
31,0.5399043,0.5180005,"('intelligent', 'unintelligent')",0.5399042963981628,0.5180004835128784,-0.021903812885284424
39,-0.5223012,-0.43556672,"('wise', 'foolish')",-0.522301197052002,-0.4355667233467102,0.08673447370529175
42,0.5028091,0.28780502,"('secure', 'insecure')",0.5028091073036194,0.2878050208091736,-0.2150040864944458
46,0.48096845,0.34265554,"('energetic', 'lethargic')",0.4809684455394745,0.3426555395126343,-0.1383129060268402
20,-0.4659061,-0.24582082,"('right', 'wrong')",-0.4659061133861542,-0.2458208203315735,0.2200852930545807
12,-0.45365447,-0.2028512,"('trustworthy', 'untrustworthy')",-0.4536544680595398,-0.20285120606422424,0.25080326199531555
23,0.42734677,0.332416,"('truthful', 'untruthful')",0.42734676599502563,0.33241599798202515,-0.09493076801300049
38,-0.39822963,-0.29856712,"('discriminating', 'undiscriminating')",-0.3982296288013458,-0.29856711626052856,0.09966251254081726
27,0.3965211,0.12582898,"('responsible', 'irresponsible')",0.39652109146118164,0.12582898139953613,-0.2706921100616455
6,0.3909053,0.45958817,"('supportive', 'unsupportive')",0.3909052908420563,0.4595881700515747,0.06868287920951843
4,0.3772365,0.3363304,"('sensitive', 'insensitive')",0.3772364854812622,0.3363304138183594,-0.04090607166290283
0,0.37193558,0.29551557,"('sociable', 'unsociable')",0.37193557620048523,0.2955155670642853,-0.07642000913619995
47,0.36636192,0.17076135,"('ambitious', 'unambitious')",0.36636191606521606,0.1707613468170166,-0.19560056924819946
37,-0.36048305,-0.6726222,"('practical', 'impractical')",-0.3604830503463745,-0.6726222038269043,-0.3121391534805298
10,0.28826505,0.6783277,"('hospitable', 'inhospitable')",0.28826504945755005,0.6783276796340942,0.3900626301765442
14,-0.26993015,-0.3099621,"('honest', 'dishonest')",-0.2699301540851593,-0.30996209383010864,-0.04003193974494934
21,-0.21919188,0.005372256,"('incorrupt', 'corrupt')",-0.21919187903404236,0.00537225604057312,0.22456413507461548
33,-0.21279258,0.030317545,"('educated', 'uneducated')",-0.21279257535934448,0.03031754493713379,0.24311012029647827
51,0.20413688,0.15530589,"('powerful', 'powerless')",0.20413687825202942,0.1553058922290802,-0.04883098602294922
26,0.19633904,0.10823144,"('reliable', 'unreliable')",0.19633904099464417,0.10823144018650055,-0.08810760080814362
35,-0.19329704,0.18032342,"('creative', 'uncreative')",-0.19329704344272614,0.18032342195510864,0.3736204653978348
34,-0.18273208,0.11589895,"('rational', 'irrational')",-0.18273207545280457,0.11589895188808441,0.298631027340889
40,0.17760718,0.3559041,"('logical', 'illogical')",0.17760717868804932,0.35590410232543945,0.17829692363739014
56,-0.17062125,-0.2048291,"('conventional', 'unconventional')",-0.17062124609947205,-0.20482909679412842,-0.03420785069465637
2,-0.16400017,0.19882368,"('likable', 'unlikable')",-0.16400016844272614,0.19882367551326752,0.36282384395599365
32,0.160225,-0.0297838,"('able', 'unable')",0.1602250039577484,-0.02978380024433136,-0.19000880420207977
16,0.12763742,0.34395337,"('fair', 'unfair')",0.12763741612434387,0.34395337104797363,0.21631595492362976
52,-0.12052724,0.0860751,"('superior', 'inferior')",-0.1205272376537323,0.08607509732246399,0.2066023349761963
5,-0.11211713,-0.18249133,"('helpful', 'unhelpful')",-0.11211712658405304,-0.18249133229255676,-0.07037420570850372
17,-0.10637879,-0.5293818,"('tolerant', 'intolerant')",-0.10637879371643066,-0.5293818116188049,-0.42300301790237427
8,0.09734018,0.58018833,"('popular', 'unpopular')",0.0973401814699173,0.5801883339881897,0.4828481525182724
11,-0.044591755,-0.2743185,"('moral', 'immoral')",-0.0445917546749115,-0.27431848645210266,-0.22972673177719116
18,0.0418351,0.3245975,"('good', 'evil')",0.04183509945869446,0.3245975077152252,0.28276240825653076
43,-0.03416744,0.18032357,"('active', 'inactive')",-0.03416743874549866,0.18032357096672058,0.21449100971221924
