,Value 1,0,1,Value 2,female-male,tuple
50,-5.730315,rich,poor,-6.443266,-0.7129507,"('rich', 'poor')"
3,5.237896,liked,disliked,5.5473413,0.30944538,"('liked', 'disliked')"
30,-3.9916658,smart,stupid,-4.5568514,-0.56518555,"('smart', 'stupid')"
26,3.592998,reliable,unreliable,3.4745543,-0.11844373,"('reliable', 'unreliable')"
24,2.6318,generous,stingy,2.8300722,0.19827223,"('generous', 'stingy')"
5,-2.5335603,helpful,unhelpful,-2.6442397,-0.11067939,"('helpful', 'unhelpful')"
28,2.1480625,unprejudiced,prejudiced,2.1288185,-0.019243956,"('unprejudiced', 'prejudiced')"
1,-1.9575174,friendly,unfriendly,-1.8665395,0.09097791,"('friendly', 'unfriendly')"
15,-1.7950959,loyal,disloyal,-1.7899965,0.005099416,"('loyal', 'disloyal')"
44,1.6788367,active,inactive,1.5234587,-0.15537798,"('active', 'inactive')"
36,-1.638929,capable,incapable,-1.71462,-0.075690985,"('capable', 'incapable')"
19,-1.4236184,kind,unkind,-1.2502921,0.17332637,"('kind', 'unkind')"
6,1.3476295,supportive,unsupportive,1.3522424,0.0046128035,"('supportive', 'unsupportive')"
41,1.3388577,confident,shy,1.1299055,-0.20895219,"('confident', 'shy')"
33,-1.2393384,educated,uneducated,-1.510928,-0.27158964,"('educated', 'uneducated')"
14,-1.233771,honest,dishonest,-1.4451437,-0.21137273,"('honest', 'dishonest')"
27,-1.1302079,responsible,irresponsible,-1.3821113,-0.2519034,"('responsible', 'irresponsible')"
12,1.0782957,trustworthy,untrustworthy,0.93997204,-0.13832366,"('trustworthy', 'untrustworthy')"
23,1.053288,truthful,untruthful,0.9728007,-0.08048731,"('truthful', 'untruthful')"
40,-1.0149709,logical,illogical,-0.8777852,0.1371857,"('logical', 'illogical')"
9,0.9521768,nice,nasty,1.1416229,0.18944609,"('nice', 'nasty')"
52,-0.9413474,superior,inferior,-0.98377824,-0.042430818,"('superior', 'inferior')"
17,-0.9095725,tolerant,intolerant,-1.2349455,-0.32537305,"('tolerant', 'intolerant')"
37,-0.8683814,practical,impractical,-0.9416393,-0.07325792,"('practical', 'impractical')"
31,-0.8612688,intelligent,unintelligent,-0.8859644,-0.024695575,"('intelligent', 'unintelligent')"
48,-0.82105196,dedicated,undedicated,-0.77454746,0.046504498,"('dedicated', 'undedicated')"
21,0.77290577,incorrupt,corrupt,1.1348417,0.3619359,"('incorrupt', 'corrupt')"
4,-0.7377378,sensitive,insensitive,-1.1593182,-0.42158043,"('sensitive', 'insensitive')"
35,-0.7336676,creative,uncreative,-0.55494386,0.17872375,"('creative', 'uncreative')"
55,-0.72521245,conventional,unconventional,-0.6519798,0.07323265,"('conventional', 'unconventional')"
57,0.6259933,conservative,liberal,0.6171214,-0.008871913,"('conservative', 'liberal')"
25,-0.58839625,forgiving,unforgiving,-0.4961411,0.092255145,"('forgiving', 'unforgiving')"
53,-0.582479,influential,uninfluential,-0.5886958,-0.006216824,"('influential', 'uninfluential')"
38,-0.57852083,discriminating,undiscriminating,-0.47064084,0.10788,"('discriminating', 'undiscriminating')"
56,-0.5754342,conventional,unconventional,-0.39455748,0.18087673,"('conventional', 'unconventional')"
8,-0.53933215,popular,unpopular,-0.44266453,0.09666762,"('popular', 'unpopular')"
20,-0.47601476,right,wrong,-0.15292038,0.32309437,"('right', 'wrong')"
2,-0.47081172,likable,unlikable,-0.54985255,-0.079040825,"('likable', 'unlikable')"
34,-0.4286747,rational,irrational,0.13829425,0.5669689,"('rational', 'irrational')"
13,0.40727967,sincere,insincere,0.074631274,-0.3326484,"('sincere', 'insincere')"
45,0.38203084,independent,dependent,0.16936316,-0.21266769,"('independent', 'dependent')"
16,0.34834036,fair,unfair,0.634128,0.2857876,"('fair', 'unfair')"
18,0.3268659,good,evil,0.47823143,0.15136552,"('good', 'evil')"
7,0.306845,polite,impolite,0.3051573,-0.0016877055,"('polite', 'impolite')"
10,-0.30294454,hospitable,inhospitable,-0.07425809,0.22868645,"('hospitable', 'inhospitable')"
51,-0.3018717,powerful,powerless,-0.0050052702,0.29686642,"('powerful', 'powerless')"
47,0.28049004,ambitious,unambitious,0.3359216,0.055431545,"('ambitious', 'unambitious')"
32,-0.26844758,able,unable,-0.53925693,-0.27080935,"('able', 'unable')"
46,0.25085875,energetic,lethargic,-0.17044419,-0.42130294,"('energetic', 'lethargic')"
49,0.24509135,motivated,unmotivated,0.17181432,-0.07327703,"('motivated', 'unmotivated')"
39,-0.23588464,wise,foolish,0.052669406,0.28855404,"('wise', 'foolish')"
0,-0.12889987,sociable,unsociable,-0.069170415,0.059729457,"('sociable', 'unsociable')"
42,0.09753144,secure,insecure,-0.2216335,-0.31916493,"('secure', 'insecure')"
29,0.09036541,competent,incompetent,-0.1446742,-0.2350396,"('competent', 'incompetent')"
22,0.050134897,amicable,hostile,0.43837863,0.38824373,"('amicable', 'hostile')"
43,0.0496687,active,inactive,0.27642494,0.22675624,"('active', 'inactive')"
11,-0.03524165,moral,immoral,-0.12148063,-0.08623898,"('moral', 'immoral')"
54,-0.022046193,successful,unsuccessful,-0.14060749,-0.1185613,"('successful', 'unsuccessful')"
