,3M_male,3M_female,tuple,average_male,average_female,female-male
50,-2.9655795,-3.0332894,"('rich', 'poor')",-2.9655795097351074,-3.0332894325256348,-0.06770992279052734
37,-2.3618853,-2.1666985,"('practical', 'impractical')",-2.3618853092193604,-2.166698455810547,0.19518685340881348
3,2.2344327,2.081247,"('liked', 'disliked')",2.2344326972961426,2.081247091293335,-0.15318560600280762
18,2.03437,1.760314,"('good', 'evil')",2.034369945526123,1.7603139877319336,-0.27405595779418945
54,-1.8983071,-2.0631287,"('successful', 'unsuccessful')",-1.8983070850372314,-2.063128709793091,-0.16482162475585938
30,-1.8866998,-1.7422776,"('smart', 'stupid')",-1.8866997957229614,-1.7422776222229004,0.14442217350006104
34,1.6575646,1.4993935,"('rational', 'irrational')",1.657564640045166,1.4993934631347656,-0.1581711769104004
22,1.63749,1.4162066,"('amicable', 'hostile')",1.6374900341033936,1.4162065982818604,-0.2212834358215332
10,1.5744797,1.0328794,"('hospitable', 'inhospitable')",1.5744796991348267,1.03287935256958,-0.5416003465652466
44,1.5519496,1.1225002,"('active', 'inactive')",1.5519496202468872,1.1225001811981201,-0.4294494390487671
19,-1.5363243,-1.3300643,"('kind', 'unkind')",-1.5363242626190186,-1.330064296722412,0.20625996589660645
24,1.4501803,1.66263,"('generous', 'stingy')",1.4501802921295166,1.6626299619674683,0.21244966983795166
28,1.3759274,1.0169723,"('unprejudiced', 'prejudiced')",1.375927448272705,1.016972303390503,-0.35895514488220215
29,-1.3530865,-1.2490982,"('competent', 'incompetent')",-1.3530864715576172,-1.2490981817245483,0.10398828983306885
0,-1.315809,-0.8960249,"('sociable', 'unsociable')",-1.3158090114593506,-0.8960248827934265,0.4197841286659241
57,-1.3042228,-0.91628134,"('conservative', 'liberal')",-1.304222822189331,-0.9162813425064087,0.38794147968292236
38,-1.2558355,-0.9959041,"('discriminating', 'undiscriminating')",-1.2558355331420898,-0.9959040880203247,0.25993144512176514
21,1.1666052,0.8117943,"('incorrupt', 'corrupt')",1.1666052341461182,0.8117942810058594,-0.3548109531402588
40,-1.1102306,-0.929433,"('logical', 'illogical')",-1.110230565071106,-0.9294329881668091,0.18079757690429688
33,-1.0777435,-0.674576,"('educated', 'uneducated')",-1.0777435302734375,-0.6745759844779968,0.4031675457954407
39,1.0725749,0.6491212,"('wise', 'foolish')",1.0725748538970947,0.6491212248802185,-0.4234536290168762
25,-1.061256,-0.7475983,"('forgiving', 'unforgiving')",-1.0612560510635376,-0.7475982904434204,0.3136577606201172
48,-1.0574229,-0.96668255,"('dedicated', 'undedicated')",-1.0574228763580322,-0.9666825532913208,0.09074032306671143
4,-1.0337583,-0.97079206,"('sensitive', 'insensitive')",-1.033758282661438,-0.9707920551300049,0.0629662275314331
5,-0.983576,-0.7545271,"('helpful', 'unhelpful')",-0.9835759997367859,-0.7545270919799805,0.22904890775680542
11,-0.98214495,-0.6574055,"('moral', 'immoral')",-0.9821449518203735,-0.6574054956436157,0.3247394561767578
46,-0.86640036,-0.6060271,"('energetic', 'lethargic')",-0.8664003610610962,-0.6060271263122559,0.26037323474884033
27,-0.8256532,-0.7050172,"('responsible', 'irresponsible')",-0.8256531953811646,-0.7050172090530396,0.120635986328125
53,-0.7694047,-0.42390978,"('influential', 'uninfluential')",-0.7694047093391418,-0.4239097833633423,0.34549492597579956
26,0.6904684,0.4495523,"('reliable', 'unreliable')",0.6904683709144592,0.4495522975921631,-0.24091607332229614
15,-0.6873465,-0.37443346,"('loyal', 'disloyal')",-0.6873465180397034,-0.3744334578514099,0.31291306018829346
42,-0.660853,-0.4296605,"('secure', 'insecure')",-0.6608530282974243,-0.42966049909591675,0.23119252920150757
9,0.63911283,0.5576792,"('nice', 'nasty')",0.6391128301620483,0.5576791763305664,-0.08143365383148193
17,-0.6229869,-0.4743902,"('tolerant', 'intolerant')",-0.622986912727356,-0.4743902087211609,0.14859670400619507
56,-0.5822506,-0.31941694,"('conventional', 'unconventional')",-0.5822505950927734,-0.31941694021224976,0.2628336548805237
36,-0.56711555,-0.59484816,"('capable', 'incapable')",-0.5671155452728271,-0.5948481559753418,-0.02773261070251465
6,0.5590689,0.36298877,"('supportive', 'unsupportive')",0.5590689182281494,0.36298877000808716,-0.19608014822006226
13,-0.55481267,-0.36946407,"('sincere', 'insincere')",-0.5548126697540283,-0.36946406960487366,0.18534860014915466
23,0.5385317,0.95057684,"('truthful', 'untruthful')",0.5385317206382751,0.9505768418312073,0.41204512119293213
14,-0.53637123,-0.3873176,"('honest', 'dishonest')",-0.5363712310791016,-0.38731759786605835,0.1490536332130432
20,0.49008435,0.25682312,"('right', 'wrong')",0.49008435010910034,0.2568231225013733,-0.23326122760772705
45,0.486851,0.58788395,"('independent', 'dependent')",0.4868510067462921,0.5878839492797852,0.10103294253349304
32,-0.48046264,-0.6305389,"('able', 'unable')",-0.4804626405239105,-0.6305388808250427,-0.1500762403011322
16,0.46300343,0.46752885,"('fair', 'unfair')",0.4630034267902374,0.4675288498401642,0.004525423049926758
31,-0.45251667,-0.27275157,"('intelligent', 'unintelligent')",-0.45251667499542236,-0.2727515697479248,0.17976510524749756
49,-0.3341815,-0.43515944,"('motivated', 'unmotivated')",-0.3341814875602722,-0.43515944480895996,-0.10097795724868774
12,-0.29264322,0.048551083,"('trustworthy', 'untrustworthy')",-0.2926432192325592,0.048551082611083984,0.3411943018436432
47,-0.27669942,-0.07569304,"('ambitious', 'unambitious')",-0.276699423789978,-0.0756930410861969,0.20100638270378113
52,-0.27032104,-0.03763956,"('superior', 'inferior')",-0.2703210413455963,-0.0376395583152771,0.2326814830303192
1,-0.26028103,-0.3274092,"('friendly', 'unfriendly')",-0.2602810263633728,-0.32740920782089233,-0.06712818145751953
7,-0.23912266,0.054187447,"('polite', 'impolite')",-0.2391226589679718,0.05418744683265686,0.29331010580062866
2,-0.18544677,0.23752968,"('likable', 'unlikable')",-0.18544676899909973,0.2375296801328659,0.42297644913196564
51,0.18073855,0.27536628,"('powerful', 'powerless')",0.18073855340480804,0.27536627650260925,0.09462772309780121
55,0.15383115,0.3557741,"('conventional', 'unconventional')",0.15383115410804749,0.3557741045951843,0.20194295048713684
35,0.08031447,-0.008446768,"('creative', 'uncreative')",0.08031447231769562,-0.008446767926216125,-0.08876124024391174
8,0.060774513,-0.15118611,"('popular', 'unpopular')",0.060774512588977814,-0.15118610858917236,-0.21196062117815018
43,0.057548225,0.18589456,"('active', 'inactive')",0.05754822492599487,0.18589456379413605,0.12834633886814117
41,0.046654895,-0.1484096,"('confident', 'shy')",0.046654894948005676,-0.14840960502624512,-0.1950644999742508
