,Value 1,0,1,Value 2,female-male,tuple
50,-6.250204,rich,poor,-6.5981464,-0.34794235,"('rich', 'poor')"
3,5.2696996,liked,disliked,5.4376316,0.16793203,"('liked', 'disliked')"
30,-4.6394377,smart,stupid,-4.7991405,-0.15970278,"('smart', 'stupid')"
19,-2.3877392,kind,unkind,-2.066013,0.32172608,"('kind', 'unkind')"
41,2.335488,confident,shy,1.7859316,-0.5495565,"('confident', 'shy')"
26,2.3168602,reliable,unreliable,2.299944,-0.016916275,"('reliable', 'unreliable')"
5,-2.298574,helpful,unhelpful,-2.3354316,-0.036857605,"('helpful', 'unhelpful')"
44,2.2440338,active,inactive,1.8128595,-0.43117428,"('active', 'inactive')"
28,2.2203958,unprejudiced,prejudiced,2.107467,-0.11292887,"('unprejudiced', 'prejudiced')"
15,-2.2116103,loyal,disloyal,-1.9457991,0.2658112,"('loyal', 'disloyal')"
14,-2.0676913,honest,dishonest,-2.0607605,0.006930828,"('honest', 'dishonest')"
24,1.9536495,generous,stingy,2.2721782,0.31852865,"('generous', 'stingy')"
18,1.5872505,good,evil,1.7123711,0.12512064,"('good', 'evil')"
27,-1.5344337,responsible,irresponsible,-1.7199457,-0.18551195,"('responsible', 'irresponsible')"
1,-1.493047,friendly,unfriendly,-1.3596216,0.13342535,"('friendly', 'unfriendly')"
45,1.3335929,independent,dependent,1.0258232,-0.30776966,"('independent', 'dependent')"
21,1.3277168,incorrupt,corrupt,1.4539437,0.1262269,"('incorrupt', 'corrupt')"
49,1.282515,motivated,unmotivated,0.76516074,-0.5173543,"('motivated', 'unmotivated')"
31,-1.1775882,intelligent,unintelligent,-1.0418587,0.13572955,"('intelligent', 'unintelligent')"
37,-1.1042881,practical,impractical,-1.1994574,-0.095169306,"('practical', 'impractical')"
33,-1.0820256,educated,uneducated,-1.2044256,-0.122399926,"('educated', 'uneducated')"
4,-1.0762811,sensitive,insensitive,-1.2709389,-0.1946578,"('sensitive', 'insensitive')"
53,-1.0524216,influential,uninfluential,-0.8205702,0.2318514,"('influential', 'uninfluential')"
36,-1.0405816,capable,incapable,-1.0357032,0.0048784018,"('capable', 'incapable')"
34,0.9975381,rational,irrational,1.2693589,0.27182078,"('rational', 'irrational')"
6,0.99069417,supportive,unsupportive,1.0669198,0.07622564,"('supportive', 'unsupportive')"
57,0.97189736,conservative,liberal,0.76774603,-0.20415133,"('conservative', 'liberal')"
16,0.95652324,fair,unfair,1.1071415,0.15061826,"('fair', 'unfair')"
23,0.93913186,truthful,untruthful,0.7548268,-0.18430507,"('truthful', 'untruthful')"
0,-0.9244254,sociable,unsociable,-0.6414987,0.28292674,"('sociable', 'unsociable')"
25,-0.9158073,forgiving,unforgiving,-0.7334931,0.18231422,"('forgiving', 'unforgiving')"
17,-0.90204585,tolerant,intolerant,-1.1949975,-0.2929517,"('tolerant', 'intolerant')"
52,-0.87107146,superior,inferior,-0.93922853,-0.06815708,"('superior', 'inferior')"
54,-0.8254542,successful,unsuccessful,-0.5975057,0.22794849,"('successful', 'unsuccessful')"
46,-0.77258563,energetic,lethargic,-0.85170555,-0.07911992,"('energetic', 'lethargic')"
22,0.736341,amicable,hostile,1.0826225,0.34628153,"('amicable', 'hostile')"
40,-0.65987843,logical,illogical,-0.4801575,0.17972094,"('logical', 'illogical')"
48,-0.6578467,dedicated,undedicated,-0.7544732,-0.09662652,"('dedicated', 'undedicated')"
10,0.65389705,hospitable,inhospitable,0.641364,-0.012533069,"('hospitable', 'inhospitable')"
55,-0.6481292,conventional,unconventional,-0.39333996,0.25478926,"('conventional', 'unconventional')"
42,-0.6214098,secure,insecure,-0.62660587,-0.0051960945,"('secure', 'insecure')"
9,0.6041222,nice,nasty,0.721272,0.11714977,"('nice', 'nasty')"
2,-0.5839864,likable,unlikable,-0.49284598,0.09114042,"('likable', 'unlikable')"
29,-0.5632483,competent,incompetent,-0.5276708,0.035577476,"('competent', 'incompetent')"
43,-0.5441351,active,inactive,-0.12610498,0.4180301,"('active', 'inactive')"
12,0.48501307,trustworthy,untrustworthy,0.5288127,0.04379964,"('trustworthy', 'untrustworthy')"
8,-0.4136072,popular,unpopular,-0.053409547,0.36019766,"('popular', 'unpopular')"
13,-0.41022518,sincere,insincere,-0.55179167,-0.14156649,"('sincere', 'insincere')"
51,-0.32526234,powerful,powerless,-0.28790605,0.037356287,"('powerful', 'powerless')"
32,0.27627772,able,unable,-0.0022300035,-0.2785077,"('able', 'unable')"
56,-0.25011855,conventional,unconventional,-0.10520108,0.14491747,"('conventional', 'unconventional')"
38,-0.21425739,discriminating,undiscriminating,-0.11590658,0.09835081,"('discriminating', 'undiscriminating')"
47,-0.18877915,ambitious,unambitious,-0.23180974,-0.04303059,"('ambitious', 'unambitious')"
11,-0.16911626,moral,immoral,-0.510379,-0.34126276,"('moral', 'immoral')"
35,-0.11483525,creative,uncreative,-0.19986278,-0.08502753,"('creative', 'uncreative')"
7,0.08457956,polite,impolite,0.27296185,0.1883823,"('polite', 'impolite')"
39,-0.03658402,wise,foolish,0.052372247,0.08895627,"('wise', 'foolish')"
20,0.033110917,right,wrong,0.31033856,0.27722764,"('right', 'wrong')"
