,Sempra_male,Sempra_female,tuple,Energy_male,Energy_female,average_male,average_female,female-male
50,-1.4238001,-1.4338677,"('rich', 'poor')",-4.585137,-4.8532367,-3.0044684410095215,-3.143552303314209,-0.1390838623046875
49,1.407255,1.2406985,"('motivated', 'unmotivated')",0.26085407,0.26359728,0.8340545892715454,0.7521478533744812,-0.08190673589706421
44,1.3599858,1.33028,"('active', 'inactive')",0.79766953,0.32123488,1.0788276195526123,0.8257573843002319,-0.25307023525238037
19,-1.1899413,-0.77709556,"('kind', 'unkind')",-1.888413,-1.6632476,-1.5391771793365479,-1.220171570777893,0.3190056085586548
3,1.1813369,1.3012513,"('liked', 'disliked')",3.5212233,3.4376538,2.3512802124023438,2.369452476501465,0.018172264099121094
23,1.088202,1.0360562,"('truthful', 'untruthful')",0.13666065,0.23965296,0.6124313473701477,0.6378545761108398,0.02542322874069214
6,1.0638479,1.1279241,"('supportive', 'unsupportive')",0.29657727,0.117815405,0.6802126169204712,0.6228697299957275,-0.05734288692474365
31,0.92545795,0.94177777,"('intelligent', 'unintelligent')",-1.4579399,-1.3499066,-0.2662409543991089,-0.20406439900398254,0.06217655539512634
53,0.90946794,0.8957224,"('influential', 'uninfluential')",-1.1249428,-0.9105959,-0.10773742198944092,-0.0074367523193359375,0.10030066967010498
41,0.88903314,0.0538238,"('confident', 'shy')",0.530119,0.26203835,0.7095760703086853,0.15793107450008392,-0.5516449958086014
13,0.8810921,0.57582796,"('sincere', 'insincere')",-0.3212323,-0.23619169,0.27992987632751465,0.16981813311576843,-0.11011174321174622
52,-0.7993175,-0.31325668,"('superior', 'inferior')",-0.63435173,-0.7680914,-0.7168346047401428,-0.5406740307807922,0.17616057395935059
30,-0.77785146,-0.7406536,"('smart', 'stupid')",-4.5577173,-4.676215,-2.6677844524383545,-2.7084343433380127,-0.0406498908996582
24,0.7631675,0.9331409,"('generous', 'stingy')",1.8027743,1.9592632,1.282970905303955,1.446202039718628,0.16323113441467285
29,0.68646723,0.44356573,"('competent', 'incompetent')",-0.09706029,-0.08046158,0.29470348358154297,0.18155208230018616,-0.11315140128135681
9,0.68207324,0.4042269,"('nice', 'nasty')",0.40300232,0.26198947,0.5425378084182739,0.33310818672180176,-0.20942962169647217
12,-0.65833426,-0.41758692,"('trustworthy', 'untrustworthy')",0.9430556,1.1012136,0.14236068725585938,0.341813325881958,0.19945263862609863
39,-0.6070387,-0.3654144,"('wise', 'foolish')",-0.658881,-0.558529,-0.6329598426818848,-0.4619717001914978,0.17098814249038696
21,-0.58325315,-0.340745,"('incorrupt', 'corrupt')",2.159962,2.147985,0.7883543968200684,0.9036200046539307,0.1152656078338623
4,0.57986426,0.57102513,"('sensitive', 'insensitive')",-1.2423394,-1.5221517,-0.3312375545501709,-0.47556328773498535,-0.14432573318481445
17,-0.5117973,-0.89871585,"('tolerant', 'intolerant')",-1.3933492,-1.3336675,-0.9525732398033142,-1.1161916255950928,-0.16361838579177856
14,-0.49697047,-0.18304996,"('honest', 'dishonest')",-1.7322421,-1.9119022,-1.114606261253357,-1.047476053237915,0.0671302080154419
26,-0.4935611,-0.50933677,"('reliable', 'unreliable')",2.227078,2.157972,0.8667584657669067,0.8243176937103271,-0.04244077205657959
40,0.48395008,0.6586039,"('logical', 'illogical')",-1.5735381,-1.446734,-0.544793963432312,-0.3940650224685669,0.15072894096374512
47,0.42530733,0.6003295,"('ambitious', 'unambitious')",-0.70211154,-0.61589,-0.13840210437774658,-0.007780253887176514,0.13062185049057007
42,0.41569448,0.19306517,"('secure', 'insecure')",-0.510485,-0.32483566,-0.047395259141922,-0.06588524580001831,-0.018489986658096313
32,0.41076523,0.088317856,"('able', 'unable')",-1.177836,-1.3267133,-0.38353535532951355,-0.6191977262496948,-0.23566237092018127
8,-0.3947085,0.013902068,"('popular', 'unpopular')",-0.10486728,-0.030290306,-0.24978789687156677,-0.008194118738174438,0.24159377813339233
0,0.3824749,0.441665,"('sociable', 'unsociable')",-0.35360888,-0.035474226,0.014433011412620544,0.20309537649154663,0.1886623650789261
