,Paychex_male,Paychex_female,tuple,average_male,average_female,female-male
30,-1.2994158,-0.6888448,"('smart', 'stupid')",-1.2994158267974854,-0.6888447999954224,0.610571026802063
31,1.230155,1.3871828,"('intelligent', 'unintelligent')",1.2301549911499023,1.3871828317642212,0.15702784061431885
22,-1.2206247,-1.7668451,"('amicable', 'hostile')",-1.2206246852874756,-1.7668451070785522,-0.5462204217910767
53,1.1757016,1.6219422,"('influential', 'uninfluential')",1.17570161819458,1.621942162513733,0.44624054431915283
33,1.1425757,1.4061273,"('educated', 'uneducated')",1.142575740814209,1.4061273336410522,0.26355159282684326
21,-1.134451,-1.7495863,"('incorrupt', 'corrupt')",-1.1344510316848755,-1.7495863437652588,-0.6151353120803833
55,-1.127723,-0.87582433,"('conventional', 'unconventional')",-1.127722978591919,-0.8758243322372437,0.2518986463546753
3,1.1250954,0.8831431,"('liked', 'disliked')",1.1250953674316406,0.8831431269645691,-0.24195224046707153
43,-1.096933,-1.1221426,"('active', 'inactive')",-1.0969330072402954,-1.1221425533294678,-0.025209546089172363
4,1.0800768,1.215514,"('sensitive', 'insensitive')",1.080076813697815,1.2155139446258545,0.13543713092803955
11,1.0579463,1.2976855,"('moral', 'immoral')",1.0579463243484497,1.2976855039596558,0.23973917961120605
23,1.0170944,1.4405289,"('truthful', 'untruthful')",1.017094373703003,1.4405288696289062,0.4234344959259033
36,-0.99767053,-0.96911013,"('capable', 'incapable')",-0.9976705312728882,-0.9691101312637329,0.028560400009155273
13,0.93941844,1.7772927,"('sincere', 'insincere')",0.9394184350967407,1.7772927284240723,0.8378742933273315
45,0.93232936,1.1535134,"('independent', 'dependent')",0.9323293566703796,1.1535134315490723,0.22118407487869263
49,0.90123826,0.6976663,"('motivated', 'unmotivated')",0.9012382626533508,0.6976662874221802,-0.20357197523117065
7,0.87014693,1.1707693,"('polite', 'impolite')",0.8701469302177429,1.1707693338394165,0.3006224036216736
46,0.8592606,1.3487726,"('energetic', 'lethargic')",0.859260618686676,1.348772644996643,0.48951202630996704
29,0.8534802,1.3553176,"('competent', 'incompetent')",0.8534802198410034,1.3553175926208496,0.5018373727798462
57,0.8411709,1.1270211,"('conservative', 'liberal')",0.8411709070205688,1.127021074295044,0.2858501672744751
56,-0.81870544,-0.5741882,"('conventional', 'unconventional')",-0.8187054395675659,-0.5741881728172302,0.2445172667503357
35,0.71871686,0.90105635,"('creative', 'uncreative')",0.7187168598175049,0.9010563492774963,0.18233948945999146
2,0.7021196,0.63003564,"('likable', 'unlikable')",0.7021195888519287,0.6300356388092041,-0.07208395004272461
54,-0.6034684,-0.41537774,"('successful', 'unsuccessful')",-0.6034684181213379,-0.41537773609161377,0.18809068202972412
1,-0.59543836,-0.6958279,"('friendly', 'unfriendly')",-0.5954383611679077,-0.6958279013633728,-0.10038954019546509
39,-0.5881363,-0.47208196,"('wise', 'foolish')",-0.5881363153457642,-0.4720819592475891,0.11605435609817505
47,0.5653827,0.67093533,"('ambitious', 'unambitious')",0.565382719039917,0.670935332775116,0.10555261373519897
51,-0.55426455,-0.31461257,"('powerful', 'powerless')",-0.5542645454406738,-0.31461256742477417,0.23965197801589966
50,-0.5296345,-0.31792837,"('rich', 'poor')",-0.5296344757080078,-0.31792837381362915,0.21170610189437866
20,-0.49668646,-0.9346421,"('right', 'wrong')",-0.4966864585876465,-0.9346420764923096,-0.4379556179046631
42,0.4813371,1.1287725,"('secure', 'insecure')",0.4813371002674103,1.128772497177124,0.6474353969097137
19,-0.47279823,-0.15867957,"('kind', 'unkind')",-0.472798228263855,-0.15867957472801208,0.3141186535358429
12,0.46504372,1.1938758,"('trustworthy', 'untrustworthy')",0.46504372358322144,1.193875789642334,0.7288320660591125
38,-0.45503795,-0.26027638,"('discriminating', 'undiscriminating')",-0.4550379514694214,-0.2602763772010803,0.19476157426834106
16,0.43111056,0.48587427,"('fair', 'unfair')",0.43111056089401245,0.4858742654323578,0.05476370453834534
48,-0.4218159,0.06602363,"('dedicated', 'undedicated')",-0.4218159019947052,0.06602363288402557,0.4878395348787308
9,0.41466647,0.03859079,"('nice', 'nasty')",0.41466647386550903,0.03859078884124756,-0.3760756850242615
6,0.40753937,0.25534067,"('supportive', 'unsupportive')",0.40753936767578125,0.25534066557884216,-0.1521987020969391
26,0.3952433,0.36434227,"('reliable', 'unreliable')",0.3952432870864868,0.36434227228164673,-0.030901014804840088
25,-0.38262033,-0.22174543,"('forgiving', 'unforgiving')",-0.38262033462524414,-0.22174543142318726,0.16087490320205688
34,-0.3760546,-0.33425307,"('rational', 'irrational')",-0.3760546147823334,-0.33425307273864746,0.04180154204368591
18,-0.37271383,-0.960788,"('good', 'evil')",-0.3727138340473175,-0.9607880115509033,-0.5880741775035858
52,-0.26150784,-0.03089723,"('superior', 'inferior')",-0.2615078389644623,-0.03089722990989685,0.23061060905456543
24,0.2399855,0.46992132,"('generous', 'stingy')",0.23998549580574036,0.4699213206768036,0.22993582487106323
5,0.20761102,0.67208445,"('helpful', 'unhelpful')",0.20761102437973022,0.6720844507217407,0.4644734263420105
0,0.18605402,0.55487806,"('sociable', 'unsociable')",0.1860540211200714,0.5548780560493469,0.3688240349292755
44,-0.1745295,-0.8958745,"('active', 'inactive')",-0.17452949285507202,-0.8958745002746582,-0.7213450074195862
40,0.16777432,0.53352785,"('logical', 'illogical')",0.16777431964874268,0.5335278511047363,0.36575353145599365
41,-0.11678284,-0.26381245,"('confident', 'shy')",-0.11678283661603928,-0.26381245255470276,-0.14702961593866348
8,0.11215474,-0.29858202,"('popular', 'unpopular')",0.11215473711490631,-0.2985820174217224,-0.4107367545366287
14,0.09628819,0.39695555,"('honest', 'dishonest')",0.09628818929195404,0.39695554971694946,0.3006673604249954
10,0.09391384,-0.5141481,"('hospitable', 'inhospitable')",0.09391383826732635,-0.5141481161117554,-0.6080619543790817
37,0.087325215,0.4184375,"('practical', 'impractical')",0.08732521533966064,0.41843751072883606,0.3311122953891754
17,-0.069274336,0.27651843,"('tolerant', 'intolerant')",-0.06927433609962463,0.27651843428611755,0.3457927703857422
27,0.06112592,0.53675854,"('responsible', 'irresponsible')",0.061125919222831726,0.536758542060852,0.4756326228380203
15,-0.03241104,0.5192497,"('loyal', 'disloyal')",-0.032411038875579834,0.519249677658081,0.5516607165336609
32,0.01220876,0.07722312,"('able', 'unable')",0.012208759784698486,0.07722312211990356,0.06501436233520508
28,-0.010658726,-0.15944315,"('unprejudiced', 'prejudiced')",-0.01065872609615326,-0.15944315493106842,-0.14878442883491516
