,Mid-America_male,Mid-America_female,tuple,Apartments_male,Apartments_female,average_male,average_female,female-male
107,2.1049924,2.342399,"('conventional', 'modern')",-0.7324033,-0.99636495,0.6862945556640625,0.6730169653892517,-0.013277590274810791
70,1.7824368,1.6595356,"('wise', 'unwise')",0.7898416,0.67445624,1.2861392498016357,1.1669960021972656,-0.11914324760437012
103,1.6632373,1.931113,"('traditional', 'modern')",1.6205931,1.6176202,1.641915202140808,1.7743666172027588,0.13245141506195068
86,-1.587575,-1.6490313,"('self-reliant', 'helpless')",2.9118574,2.5844443,0.6621412038803101,0.46770650148391724,-0.19443470239639282
95,1.576024,1.5963149,"('rich', 'poor')",-4.3544817,-4.478943,-1.3892288208007812,-1.4413139820098877,-0.052085161209106445
23,1.2072874,1.0316458,"('hospitable', 'inhospitable')",1.0186646,1.0590833,1.11297607421875,1.0453646183013916,-0.0676114559173584
91,1.1363844,0.9601033,"('resilient', 'nonresilient')",-0.45229864,-0.32691938,0.34204286336898804,0.31659194827079773,-0.025450915098190308
4,-1.0359552,-1.1182284,"('likable', 'unlikable')",-1.2177734,-1.4455714,-1.1268643140792847,-1.2818999290466309,-0.1550356149673462
69,-0.98423934,-0.91888666,"('wise', 'foolish')",1.2629385,1.2317495,0.1393495798110962,0.1564314365386963,0.017081856727600098
26,-0.9822839,-0.831506,"('trustworthy', 'untrustworthy')",0.3823761,0.25054663,-0.2999538779258728,-0.2904796898365021,0.009474188089370728
6,-0.97824585,-1.0571643,"('liked', 'disliked')",4.129656,4.0164337,1.5757050514221191,1.4796347618103027,-0.0960702896118164
51,0.9621371,0.936242,"('competent', 'incompetent')",-0.9016247,-0.73005354,0.030256211757659912,0.10309422016143799,0.07283800840377808
48,-0.9242026,-1.0804803,"('reliable', 'unreliable')",2.17515,1.8308384,0.6254736185073853,0.3751790523529053,-0.25029456615448
10,0.8868512,0.82579964,"('affectionate', 'unaffectionate')",-0.6686884,-0.46390986,0.10908138751983643,0.18094488978385925,0.07186350226402283
100,0.86284065,0.79352295,"('influential', 'uninfluential')",-0.7187034,-0.47870612,0.07206863164901733,0.15740841627120972,0.08533978462219238
42,0.86003697,0.8193928,"('amicable', 'hostile')",0.8161584,1.0468534,0.8380976915359497,0.9331231117248535,0.09502542018890381
94,0.8368597,1.0135747,"('aggressive', 'submissive')",-0.3429849,-0.52333015,0.24693739414215088,0.2451222836971283,-0.001815110445022583
27,0.80394304,0.8577899,"('sincere', 'insincere')",-5.342862,-5.3259354,-2.2694594860076904,-2.234072685241699,0.03538680076599121
1,0.8034533,0.7212906,"('friendly', 'unfriendly')",-0.84619313,-0.8729118,-0.021369904279708862,-0.07581061124801636,-0.054440706968307495
67,-0.7964193,-0.75437677,"('discriminating', 'undiscriminating')",-0.90252817,-0.7132769,-0.8494737148284912,-0.7338268756866455,0.1156468391418457
30,0.7891775,0.7477839,"('honest', 'dishonest')",-0.5061188,-0.72511446,0.14152935147285461,0.011334717273712158,-0.13019463419914246
35,-0.7885214,-0.6986823,"('fair', 'unfair')",1.8400612,1.791326,0.5257698893547058,0.5463218688964844,0.020551979541778564
24,-0.78111607,-0.8374548,"('thoughtful', 'rough')",0.035178274,0.0645487,-0.3729689121246338,-0.3864530324935913,-0.01348412036895752
71,0.7746953,0.68844235,"('efficient', 'inefficient')",-1.5822399,-2.1792378,-0.4037722945213318,-0.7453977465629578,-0.341625452041626
79,-0.7683791,-0.7893417,"('determined', 'doubtful')",-0.60415137,-0.5076494,-0.686265230178833,-0.6484955549240112,0.03776967525482178
76,0.7440599,1.0621654,"('secure', 'insecure')",0.14373556,-0.25235584,0.44389772415161133,0.4049047827720642,-0.03899294137954712
92,0.7216092,0.4986442,"('unwavering', 'wavering')",0.45510468,0.70731086,0.5883569121360779,0.6029775142669678,0.014620602130889893
57,0.7184551,0.5479051,"('able', 'unable')",0.21077083,0.00904265,0.4646129608154297,0.2784738540649414,-0.18613910675048828
46,-0.69708586,-0.69532883,"('generous', 'stingy')",1.890968,1.9826117,0.5969410538673401,0.6436414122581482,0.046700358390808105
14,-0.6720729,-0.8753381,"('supportive', 'unsupportive')",0.21683648,0.24955264,-0.22761820256710052,-0.31289273500442505,-0.08527453243732452
12,0.6561351,0.7193796,"('sympathetic', 'unsympathetic')",-1.8581244,-1.6179062,-0.6009946465492249,-0.4492633044719696,0.15173134207725525
56,-0.6469214,-0.70718163,"('intelligent', 'dumb')",0.97776437,1.0979772,0.1654214859008789,0.1953977644443512,0.02997627854347229
15,0.6348035,0.8365544,"('polite', 'impolite')",-0.9786094,-0.87345296,-0.17190295457839966,-0.01844927668571472,0.15345367789268494
21,0.6314835,0.5886341,"('nice', 'nasty')",0.36722898,0.451414,0.4993562400341034,0.5200240612030029,0.020667821168899536
0,0.6205572,0.756122,"('sociable', 'unsociable')",-1.2490488,-0.9570391,-0.3142458200454712,-0.10045856237411499,0.2137872576713562
78,0.6179327,0.34916583,"('active', 'inactive')",1.8610353,1.5488915,1.2394840717315674,0.9490286707878113,-0.2904554009437561
97,-0.61613685,-0.53083646,"('superior', 'inferior')",1.0938685,1.2087407,0.23886582255363464,0.33895212411880493,0.10008630156517029
32,-0.61053085,-0.6308632,"('benevolent', 'hardhearted')",-1.2141649,-1.2334582,-0.9123478531837463,-0.9321606755256653,-0.019812822341918945
62,0.5723454,0.42916545,"('creative', 'uncreative')",-0.27025303,-0.40604952,0.15104617178440094,0.011557966470718384,-0.13948820531368256
25,-0.569669,-0.5139371,"('moral', 'immoral')",-1.0641851,-1.0034777,-0.8169270753860474,-0.7587074041366577,0.05821967124938965
53,-0.5614851,-0.4651877,"('smart', 'stupid')",-4.0583153,-4.136003,-2.3099002838134766,-2.300595283508301,0.009305000305175781
54,0.5608611,0.38129124,"('smart', 'stupid')",-0.30619973,-0.4381202,0.1273306906223297,-0.028414472937583923,-0.15574516355991364
82,-0.55699927,-0.6545788,"('industrious', 'meek')",1.5361063,1.7701275,0.4895535409450531,0.5577743649482727,0.0682208240032196
68,0.5519243,0.24286523,"('clever', 'inept')",-0.6538453,-0.82801276,-0.05096051096916199,-0.2925737500190735,-0.2416132390499115
45,-0.55191255,-0.5338697,"('cooperative', 'exploitative')",-0.41299403,-0.8913262,-0.48245328664779663,-0.7125979661941528,-0.2301446795463562
90,0.5440059,0.43350777,"('motivated', 'unmotivated')",1.5173367,1.3989702,1.0306713581085205,0.9162390232086182,-0.11443233489990234
64,0.5422604,0.6091739,"('clever', 'incompetent')",-1.2491579,-1.2152258,-0.353448748588562,-0.3030259609222412,0.0504227876663208
16,0.53047395,0.560466,"('social', 'antisocial')",-1.110264,-1.0613446,-0.2898949980735779,-0.250439316034317,0.039455682039260864
