,Evergy_male,Evergy_female,tuple,average_male,average_female,female-male
75,4.0905685,4.2037125,"('confident', 'shy')",4.090568542480469,4.203712463378906,0.1131439208984375
6,2.8638258,2.5194452,"('liked', 'disliked')",2.863825798034668,2.5194451808929443,-0.34438061714172363
95,-2.7426403,-2.784505,"('rich', 'poor')",-2.742640256881714,-2.7845048904418945,-0.041864633560180664
40,-2.5433147,-2.6591275,"('honorable', 'mean')",-2.5433146953582764,-2.6591274738311768,-0.11581277847290039
27,-2.428988,-2.127749,"('sincere', 'insincere')",-2.428987979888916,-2.127748966217041,0.301239013671875
66,2.4196758,2.6055374,"('imaginative', 'unimaginative')",2.419675827026367,2.6055374145507812,0.18586158752441406
3,1.9744864,2.0170562,"('likable', 'unlikable')",1.9744863510131836,2.0170562267303467,0.042569875717163086
48,1.8489821,1.8996966,"('reliable', 'unreliable')",1.8489820957183838,1.8996965885162354,0.05071449279785156
107,1.6841263,1.9256378,"('conventional', 'modern')",1.6841262578964233,1.9256378412246704,0.24151158332824707
53,-1.4230224,-1.1262176,"('smart', 'stupid')",-1.4230223894119263,-1.1262176036834717,0.2968047857284546
16,1.4150716,2.1483564,"('social', 'antisocial')",1.4150716066360474,2.1483564376831055,0.7332848310470581
46,1.4115032,1.413626,"('generous', 'stingy')",1.4115031957626343,1.413625955581665,0.0021227598190307617
52,1.4079385,1.8341202,"('competitive', 'uncompetitive')",1.4079384803771973,1.8341201543807983,0.4261816740036011
90,1.2877995,1.2666442,"('motivated', 'unmotivated')",1.2877994775772095,1.2666442394256592,-0.021155238151550293
12,1.2121787,1.7104516,"('sympathetic', 'unsympathetic')",1.2121787071228027,1.710451602935791,0.4982728958129883
2,1.1964164,1.8553927,"('friendly', 'unfriendly')",1.1964163780212402,1.8553926944732666,0.6589763164520264
15,1.1905681,1.7587783,"('polite', 'impolite')",1.1905680894851685,1.7587783336639404,0.568210244178772
51,1.177189,1.3565396,"('competent', 'incompetent')",1.1771889925003052,1.3565396070480347,0.1793506145477295
14,1.1745238,0.9912457,"('supportive', 'unsupportive')",1.1745238304138184,0.991245687007904,-0.1832781434059143
103,1.122278,1.3652148,"('traditional', 'modern')",1.1222779750823975,1.3652148246765137,0.2429368495941162
77,1.090631,0.76642114,"('active', 'inactive')",1.0906310081481934,0.7664211392402649,-0.32420986890792847
13,-1.0022408,-0.8449798,"('helpful', 'unhelpful')",-1.002240777015686,-0.8449798226356506,0.1572609543800354
7,-0.97823447,-1.7483351,"('outgoing', 'distant')",-0.9782344698905945,-1.7483351230621338,-0.7701006531715393
26,0.9383776,1.4323387,"('trustworthy', 'untrustworthy')",0.9383776187896729,1.4323387145996094,0.4939610958099365
33,-0.9334479,-1.0901225,"('softhearted', 'hardhearted')",-0.9334478974342346,-1.0901224613189697,-0.1566745638847351
5,0.91269284,1.0376077,"('pleasant', 'repellent')",0.9126928448677063,1.0376076698303223,0.12491482496261597
8,-0.88719785,-1.7023714,"('open', 'distant')",-0.8871978521347046,-1.70237135887146,-0.8151735067367554
0,0.846785,1.4132068,"('sociable', 'unsociable')",0.8467850089073181,1.4132068157196045,0.5664218068122864
18,0.8178685,1.1905771,"('social', 'asocial')",0.8178684711456299,1.1905771493911743,0.37270867824554443
76,0.8151651,1.6101673,"('secure', 'insecure')",0.815165102481842,1.6101672649383545,0.7950021624565125
94,0.8118792,1.4444441,"('aggressive', 'submissive')",0.8118792176246643,1.4444440603256226,0.6325648427009583
68,-0.8107211,-1.0173655,"('clever', 'inept')",-0.8107210993766785,-1.0173654556274414,-0.20664435625076294
56,0.80650806,0.84563977,"('intelligent', 'dumb')",0.8065080642700195,0.8456397652626038,0.03913170099258423
70,0.7951726,0.43229878,"('wise', 'unwise')",0.7951725721359253,0.43229877948760986,-0.36287379264831543
32,-0.794099,-0.70619935,"('benevolent', 'hardhearted')",-0.794098973274231,-0.7061993479728699,0.08789962530136108
91,0.7679697,0.53887755,"('resilient', 'nonresilient')",0.7679697275161743,0.538877546787262,-0.22909218072891235
25,0.7548554,1.3774253,"('moral', 'immoral')",0.7548553943634033,1.3774253129959106,0.6225699186325073
78,0.73544055,0.12136316,"('active', 'inactive')",0.7354405522346497,0.12136316299438477,-0.6140773892402649
37,0.7008743,-0.04259914,"('good', 'evil')",0.7008743286132812,-0.0425991415977478,-0.743473470211029
22,0.6900648,0.5547525,"('welcoming', 'disagreeable')",0.6900647878646851,0.55475252866745,-0.1353122591972351
99,-0.6799503,-1.3164066,"('prestigious', 'insignificant')",-0.6799502968788147,-1.3164066076278687,-0.636456310749054
38,-0.6608095,-0.31503516,"('kind', 'unkind')",-0.6608095169067383,-0.3150351643562317,0.3457743525505066
64,0.65808856,1.225917,"('clever', 'incompetent')",0.6580885648727417,1.2259169816970825,0.5678284168243408
21,0.6504556,0.41958186,"('nice', 'nasty')",0.6504555940628052,0.4195818603038788,-0.2308737337589264
58,-0.6395774,-0.30995688,"('able', 'clumsy')",-0.6395773887634277,-0.3099568784236908,0.32962051033973694
86,0.6345556,0.5126262,"('self-reliant', 'helpless')",0.6345555782318115,0.5126261711120605,-0.12192940711975098
69,-0.6287545,-0.9712962,"('wise', 'foolish')",-0.6287544965744019,-0.9712961912155151,-0.3425416946411133
17,0.6273155,0.97673535,"('social', 'antisocial')",0.6273155212402344,0.9767353534698486,0.34941983222961426
101,-0.6267828,-0.35065317,"('successful', 'unsuccessful')",-0.6267827749252319,-0.35065317153930664,0.2761296033859253
55,0.6113457,0.79542905,"('intelligent', 'unintelligent')",0.6113457083702087,0.7954290509223938,0.18408334255218506
