,MarketAxess_male,MarketAxess_female,tuple,average_male,average_female,female-male
75,2.2591832,1.7554505,"('confident', 'shy')",2.259183168411255,1.7554504871368408,-0.5037326812744141
78,1.64248,1.0589026,"('active', 'inactive')",1.6424800157546997,1.058902621269226,-0.5835773944854736
53,-1.5792681,-1.471539,"('smart', 'stupid')",-1.5792680978775024,-1.47153902053833,0.10772907733917236
6,1.5270813,1.4691074,"('liked', 'disliked')",1.5270812511444092,1.4691073894500732,-0.05797386169433594
40,-1.5246348,-1.6536131,"('honorable', 'mean')",-1.524634838104248,-1.6536130905151367,-0.12897825241088867
27,-1.3631502,-1.1836439,"('sincere', 'insincere')",-1.3631502389907837,-1.1836439371109009,0.1795063018798828
37,1.3466957,1.3347685,"('good', 'evil')",1.3466956615447998,1.334768533706665,-0.011927127838134766
54,1.3278253,0.803619,"('smart', 'stupid')",1.3278253078460693,0.8036190271377563,-0.524206280708313
95,-1.3258538,-1.0354124,"('rich', 'poor')",-1.3258538246154785,-1.0354124307632446,0.2904413938522339
7,1.3174722,0.7565148,"('outgoing', 'distant')",1.317472219467163,0.7565147876739502,-0.5609574317932129
90,1.2491014,0.7258583,"('motivated', 'unmotivated')",1.2491014003753662,0.7258582711219788,-0.5232431292533875
103,1.134054,1.024154,"('traditional', 'modern')",1.1340539455413818,1.0241539478302002,-0.10989999771118164
65,-1.1072382,-1.3658355,"('practical', 'impractical')",-1.1072381734848022,-1.3658355474472046,-0.25859737396240234
22,1.0735335,0.9128051,"('welcoming', 'disagreeable')",1.073533535003662,0.9128050804138184,-0.16072845458984375
41,1.0300189,1.1607606,"('incorrupt', 'corrupt')",1.030018925666809,1.1607606410980225,0.13074171543121338
80,0.95584023,0.72767276,"('independent', 'dependent')",0.9558402299880981,0.7276727557182312,-0.22816747426986694
23,0.93823385,0.9619118,"('hospitable', 'inhospitable')",0.9382338523864746,0.9619117975234985,0.023677945137023926
46,0.92204785,1.0968238,"('generous', 'stingy')",0.9220478534698486,1.096823811531067,0.17477595806121826
70,0.91753167,1.0693319,"('wise', 'unwise')",0.9175316691398621,1.0693318843841553,0.1518002152442932
32,-0.8678417,-0.414975,"('benevolent', 'hardhearted')",-0.8678417205810547,-0.41497498750686646,0.45286673307418823
68,-0.8668665,-1.0458606,"('clever', 'inept')",-0.8668665289878845,-1.0458606481552124,-0.17899411916732788
38,-0.8565426,-0.5135933,"('kind', 'unkind')",-0.8565425872802734,-0.513593316078186,0.3429492712020874
58,-0.83210075,-0.48336437,"('able', 'clumsy')",-0.8321007490158081,-0.48336437344551086,0.34873637557029724
42,0.82503384,1.2071983,"('amicable', 'hostile')",0.8250338435173035,1.2071982622146606,0.3821644186973572
13,-0.8187587,-0.6455679,"('helpful', 'unhelpful')",-0.8187587261199951,-0.6455678939819336,0.17319083213806152
62,0.80431,1.0539825,"('creative', 'uncreative')",0.8043100237846375,1.0539824962615967,0.24967247247695923
8,0.7812053,0.2671455,"('open', 'distant')",0.7812052965164185,0.2671455144882202,-0.5140597820281982
14,0.763811,0.64777994,"('supportive', 'unsupportive')",0.7638109922409058,0.6477799415588379,-0.11603105068206787
101,-0.7262491,-0.6135726,"('successful', 'unsuccessful')",-0.726249098777771,-0.6135725975036621,0.11267650127410889
102,0.724799,0.70249826,"('eminent', 'low')",0.7247989773750305,0.7024982571601868,-0.02230072021484375
99,0.7150317,0.9074631,"('prestigious', 'insignificant')",0.7150316834449768,0.9074630737304688,0.19243139028549194
26,-0.70047855,-0.28666708,"('trustworthy', 'untrustworthy')",-0.7004785537719727,-0.2866670787334442,0.41381147503852844
82,0.6864168,0.24610636,"('industrious', 'meek')",0.6864168047904968,0.24610635638237,-0.44031044840812683
81,0.6828284,-0.007500842,"('industrious', 'lazy')",0.682828426361084,-0.007500842213630676,-0.6903292685747147
98,0.635743,0.5697398,"('prestigious', 'insignificant')",0.6357430219650269,0.569739818572998,-0.06600320339202881
77,0.63024473,0.6745787,"('active', 'inactive')",0.6302447319030762,0.6745787262916565,0.04433399438858032
31,0.62782544,0.74833053,"('altruistic', 'egoistic')",0.6278254389762878,0.7483305335044861,0.12050509452819824
64,-0.60955787,-0.45380896,"('clever', 'incompetent')",-0.6095578670501709,-0.4538089632987976,0.1557489037513733
109,0.6022651,0.17175075,"('conservative', 'liberal')",0.6022651195526123,0.1717507541179657,-0.4305143654346466
108,0.6022651,0.17175075,"('conservative', 'liberal')",0.6022651195526123,0.1717507541179657,-0.4305143654346466
110,-0.5978048,-0.26739383,"('narrow-minded', 'open-minded')",-0.5978047847747803,-0.2673938274383545,0.3304109573364258
19,-0.59728456,-0.43655705,"('funny', 'boring')",-0.5972845554351807,-0.4365570545196533,0.16072750091552734
1,0.5735989,0.8098191,"('friendly', 'unfriendly')",0.5735989212989807,0.8098191022872925,0.23622018098831177
34,-0.57297754,-0.053621262,"('loyal', 'disloyal')",-0.5729775428771973,-0.053621262311935425,0.5193562805652618
47,-0.56104493,-0.18898836,"('forgiving', 'unforgiving')",-0.5610449314117432,-0.1889883577823639,0.3720565736293793
51,-0.56080955,-0.38910758,"('competent', 'incompetent')",-0.5608095526695251,-0.3891075849533081,0.17170196771621704
61,0.5589155,0.75872403,"('rational', 'irrational')",0.5589154958724976,0.75872403383255,0.1998085379600525
50,0.55816793,0.17745423,"('unprejudiced', 'prejudiced')",0.5581679344177246,0.17745423316955566,-0.38071370124816895
55,0.54907864,0.7719806,"('intelligent', 'unintelligent')",0.549078643321991,0.7719805836677551,0.22290194034576416
89,-0.5294601,-0.5175828,"('daring', 'anxious')",-0.529460072517395,-0.5175827741622925,0.011877298355102539
