,Otis_male,Otis_female,tuple,Worldwide_male,Worldwide_female,average_male,average_female,female-male
50,-3.476737,-3.1318781,"('rich', 'poor')",-4.3002753,-4.154274,-3.8885061740875244,-3.643075942993164,0.24543023109436035
3,3.112927,2.8337002,"('liked', 'disliked')",4.5158873,4.565159,3.8144071102142334,3.699429512023926,-0.11497759819030762
1,-2.5799494,-2.3560135,"('friendly', 'unfriendly')",-0.92691565,-0.5898415,-1.7534325122833252,-1.4729275703430176,0.2805049419403076
28,2.3526144,2.1310554,"('unprejudiced', 'prejudiced')",1.1923382,1.0792916,1.772476315498352,1.6051734685897827,-0.16730284690856934
26,2.2909935,2.0256133,"('reliable', 'unreliable')",0.85476375,0.8401804,1.5728785991668701,1.4328968524932861,-0.13998174667358398
57,2.2044272,2.3548257,"('conservative', 'liberal')",0.9561707,0.70580864,1.580298900604248,1.5303171873092651,-0.04998171329498291
55,-2.176234,-1.9900801,"('conventional', 'unconventional')",-0.664956,-0.60276955,-1.4205949306488037,-1.2964248657226562,0.12417006492614746
30,-2.088283,-1.5741117,"('smart', 'stupid')",-2.5171316,-2.6859047,-2.3027071952819824,-2.1300082206726074,0.172698974609375
41,2.0263362,1.9137334,"('confident', 'shy')",0.92359376,0.45882928,1.47496497631073,1.1862813234329224,-0.2886836528778076
49,1.8962705,1.8289611,"('motivated', 'unmotivated')",0.8938534,0.7619475,1.39506196975708,1.2954542636871338,-0.09960770606994629
22,-1.6347555,-1.7955363,"('amicable', 'hostile')",0.55851877,0.995391,-0.5381183624267578,-0.4000726342201233,0.13804572820663452
15,-1.489682,-1.1823859,"('loyal', 'disloyal')",-1.9575784,-1.6115644,-1.7236301898956299,-1.3969751596450806,0.3266550302505493
14,-1.4800184,-1.3220457,"('honest', 'dishonest')",-1.203498,-1.2896018,-1.3417582511901855,-1.305823802947998,0.0359344482421875
33,-1.4410596,-1.0801997,"('educated', 'uneducated')",-1.2328501,-0.8768028,-1.3369548320770264,-0.9785012602806091,0.35845357179641724
42,1.3406142,1.4733493,"('secure', 'insecure')",-0.9132378,-0.84646094,0.2136881947517395,0.31344419717788696,0.09975600242614746
12,1.3260176,1.4017398,"('trustworthy', 'untrustworthy')",0.1072233,-0.044928357,0.7166204452514648,0.67840576171875,-0.038214683532714844
5,-1.2544994,-0.9507229,"('helpful', 'unhelpful')",-3.159587,-3.240991,-2.207043170928955,-2.0958569049835205,0.11118626594543457
16,1.0635496,1.1348774,"('fair', 'unfair')",1.0289358,1.0052567,1.0462427139282227,1.070067048072815,0.023824334144592285
11,0.99919266,1.0413089,"('moral', 'immoral')",-1.2441161,-1.2695915,-0.1224617063999176,-0.11414128541946411,0.008320420980453491
18,-0.9943177,-1.2322383,"('good', 'evil')",1.5169029,1.7198619,0.26129260659217834,0.24381178617477417,-0.017480820417404175
7,0.9720206,1.1123466,"('polite', 'impolite')",0.5702889,0.65148896,0.7711547613143921,0.8819178342819214,0.1107630729675293
