,Diamondback_male,Diamondback_female,tuple,Energy_male,Energy_female,average_male,average_female,female-male
57,1.880449,1.9634749,"('conservative', 'liberal')",0.26427877,0.41092554,1.0723638534545898,1.1872001886367798,0.11483633518218994
23,1.5794783,1.7085134,"('truthful', 'untruthful')",0.13666065,0.23965296,0.8580694794654846,0.9740831851959229,0.11601370573043823
7,1.5744832,1.8361392,"('polite', 'impolite')",0.535178,0.71564555,1.054830551147461,1.2758923768997192,0.2210618257522583
11,1.5022414,1.5390338,"('moral', 'immoral')",-1.6574216,-1.4513371,-0.07759010791778564,0.04384833574295044,0.12143844366073608
3,1.3385372,1.4569309,"('liked', 'disliked')",3.5212233,3.4376538,2.429880142211914,2.4472923278808594,0.017412185668945312
50,-1.2669605,-1.3480434,"('rich', 'poor')",-4.585137,-4.8532367,-2.926048755645752,-3.100640058517456,-0.1745913028717041
40,1.1797277,1.1851895,"('logical', 'illogical')",-1.5735381,-1.446734,-0.1969051957130432,-0.13077223300933838,0.06613296270370483
56,1.1314487,1.1769146,"('conventional', 'unconventional')",-0.0683441,0.13405475,0.5315523147583008,0.655484676361084,0.1239323616027832
45,1.1261905,1.1060832,"('independent', 'dependent')",0.44011948,0.3208071,0.7831550240516663,0.7134451270103455,-0.0697098970413208
42,1.1014055,1.269835,"('secure', 'insecure')",-0.510485,-0.32483566,0.2954602539539337,0.47249966859817505,0.17703941464424133
28,1.0861385,0.9895747,"('unprejudiced', 'prejudiced')",1.5305269,1.5307946,1.3083326816558838,1.260184645652771,-0.04814803600311279
53,1.0658411,1.2796152,"('influential', 'uninfluential')",-1.1249428,-0.9105959,-0.02955085039138794,0.18450963497161865,0.2140604853630066
1,-1.0506305,-0.985801,"('friendly', 'unfriendly')",-1.4947081,-1.5528017,-1.2726693153381348,-1.269301414489746,0.003367900848388672
5,1.012315,1.1697116,"('helpful', 'unhelpful')",-2.7398748,-2.762312,-0.8637799024581909,-0.7963001728057861,0.06747972965240479
36,-0.9920986,-1.1154984,"('capable', 'incapable')",-0.6560965,-0.8470783,-0.8240975737571716,-0.9812883734703064,-0.15719079971313477
24,0.985458,1.1785426,"('generous', 'stingy')",1.8027743,1.9592632,1.3941161632537842,1.5689029693603516,0.17478680610656738
12,0.9804951,1.167691,"('trustworthy', 'untrustworthy')",0.9430556,1.1012136,0.9617753624916077,1.1344523429870605,0.17267698049545288
29,0.9269321,1.3134933,"('competent', 'incompetent')",-0.09706029,-0.08046158,0.4149358868598938,0.6165158152580261,0.20157992839813232
21,-0.89188695,-0.9343675,"('incorrupt', 'corrupt')",2.159962,2.147985,0.6340374946594238,0.6068087816238403,-0.027228713035583496
13,0.8912716,1.075265,"('sincere', 'insincere')",-0.3212323,-0.23619169,0.2850196361541748,0.41953667998313904,0.13451704382896423
6,0.86752725,0.88833535,"('supportive', 'unsupportive')",0.29657727,0.117815405,0.5820522308349609,0.503075361251831,-0.07897686958312988
39,-0.8419565,-1.1209116,"('wise', 'foolish')",-0.658881,-0.558529,-0.7504187822341919,-0.8397203087806702,-0.08930152654647827
9,0.8136867,0.7272336,"('nice', 'nasty')",0.40300232,0.26198947,0.608344554901123,0.494611531496048,-0.11373302340507507
33,0.78685045,0.8666929,"('educated', 'uneducated')",-1.2159189,-1.0788807,-0.2145342230796814,-0.1060938835144043,0.1084403395652771
27,0.7022068,0.807407,"('responsible', 'irresponsible')",-1.890225,-2.1345947,-0.5940091609954834,-0.6635938286781311,-0.0695846676826477
37,0.68821377,0.8569298,"('practical', 'impractical')",-1.426974,-1.4531281,-0.3693801462650299,-0.298099160194397,0.07128098607063293
0,0.67552555,1.1338004,"('sociable', 'unsociable')",-0.35360888,-0.035474226,0.16095833480358124,0.5491631031036377,0.38820476830005646
55,-0.6619313,-0.7413,"('conventional', 'unconventional')",-0.4079395,-0.2442978,-0.5349353551864624,-0.49279889464378357,0.04213646054267883
43,-0.6362285,-0.50724494,"('active', 'inactive')",-0.4647815,-0.27925724,-0.5505049824714661,-0.39325109124183655,0.15725389122962952
15,-0.62570435,-0.31904012,"('loyal', 'disloyal')",-1.3213265,-1.201011,-0.9735153913497925,-0.7600255012512207,0.21348989009857178
46,0.61379635,0.97644114,"('energetic', 'lethargic')",-0.28009254,-0.43954524,0.16685190796852112,0.2684479355812073,0.10159602761268616
48,0.6084962,0.62370783,"('dedicated', 'undedicated')",-0.35249466,-0.43109983,0.12800076603889465,0.09630399942398071,-0.03169676661491394
18,-0.60481656,-0.8073555,"('good', 'evil')",1.600836,1.5108092,0.49800974130630493,0.35172683000564575,-0.14628291130065918
41,0.600716,0.32371125,"('confident', 'shy')",0.530119,0.26203835,0.5654175281524658,0.292874813079834,-0.27254271507263184
26,0.57195944,0.42893863,"('reliable', 'unreliable')",2.227078,2.157972,1.3995187282562256,1.2934553623199463,-0.1060633659362793
22,-0.56884825,-0.6275178,"('amicable', 'hostile')",0.94391453,1.2263803,0.18753314018249512,0.2994312644004822,0.11189812421798706
31,0.55565315,0.5961103,"('intelligent', 'unintelligent')",-1.4579399,-1.3499066,-0.451143354177475,-0.3768981397151947,0.07424521446228027
44,0.5478205,0.52455676,"('active', 'inactive')",0.79766953,0.32123488,0.6727449893951416,0.4228958189487457,-0.24984917044639587
20,-0.53128487,-0.69190276,"('right', 'wrong')",-0.4186951,-0.26159558,-0.47498998045921326,-0.4767491817474365,-0.0017592012882232666
35,-0.52147,-0.5401302,"('creative', 'uncreative')",-1.1806245,-1.1672808,-0.8510472774505615,-0.8537055253982544,-0.002658247947692871
52,-0.4862445,-0.31199554,"('superior', 'inferior')",-0.63435173,-0.7680914,-0.5602980852127075,-0.5400434732437134,0.02025461196899414
34,-0.4799099,-0.78386366,"('rational', 'irrational')",0.15952143,0.42030174,-0.16019423305988312,-0.18178096413612366,-0.02158673107624054
25,0.45082086,0.75153154,"('forgiving', 'unforgiving')",0.07648772,0.25769806,0.26365429162979126,0.5046148300170898,0.24096053838729858
8,-0.32652858,-0.5143901,"('popular', 'unpopular')",-0.10486728,-0.030290306,-0.21569792926311493,-0.27234020829200745,-0.05664227902889252
38,-0.323571,-0.103032604,"('discriminating', 'undiscriminating')",-0.9628219,-0.76276815,-0.6431964635848999,-0.4329003691673279,0.21029609441757202
30,-0.3233861,-0.19239429,"('smart', 'stupid')",-4.5577173,-4.676215,-2.4405517578125,-2.434304714202881,0.006247043609619141
2,0.27242684,0.39318192,"('likable', 'unlikable')",-0.23984018,-0.048426315,0.01629333198070526,0.1723777949810028,0.15608446300029755
14,0.26899636,0.270626,"('honest', 'dishonest')",-1.7322421,-1.9119022,-0.7316228747367859,-0.8206380605697632,-0.0890151858329773
51,-0.25676626,-0.1815638,"('powerful', 'powerless')",-1.5990961,-1.1854222,-0.9279311895370483,-0.6834930181503296,0.24443817138671875
16,-0.21641243,-0.05799958,"('fair', 'unfair')",0.523046,0.5529777,0.15331679582595825,0.2474890500307083,0.09417225420475006
32,0.18086807,0.16712254,"('able', 'unable')",-1.177836,-1.3267133,-0.49848392605781555,-0.5797953605651855,-0.08131143450737
17,0.16375384,0.25799382,"('tolerant', 'intolerant')",-1.3933492,-1.3336675,-0.6147976517677307,-0.5378368496894836,0.07696080207824707
49,0.1535362,0.20857751,"('motivated', 'unmotivated')",0.26085407,0.26359728,0.20719513297080994,0.2360873967409134,0.028892263770103455
47,0.100875795,0.13049251,"('ambitious', 'unambitious')",-0.70211154,-0.61589,-0.30061787366867065,-0.2426987588405609,0.05791911482810974
10,0.09380266,-0.29506743,"('hospitable', 'inhospitable')",0.53788704,0.33534965,0.3158448338508606,0.020141109824180603,-0.29570372402668
19,0.06105368,0.17173257,"('kind', 'unkind')",-1.888413,-1.6632476,-0.9136796593666077,-0.745757520198822,0.16792213916778564
54,0.041372582,0.053366303,"('successful', 'unsuccessful')",-1.3551031,-1.2933719,-0.6568652987480164,-0.620002806186676,0.03686249256134033
4,0.028337896,0.0889523,"('sensitive', 'insensitive')",-1.2423394,-1.5221517,-0.6070007085800171,-0.716599702835083,-0.10959899425506592
