,Fleetcor_male,Fleetcor_female,tuple,average_male,average_female,female-male
50,-2.9181013,-3.1398804,"('rich', 'poor')",-2.9181013107299805,-3.139880418777466,-0.22177910804748535
30,-2.8719935,-2.873889,"('smart', 'stupid')",-2.8719935417175293,-2.8738889694213867,-0.0018954277038574219
3,2.7855012,2.8403418,"('liked', 'disliked')",2.78550124168396,2.840341806411743,0.0548405647277832
57,1.5470569,1.2291117,"('conservative', 'liberal')",1.5470569133758545,1.229111671447754,-0.3179452419281006
23,1.5344574,1.49702,"('truthful', 'untruthful')",1.5344574451446533,1.4970200061798096,-0.03743743896484375
1,-1.431531,-1.3630805,"('friendly', 'unfriendly')",-1.4315309524536133,-1.3630805015563965,0.0684504508972168
49,1.3429153,1.0994126,"('motivated', 'unmotivated')",1.3429152965545654,1.0994125604629517,-0.24350273609161377
26,1.2633189,0.96998554,"('reliable', 'unreliable')",1.2633188962936401,0.9699855446815491,-0.29333335161209106
44,1.2120558,1.116653,"('active', 'inactive')",1.2120558023452759,1.1166529655456543,-0.09540283679962158
41,1.1732521,1.0864298,"('confident', 'shy')",1.1732521057128906,1.0864298343658447,-0.0868222713470459
28,1.0904179,1.2952466,"('unprejudiced', 'prejudiced')",1.0904178619384766,1.2952466011047363,0.20482873916625977
55,-1.0289097,-0.9170803,"('conventional', 'unconventional')",-1.028909683227539,-0.917080283164978,0.11182940006256104
15,-1.0074096,-1.310893,"('loyal', 'disloyal')",-1.0074095726013184,-1.3108930587768555,-0.3034834861755371
24,0.979198,1.0073372,"('generous', 'stingy')",0.9791979789733887,1.007337212562561,0.028139233589172363
35,-0.88645124,-0.96298534,"('creative', 'uncreative')",-0.886451244354248,-0.9629853367805481,-0.07653409242630005
11,0.8547051,0.4601233,"('moral', 'immoral')",0.8547050952911377,0.46012330055236816,-0.39458179473876953
36,-0.8184662,-0.77914584,"('capable', 'incapable')",-0.8184661865234375,-0.7791458368301392,0.03932034969329834
5,-0.72986853,-0.99573326,"('helpful', 'unhelpful')",-0.7298685312271118,-0.9957332611083984,-0.2658647298812866
45,0.7271872,0.6010643,"('independent', 'dependent')",0.7271872162818909,0.6010643243789673,-0.12612289190292358
47,0.6739307,0.6686633,"('ambitious', 'unambitious')",0.6739307045936584,0.6686633229255676,-0.00526738166809082
48,-0.67361856,-0.73948294,"('dedicated', 'undedicated')",-0.6736185550689697,-0.7394829392433167,-0.06586438417434692
6,0.6584996,0.3984335,"('supportive', 'unsupportive')",0.6584995985031128,0.39843350648880005,-0.26006609201431274
43,-0.65345746,-0.55900776,"('active', 'inactive')",-0.6534574627876282,-0.5590077638626099,0.09444969892501831
14,-0.64109904,-0.7154573,"('honest', 'dishonest')",-0.6410990357398987,-0.7154573202133179,-0.07435828447341919
56,-0.60521626,-0.5150273,"('conventional', 'unconventional')",-0.6052162647247314,-0.5150272846221924,0.09018898010253906
13,0.56733775,0.2605117,"('sincere', 'insincere')",0.5673377513885498,0.26051169633865356,-0.30682605504989624
