,Dimension,P-Value M vs. F Firm Embedding,P-Value Delta Firm vs. Delta Random Embedding,Mean Firm,Mean Random,Mean Firm vs. Mean Random,Dictionary
0,"('unsociable', 'sociable')",0.0,0.0,-0.864977640792839,-0.925362457375,0.060384816582160994,Sociability
1,"('unfriendly', 'friendly')",0.0,0.0,0.18723835805626596,0.246113682,-0.05887532394373404,Sociability
2,"('unlikable', 'likable')",0.0,0.0,-0.8342759994884912,-0.787914113625,-0.046361885863491215,Sociability
3,"('repellent', 'pleasant')",0.0,0.0,0.12344705485933503,0.148889763625,-0.02544270876566497,Sociability
4,"('disliked', 'liked')",0.0,2e-05,0.5254410071611253,0.514758323625,0.010682683536125337,Sociability
5,"('distant', 'outgoing')",0.0,0.0,0.3348069872122762,0.281653667625,0.053153319587276204,Sociability
6,"('distant', 'open')",0.0,0.0,0.4219220976982097,0.39952920550000004,0.02239289219820967,Sociability
7,"('insensitive', 'sensitive')",0.0,0.18586,-0.16915666624040918,-0.164626799125,-0.004529867115409175,Sociability
8,"('unaffectionate', 'affectionate')",0.0,0.0009,0.26188750588235293,0.271251136,-0.00936363011764707,Sociability
9,"('unaffectionate', 'caring')",0.0,0.0,0.4238275644501279,0.40560483412500004,0.01822273032512789,Sociability
10,"('unsympathetic', 'sympathetic')",0.0,0.00013,-0.8638169764705881,-0.8469899932499999,-0.016826983220588176,Sociability
11,"('unhelpful', 'helpful')",0.0,0.0,-0.4800543445012788,-0.408648385125,-0.0714059593762788,Sociability
12,"('unsupportive', 'supportive')",0.0,0.0,0.4738514705882353,0.3676557654999999,0.10619570508823539,Sociability
13,"('impolite', 'polite')",0.0,0.0,-0.4047690448849105,-0.328806972875,-0.07596207200991051,Sociability
14,"('antisocial', 'social')",0.0,0.0,0.3315359171355499,0.27703539825,0.05450051888554991,Sociability
15,"('boring', 'funny')",0.0,0.04191,-0.23552446508951408,-0.241401958,0.005877492910485921,Sociability
16,"('unpopular', 'popular')",0.01828,0.0,0.02005565537084399,0.13412948,-0.11407382462915601,Sociability
17,"('nasty', 'nice')",0.0,0.0,0.2705137723785166,0.25738541712499996,0.013128355253516633,Sociability
18,"('disagreeable', 'welcoming')",0.0,0.0,0.6303639405370843,0.581229440375,0.049134500162084316,Sociability
19,"('inhospitable', 'hospitable')",0.0,0.0,-0.17515568375959079,-0.091898890375,-0.08325679338459079,Sociability
20,"('rough', 'thoughtful')",0.0,0.0,0.197780647314578,0.289120809375,-0.091340162060422,Sociability
21,"('immoral', 'moral')",0.0,0.0,-0.9268472860613811,-0.84199366925,-0.08485361681138115,Morality
22,"('untrustworthy', 'trustworthy')",0.0,0.0,-0.13121419104859333,-0.18240220987500003,0.051188018826406695,Morality
23,"('insincere', 'sincere')",0.0,0.0,-0.3636457613810742,-0.327283084875,-0.036362676506074165,Morality
24,"('dishonest', 'honest')",0.0,0.0,-0.40356942570332477,-0.31207562312500003,-0.09149380257832473,Morality
25,"('egoistic', 'altruistic')",0.0,0.0,0.16140459002557545,0.20468387025,-0.043279280224424566,Morality
26,"('hardhearted', 'benevolent')",0.0,0.0,0.459652754859335,0.4137240837499999,0.04592867110933507,Morality
27,"('hardhearted', 'softhearted')",0.0,0.00399,0.6718648588235294,0.678791043125,-0.006926184301470628,Morality
28,"('disloyal', 'loyal')",0.0,0.0,-0.3208036226342711,-0.25756409599999996,-0.06323952663427113,Morality
29,"('unfair', 'fair')",0.0,0.00428,0.46042302928388745,0.46621160824999996,-0.005788578966112512,Morality
30,"('intolerant', 'tolerant')",0.0,0.0,-0.337598347314578,-0.38384744375,0.04624909643542202,Morality
31,"('evil', 'good')",0.0,0.0,0.38396251061381076,0.31670266950000003,0.06725984111381073,Morality
32,"('unkind', 'kind')",0.0,0.0,-0.26199920831202045,-0.13573309174999998,-0.12626611656202047,Morality
33,"('wrong', 'right')",0.0,0.0108,0.6918272098465472,0.68552035425,0.006306855596547201,Morality
34,"('mean', 'honorable')",0.0,0.0,-0.4571799414322252,-0.385775081625,-0.07140485980722516,Morality
35,"('corrupt', 'incorrupt')",0.0,0.0,0.642957954859335,0.7480371925,-0.10507923764066496,Morality
36,"('hostile', 'amicable')",0.0,0.0,0.5466971060102302,0.6493915666250001,-0.10269446061476983,Morality
37,"('fake', 'genuine')",0.0,0.0,-0.24669941700767262,-0.15515671625,-0.09154270075767262,Morality
38,"('untruthful', 'truthful')",0.0,0.0,0.06699367327365728,0.082668199125,-0.015674525851342713,Morality
39,"('exploitative', 'cooperative')",0.0,0.0,0.49845898849104864,0.5436218604999999,-0.045162872008951305,Morality
40,"('stingy', 'generous')",0.0,0.0,-0.44440251240409195,-0.46584188249999997,0.021439370095908017,Morality
41,"('unforgiving', 'forgiving')",0.0,1e-05,-0.490683620460358,-0.5019608985,0.011277278039642014,Morality
42,"('unreliable', 'reliable')",0.0,0.0,0.14140310907928388,0.167091624875,-0.025688515795716127,Morality
43,"('irresponsible', 'responsible')",0.0,7e-05,-0.19505513657288998,-0.205492863625,0.010437727052110018,Morality
