,Dimension,P-Value M vs. F Firm Embedding,P-Value Delta Firm vs. Delta Random Embedding,Mean Firm,Mean Random,Mean Firm vs. Mean Random,Dictionary
0,"('unsociable', 'sociable')",0.0,0.0,-0.8467594771099743,-0.9065824192499999,0.05982294214002559,Sociability
1,"('unfriendly', 'friendly')",0.0,0.0,0.1302386551150895,0.20011150687499998,-0.06987285175991048,Sociability
2,"('unlikable', 'likable')",0.0,0.0,-0.8362275547314578,-0.8066364705,-0.029591084231457843,Sociability
3,"('repellent', 'pleasant')",0.0,0.0,0.10944612685421995,0.15722479312499998,-0.047778666270780035,Sociability
4,"('disliked', 'liked')",0.0,0.38408,0.4999071744245524,0.49764629224999996,0.0022608821745524477,Sociability
5,"('distant', 'outgoing')",0.0,0.0,0.23844010895140666,0.18531487762499999,0.053125231326406674,Sociability
6,"('distant', 'open')",0.0,0.00153,0.3190986594629156,0.30546025699999996,0.013638402462915644,Sociability
7,"('insensitive', 'sensitive')",0.0,0.0,-0.1294162141943734,-0.0999918215,-0.029424392694373414,Sociability
8,"('unaffectionate', 'affectionate')",0.0,0.0,0.22489287698209717,0.25347818537500005,-0.02858530839290288,Sociability
9,"('unaffectionate', 'caring')",0.0,0.35284,0.4207638145780052,0.41823124975,0.002532564828005235,Sociability
10,"('unsympathetic', 'sympathetic')",0.0,0.0,-0.7902941180306905,-0.7550522215000001,-0.03524189653069043,Sociability
11,"('unhelpful', 'helpful')",0.0,0.0,-0.40184958516624036,-0.35574672887500003,-0.046102856291240335,Sociability
12,"('unsupportive', 'supportive')",0.0,0.0,0.48850627020460363,0.39438925462499996,0.09411701557960367,Sociability
13,"('impolite', 'polite')",0.0,0.0,-0.3515566507672634,-0.264984635,-0.08657201576726337,Sociability
14,"('antisocial', 'social')",0.0,0.0,0.38610486867007665,0.350225825125,0.03587904354507665,Sociability
15,"('boring', 'funny')",0.0,0.0,-0.2018737835038363,-0.236680455375,0.03480667187116368,Sociability
16,"('unpopular', 'popular')",0.04639,0.0,-0.016442867519181587,0.10372230775,-0.12016517526918159,Sociability
17,"('nasty', 'nice')",0.0,0.0,0.25828023324808186,0.24328773462500003,0.014992498623081829,Sociability
18,"('disagreeable', 'welcoming')",0.0,0.0,0.5688417996163683,0.52546703475,0.043374764866368265,Sociability
19,"('inhospitable', 'hospitable')",0.0,0.0,-0.1751610618925831,-0.125199812875,-0.04996124901758309,Sociability
20,"('rough', 'thoughtful')",0.0,0.0,0.23768687877237854,0.33448080162500005,-0.0967939228526215,Sociability
21,"('immoral', 'moral')",0.0,0.0,-0.8271553588235293,-0.766295588125,-0.060859770698529325,Morality
22,"('untrustworthy', 'trustworthy')",0.0,0.0,-0.05223217148337596,-0.1396683545,0.08743618301662405,Morality
23,"('insincere', 'sincere')",0.0,0.0,-0.2895069388746803,-0.263353487375,-0.026153451499680347,Morality
24,"('dishonest', 'honest')",0.0,0.0,-0.3322514016624041,-0.247364908625,-0.08488649303740409,Morality
25,"('egoistic', 'altruistic')",0.0,0.0,0.11690876867007673,0.14959092575,-0.032682157079923266,Morality
26,"('hardhearted', 'benevolent')",0.0,0.0,0.4916500310741688,0.42778354237500005,0.06386648869916878,Morality
27,"('hardhearted', 'softhearted')",0.0,0.00017,0.669408682225064,0.6785915015,-0.009182819274936027,Morality
28,"('disloyal', 'loyal')",0.0,0.0,-0.28147057084398974,-0.21714913612499998,-0.06432143471898977,Morality
29,"('unfair', 'fair')",0.0,0.05791,0.4814336769820972,0.47701826425,0.004415412732097224,Morality
