,average_male,0,1,average_female,female-male,tuple
27,-6.7489815,sincere,insincere,-6.323955,0.42502642,"('sincere', 'insincere')"
75,5.6309342,confident,shy,5.5461526,-0.08478165,"('confident', 'shy')"
6,5.537102,liked,disliked,5.091144,-0.44595814,"('liked', 'disliked')"
40,-5.310662,honorable,mean,-5.566834,-0.25617218,"('honorable', 'mean')"
95,-5.039496,rich,poor,-4.92344,0.116055965,"('rich', 'poor')"
13,-4.071762,helpful,unhelpful,-3.9801178,0.09164429,"('helpful', 'unhelpful')"
53,-3.8249876,smart,stupid,-3.67235,0.15263772,"('smart', 'stupid')"
37,3.4738574,good,evil,3.3960242,-0.077833176,"('good', 'evil')"
86,3.2911675,self-reliant,helpless,3.0903397,-0.20082784,"('self-reliant', 'helpless')"
58,-3.056311,able,clumsy,-2.7840743,0.2722366,"('able', 'clumsy')"
81,2.9252503,industrious,lazy,2.7103786,-0.21487164,"('industrious', 'lazy')"
78,2.888807,active,inactive,2.5843215,-0.30448556,"('active', 'inactive')"
34,-2.5879526,loyal,disloyal,-2.3505142,0.23743844,"('loyal', 'disloyal')"
46,2.573508,generous,stingy,2.4055643,-0.16794372,"('generous', 'stingy')"
82,2.5407138,industrious,meek,2.6600344,0.11932063,"('industrious', 'meek')"
38,-2.5166168,kind,unkind,-2.2673542,0.24926257,"('kind', 'unkind')"
65,-2.4964857,practical,impractical,-2.426832,0.06965375,"('practical', 'impractical')"
7,2.4153657,outgoing,distant,2.0854287,-0.32993698,"('outgoing', 'distant')"
12,-2.3218393,sympathetic,unsympathetic,-2.402123,-0.08028364,"('sympathetic', 'unsympathetic')"
25,-2.319921,moral,immoral,-2.0934749,0.22644615,"('moral', 'immoral')"
77,2.2449265,active,inactive,2.3675203,0.12259388,"('active', 'inactive')"
88,2.2082481,impulsive,meek,2.160253,-0.04799509,"('impulsive', 'meek')"
41,2.1801846,incorrupt,corrupt,2.12776,-0.05242467,"('incorrupt', 'corrupt')"
8,2.175438,open,distant,1.7967349,-0.378703,"('open', 'distant')"
66,2.1727426,imaginative,unimaginative,2.0973704,-0.07537222,"('imaginative', 'unimaginative')"
48,2.1473339,reliable,unreliable,1.8925993,-0.25473452,"('reliable', 'unreliable')"
36,-2.0864916,tolerant,intolerant,-2.0424683,0.044023275,"('tolerant', 'intolerant')"
71,-2.0649433,efficient,inefficient,-2.1483197,-0.08337641,"('efficient', 'inefficient')"
44,-1.9538308,truthful,untruthful,-2.0133286,-0.059497714,"('truthful', 'untruthful')"
55,-1.9272562,intelligent,unintelligent,-1.78197,0.1452862,"('intelligent', 'unintelligent')"
11,-1.8703976,caring,unaffectionate,-1.9518125,-0.08141494,"('caring', 'unaffectionate')"
29,-1.8201759,honest,immoral,-1.8535011,-0.033325195,"('honest', 'immoral')"
73,-1.8157177,brilliant,incompetent,-1.9649302,-0.14921248,"('brilliant', 'incompetent')"
28,-1.8142004,honest,dishonest,-1.8815633,-0.067362905,"('honest', 'dishonest')"
64,-1.7739662,clever,incompetent,-1.6265529,0.14741325,"('clever', 'incompetent')"
49,-1.6453228,responsible,irresponsible,-1.6729269,-0.027604103,"('responsible', 'irresponsible')"
50,1.6380448,unprejudiced,prejudiced,1.6385225,0.00047767162,"('unprejudiced', 'prejudiced')"
9,-1.5199254,sensitive,insensitive,-1.6031526,-0.08322728,"('sensitive', 'insensitive')"
5,-1.5066378,pleasant,repellent,-1.3492038,0.15743399,"('pleasant', 'repellent')"
18,-1.4381313,social,asocial,-1.2716246,0.16650677,"('social', 'asocial')"
3,1.4173174,likable,unlikable,1.2271829,-0.19013453,"('likable', 'unlikable')"
0,-1.4124267,sociable,unsociable,-1.1724577,0.23996902,"('sociable', 'unsociable')"
74,-1.3918931,insightful,unperceptive,-1.2873278,0.10456538,"('insightful', 'unperceptive')"
60,-1.3653584,educated,uneducated,-1.1498549,0.21550345,"('educated', 'uneducated')"
2,-1.3424659,friendly,unfriendly,-1.1884135,0.15405238,"('friendly', 'unfriendly')"
42,1.3229206,amicable,hostile,1.3379238,0.015003204,"('amicable', 'hostile')"
22,1.2980034,welcoming,disagreeable,1.4801191,0.18211567,"('welcoming', 'disagreeable')"
52,-1.296976,competitive,uncompetitive,-1.3031263,-0.006150365,"('competitive', 'uncompetitive')"
69,1.2716961,wise,foolish,1.2730937,0.0013976097,"('wise', 'foolish')"
61,1.233552,rational,irrational,1.361583,0.12803102,"('rational', 'irrational')"
102,-1.1890032,eminent,low,-0.8943915,0.29461175,"('eminent', 'low')"
68,-1.1869682,clever,inept,-1.1797605,0.0072077513,"('clever', 'inept')"
63,-1.1781757,capable,incapable,-1.0242716,0.15390408,"('capable', 'incapable')"
56,1.1589156,intelligent,dumb,1.1310736,-0.027842045,"('intelligent', 'dumb')"
70,1.1503572,wise,unwise,1.0081806,-0.14217663,"('wise', 'unwise')"
57,-1.1347686,able,unable,-1.2132561,-0.078487515,"('able', 'unable')"
