,average_male,0,1,average_female,female-male,tuple
75,2.2735572,confident,shy,2.1998653,-0.073691845,"('confident', 'shy')"
107,2.0179543,conventional,modern,1.9680802,-0.049874187,"('conventional', 'modern')"
6,1.9471157,liked,disliked,1.8082707,-0.13884497,"('liked', 'disliked')"
53,-1.7244954,smart,stupid,-1.6240112,0.10048425,"('smart', 'stupid')"
40,-1.6737058,honorable,mean,-1.785069,-0.11136317,"('honorable', 'mean')"
65,-1.538944,practical,impractical,-1.5489421,-0.009998083,"('practical', 'impractical')"
46,1.5062929,generous,stingy,1.4334729,-0.07282007,"('generous', 'stingy')"
83,1.4505782,energetic,lethargic,1.4104501,-0.04012811,"('energetic', 'lethargic')"
27,-1.3548279,sincere,insincere,-1.2418957,0.112932205,"('sincere', 'insincere')"
32,-1.3310928,benevolent,hardhearted,-1.0623089,0.26878393,"('benevolent', 'hardhearted')"
74,-1.3296195,insightful,unperceptive,-1.3426855,-0.013065934,"('insightful', 'unperceptive')"
76,1.3083777,secure,insecure,1.510047,0.20166922,"('secure', 'insecure')"
13,-1.3006436,helpful,unhelpful,-1.3041956,-0.0035520792,"('helpful', 'unhelpful')"
28,1.2608067,honest,dishonest,1.301795,0.040988326,"('honest', 'dishonest')"
34,1.2316504,loyal,disloyal,1.352446,0.12079561,"('loyal', 'disloyal')"
69,-1.23103,wise,foolish,-1.10335,0.12767994,"('wise', 'foolish')"
21,1.211546,nice,nasty,1.0905119,-0.121034026,"('nice', 'nasty')"
99,-1.1880649,prestigious,insignificant,-1.1064501,0.08161485,"('prestigious', 'insignificant')"
89,1.1828074,daring,anxious,1.1516981,-0.031109333,"('daring', 'anxious')"
49,-1.0574247,responsible,irresponsible,-1.0817955,-0.02437079,"('responsible', 'irresponsible')"
5,1.0257885,pleasant,repellent,1.0204415,-0.0053470135,"('pleasant', 'repellent')"
31,1.0168316,altruistic,egoistic,1.0316938,0.01486218,"('altruistic', 'egoistic')"
110,0.9551804,narrow-minded,open-minded,1.0023707,0.04719031,"('narrow-minded', 'open-minded')"
17,0.9398873,social,antisocial,1.0538312,0.113943934,"('social', 'antisocial')"
94,0.8949582,aggressive,submissive,0.8208517,-0.074106514,"('aggressive', 'submissive')"
37,0.8764288,good,evil,0.76490504,-0.11152375,"('good', 'evil')"
68,-0.8591063,clever,inept,-0.96694565,-0.107839346,"('clever', 'inept')"
2,0.848397,friendly,unfriendly,0.8578945,0.009497464,"('friendly', 'unfriendly')"
12,0.81638515,sympathetic,unsympathetic,0.8520197,0.035634577,"('sympathetic', 'unsympathetic')"
44,-0.8097941,truthful,untruthful,-0.82484174,-0.01504761,"('truthful', 'untruthful')"
29,0.80274004,honest,immoral,0.7552123,-0.04752773,"('honest', 'immoral')"
9,0.8019359,sensitive,insensitive,0.7358205,-0.06611544,"('sensitive', 'insensitive')"
19,-0.7888,funny,boring,-0.67702913,0.11177087,"('funny', 'boring')"
98,-0.7853105,prestigious,insignificant,-0.75896263,0.026347876,"('prestigious', 'insignificant')"
30,0.7642664,honest,dishonest,0.7107634,-0.053502977,"('honest', 'dishonest')"
96,-0.7611817,powerful,powerless,-0.7352029,0.025978804,"('powerful', 'powerless')"
16,0.7477552,social,antisocial,0.8404576,0.09270239,"('social', 'antisocial')"
64,0.7082922,clever,incompetent,0.7119477,0.0036554933,"('clever', 'incompetent')"
91,-0.6865391,resilient,nonresilient,-0.76557124,-0.07903212,"('resilient', 'nonresilient')"
18,0.6801079,social,asocial,0.7991645,0.11905658,"('social', 'asocial')"
95,-0.6791793,rich,poor,-0.6494362,0.029743135,"('rich', 'poor')"
67,-0.6681962,discriminating,undiscriminating,-0.6309986,0.03719759,"('discriminating', 'undiscriminating')"
106,0.6471381,conventional,unconventional,0.6952185,0.048080385,"('conventional', 'unconventional')"
48,0.6339874,reliable,unreliable,0.47244412,-0.16154331,"('reliable', 'unreliable')"
58,-0.6316682,able,clumsy,-0.45773268,0.17393553,"('able', 'clumsy')"
72,0.61331064,logical,illogical,0.7375525,0.12424189,"('logical', 'illogical')"
25,-0.60967845,moral,immoral,-0.47806245,0.131616,"('moral', 'immoral')"
59,-0.59631175,skillful,clumsy,-0.4792394,0.117072344,"('skillful', 'clumsy')"
77,0.58970374,active,inactive,0.6148044,0.025100648,"('active', 'inactive')"
52,0.5800003,competitive,uncompetitive,0.58233005,0.0023297668,"('competitive', 'uncompetitive')"
38,-0.57804006,kind,unkind,-0.40467107,0.17336899,"('kind', 'unkind')"
51,0.54662645,competent,incompetent,0.47725555,-0.069370896,"('competent', 'incompetent')"
66,0.4774152,imaginative,unimaginative,0.49327803,0.015862823,"('imaginative', 'unimaginative')"
62,0.47602886,creative,uncreative,0.55196226,0.0759334,"('creative', 'uncreative')"
79,-0.47051954,determined,doubtful,-0.5120771,-0.04155755,"('determined', 'doubtful')"
42,0.46818966,amicable,hostile,0.5527991,0.08460945,"('amicable', 'hostile')"
54,-0.46402195,smart,stupid,-0.654832,-0.19081005,"('smart', 'stupid')"
73,0.4624952,brilliant,incompetent,0.3453949,-0.1171003,"('brilliant', 'incompetent')"
45,0.45336094,cooperative,exploitative,0.5098913,0.056530327,"('cooperative', 'exploitative')"
103,0.4470447,traditional,modern,0.47514775,0.028103054,"('traditional', 'modern')"
14,-0.42970145,supportive,unsupportive,-0.62943494,-0.1997335,"('supportive', 'unsupportive')"
88,-0.4029068,impulsive,meek,-0.49553075,-0.09262395,"('impulsive', 'meek')"
90,0.3991479,motivated,unmotivated,0.27319574,-0.12595215,"('motivated', 'unmotivated')"
87,-0.3701192,dedicated,undedicated,-0.39475283,-0.024633616,"('dedicated', 'undedicated')"
100,-0.36501256,influential,uninfluential,-0.28530657,0.07970598,"('influential', 'uninfluential')"
26,0.33325958,trustworthy,untrustworthy,0.42311716,0.08985758,"('trustworthy', 'untrustworthy')"
11,-0.3201673,caring,unaffectionate,-0.30558467,0.014582634,"('caring', 'unaffectionate')"
41,0.31408995,incorrupt,corrupt,0.32084024,0.0067502856,"('incorrupt', 'corrupt')"
22,0.29851395,welcoming,disagreeable,0.30025083,0.0017368793,"('welcoming', 'disagreeable')"
97,-0.29366714,superior,inferior,-0.24167192,0.051995218,"('superior', 'inferior')"
15,0.29287046,polite,impolite,0.4104166,0.11754614,"('polite', 'impolite')"
24,0.29202533,thoughtful,rough,0.41457105,0.12254572,"('thoughtful', 'rough')"
80,0.28184605,independent,dependent,0.24574988,-0.03609617,"('independent', 'dependent')"
101,-0.27762032,successful,unsuccessful,-0.25923318,0.018387139,"('successful', 'unsuccessful')"
50,0.2764914,unprejudiced,prejudiced,0.2812307,0.0047392845,"('unprejudiced', 'prejudiced')"
104,-0.27187604,conventional,unconventional,-0.18801218,0.083863854,"('conventional', 'unconventional')"
78,0.25974914,active,inactive,-0.07292412,-0.33267325,"('active', 'inactive')"
10,-0.25517845,affectionate,unaffectionate,-0.125133,0.13004546,"('affectionate', 'unaffectionate')"
57,-0.25137895,able,unable,-0.34772897,-0.096350014,"('able', 'unable')"
61,-0.250085,rational,irrational,-0.0033421516,0.24674284,"('rational', 'irrational')"
56,-0.24305867,intelligent,dumb,-0.35577,-0.112711325,"('intelligent', 'dumb')"
8,-0.23805036,open,distant,-0.36011076,-0.1220604,"('open', 'distant')"
43,0.2280815,genuine,fake,0.24916595,0.021084458,"('genuine', 'fake')"
93,0.22506571,dominating,dominated,0.26647514,0.041409433,"('dominating', 'dominated')"
86,-0.22185096,self-reliant,helpless,-0.32525223,-0.10340127,"('self-reliant', 'helpless')"
23,0.2135176,hospitable,inhospitable,0.17740637,-0.036111236,"('hospitable', 'inhospitable')"
1,-0.1996181,friendly,unfriendly,-0.14365052,0.055967584,"('friendly', 'unfriendly')"
85,-0.170382,ambitious,unambitious,-0.16835746,0.0020245314,"('ambitious', 'unambitious')"
20,-0.16824079,popular,unpopular,-0.056430995,0.11180979,"('popular', 'unpopular')"
36,0.16423719,tolerant,intolerant,0.26657712,0.10233994,"('tolerant', 'intolerant')"
