,Pfizer_male,Pfizer_female,tuple,average_male,average_female,female-male
99,-3.3987634,-3.4630218,"('prestigious', 'insignificant')",-3.398763418197632,-3.463021755218506,-0.06425833702087402
12,3.0925229,3.2048435,"('sympathetic', 'unsympathetic')",3.0925228595733643,3.204843521118164,0.1123206615447998
2,3.0228922,3.20105,"('friendly', 'unfriendly')",3.0228922367095947,3.201050043106079,0.17815780639648438
41,-2.92166,-2.9161427,"('incorrupt', 'corrupt')",-2.9216599464416504,-2.916142702102661,0.005517244338989258
107,2.7069683,2.7507904,"('conventional', 'modern')",2.706968307495117,2.7507903575897217,0.04382205009460449
52,2.6057858,2.6836922,"('competitive', 'uncompetitive')",2.605785846710205,2.683692216873169,0.07790637016296387
82,-2.5347123,-2.6073387,"('industrious', 'meek')",-2.534712314605713,-2.6073386669158936,-0.07262635231018066
15,2.5239375,2.5632348,"('polite', 'impolite')",2.523937463760376,2.563234806060791,0.03929734230041504
76,2.5015824,2.6370456,"('secure', 'insecure')",2.501582384109497,2.6370456218719482,0.13546323776245117
75,2.4726367,2.3584301,"('confident', 'shy')",2.4726366996765137,2.3584301471710205,-0.11420655250549316
71,2.3233309,2.221376,"('efficient', 'inefficient')",2.323330879211426,2.2213759422302246,-0.10195493698120117
94,2.2991807,2.500268,"('aggressive', 'submissive')",2.299180746078491,2.50026798248291,0.20108723640441895
8,-2.2969363,-2.6710246,"('open', 'distant')",-2.296936273574829,-2.6710245609283447,-0.3740882873535156
5,2.2584298,2.2474837,"('pleasant', 'repellent')",2.258429765701294,2.247483730316162,-0.010946035385131836
81,-2.2250614,-2.466309,"('industrious', 'lazy')",-2.2250614166259766,-2.466309070587158,-0.24124765396118164
98,-2.2236269,-2.1614861,"('prestigious', 'insignificant')",-2.2236268520355225,-2.1614861488342285,0.062140703201293945
64,2.1232986,2.0881345,"('clever', 'incompetent')",2.1232986450195312,2.088134527206421,-0.03516411781311035
42,-2.074913,-1.9965277,"('amicable', 'hostile')",-2.0749130249023438,-1.9965276718139648,0.0783853530883789
16,2.072473,2.0973685,"('social', 'antisocial')",2.0724730491638184,2.0973684787750244,0.024895429611206055
51,1.9659046,2.0459948,"('competent', 'incompetent')",1.9659045934677124,2.045994758605957,0.08009016513824463
109,1.9457989,2.0466554,"('conservative', 'liberal')",1.9457988739013672,2.0466554164886475,0.10085654258728027
108,1.9457989,2.0466554,"('conservative', 'liberal')",1.9457988739013672,2.0466554164886475,0.10085654258728027
66,1.8704627,1.8094531,"('imaginative', 'unimaginative')",1.8704626560211182,1.8094531297683716,-0.06100952625274658
83,1.862904,1.907535,"('energetic', 'lethargic')",1.8629039525985718,1.9075349569320679,0.044631004333496094
69,-1.8462001,-1.7731838,"('wise', 'foolish')",-1.8462001085281372,-1.773183822631836,0.07301628589630127
0,1.8312016,1.8701658,"('sociable', 'unsociable')",1.8312015533447266,1.8701658248901367,0.038964271545410156
26,1.8309219,1.8778555,"('trustworthy', 'untrustworthy')",1.8309218883514404,1.8778555393218994,0.046933650970458984
25,1.8057442,1.9142784,"('moral', 'immoral')",1.8057441711425781,1.9142783880233765,0.10853421688079834
49,1.7442181,1.5942233,"('responsible', 'irresponsible')",1.744218111038208,1.5942232608795166,-0.1499948501586914
13,1.7332056,1.7910707,"('helpful', 'unhelpful')",1.7332055568695068,1.7910706996917725,0.057865142822265625
9,1.7081987,1.7398604,"('sensitive', 'insensitive')",1.7081986665725708,1.7398604154586792,0.0316617488861084
61,-1.688735,-1.5726587,"('rational', 'irrational')",-1.688735008239746,-1.572658658027649,0.11607635021209717
7,-1.6869831,-2.06705,"('outgoing', 'distant')",-1.6869831085205078,-2.067049980163574,-0.3800668716430664
73,1.6097419,1.5126818,"('brilliant', 'incompetent')",1.6097419261932373,1.5126818418502808,-0.09706008434295654
92,-1.6019866,-1.6352835,"('unwavering', 'wavering')",-1.6019866466522217,-1.6352834701538086,-0.033296823501586914
31,-1.5804449,-1.6514437,"('altruistic', 'egoistic')",-1.5804449319839478,-1.6514437198638916,-0.07099878787994385
36,1.5758717,1.7304593,"('tolerant', 'intolerant')",1.5758717060089111,1.7304593324661255,0.15458762645721436
89,1.4902844,1.3472908,"('daring', 'anxious')",1.4902844429016113,1.3472907543182373,-0.14299368858337402
14,1.4663535,1.281167,"('supportive', 'unsupportive')",1.4663535356521606,1.2811670303344727,-0.185186505317688
104,-1.403688,-1.1602471,"('conventional', 'unconventional')",-1.4036879539489746,-1.1602470874786377,0.24344086647033691
48,1.3707415,1.1965376,"('reliable', 'unreliable')",1.3707414865493774,1.1965376138687134,-0.17420387268066406
63,-1.3492842,-1.4051125,"('capable', 'incapable')",-1.3492841720581055,-1.4051125049591064,-0.05582833290100098
58,1.3335052,1.5461264,"('able', 'clumsy')",1.3335051536560059,1.546126365661621,0.21262121200561523
93,1.3285086,1.5751886,"('dominating', 'dominated')",1.3285086154937744,1.5751886367797852,0.24668002128601074
47,1.3043339,1.3812385,"('forgiving', 'unforgiving')",1.3043339252471924,1.3812384605407715,0.0769045352935791
1,-1.2992957,-1.2476461,"('friendly', 'unfriendly')",-1.2992956638336182,-1.2476460933685303,0.05164957046508789
3,1.2543482,1.1337736,"('likable', 'unlikable')",1.2543481588363647,1.1337735652923584,-0.12057459354400635
74,1.2203419,1.2607385,"('insightful', 'unperceptive')",1.2203419208526611,1.260738492012024,0.04039657115936279
37,-1.213995,-1.3826388,"('good', 'evil')",-1.2139949798583984,-1.3826388120651245,-0.16864383220672607
30,1.1760426,1.1979337,"('honest', 'dishonest')",1.1760425567626953,1.1979336738586426,0.021891117095947266
