,Twitter_male,Twitter_female,tuple,average_male,average_female,female-male
75,5.853238,5.5495358,"('confident', 'shy')",5.853238105773926,5.549535751342773,-0.30370235443115234
27,-5.5065236,-5.2649293,"('sincere', 'insincere')",-5.506523609161377,-5.264929294586182,0.2415943145751953
6,4.984891,4.4981365,"('liked', 'disliked')",4.984890937805176,4.498136520385742,-0.4867544174194336
95,-4.915017,-4.92962,"('rich', 'poor')",-4.915017127990723,-4.929619789123535,-0.0146026611328125
40,-4.5365934,-4.568319,"('honorable', 'mean')",-4.536593437194824,-4.568318843841553,-0.031725406646728516
1,-3.1312635,-3.2105942,"('friendly', 'unfriendly')",-3.131263494491577,-3.2105941772460938,-0.0793306827545166
53,-3.0952616,-2.9105546,"('smart', 'stupid')",-3.095261573791504,-2.9105546474456787,0.1847069263458252
105,-2.89561,-2.734099,"('conventional', 'modern')",-2.8956100940704346,-2.7340989112854004,0.16151118278503418
13,-2.6121194,-2.7167504,"('helpful', 'unhelpful')",-2.612119436264038,-2.716750383377075,-0.10463094711303711
62,-2.526276,-2.544482,"('creative', 'uncreative')",-2.526276111602783,-2.5444819927215576,-0.018205881118774414
50,2.4710145,2.3842766,"('unprejudiced', 'prejudiced')",2.4710144996643066,2.3842766284942627,-0.08673787117004395
48,2.229093,1.9422562,"('reliable', 'unreliable')",2.229093074798584,1.942256212234497,-0.2868368625640869
7,-2.0295527,-2.3555996,"('outgoing', 'distant')",-2.029552698135376,-2.3555996417999268,-0.3260469436645508
11,-2.008709,-2.2521918,"('caring', 'unaffectionate')",-2.008708953857422,-2.2521917819976807,-0.2434828281402588
65,-1.9473293,-1.9059777,"('practical', 'impractical')",-1.9473292827606201,-1.905977725982666,0.0413515567779541
32,-1.9253149,-1.9055655,"('benevolent', 'hardhearted')",-1.9253149032592773,-1.9055655002593994,0.01974940299987793
8,-1.8979119,-2.141975,"('open', 'distant')",-1.8979119062423706,-2.141974925994873,-0.24406301975250244
93,1.8313076,2.005569,"('dominating', 'dominated')",1.8313076496124268,2.0055689811706543,0.17426133155822754
81,1.7723672,1.6119187,"('industrious', 'lazy')",1.772367238998413,1.6119186878204346,-0.16044855117797852
29,-1.5535094,-1.4516287,"('honest', 'immoral')",-1.5535093545913696,-1.4516286849975586,0.10188066959381104
46,1.5475371,1.4696716,"('generous', 'stingy')",1.547537088394165,1.469671607017517,-0.07786548137664795
74,-1.5266316,-1.5443485,"('insightful', 'unperceptive')",-1.5266315937042236,-1.5443484783172607,-0.01771688461303711
66,1.5000768,1.3192503,"('imaginative', 'unimaginative')",1.5000767707824707,1.3192503452301025,-0.18082642555236816
63,-1.47046,-1.6542115,"('capable', 'incapable')",-1.470460057258606,-1.6542115211486816,-0.18375146389007568
72,-1.4125463,-1.2370464,"('logical', 'illogical')",-1.4125462770462036,-1.2370463609695435,0.17549991607666016
3,1.3903493,1.2457212,"('likable', 'unlikable')",1.390349268913269,1.2457212209701538,-0.14462804794311523
87,-1.3811934,-1.3014112,"('dedicated', 'undedicated')",-1.3811933994293213,-1.3014111518859863,0.07978224754333496
2,1.3654634,1.5030086,"('friendly', 'unfriendly')",1.365463376045227,1.5030086040496826,0.13754522800445557
28,-1.3371091,-1.2160912,"('honest', 'dishonest')",-1.337109088897705,-1.2160911560058594,0.1210179328918457
68,-1.333523,-1.5114567,"('clever', 'inept')",-1.3335230350494385,-1.5114567279815674,-0.1779336929321289
78,1.3282812,1.0347862,"('active', 'inactive')",1.3282811641693115,1.0347862243652344,-0.29349493980407715
77,1.2746089,1.2794498,"('active', 'inactive')",1.274608850479126,1.2794498205184937,0.004840970039367676
86,1.2497216,0.8653187,"('self-reliant', 'helpless')",1.249721646308899,0.8653187155723572,-0.38440293073654175
33,-1.2351145,-1.2677834,"('softhearted', 'hardhearted')",-1.2351144552230835,-1.2677834033966064,-0.03266894817352295
38,-1.2292802,-1.068082,"('kind', 'unkind')",-1.2292802333831787,-1.0680819749832153,0.16119825839996338
84,-1.2246234,-1.3173825,"('self-confident', 'diffident')",-1.224623441696167,-1.3173824548721313,-0.09275901317596436
10,-1.163127,-1.365771,"('affectionate', 'unaffectionate')",-1.1631269454956055,-1.3657710552215576,-0.20264410972595215
23,-1.1567743,-1.4065957,"('hospitable', 'inhospitable')",-1.1567742824554443,-1.4065957069396973,-0.24982142448425293
56,1.1561937,1.0036453,"('intelligent', 'dumb')",1.156193733215332,1.0036453008651733,-0.1525484323501587
99,-1.1468296,-1.2185087,"('prestigious', 'insignificant')",-1.146829605102539,-1.2185087203979492,-0.07167911529541016
22,1.1059756,1.0589159,"('welcoming', 'disagreeable')",1.10597562789917,1.0589158535003662,-0.04705977439880371
36,-1.0650032,-0.9413008,"('tolerant', 'intolerant')",-1.0650031566619873,-0.9413008093833923,0.12370234727859497
107,1.0559726,0.98608184,"('conventional', 'modern')",1.0559725761413574,0.9860818386077881,-0.06989073753356934
94,1.0542352,1.1587499,"('aggressive', 'submissive')",1.0542352199554443,1.1587499380111694,0.1045147180557251
44,-1.0181366,-1.2059017,"('truthful', 'untruthful')",-1.0181366205215454,-1.2059017419815063,-0.18776512145996094
24,-1.0177896,-0.78225887,"('thoughtful', 'rough')",-1.017789602279663,-0.7822588682174683,0.23553073406219482
103,0.99028355,1.097542,"('traditional', 'modern')",0.9902835488319397,1.0975420475006104,0.10725849866867065
21,0.97887397,0.8435481,"('nice', 'nasty')",0.9788739681243896,0.8435481190681458,-0.1353258490562439
100,-0.9429573,-0.8553275,"('influential', 'uninfluential')",-0.9429572820663452,-0.8553274869918823,0.08762979507446289
45,-0.91311395,-0.8011179,"('cooperative', 'exploitative')",-0.9131139516830444,-0.8011178970336914,0.11199605464935303
110,0.89017594,0.9324516,"('narrow-minded', 'open-minded')",0.8901759386062622,0.932451605796814,0.04227566719055176
16,0.8841529,1.0668365,"('social', 'antisocial')",0.884152889251709,1.0668364763259888,0.18268358707427979
49,-0.85872275,-0.9549774,"('responsible', 'irresponsible')",-0.8587227463722229,-0.9549773931503296,-0.09625464677810669
54,0.8492892,0.64741015,"('smart', 'stupid')",0.8492891788482666,0.6474101543426514,-0.20187902450561523
90,0.8363987,0.6939833,"('motivated', 'unmotivated')",0.836398720741272,0.6939833164215088,-0.14241540431976318
80,0.82167566,0.8189945,"('independent', 'dependent')",0.8216756582260132,0.8189945220947266,-0.002681136131286621
37,0.81780016,0.64551467,"('good', 'evil')",0.8178001642227173,0.6455146670341492,-0.17228549718856812
41,0.8120853,0.8572651,"('incorrupt', 'corrupt')",0.8120852708816528,0.8572651147842407,0.04517984390258789
34,-0.7935657,-0.70278776,"('loyal', 'disloyal')",-0.7935656905174255,-0.7027877569198608,0.0907779335975647
64,-0.7880006,-0.64554644,"('clever', 'incompetent')",-0.7880005836486816,-0.6455464363098145,0.1424541473388672
67,-0.78221345,-0.8299323,"('discriminating', 'undiscriminating')",-0.7822134494781494,-0.8299322724342346,-0.047718822956085205
89,0.7728189,1.0479333,"('daring', 'anxious')",0.772818922996521,1.0479333400726318,0.27511441707611084
59,0.7435354,0.5684513,"('skillful', 'clumsy')",0.7435353994369507,0.5684512853622437,-0.17508411407470703
18,-0.73338175,-0.5652455,"('social', 'asocial')",-0.7333817481994629,-0.565245509147644,0.16813623905181885
91,0.7156658,0.6520061,"('resilient', 'nonresilient')",0.7156658172607422,0.6520060896873474,-0.06365972757339478
55,-0.7116366,-0.5966203,"('intelligent', 'unintelligent')",-0.7116366028785706,-0.5966203212738037,0.11501628160476685
57,-0.70803523,-0.86613035,"('able', 'unable')",-0.7080352306365967,-0.8661303520202637,-0.158095121383667
60,0.7020256,0.8163593,"('educated', 'uneducated')",0.7020255923271179,0.816359281539917,0.11433368921279907
5,0.6984774,0.6235582,"('pleasant', 'repellent')",0.6984773874282837,0.6235582232475281,-0.07491916418075562
79,0.69561124,0.7779868,"('determined', 'doubtful')",0.6956112384796143,0.7779868245124817,0.08237558603286743
82,0.6915769,0.69818133,"('industrious', 'meek')",0.6915768980979919,0.6981813311576843,0.006604433059692383
71,-0.6330355,-0.5386775,"('efficient', 'inefficient')",-0.6330354809761047,-0.5386775135993958,0.09435796737670898
104,-0.6249722,-0.5295528,"('conventional', 'unconventional')",-0.6249722242355347,-0.5295528173446655,0.09541940689086914
101,0.598976,0.5092666,"('successful', 'unsuccessful')",0.5989760160446167,0.5092666149139404,-0.08970940113067627
30,-0.5773891,-0.64519405,"('honest', 'dishonest')",-0.577389121055603,-0.6451940536499023,-0.06780493259429932
88,0.57536304,0.27439338,"('impulsive', 'meek')",0.575363039970398,0.27439337968826294,-0.300969660282135
97,-0.5525568,-0.39512962,"('superior', 'inferior')",-0.5525568127632141,-0.39512962102890015,0.15742719173431396
106,0.5163126,0.6518804,"('conventional', 'unconventional')",0.5163125991821289,0.6518803834915161,0.1355677843093872
