,Ametek_male,Ametek_female,tuple,average_male,average_female,female-male
75,1.7568645,1.5347447,"('confident', 'shy')",1.7568645477294922,1.5347447395324707,-0.22211980819702148
95,-1.6498996,-1.6785433,"('rich', 'poor')",-1.6498996019363403,-1.6785433292388916,-0.02864372730255127
78,1.6282446,1.299034,"('active', 'inactive')",1.6282446384429932,1.2990339994430542,-0.32921063899993896
53,-1.3690093,-1.3669305,"('smart', 'stupid')",-1.369009256362915,-1.3669304847717285,0.0020787715911865234
6,1.3404166,1.5536512,"('liked', 'disliked')",1.3404165506362915,1.553651213645935,0.21323466300964355
77,1.3309554,1.2026112,"('active', 'inactive')",1.3309553861618042,1.2026112079620361,-0.12834417819976807
27,-1.3293245,-1.22055,"('sincere', 'insincere')",-1.32932448387146,-1.2205499410629272,0.10877454280853271
58,-1.2212412,-1.0978044,"('able', 'clumsy')",-1.2212412357330322,-1.0978044271469116,0.1234368085861206
37,1.2090893,1.0257492,"('good', 'evil')",1.2090892791748047,1.0257492065429688,-0.18334007263183594
70,1.2056022,1.2611706,"('wise', 'unwise')",1.2056021690368652,1.2611706256866455,0.05556845664978027
66,1.1669834,1.4315363,"('imaginative', 'unimaginative')",1.1669833660125732,1.431536316871643,0.2645529508590698
4,-1.0964226,-1.1905833,"('likable', 'unlikable')",-1.096422553062439,-1.190583348274231,-0.09416079521179199
23,1.090375,1.1107517,"('hospitable', 'inhospitable')",1.0903749465942383,1.110751748085022,0.02037680149078369
40,-1.0871238,-1.2772647,"('honorable', 'mean')",-1.0871237516403198,-1.2772647142410278,-0.190140962600708
14,1.0438318,1.0580499,"('supportive', 'unsupportive')",1.0438318252563477,1.0580499172210693,0.01421809196472168
90,0.98906076,0.81598496,"('motivated', 'unmotivated')",0.9890607595443726,0.8159849643707275,-0.17307579517364502
91,0.9569252,0.9852878,"('resilient', 'nonresilient')",0.9569252133369446,0.9852877855300903,0.028362572193145752
21,0.93465066,0.8612492,"('nice', 'nasty')",0.9346506595611572,0.8612492084503174,-0.07340145111083984
15,0.9235076,1.0152106,"('polite', 'impolite')",0.923507571220398,1.0152106285095215,0.09170305728912354
32,-0.8528659,-0.8364146,"('benevolent', 'hardhearted')",-0.8528658747673035,-0.8364145755767822,0.01645129919052124
7,0.8205252,0.6526855,"('outgoing', 'distant')",0.8205252289772034,0.6526855230331421,-0.16783970594406128
8,0.8030636,0.61326706,"('open', 'distant')",0.8030635714530945,0.6132670640945435,-0.18979650735855103
54,0.7846301,0.54720116,"('smart', 'stupid')",0.7846301198005676,0.5472011566162109,-0.2374289631843567
80,0.77788174,0.7508497,"('independent', 'dependent')",0.7778817415237427,0.750849723815918,-0.027032017707824707
12,0.6772312,0.7882199,"('sympathetic', 'unsympathetic')",0.6772311925888062,0.7882199287414551,0.11098873615264893
36,-0.658112,-0.6827944,"('tolerant', 'intolerant')",-0.6581119894981384,-0.6827943921089172,-0.02468240261077881
19,-0.6502946,-0.57320654,"('funny', 'boring')",-0.6502946019172668,-0.5732065439224243,0.07708805799484253
46,0.6253815,0.6737012,"('generous', 'stingy')",0.6253815293312073,0.6737012267112732,0.04831969738006592
69,-0.62137914,-0.52096707,"('wise', 'foolish')",-0.6213791370391846,-0.5209670662879944,0.10041207075119019
17,0.61261123,0.78285503,"('social', 'antisocial')",0.6126112341880798,0.7828550338745117,0.17024379968643188
3,0.5917984,0.55256295,"('likable', 'unlikable')",0.5917984247207642,0.552562952041626,-0.039235472679138184
104,-0.58536017,-0.49189922,"('conventional', 'unconventional')",-0.5853601694107056,-0.4918992221355438,0.09346094727516174
84,0.584818,0.5575428,"('self-confident', 'diffident')",0.5848180055618286,0.5575428009033203,-0.0272752046585083
82,0.56240934,0.4120853,"('industrious', 'meek')",0.5624093413352966,0.41208529472351074,-0.1503240466117859
92,0.5569163,0.45853633,"('unwavering', 'wavering')",0.5569162964820862,0.4585363268852234,-0.09837996959686279
26,-0.5475568,-0.4401903,"('trustworthy', 'untrustworthy')",-0.5475568175315857,-0.44019028544425964,0.10736653208732605
35,0.54639626,0.7045158,"('fair', 'unfair')",0.5463962554931641,0.704515814781189,0.1581195592880249
50,0.54180735,0.3252724,"('unprejudiced', 'prejudiced')",0.5418073534965515,0.32527241110801697,-0.21653494238853455
42,0.53494406,0.7073856,"('amicable', 'hostile')",0.5349440574645996,0.7073855996131897,0.1724415421485901
60,0.52672946,0.7570584,"('educated', 'uneducated')",0.5267294645309448,0.7570583820343018,0.23032891750335693
101,-0.5109477,-0.5009629,"('successful', 'unsuccessful')",-0.5109477043151855,-0.5009629130363464,0.009984791278839111
63,-0.5048667,-0.41213197,"('capable', 'incapable')",-0.5048667192459106,-0.4121319651603699,0.09273475408554077
51,0.4935419,0.47087607,"('competent', 'incompetent')",0.4935418963432312,0.4708760678768158,-0.022665828466415405
13,-0.48141795,-0.42479965,"('helpful', 'unhelpful')",-0.4814179539680481,-0.4247996509075165,0.056618303060531616
38,-0.48067766,-0.38435578,"('kind', 'unkind')",-0.48067766427993774,-0.3843557834625244,0.09632188081741333
62,0.47899234,0.60190034,"('creative', 'uncreative')",0.4789923429489136,0.6019003391265869,0.12290799617767334
67,-0.47178423,-0.4263687,"('discriminating', 'undiscriminating')",-0.47178423404693604,-0.42636871337890625,0.045415520668029785
16,0.4664635,0.32366443,"('social', 'antisocial')",0.46646350622177124,0.32366442680358887,-0.14279907941818237
110,-0.4631234,-0.32340348,"('narrow-minded', 'open-minded')",-0.4631234109401703,-0.3234034776687622,0.13971993327140808
41,0.43195903,0.57028747,"('incorrupt', 'corrupt')",0.43195903301239014,0.5702874660491943,0.1383284330368042
33,-0.43048918,-0.3427202,"('softhearted', 'hardhearted')",-0.430489182472229,-0.3427202105522156,0.08776897192001343
59,-0.42563012,-0.34033272,"('skillful', 'clumsy')",-0.425630122423172,-0.3403327167034149,0.08529740571975708
96,0.42549196,0.27838567,"('powerful', 'powerless')",0.42549195885658264,0.2783856689929962,-0.14710628986358643
45,-0.4231667,-0.71389514,"('cooperative', 'exploitative')",-0.4231666922569275,-0.7138951420783997,-0.29072844982147217
28,-0.41255087,-0.28112078,"('honest', 'dishonest')",-0.4125508666038513,-0.28112077713012695,0.13143008947372437
107,0.4028529,0.55853426,"('conventional', 'modern')",0.4028528928756714,0.5585342645645142,0.15568137168884277
100,0.39637935,0.46531922,"('influential', 'uninfluential')",0.39637935161590576,0.4653192162513733,0.06893986463546753
9,0.39288118,0.2866367,"('sensitive', 'insensitive')",0.3928811848163605,0.28663671016693115,-0.10624447464942932
0,0.39280385,0.487262,"('sociable', 'unsociable')",0.3928038477897644,0.4872620105743408,0.09445816278457642
109,0.3633016,0.3809755,"('conservative', 'liberal')",0.3633016049861908,0.38097551465034485,0.017673909664154053
108,0.3633016,0.3809755,"('conservative', 'liberal')",0.3633016049861908,0.38097551465034485,0.017673909664154053
52,0.3538316,0.3496768,"('competitive', 'uncompetitive')",0.35383158922195435,0.34967678785324097,-0.004154801368713379
18,-0.3309278,-0.2641403,"('social', 'asocial')",-0.3309277892112732,-0.2641403079032898,0.0667874813079834
30,0.31978112,0.29548895,"('honest', 'dishonest')",0.3197811245918274,0.29548895359039307,-0.024292171001434326
102,-0.2988721,-0.3296932,"('eminent', 'low')",-0.29887211322784424,-0.3296931982040405,-0.03082108497619629
11,0.28380775,0.53090036,"('caring', 'unaffectionate')",0.28380775451660156,0.5309003591537476,0.247092604637146
55,0.2837264,0.29263514,"('intelligent', 'unintelligent')",0.28372639417648315,0.29263514280319214,0.008908748626708984
81,0.280006,-0.028840393,"('industrious', 'lazy')",0.2800059914588928,-0.02884039282798767,-0.3088463842868805
64,-0.2741285,-0.33697802,"('clever', 'incompetent')",-0.2741284966468811,-0.336978018283844,-0.06284952163696289
49,-0.2550982,-0.34246302,"('responsible', 'irresponsible')",-0.2550981938838959,-0.34246301651000977,-0.08736482262611389
65,-0.2522593,-0.34781986,"('practical', 'impractical')",-0.2522593140602112,-0.34781986474990845,-0.09556055068969727
47,-0.2514453,-0.14298813,"('forgiving', 'unforgiving')",-0.25144529342651367,-0.14298813045024872,0.10845716297626495
39,-0.24886942,-0.030586064,"('right', 'wrong')",-0.2488694190979004,-0.030586063861846924,0.21828335523605347
48,0.24391864,0.14530876,"('reliable', 'unreliable')",0.24391864240169525,0.14530876278877258,-0.09860987961292267
5,0.23865762,0.27735534,"('pleasant', 'repellent')",0.2386576235294342,0.2773553431034088,0.03869771957397461
87,-0.23367652,-0.2517955,"('dedicated', 'undedicated')",-0.23367652297019958,-0.2517955005168915,-0.018118977546691895
44,0.23037122,0.32112762,"('truthful', 'untruthful')",0.23037122189998627,0.32112762331962585,0.09075640141963959
10,0.21141204,0.5323323,"('affectionate', 'unaffectionate')",0.21141204237937927,0.5323323011398315,0.32092025876045227
61,-0.20558381,-0.046459228,"('rational', 'irrational')",-0.20558381080627441,-0.04645922780036926,0.15912458300590515
68,-0.17944016,-0.41682518,"('clever', 'inept')",-0.17944015562534332,-0.41682517528533936,-0.23738501965999603
85,0.17765765,0.29821008,"('ambitious', 'unambitious')",0.17765764892101288,0.298210084438324,0.1205524355173111
99,-0.17637828,-0.17437339,"('prestigious', 'insignificant')",-0.1763782799243927,-0.17437338829040527,0.0020048916339874268
106,0.17448543,0.1814655,"('conventional', 'unconventional')",0.17448543012142181,0.1814655065536499,0.006980076432228088
97,0.16266587,0.23184055,"('superior', 'inferior')",0.16266587376594543,0.23184055089950562,0.06917467713356018
2,0.16040169,0.14917824,"('friendly', 'unfriendly')",0.16040168702602386,0.14917823672294617,-0.011223450303077698
98,-0.15480565,-0.19919349,"('prestigious', 'insignificant')",-0.15480564534664154,-0.19919349253177643,-0.04438784718513489
76,-0.15010232,-0.21349382,"('secure', 'insecure')",-0.15010231733322144,-0.21349382400512695,-0.06339150667190552
89,-0.14598434,-0.24479915,"('daring', 'anxious')",-0.14598433673381805,-0.2447991520166397,-0.09881481528282166
94,-0.12872314,-0.11408731,"('aggressive', 'submissive')",-0.12872314453125,-0.11408731341362,0.014635831117630005
22,0.12270397,0.036376037,"('welcoming', 'disagreeable')",0.12270396947860718,0.03637603670358658,-0.0863279327750206
86,0.12074371,0.2449547,"('self-reliant', 'helpless')",0.12074370682239532,0.24495470523834229,0.12421099841594696
72,0.118355155,0.16177547,"('logical', 'illogical')",0.1183551549911499,0.16177546977996826,0.04342031478881836
93,-0.11814735,-0.1372816,"('dominating', 'dominated')",-0.1181473508477211,-0.137281596660614,-0.019134245812892914
88,-0.114434175,-0.06771518,"('impulsive', 'meek')",-0.11443417519330978,-0.06771518290042877,0.04671899229288101
57,0.10141198,-0.19790787,"('able', 'unable')",0.10141198337078094,-0.19790786504745483,-0.2993198484182358
29,0.09702119,0.06812987,"('honest', 'immoral')",0.0970211923122406,0.06812986731529236,-0.028891324996948242
