,average_male,0,1,average_female,female-male,tuple
27,-3.153561,sincere,insincere,-3.0834446,0.07011652,"('sincere', 'insincere')"
6,2.8710732,liked,disliked,2.8246903,-0.046382904,"('liked', 'disliked')"
37,2.8422318,good,evil,2.7198849,-0.12234688,"('good', 'evil')"
40,-2.690063,honorable,mean,-2.9724312,-0.28236818,"('honorable', 'mean')"
95,-2.4704008,rich,poor,-2.371349,0.099051714,"('rich', 'poor')"
53,-2.32202,smart,stupid,-2.39144,-0.06941986,"('smart', 'stupid')"
8,2.2669997,open,distant,1.6866506,-0.5803491,"('open', 'distant')"
13,-2.2064912,helpful,unhelpful,-2.2741601,-0.067668915,"('helpful', 'unhelpful')"
71,-2.1025891,efficient,inefficient,-2.3946702,-0.29208112,"('efficient', 'inefficient')"
75,2.0250237,confident,shy,1.8505205,-0.1745032,"('confident', 'shy')"
7,1.9918914,outgoing,distant,1.4020838,-0.5898076,"('outgoing', 'distant')"
99,1.958035,prestigious,insignificant,2.0069993,0.048964262,"('prestigious', 'insignificant')"
65,-1.848928,practical,impractical,-1.9854852,-0.13655722,"('practical', 'impractical')"
42,1.7949425,amicable,hostile,1.8315665,0.036623955,"('amicable', 'hostile')"
46,1.7614597,generous,stingy,1.8662634,0.10480368,"('generous', 'stingy')"
77,1.7159535,active,inactive,1.8044038,0.08845031,"('active', 'inactive')"
41,1.677393,incorrupt,corrupt,1.4963825,-0.18101048,"('incorrupt', 'corrupt')"
81,1.6633339,industrious,lazy,1.3001926,-0.3631413,"('industrious', 'lazy')"
58,-1.5771426,able,clumsy,-1.4761999,0.10094273,"('able', 'clumsy')"
61,1.5589439,rational,irrational,1.706624,0.14768016,"('rational', 'irrational')"
49,-1.5376266,responsible,irresponsible,-1.4834207,0.054205894,"('responsible', 'irresponsible')"
36,-1.5376096,tolerant,intolerant,-1.4660964,0.071513176,"('tolerant', 'intolerant')"
78,1.5318671,active,inactive,1.1205016,-0.4113655,"('active', 'inactive')"
64,-1.5047525,clever,incompetent,-1.3499482,0.15480435,"('clever', 'incompetent')"
70,1.4706237,wise,unwise,1.1197709,-0.35085285,"('wise', 'unwise')"
82,1.4691582,industrious,meek,1.3961554,-0.073002815,"('industrious', 'meek')"
109,-1.4625623,conservative,liberal,-1.4047811,0.05778122,"('conservative', 'liberal')"
108,-1.4625623,conservative,liberal,-1.4047811,0.05778122,"('conservative', 'liberal')"
73,-1.4063871,brilliant,incompetent,-1.6892874,-0.28290033,"('brilliant', 'incompetent')"
38,-1.3329617,kind,unkind,-0.8374281,0.4955336,"('kind', 'unkind')"
89,-1.285878,daring,anxious,-1.1010344,0.18484354,"('daring', 'anxious')"
94,-1.282192,aggressive,submissive,-1.2364283,0.04576373,"('aggressive', 'submissive')"
23,1.2385207,hospitable,inhospitable,1.047094,-0.19142675,"('hospitable', 'inhospitable')"
92,1.2331138,unwavering,wavering,1.0311145,-0.2019993,"('unwavering', 'wavering')"
83,-1.2088916,energetic,lethargic,-1.1606339,0.04825771,"('energetic', 'lethargic')"
2,-1.1912408,friendly,unfriendly,-0.8808858,0.310355,"('friendly', 'unfriendly')"
62,1.1777058,creative,uncreative,1.0323935,-0.14531231,"('creative', 'uncreative')"
1,1.1771655,friendly,unfriendly,1.014207,-0.1629585,"('friendly', 'unfriendly')"
25,-1.0957824,moral,immoral,-0.8974436,0.1983388,"('moral', 'immoral')"
14,1.0776527,supportive,unsupportive,0.9664735,-0.11117917,"('supportive', 'unsupportive')"
66,1.0571893,imaginative,unimaginative,1.128673,0.07148361,"('imaginative', 'unimaginative')"
60,-1.0520941,educated,uneducated,-0.7152459,0.3368482,"('educated', 'uneducated')"
74,-1.0280486,insightful,unperceptive,-1.1744406,-0.14639199,"('insightful', 'unperceptive')"
51,-0.9960293,competent,incompetent,-1.0065374,-0.01050812,"('competent', 'incompetent')"
76,-0.97213745,secure,insecure,-0.682991,0.28914642,"('secure', 'insecure')"
101,-0.92879343,successful,unsuccessful,-0.8228258,0.10596764,"('successful', 'unsuccessful')"
