,average_male,0,1,average_female,female-male,tuple
6,6.7628155,liked,disliked,6.985458,0.22264242,"('liked', 'disliked')"
27,-6.709097,sincere,insincere,-7.143962,-0.434865,"('sincere', 'insincere')"
75,6.4615073,confident,shy,7.0449677,0.58346033,"('confident', 'shy')"
95,-5.8204575,rich,poor,-6.51873,-0.6982727,"('rich', 'poor')"
40,-4.7931747,honorable,mean,-5.2874126,-0.4942379,"('honorable', 'mean')"
53,-4.608347,smart,stupid,-4.8554077,-0.24706078,"('smart', 'stupid')"
86,3.256709,self-reliant,helpless,3.3781223,0.12141323,"('self-reliant', 'helpless')"
13,-2.9444375,helpful,unhelpful,-3.2489545,-0.30451703,"('helpful', 'unhelpful')"
81,2.7814965,industrious,lazy,2.8557754,0.07427883,"('industrious', 'lazy')"
48,2.5350506,reliable,unreliable,2.5724552,0.037404537,"('reliable', 'unreliable')"
37,2.5069537,good,evil,2.568152,0.061198235,"('good', 'evil')"
3,2.4461212,likable,unlikable,2.1807175,-0.26540375,"('likable', 'unlikable')"
41,2.3935082,incorrupt,corrupt,2.319879,-0.07362914,"('incorrupt', 'corrupt')"
38,-2.2626002,kind,unkind,-2.1347475,0.12785268,"('kind', 'unkind')"
58,-2.2549834,able,clumsy,-2.1403723,0.11461115,"('able', 'clumsy')"
28,-2.1595066,honest,dishonest,-2.1100128,0.04949379,"('honest', 'dishonest')"
33,-2.0925841,softhearted,hardhearted,-1.6900821,0.40250206,"('softhearted', 'hardhearted')"
50,2.0907044,unprejudiced,prejudiced,2.1532311,0.0625267,"('unprejudiced', 'prejudiced')"
29,-2.083251,honest,immoral,-2.4372368,-0.3539858,"('honest', 'immoral')"
66,2.0245378,imaginative,unimaginative,2.326787,0.3022492,"('imaginative', 'unimaginative')"
88,2.0165148,impulsive,meek,1.9450612,-0.07145357,"('impulsive', 'meek')"
49,-2.0120838,responsible,irresponsible,-1.9937006,0.018383145,"('responsible', 'irresponsible')"
12,-1.8902096,sympathetic,unsympathetic,-2.132176,-0.24196637,"('sympathetic', 'unsympathetic')"
34,-1.8785923,loyal,disloyal,-1.9932835,-0.11469126,"('loyal', 'disloyal')"
2,-1.8757279,friendly,unfriendly,-2.0969348,-0.2212069,"('friendly', 'unfriendly')"
71,-1.8449452,efficient,inefficient,-2.0767958,-0.23185062,"('efficient', 'inefficient')"
82,1.7765036,industrious,meek,1.8650534,0.08854985,"('industrious', 'meek')"
42,1.7421321,amicable,hostile,2.0423079,0.3001758,"('amicable', 'hostile')"
73,-1.7219603,brilliant,incompetent,-2.2556624,-0.53370214,"('brilliant', 'incompetent')"
11,-1.6974787,caring,unaffectionate,-1.5953237,0.10215497,"('caring', 'unaffectionate')"
46,1.6923196,generous,stingy,1.9074798,0.21516013,"('generous', 'stingy')"
25,-1.6597056,moral,immoral,-1.71019,-0.05048442,"('moral', 'immoral')"
74,-1.5269377,insightful,unperceptive,-1.780555,-0.2536173,"('insightful', 'unperceptive')"
64,-1.4575806,clever,incompetent,-1.7237697,-0.2661891,"('clever', 'incompetent')"
72,-1.4132786,logical,illogical,-1.2246737,0.18860483,"('logical', 'illogical')"
78,1.3876244,active,inactive,1.3284271,-0.059197307,"('active', 'inactive')"
65,-1.3782134,practical,impractical,-1.5309224,-0.152709,"('practical', 'impractical')"
9,-1.3625969,sensitive,insensitive,-1.5489008,-0.18630397,"('sensitive', 'insensitive')"
77,1.3090627,active,inactive,1.467759,0.1586963,"('active', 'inactive')"
36,-1.3079741,tolerant,intolerant,-1.2016436,0.106330514,"('tolerant', 'intolerant')"
99,1.3006266,prestigious,insignificant,1.2499778,-0.05064881,"('prestigious', 'insignificant')"
100,-1.2472053,influential,uninfluential,-0.9751135,0.27209175,"('influential', 'uninfluential')"
24,-1.2458085,thoughtful,rough,-1.3436213,-0.09781277,"('thoughtful', 'rough')"
7,1.2308366,outgoing,distant,1.2327231,0.001886487,"('outgoing', 'distant')"
52,-1.2288483,competitive,uncompetitive,-1.2364995,-0.00765121,"('competitive', 'uncompetitive')"
68,-1.2172198,clever,inept,-1.7362548,-0.519035,"('clever', 'inept')"
61,1.1983691,rational,irrational,1.5257208,0.3273517,"('rational', 'irrational')"
32,-1.1974933,benevolent,hardhearted,-0.72648597,0.47100735,"('benevolent', 'hardhearted')"
43,-1.1569617,genuine,fake,-1.0145836,0.14237809,"('genuine', 'fake')"
18,-1.1453493,social,asocial,-0.9385872,0.20676208,"('social', 'asocial')"
20,1.1297312,popular,unpopular,0.74124604,-0.38848513,"('popular', 'unpopular')"
83,-1.1142398,energetic,lethargic,-1.2888572,-0.17461741,"('energetic', 'lethargic')"
70,1.1006553,wise,unwise,1.2530956,0.15244031,"('wise', 'unwise')"
21,1.0878025,nice,nasty,0.9133851,-0.17441744,"('nice', 'nasty')"
87,-1.0825131,dedicated,undedicated,-1.0664291,0.016083956,"('dedicated', 'undedicated')"
63,-1.0773767,capable,incapable,-1.3709068,-0.2935301,"('capable', 'incapable')"
109,-1.0367153,conservative,liberal,-1.0389364,-0.0022211075,"('conservative', 'liberal')"
108,-1.0367153,conservative,liberal,-1.0389364,-0.0022211075,"('conservative', 'liberal')"
1,-1.029017,friendly,unfriendly,-0.879737,0.14927995,"('friendly', 'unfriendly')"
55,-1.0206747,intelligent,unintelligent,-1.1300547,-0.10938001,"('intelligent', 'unintelligent')"
35,0.9900023,fair,unfair,1.2723305,0.28232825,"('fair', 'unfair')"
69,0.9325932,wise,foolish,1.1232858,0.19069254,"('wise', 'foolish')"
19,0.91334605,funny,boring,0.9948243,0.08147824,"('funny', 'boring')"
