,nicor_male,nicor_female,tuple,average_male,average_female,female-male
75,2.8570356,2.6302938,"('confident', 'shy')",2.8570356369018555,2.630293846130371,-0.22674179077148438
27,-2.584714,-2.4555209,"('sincere', 'insincere')",-2.584713935852051,-2.4555208683013916,0.12919306755065918
6,2.3907413,2.4678228,"('liked', 'disliked')",2.3907413482666016,2.467822790145874,0.07708144187927246
95,-2.035922,-2.0578055,"('rich', 'poor')",-2.035922050476074,-2.0578055381774902,-0.021883487701416016
53,-1.892205,-1.952627,"('smart', 'stupid')",-1.892204999923706,-1.9526269435882568,-0.06042194366455078
78,1.8542373,1.7636778,"('active', 'inactive')",1.8542373180389404,1.7636778354644775,-0.09055948257446289
7,1.6857078,1.7763256,"('outgoing', 'distant')",1.6857078075408936,1.7763255834579468,0.09061777591705322
37,1.6269469,1.7816975,"('good', 'evil')",1.6269469261169434,1.7816975116729736,0.15475058555603027
13,-1.5946941,-1.5517918,"('helpful', 'unhelpful')",-1.5946941375732422,-1.551791787147522,0.042902350425720215
8,1.4511287,1.7422001,"('open', 'distant')",1.4511287212371826,1.7422001361846924,0.29107141494750977
77,1.3919487,1.5664471,"('active', 'inactive')",1.3919486999511719,1.566447138786316,0.17449843883514404
29,-1.3597994,-1.0617261,"('honest', 'immoral')",-1.3597993850708008,-1.0617260932922363,0.29807329177856445
38,-1.2936835,-1.0660957,"('kind', 'unkind')",-1.2936835289001465,-1.0660957098007202,0.22758781909942627
58,-1.1584301,-0.9498428,"('able', 'clumsy')",-1.1584300994873047,-0.9498428106307983,0.20858728885650635
65,-1.1171728,-1.549658,"('practical', 'impractical')",-1.1171728372573853,-1.549657940864563,-0.43248510360717773
70,1.1159387,1.3005792,"('wise', 'unwise')",1.115938663482666,1.3005791902542114,0.1846405267715454
40,-1.0742751,-1.2307694,"('honorable', 'mean')",-1.0742751359939575,-1.230769395828247,-0.15649425983428955
54,1.0521576,0.8487395,"('smart', 'stupid')",1.0521576404571533,0.848739504814148,-0.20341813564300537
82,1.0321138,0.7569099,"('industrious', 'meek')",1.032113790512085,0.7569099068641663,-0.2752038836479187
34,-1.0320466,-0.68756783,"('loyal', 'disloyal')",-1.0320465564727783,-0.6875678300857544,0.3444787263870239
64,-0.99169993,-1.1983012,"('clever', 'incompetent')",-0.9916999340057373,-1.1983011960983276,-0.20660126209259033
81,0.9795651,0.6906332,"('industrious', 'lazy')",0.9795650839805603,0.6906331777572632,-0.2889319062232971
106,-0.9682384,-0.9629804,"('conventional', 'unconventional')",-0.9682384133338928,-0.9629803895950317,0.005258023738861084
42,0.9496818,1.4571241,"('amicable', 'hostile')",0.94968181848526,1.45712411403656,0.5074422955513
25,-0.93841356,-1.0810882,"('moral', 'immoral')",-0.9384135603904724,-1.0810881853103638,-0.14267462491989136
62,0.93585753,1.1478829,"('creative', 'uncreative')",0.9358575344085693,1.1478829383850098,0.21202540397644043
36,-0.9346448,-1.0883161,"('tolerant', 'intolerant')",-0.9346448183059692,-1.0883160829544067,-0.1536712646484375
49,-0.92320657,-0.977969,"('responsible', 'irresponsible')",-0.9232065677642822,-0.9779689908027649,-0.054762423038482666
46,0.9159199,1.1379241,"('generous', 'stingy')",0.9159198999404907,1.137924075126648,0.22200417518615723
12,-0.9067513,-0.54933584,"('sympathetic', 'unsympathetic')",-0.906751275062561,-0.5493358373641968,0.35741543769836426
39,-0.8516329,-0.5263576,"('right', 'wrong')",-0.8516328930854797,-0.5263575911521912,0.3252753019332886
20,-0.84303,-0.31103516,"('popular', 'unpopular')",-0.8430299758911133,-0.31103515625,0.5319948196411133
4,-0.8269776,-0.8847058,"('likable', 'unlikable')",-0.8269776105880737,-0.8847057819366455,-0.05772817134857178
26,-0.81586516,-0.4703318,"('trustworthy', 'untrustworthy')",-0.815865159034729,-0.4703317880630493,0.3455333709716797
50,0.8151878,0.673472,"('unprejudiced', 'prejudiced')",0.8151878118515015,0.673471987247467,-0.14171582460403442
18,-0.8124212,-0.7743683,"('social', 'asocial')",-0.8124212026596069,-0.7743682861328125,0.038052916526794434
28,-0.8097791,-0.5344846,"('honest', 'dishonest')",-0.8097791075706482,-0.5344846248626709,0.2752944827079773
66,0.76306325,1.051676,"('imaginative', 'unimaginative')",0.7630632519721985,1.0516760349273682,0.2886127829551697
84,0.7472277,0.85446644,"('self-confident', 'diffident')",0.7472277283668518,0.854466438293457,0.10723870992660522
90,0.7401754,0.29839393,"('motivated', 'unmotivated')",0.7401754260063171,0.29839393496513367,-0.44178149104118347
