,sprint_male,sprint_female,tuple,corp_male,corp_female,new_male,new_female,average_male,average_female,female-male
75,5.5571733,5.5385423,"('confident', 'shy')",6.66473,6.5372887,4.247345,4.725128,5.489749272664388,5.600319544474284,0.11057027180989643
27,-4.995741,-4.9591136,"('sincere', 'insincere')",-6.6364894,-6.431673,-4.0693674,-4.2187166,-5.233866055806478,-5.203167915344238,0.030698140462239287
95,-4.741026,-4.9844456,"('rich', 'poor')",-6.034153,-6.116641,-2.7676091,-3.1545284,-4.514262517293294,-4.751871744791667,-0.237609227498373
6,4.3310566,4.2061577,"('liked', 'disliked')",6.684802,6.6123395,3.2574773,3.5818095,4.757778803507487,4.800102233886719,0.042323430379231475
40,-4.173207,-4.3447413,"('honorable', 'mean')",-5.858739,-5.9650583,-2.9068136,-3.3330858,-4.312919934590657,-4.547628402709961,-0.23470846811930368
53,-3.4731338,-3.5476656,"('smart', 'stupid')",-4.4504747,-4.3025694,-3.3546703,-3.2368484,-3.7594264348347983,-3.69569460550944,0.06373182932535837
48,2.8468115,2.5237465,"('reliable', 'unreliable')",2.681928,2.5936308,1.1541629,1.1235613,2.2276341120402017,2.080312887827555,-0.14732122421264648
50,2.3633678,2.4195757,"('unprejudiced', 'prejudiced')",2.2759738,2.2260273,1.2686491,1.0383911,1.9693301518758137,1.8946647644042969,-0.07466538747151685
1,-2.3587816,-2.3703647,"('friendly', 'unfriendly')",-1.3676949,-1.0302336,0.03334117,0.025989413,-1.231045087178548,-1.124869664510091,0.10617542266845703
86,2.3530018,2.4618974,"('self-reliant', 'helpless')",2.751844,2.6451762,1.5905108,1.749958,2.231785615285238,2.2856772740681968,0.053891658782958984
74,-2.020859,-2.0499296,"('insightful', 'unperceptive')",-1.2442702,-1.3193259,-0.31318325,-0.21756577,-1.1927707990010579,-1.19560710589091,-0.002836306889852036
38,-1.9922287,-1.9958141,"('kind', 'unkind')",-2.3757577,-1.9031388,-1.1115729,-0.71509457,-1.8265198071797688,-1.5380158424377441,0.28850396474202467
46,1.9834839,2.0517511,"('generous', 'stingy')",2.3762202,2.3003333,0.83456933,0.996935,1.7314244906107585,1.7830063501993816,0.05158185958862305
11,-1.9068944,-1.860257,"('caring', 'unaffectionate')",-1.484493,-1.4917997,-0.39734697,-0.45263273,-1.2629114786783855,-1.2682298024495442,-0.005318323771158706
105,-1.7849207,-1.6099002,"('conventional', 'modern')",-0.48005888,-0.4712868,0.8306431,0.5736888,-0.4781121412913005,-0.5024994214375814,-0.024387280146280943
44,-1.7807269,-1.8258097,"('truthful', 'untruthful')",-0.6980455,-0.76625013,-0.44683415,-0.3493275,-0.9752021630605062,-0.9804624716440836,-0.0052603085835774
13,-1.7687397,-1.7208036,"('helpful', 'unhelpful')",-3.0271235,-3.0961032,-2.575208,-2.4277782,-2.4570236206054688,-2.4148950576782227,0.042128562927246094
34,-1.6767523,-1.6212357,"('loyal', 'disloyal')",-2.017921,-1.7827404,-1.179813,-0.9404594,-1.624828815460205,-1.448145071665446,0.17668374379475904
66,1.6639345,1.4924718,"('imaginative', 'unimaginative')",3.0494213,3.0358052,0.34587073,0.7209271,1.6864089965820312,1.7497347195943196,0.06332572301228834
96,-1.6135592,-1.4213002,"('powerful', 'powerless')",-0.0942453,0.08052668,-0.45298013,-0.42514718,-0.7202615737915039,-0.5886402130126953,0.1316213607788086
99,-1.5773902,-1.5587213,"('prestigious', 'insignificant')",0.29116943,0.51564914,0.7842057,0.64763576,-0.16733837127685547,-0.13181215524673462,0.03552621603012085
63,-1.5203445,-1.7301284,"('capable', 'incapable')",-1.1376256,-1.0196587,-0.33474922,-0.53823125,-0.9975730578104655,-1.0960060755411785,-0.098433017730713
62,-1.5031402,-1.846427,"('creative', 'uncreative')",-0.33273518,-0.144564,-0.56264377,-0.6173538,-0.7995063463846842,-0.8694482644399008,-0.06994191805521655
65,-1.5001564,-1.6491163,"('practical', 'impractical')",-0.9191679,-0.87139773,-1.6388373,-1.5554767,-1.352720578511556,-1.358663558959961,-0.005942980448405022
28,-1.4599414,-1.5097903,"('honest', 'dishonest')",-2.0855794,-2.0146995,-1.27389,-0.99179226,-1.606470266977946,-1.505427360534668,0.10104290644327807
104,-1.4538479,-1.3046923,"('conventional', 'unconventional')",-0.7870131,-0.6860226,0.09214801,-0.08103579,-0.7162376244862875,-0.6905835469563802,0.025654077529907227
55,-1.4335415,-1.4804127,"('intelligent', 'unintelligent')",-1.5241168,-1.5656445,-0.3138889,-0.4464134,-1.0905157725016277,-1.1641569137573242,-0.07364114125569654
