,gilead_male,gilead_female,tuple,sciences_male,sciences_female,average_male,average_female,female-male
75,2.5110774,2.3955698,"('confident', 'shy')",7.177269,6.7957664,4.844173431396484,4.595667839050293,-0.2485055923461914
109,1.8626282,1.409955,"('conservative', 'liberal')",1.2446663,0.9593039,1.5536472797393799,1.1846294403076172,-0.3690178394317627
108,1.8626282,1.409955,"('conservative', 'liberal')",1.2446663,0.9593039,1.5536472797393799,1.1846294403076172,-0.3690178394317627
107,1.7939796,1.8000842,"('conventional', 'modern')",0.9215379,0.5653031,1.3577587604522705,1.1826937198638916,-0.1750650405883789
104,-1.7239349,-1.3159227,"('conventional', 'unconventional')",-1.2630582,-0.5989279,-1.4934965372085571,-0.9574253559112549,0.5360711812973022
1,-1.5434378,-0.8380614,"('friendly', 'unfriendly')",-1.6158273,-1.1444674,-1.5796325206756592,-0.9912643432617188,0.5883681774139404
90,1.3712467,1.1232963,"('motivated', 'unmotivated')",0.9599171,0.6120623,1.1655819416046143,0.867679238319397,-0.2979027032852173
11,-1.2733488,-0.8280703,"('caring', 'unaffectionate')",-1.7894672,-1.6569748,-1.5314080715179443,-1.2425224781036377,0.28888559341430664
60,1.2701726,1.2875211,"('educated', 'uneducated')",-1.2176571,-1.2555013,0.026257753372192383,0.016009926795959473,-0.01024782657623291
105,-1.2499262,-1.1282643,"('conventional', 'modern')",-0.76249355,-0.4659203,-1.0062098503112793,-0.7970923185348511,0.20911753177642822
25,1.235997,0.8719626,"('moral', 'immoral')",-0.51390374,-0.87797004,0.36104661226272583,-0.003003716468811035,-0.36405032873153687
10,-1.2221222,-0.70090467,"('affectionate', 'unaffectionate')",-1.2085743,-0.8501382,-1.215348243713379,-0.7755213975906372,0.4398268461227417
68,-1.21619,-1.2356818,"('clever', 'inept')",-1.310198,-1.5595462,-1.263193964958191,-1.3976140022277832,-0.13442003726959229
62,-1.1938927,-0.67553645,"('creative', 'uncreative')",-1.3022344,-1.2313607,-1.248063564300537,-0.9534485340118408,0.2946150302886963
27,-1.1458745,-1.1683887,"('sincere', 'insincere')",-6.2366514,-6.564456,-3.69126296043396,-3.866422414779663,-0.17515945434570312
50,1.1273699,0.86169916,"('unprejudiced', 'prejudiced')",2.054882,1.8484602,1.5911259651184082,1.3550796508789062,-0.23604631423950195
16,1.1100714,0.8919207,"('social', 'antisocial')",0.20858803,-0.08161411,0.6593297123908997,0.4051532745361328,-0.25417643785476685
5,1.0978618,0.86639476,"('pleasant', 'repellent')",0.34124053,0.19877917,0.719551146030426,0.532586932182312,-0.186964213848114
99,-1.0969504,-0.62311256,"('prestigious', 'insignificant')",-1.8850138,-1.237551,-1.4909820556640625,-0.9303317666053772,0.5606502890586853
